municipality,group,variable,month,Viviendas Positivas,TOTAL
SAN LUCAS,chagas viviendas,viviendas positivas,2013-08-01,10,10
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2013-08-01,16,16
SICAYA,chagas viviendas,viviendas positivas,2013-08-01,10,10
SIPE SIPE,chagas viviendas,viviendas positivas,2013-08-01,7,7
SUCRE,chagas viviendas,viviendas positivas,2013-08-01,16,16
TAPACARI,chagas viviendas,viviendas positivas,2013-08-01,2,2
TARABUCO,chagas viviendas,viviendas positivas,2013-08-01,10,10
TARIJA,chagas viviendas,viviendas positivas,2013-08-01,3,3
TARVITA,chagas viviendas,viviendas positivas,2013-08-01,6,6
TOMAVE,chagas viviendas,viviendas positivas,2013-08-01,2,2
TOMINA,chagas viviendas,viviendas positivas,2013-08-01,26,26
TORO TORO,chagas viviendas,viviendas positivas,2013-08-01,29,29
TOTORA(CBBA),chagas viviendas,viviendas positivas,2013-08-01,10,10
TUPIZA,chagas viviendas,viviendas positivas,2013-08-01,2,2
VILA VILA,chagas viviendas,viviendas positivas,2013-08-01,37,37
VILLA CHARCAS,chagas viviendas,viviendas positivas,2013-08-01,8,8
VILLA RIVERO,chagas viviendas,viviendas positivas,2013-08-01,2,2
VILLA SERRANO,chagas viviendas,viviendas positivas,2013-08-01,3,3
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2013-08-01,56,56
VILLAZON,chagas viviendas,viviendas positivas,2013-08-01,2,2
VINTO,chagas viviendas,viviendas positivas,2013-08-01,2,2
VITICHI,chagas viviendas,viviendas positivas,2013-08-01,1,1
YACUIBA,chagas viviendas,viviendas positivas,2013-08-01,24,24
YOTALA,chagas viviendas,viviendas positivas,2013-08-01,10,10
ZUDAÑEZ,chagas viviendas,viviendas positivas,2013-08-01,1,1
ACACIO,chagas viviendas,viviendas positivas,2013-09-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2013-09-01,2,2
ALCALA,chagas viviendas,viviendas positivas,2013-09-01,2,2
ANZALDO,chagas viviendas,viviendas positivas,2013-09-01,6,6
ARANI,chagas viviendas,viviendas positivas,2013-09-01,1,1
ARBIETO,chagas viviendas,viviendas positivas,2013-09-01,7,7
ARQUE,chagas viviendas,viviendas positivas,2013-09-01,1,1
CAMARGO,chagas viviendas,viviendas positivas,2013-09-01,26,26
CAPINOTA,chagas viviendas,viviendas positivas,2013-09-01,11,11
CARAPARI,chagas viviendas,viviendas positivas,2013-09-01,9,9
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas positivas,2013-09-01,5,5
CKOCHAS,chagas viviendas,viviendas positivas,2013-09-01,21,21
CLIZA,chagas viviendas,viviendas positivas,2013-09-01,2,2
COCHABAMBA,chagas viviendas,viviendas positivas,2013-09-01,35,35
COLCAPIRHUA,chagas viviendas,viviendas positivas,2013-09-01,3,3
COLQUECHACA,chagas viviendas,viviendas positivas,2013-09-01,6,6
COMARAPA,chagas viviendas,viviendas positivas,2013-09-01,1,1
CULPINA,chagas viviendas,viviendas positivas,2013-09-01,3,3
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2013-09-01,2,2
EL TORNO,chagas viviendas,viviendas positivas,2013-09-01,7,7
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2013-09-01,9,9
GUTIERREZ,chagas viviendas,viviendas positivas,2013-09-01,15,15
HUACARETA,chagas viviendas,viviendas positivas,2013-09-01,9,9
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2013-09-01,10,10
ICLA,chagas viviendas,viviendas positivas,2013-09-01,1,1
INCAHUASI,chagas viviendas,viviendas positivas,2013-09-01,5,5
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2013-09-01,8,8
LAS CARRERAS,chagas viviendas,viviendas positivas,2013-09-01,2,2
LURIBAY,chagas viviendas,viviendas positivas,2013-09-01,11,11
MIZQUE,chagas viviendas,viviendas positivas,2013-09-01,17,17
MOJOCOYA,chagas viviendas,viviendas positivas,2013-09-01,3,3
PADILLA,chagas viviendas,viviendas positivas,2013-09-01,1,1
PAILON,chagas viviendas,viviendas positivas,2013-09-01,2,2
PASORAPA,chagas viviendas,viviendas positivas,2013-09-01,6,6
POCONA,chagas viviendas,viviendas positivas,2013-09-01,1,1
POJO (CBBA),chagas viviendas,viviendas positivas,2013-09-01,6,6
PUNATA,chagas viviendas,viviendas positivas,2013-09-01,2,2
RAVELO,chagas viviendas,viviendas positivas,2013-09-01,9,9
SACABA,chagas viviendas,viviendas positivas,2013-09-01,1,1
SAIPINA,chagas viviendas,viviendas positivas,2013-09-01,3,3
SAN BENITO,chagas viviendas,viviendas positivas,2013-09-01,5,5
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2013-09-01,6,6
SAN LUCAS,chagas viviendas,viviendas positivas,2013-09-01,9,9
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2013-09-01,8,8
SICAYA,chagas viviendas,viviendas positivas,2013-09-01,11,11
SIPE SIPE,chagas viviendas,viviendas positivas,2013-09-01,17,17
SUCRE,chagas viviendas,viviendas positivas,2013-09-01,5,5
TAPACARI,chagas viviendas,viviendas positivas,2013-09-01,2,2
TARABUCO,chagas viviendas,viviendas positivas,2013-09-01,2,2
TARATA,chagas viviendas,viviendas positivas,2013-09-01,2,2
TARIJA,chagas viviendas,viviendas positivas,2013-09-01,3,3
TARVITA,chagas viviendas,viviendas positivas,2013-09-01,2,2
TORO TORO,chagas viviendas,viviendas positivas,2013-09-01,7,7
TOTORA(CBBA),chagas viviendas,viviendas positivas,2013-09-01,4,4
TRIGAL,chagas viviendas,viviendas positivas,2013-09-01,10,10
VILLA CHARCAS,chagas viviendas,viviendas positivas,2013-09-01,9,9
VILLA MONTES,chagas viviendas,viviendas positivas,2013-09-01,12,12
VILLA SERRANO,chagas viviendas,viviendas positivas,2013-09-01,9,9
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2013-09-01,19,19
VINTO,chagas viviendas,viviendas positivas,2013-09-01,2,2
VITICHI,chagas viviendas,viviendas positivas,2013-09-01,9,9
YACUIBA,chagas viviendas,viviendas positivas,2013-09-01,22,22
YOTALA,chagas viviendas,viviendas positivas,2013-09-01,14,14
YUNCHARA,chagas viviendas,viviendas positivas,2013-09-01,2,2
ACACIO,chagas viviendas,viviendas positivas,2013-10-01,4,4
AIQUILE,chagas viviendas,viviendas positivas,2013-10-01,18,18
ALCALA,chagas viviendas,viviendas positivas,2013-10-01,2,2
ANZALDO,chagas viviendas,viviendas positivas,2013-10-01,12,12
ARAMPAMPA,chagas viviendas,viviendas positivas,2013-10-01,2,2
ARANI,chagas viviendas,viviendas positivas,2013-10-01,1,1
ARBIETO,chagas viviendas,viviendas positivas,2013-10-01,20,20
ARQUE,chagas viviendas,viviendas positivas,2013-10-01,4,4
BETANZOS,chagas viviendas,viviendas positivas,2013-10-01,12,12
CAMARGO,chagas viviendas,viviendas positivas,2013-10-01,26,26
CAPINOTA,chagas viviendas,viviendas positivas,2013-10-01,33,33
CARAPARI,chagas viviendas,viviendas positivas,2013-10-01,37,37
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas positivas,2013-10-01,3,3
CKOCHAS,chagas viviendas,viviendas positivas,2013-10-01,13,13
CLIZA,chagas viviendas,viviendas positivas,2013-10-01,3,3
COCHABAMBA,chagas viviendas,viviendas positivas,2013-10-01,41,41
COLCAPIRHUA,chagas viviendas,viviendas positivas,2013-10-01,4,4
COMARAPA,chagas viviendas,viviendas positivas,2013-10-01,17,17
COTAGAITA,chagas viviendas,viviendas positivas,2013-10-01,4,4
COTOCA,chagas viviendas,viviendas positivas,2013-10-01,1,1
CUATRO CAÑADAS,chagas viviendas,viviendas positivas,2013-10-01,36,36
CULPINA,chagas viviendas,viviendas positivas,2013-10-01,39,39
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2013-10-01,3,3
EL TORNO,chagas viviendas,viviendas positivas,2013-10-01,10,10
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2013-10-01,2,2
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2013-10-01,11,11
LAS CARRERAS,chagas viviendas,viviendas positivas,2013-10-01,30,30
LURIBAY,chagas viviendas,viviendas positivas,2013-10-01,6,6
MIZQUE,chagas viviendas,viviendas positivas,2013-10-01,18,18
MOJOCOYA,chagas viviendas,viviendas positivas,2013-10-01,4,4
OMEREQUE,chagas viviendas,viviendas positivas,2013-10-01,1,1
PASORAPA,chagas viviendas,viviendas positivas,2013-10-01,5,5
POCOATA,chagas viviendas,viviendas positivas,2013-10-01,2,2
POJO (CBBA),chagas viviendas,viviendas positivas,2013-10-01,11,11
POROMA,chagas viviendas,viviendas positivas,2013-10-01,8,8
PUCARA,chagas viviendas,viviendas positivas,2013-10-01,1,1
PUNATA,chagas viviendas,viviendas positivas,2013-10-01,2,2
RAVELO,chagas viviendas,viviendas positivas,2013-10-01,4,4
SACABA,chagas viviendas,viviendas positivas,2013-10-01,6,6
SAIPINA,chagas viviendas,viviendas positivas,2013-10-01,4,4
SAN ANTONIO DE LOMERIO,chagas viviendas,viviendas positivas,2013-10-01,14,14
SAN LUCAS,chagas viviendas,viviendas positivas,2013-10-01,3,3
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2013-10-01,27,27
SANTIVAÑES,chagas viviendas,viviendas positivas,2013-10-01,14,14
SICAYA,chagas viviendas,viviendas positivas,2013-10-01,5,5
SIPE SIPE,chagas viviendas,viviendas positivas,2013-10-01,23,23
TACOBAMBA,chagas viviendas,viviendas positivas,2013-10-01,10,10
TAPACARI,chagas viviendas,viviendas positivas,2013-10-01,3,3
TARATA,chagas viviendas,viviendas positivas,2013-10-01,4,4
TARIJA,chagas viviendas,viviendas positivas,2013-10-01,2,2
TOMAVE,chagas viviendas,viviendas positivas,2013-10-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2013-10-01,11,11
TRIGAL,chagas viviendas,viviendas positivas,2013-10-01,22,22
VALLEGRANDE,chagas viviendas,viviendas positivas,2013-10-01,4,4
VILLA MONTES,chagas viviendas,viviendas positivas,2013-10-01,23,23
VILLA RIVERO,chagas viviendas,viviendas positivas,2013-10-01,5,5
VITICHI,chagas viviendas,viviendas positivas,2013-10-01,4,4
YACUIBA,chagas viviendas,viviendas positivas,2013-10-01,14,14
ACACIO,chagas viviendas,viviendas positivas,2013-11-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2013-11-01,4,4
ALCALA,chagas viviendas,viviendas positivas,2013-11-01,4,4
ANZALDO,chagas viviendas,viviendas positivas,2013-11-01,8,8
ARAMPAMPA,chagas viviendas,viviendas positivas,2013-11-01,3,3
ARANI,chagas viviendas,viviendas positivas,2013-11-01,4,4
ARBIETO,chagas viviendas,viviendas positivas,2013-11-01,12,12
ARQUE,chagas viviendas,viviendas positivas,2013-11-01,2,2
BETANZOS,chagas viviendas,viviendas positivas,2013-11-01,41,41
CAIROMA,chagas viviendas,viviendas positivas,2013-11-01,9,9
"CAIZA ""D""",chagas viviendas,viviendas positivas,2013-11-01,1,1
CAMARGO,chagas viviendas,viviendas positivas,2013-11-01,14,14
CAPINOTA,chagas viviendas,viviendas positivas,2013-11-01,18,18
CARAPARI,chagas viviendas,viviendas positivas,2013-11-01,29,29
CKOCHAS,chagas viviendas,viviendas positivas,2013-11-01,4,4
CLIZA,chagas viviendas,viviendas positivas,2013-11-01,4,4
COCHABAMBA,chagas viviendas,viviendas positivas,2013-11-01,49,49
COLCAPIRHUA,chagas viviendas,viviendas positivas,2013-11-01,3,3
COLQUECHACA,chagas viviendas,viviendas positivas,2013-11-01,3,3
COTAGAITA,chagas viviendas,viviendas positivas,2013-11-01,8,8
CULPINA,chagas viviendas,viviendas positivas,2013-11-01,13,13
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2013-11-01,12,12
EL TORNO,chagas viviendas,viviendas positivas,2013-11-01,1,1
EL VILLAR,chagas viviendas,viviendas positivas,2013-11-01,4,4
FERNANDEZ ALONSO,chagas viviendas,viviendas positivas,2013-11-01,18,18
GUTIERREZ,chagas viviendas,viviendas positivas,2013-11-01,1,1
HUACARETA,chagas viviendas,viviendas positivas,2013-11-01,23,23
INCAHUASI,chagas viviendas,viviendas positivas,2013-11-01,6,6
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2013-11-01,8,8
LAS CARRERAS,chagas viviendas,viviendas positivas,2013-11-01,5,5
LURIBAY,chagas viviendas,viviendas positivas,2013-11-01,1,1
MACHARETI,chagas viviendas,viviendas positivas,2013-11-01,175,175
MIZQUE,chagas viviendas,viviendas positivas,2013-11-01,28,28
MOJOCOYA,chagas viviendas,viviendas positivas,2013-11-01,12,12
MONTEAGUDO,chagas viviendas,viviendas positivas,2013-11-01,25,25
PAMPA GRANDE,chagas viviendas,viviendas positivas,2013-11-01,6,6
PASORAPA,chagas viviendas,viviendas positivas,2013-11-01,1,1
POCONA,chagas viviendas,viviendas positivas,2013-11-01,1,1
POJO (CBBA),chagas viviendas,viviendas positivas,2013-11-01,10,10
POROMA,chagas viviendas,viviendas positivas,2013-11-01,2,2
PUCARA,chagas viviendas,viviendas positivas,2013-11-01,5,5
PUNA,chagas viviendas,viviendas positivas,2013-11-01,3,3
RAVELO,chagas viviendas,viviendas positivas,2013-11-01,9,9
SACABA,chagas viviendas,viviendas positivas,2013-11-01,5,5
SAIPINA,chagas viviendas,viviendas positivas,2013-11-01,6,6
SAN ANTONIO DE LOMERIO,chagas viviendas,viviendas positivas,2013-11-01,10,10
SANTIVAÑES,chagas viviendas,viviendas positivas,2013-11-01,2,2
SAPAHAQUI,chagas viviendas,viviendas positivas,2013-11-01,3,3
SICAYA,chagas viviendas,viviendas positivas,2013-11-01,6,6
SIPE SIPE,chagas viviendas,viviendas positivas,2013-11-01,12,12
SOPACHUY,chagas viviendas,viviendas positivas,2013-11-01,3,3
SUCRE,chagas viviendas,viviendas positivas,2013-11-01,2,2
TAPACARI,chagas viviendas,viviendas positivas,2013-11-01,2,2
TARABUCO,chagas viviendas,viviendas positivas,2013-11-01,16,16
TARATA,chagas viviendas,viviendas positivas,2013-11-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2013-11-01,2,2
TOMAVE,chagas viviendas,viviendas positivas,2013-11-01,10,10
TOMINA,chagas viviendas,viviendas positivas,2013-11-01,4,4
TORO TORO,chagas viviendas,viviendas positivas,2013-11-01,10,10
TOTORA(CBBA),chagas viviendas,viviendas positivas,2013-11-01,1,1
TRIGAL,chagas viviendas,viviendas positivas,2013-11-01,39,39
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2013-11-01,5,5
VITICHI,chagas viviendas,viviendas positivas,2013-11-01,9,9
YACUIBA,chagas viviendas,viviendas positivas,2013-11-01,10,10
YOTALA,chagas viviendas,viviendas positivas,2013-11-01,1,1
ACACIO,chagas viviendas,viviendas positivas,2013-12-01,1,1
AIQUILE,chagas viviendas,viviendas positivas,2013-12-01,9,9
ANZALDO,chagas viviendas,viviendas positivas,2013-12-01,6,6
ARANI,chagas viviendas,viviendas positivas,2013-12-01,4,4
ARBIETO,chagas viviendas,viviendas positivas,2013-12-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2013-12-01,2,2
BETANZOS,chagas viviendas,viviendas positivas,2013-12-01,9,9
CAIROMA,chagas viviendas,viviendas positivas,2013-12-01,1,1
CAPINOTA,chagas viviendas,viviendas positivas,2013-12-01,53,53
CARAPARI,chagas viviendas,viviendas positivas,2013-12-01,37,37
CLIZA,chagas viviendas,viviendas positivas,2013-12-01,2,2
COCHABAMBA,chagas viviendas,viviendas positivas,2013-12-01,3,3
COLQUECHACA,chagas viviendas,viviendas positivas,2013-12-01,4,4
COTAGAITA,chagas viviendas,viviendas positivas,2013-12-01,9,9
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2013-12-01,1,1
EL VILLAR,chagas viviendas,viviendas positivas,2013-12-01,1,1
HUACARETA,chagas viviendas,viviendas positivas,2013-12-01,80,80
MACHARETI,chagas viviendas,viviendas positivas,2013-12-01,28,28
MIZQUE,chagas viviendas,viviendas positivas,2013-12-01,54,54
MOJOCOYA,chagas viviendas,viviendas positivas,2013-12-01,2,2
POJO (CBBA),chagas viviendas,viviendas positivas,2013-12-01,3,3
POROMA,chagas viviendas,viviendas positivas,2013-12-01,5,5
PUCARA,chagas viviendas,viviendas positivas,2013-12-01,5,5
RAVELO,chagas viviendas,viviendas positivas,2013-12-01,1,1
SACABA,chagas viviendas,viviendas positivas,2013-12-01,2,2
SAIPINA,chagas viviendas,viviendas positivas,2013-12-01,3,3
SAN ANTONIO DE LOMERIO,chagas viviendas,viviendas positivas,2013-12-01,2,2
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2013-12-01,28,28
SICAYA,chagas viviendas,viviendas positivas,2013-12-01,4,4
SIPE SIPE,chagas viviendas,viviendas positivas,2013-12-01,23,23
SUCRE,chagas viviendas,viviendas positivas,2013-12-01,18,18
TAPACARI,chagas viviendas,viviendas positivas,2013-12-01,7,7
TARABUCO,chagas viviendas,viviendas positivas,2013-12-01,1,1
TARIJA,chagas viviendas,viviendas positivas,2013-12-01,7,7
TARVITA,chagas viviendas,viviendas positivas,2013-12-01,22,22
TIQUIPAYA,chagas viviendas,viviendas positivas,2013-12-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2013-12-01,3,3
TRIGAL,chagas viviendas,viviendas positivas,2013-12-01,39,39
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2013-12-01,2,2
VILLA SERRANO,chagas viviendas,viviendas positivas,2013-12-01,208,208
VITICHI,chagas viviendas,viviendas positivas,2013-12-01,8,8
YOTALA,chagas viviendas,viviendas positivas,2013-12-01,15,15
