municipality,group,variable,month,Días camas ocupadas otros servicios,TOTAL
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,359,359
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,4,4
CKOCHAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,2,2
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,112,112
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,1982,1982
COCAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,33,33
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,33082,33082
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,245,245
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,4,4
COLOMI,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,1,1
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,22,22
COLQUECHACA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,4,4
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,192,192
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,110,110
COPACABANA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,1,1
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,146,146
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,38,38
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,291,291
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,133,133
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,4,4
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,67,67
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,2,2
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,9930,9930
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,30,30
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,694,694
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,91,91
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,16,16
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,16,16
EXALTACION,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,2,2
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,91,91
FILADELFIA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,6,6
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,78,78
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,65,65
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,665,665
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,50,50
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,103,103
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,24,24
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,508,508
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,34,34
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,2,2
ICLA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,5,5
INCAHUASI,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,14,14
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,50,50
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,19,19
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,20,20
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,620,620
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,51986,51986
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,10,10
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,493,493
MACHACAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,4,4
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,1,1
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,198,198
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,102,102
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,15,15
MINEROS,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,22,22
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,119,119
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,1026,1026
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,2859,2859
MOROCHATA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,9,9
OCURI,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,5,5
OKINAWA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,2,2
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,10,10
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,9137,9137
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,226,226
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,216,216
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,110,110
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,21,21
POCOATA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,1,1
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,3,3
POOPO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,8,8
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,20,20
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,498,498
PORVENIR,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,1,1
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,7396,7396
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,9,9
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,12,12
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,184,184
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,49,49
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,567,567
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,519,519
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,605,605
QUIABAYA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,1,1
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,198,198
QUIME,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,1,1
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,6,6
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,87,87
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,2090,2090
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,126,126
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,320,320
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,931,931
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,3,3
SACACA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,10,10
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,25,25
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,6,6
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,13,13
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,48,48
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,376,376
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,100,100
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,239,239
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,1085,1085
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,54,54
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,55,55
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,220,220
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,171,171
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,329,329
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,94,94
SAN MATIAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,133,133
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,63,63
SAN PEDRO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,21,21
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,14,14
SAN RAFAEL,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,62,62
SAN RAMON BENI,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,54,54
SAN RAMON SCZ,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,6262,6262
SANTA ANA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,168,168
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,39478,39478
SANTA ROSA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,62,62
SANTA ROSA DEL SARA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,68,68
SANTIAGO DE HUATA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,2,2
SENA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,36,36
SHINAOTA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,113,113
SOPACHUY,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,19,19
SORATA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,14,14
SUCRE,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,25500,25500
TACOPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,4,4
TARABUCO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,124,124
TARIJA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,12413,12413
TARVITA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,90,90
TIAWANACU,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,1,1
TIPUANI,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,10,10
TIQUIPAYA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,143,143
TOMINA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,2,2
TOTORA(CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,22,22
TRIGAL,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,3,3
TRINIDAD,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,5132,5132
TUPIZA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,1503,1503
UNCIA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,5,5
URUBICHA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,27,27
UYUNI,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,402,402
VALLEGRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,420,420
VIACHA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,245,245
VILLA CHARCAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,25,25
VILLA MONTES,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,430,430
VILLA RIVERO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,1,1
VILLA SERRANO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,17,17
VILLA TUNARI,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,656,656
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,29,29
VILLAZON,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,577,577
VINTO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,194,194
WARNES,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,444,444
YACO,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,62,62
YACUIBA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,2276,2276
YANACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,93,93
YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,449,449
YOTALA,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,43,43
ZUDAÑEZ,internaciones dias camas,dias camas ocupadas otros servicios,2017-01-01,47,47
ACACIO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,5,5
ACHACACHI,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,66,66
AIQUILE,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,98,98
ALTO BENI,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,1,1
ANCORAIMES,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,3,3
ANZALDO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,48,48
APOLO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,23,23
ARANI,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,1,1
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,444,444
ATOCHA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,341,341
AYATA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,40,40
AZURDUY,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,69,69
BAURES,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,40,40
BELLA FLOR,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,2,2
BERMEJO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,922,922
BETANZOS,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,1,1
BOYUIBE,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,31,31
BUENA VISTA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,43,43
CABEZAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,63,63
CAIROMA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,2,2
CAMARGO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,409,409
CAMIRI,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,1083,1083
CAPINOTA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,40,40
CARANAVI,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,485,485
CARAPARI,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,30,30
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,27,27
CHALLAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,121,121
CHARAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,137,137
CHAYANTA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,4,4
CHIMORE,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,9,9
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,217,217
CHUMA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,9,9
CKOCHAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,2,2
CLIZA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,126,126
COBIJA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,1775,1775
COCAPATA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,2,2
COCHABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,30848,30848
COLCAPIRHUA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,198,198
"COLCHA ""K""",internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,2,2
COLPA BELGICA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,40,40
COLQUECHACA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,2,2
COMARAPA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,156,156
CONCEPCION,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,141,141
COPACABANA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,4,4
COROICO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,153,153
COTAGAITA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,16,16
COTOCA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,276,276
CUATRO CAÑADAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,126,126
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,5,5
CULPINA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,102,102
EL ALTO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,8667,8667
EL PUENTE(STC),internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,29,29
EL TORNO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,837,837
ENTRE RIOS TRJ,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,54,54
ENTRE RIOS CBBA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,11,11
ESCOMA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,4,4
EUCALIPTUS,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,1,1
FERNANDEZ ALONSO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,22,22
FILADELFIA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,4,4
GENERAL SAAVEDRA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,25,25
GUANAY,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,70,70
GUAYARAMERIN,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,813,813
GUTIERREZ,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,127,127
HUACARETA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,71,71
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,6,6
HUANUNI,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,382,382
HUARACAJE,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,18,18
HUAYLLAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,2,2
INCAHUASI,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,8,8
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,44,44
IXIAMAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,38,38
LA ASUNTA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,53,53
LA GUARDIA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,521,521
LA PAZ,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,41280,41280
LAGUNILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,15,15
LAS CARRERAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,8,8
LLALLAGUA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,451,451
MACHACAMARCA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,15,15
MACHARETI,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,5,5
MAGDALENA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,178,178
MAIRANA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,63,63
MAPIRI,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,12,12
MIZQUE,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,81,81
MONTEAGUDO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,718,718
MONTERO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,2762,2762
MOROCHATA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,1,1
OMEREQUE,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,20,20
ORURO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,4851,4851
PADILLA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,234,234
PAILON,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,211,211
PALOS BLANCOS,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,117,117
PAMPA GRANDE,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,59,59
PATACAMAYA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,48,48
POCOATA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,1,1
POJO (CBBA),internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,1,1
POROMA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,3,3
PORONGO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,10,10
PORTACHUELO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,412,412
PORVENIR,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,13,13
POTOSI,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,6097,6097
PRESTO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,21,21
PUERTO GONZALO MORENO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,10,10
PUERTO QUIJARRO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,212,212
PUERTO RICO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,49,49
PUERTO SUAREZ,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,409,409
PUERTO VILLARROEL,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,444,444
PUNATA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,627,627
QUILLACOLLO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,224,224
QUIRUSILLAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,4,4
REYES,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,30,30
RIBERALTA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,2060,2060
ROBORE,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,159,159
RURRENABAQUE,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,308,308
SACABA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,730,730
SACABAMBA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,6,6
SAIPINA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,20,20
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,9,9
SAMAIPATA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,29,29
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,21,21
SAN BORJA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,235,235
SAN BUENA VENTURA,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,68,68
SAN IGNACIO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,198,198
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,924,924
SAN JAVIER(STC),internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,68,68
SAN JOAQUIN,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,44,44
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,158,158
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,171,171
SAN JULIAN,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,199,199
SAN LUCAS,internaciones dias camas,dias camas ocupadas otros servicios,2017-02-01,85,85
