municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas de hi,TOTAL
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-07-01,42,42
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-07-01,8,8
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-07-01,8,8
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-07-01,15,15
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,7,7
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,62,62
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,13,13
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,54,54
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,4,4
ALCALA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
ANCORAIMES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,13,13
ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,5,5
ANTEQUERA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,4,4
ANZALDO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,7,7
APOLO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,29,29
ARAMPAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,11,11
ARANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,2,2
ARBIETO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,11,11
ARQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,17,17
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,14,14
ATOCHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,7,7
AUCAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
AYATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,19,19
AYO AYO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,13,13
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,39,39
AZURDUY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,20,20
BATALLAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,12,12
BAURES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,9,9
BELEN DE ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
BELEN DE URMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,1,1
BELLA FLOR,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,2,2
BERMEJO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,50,50
BETANZOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,65,65
BOLIVAR,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,22,22
BOYUIBE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,5,5
BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,16,16
CABEZAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,21,21
CAIROMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,17,17
"CAIZA ""D""",nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,10,10
CAJUATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,12,12
CALACOTO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
CALAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,19,19
CAMARGO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,33,33
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,4,4
CAMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,23,23
CAPINOTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,24,24
CAQUIAVIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,7,7
CARACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,43,43
CARANAVI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,104,104
CARAPARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,7,7
CARIPUYO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,15,15
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,5,5
CATACORA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,2,2
CHACARILLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,2,2
CHALLAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,40,40
CHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,15,15
CHARAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,51,51
CHARAÑA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,1,1
CHAYANTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,22,22
CHIMORE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,22,22
CHIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,4,4
CHOQUE COTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,1,1
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,39,39
CHUMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,8,8
CLIZA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,19,19
COBIJA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,99,99
COCHABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,208,208
COIPASA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,36,36
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,10,10
COLLANA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
COLOMI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,35,35
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,12,12
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,62,62
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,11,11
COLQUIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,32,32
COMANCHE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
COMARAPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,41,41
COMBAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,5,5
CONCEPCION,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,1,1
COPACABANA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,10,10
CORIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,16,16
CORO CORO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,11,11
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,34,34
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,12,12
COTAGAITA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,33,33
COTOCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,12,12
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,15,15
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
CUEVO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,7,7
CULPINA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,34,34
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,11,11
CURVA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,1,1
EL ALTO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,943,943
EL CHORO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,10,10
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,10,10
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,16,16
EL TORNO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,22,22
EL VILLAR,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,5,5
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,38,38
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,25,25
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,16,16
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
EXALTACION,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,19,19
FILADELFIA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,9,9
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,27,27
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,13,13
GUANAY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,14,14
GUAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,10,10
GUAYARAMERIN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,77,77
GUTIERREZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,17,17
HUACARETA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,18,18
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,5,5
HUANUNI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
HUARACAJE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,2,2
HUAYLLAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,10,10
ICHOCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,9,9
ICLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,34,34
INCAHUASI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,48,48
INGAVI (HUMAITA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,5,5
INQUISIVI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,12,12
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,9,9
IXIAMAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
JESUS DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,18,18
LA ASUNTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,44,44
LA GUARDIA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,25,25
LA PAZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,1537,1537
LA RIVERA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,2,2
LAGUNILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,14,14
LAJA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,20,20
LAS CARRERAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
LICOMA PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,2,2
LLALLAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,9,9
LLICA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
LORETO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
LURIBAY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,8,8
MACHACAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,4,4
MACHARETI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,4,4
MAGDALENA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,4,4
MAIRANA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,11,11
MALLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,9,9
MAPIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,21,21
MECAPACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,13,13
MINEROS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,12,12
MIZQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,56,56
MOCOMOCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,22,22
MOJINETE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,1,1
MOJOCOYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,13,13
MONTEAGUDO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,31,31
MONTERO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,70,70
MORO MORO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,1,1
MOROCHATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,40,40
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,4,4
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
OCURI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,38,38
OKINAWA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,9,9
OMEREQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,9,9
ORURO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,142,142
PADCAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,20,20
PADILLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,20,20
PAILON,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
PALCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,8,8
PALOS BLANCOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,51,51
PAMPA AULLAGAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
PAMPA GRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,13,13
PAPEL PAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,10,10
PASORAPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,9,9
PATACAMAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
PAZÑA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,5,5
PELECHUCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,4,4
POCOATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,44,44
POCONA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,15,15
POJO (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,30,30
POOPO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
PORCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,20,20
POROMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,26,26
PORONGO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,4,4
PORTACHUELO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,2,2
PORVENIR,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,8,8
POSTRER VALLE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,5,5
POTOSI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,291,291
PRESTO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,20,20
PUCARANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,23,23
PUERTO ACOSTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,28,28
PUERTO CARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,16,16
PUERTO GONZALO MORENO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,13,13
PUERTO PEREZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,8,8
PUERTO QUIJARRO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,10,10
PUERTO RICO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,22,22
PUERTO SILES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,2,2
PUERTO VILLARROEL,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,100,100
PUNA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,45,45
PUNATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,34,34
QUIABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
QUILLACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,154,154
QUIME,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
QUIRUSILLAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,2,2
RAVELO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,34,34
REYES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,22,22
RIBERALTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,326,326
ROBORE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,10,10
RURRENABAQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,19,19
SABAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,1,1
SACABA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,141,141
SACABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,14,14
SACACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,45,45
SAIPINA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,11,11
SAMAIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,16,16
SAN ANDRES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,15,15
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,5,5
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,11,11
SAN BENITO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,9,9
SAN BORJA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,79,79
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,25,25
SAN CARLOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,51,51
SAN IGNACIO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,54,54
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,119,119
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,2,2
SAN JAVIER(STC),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,1,1
SAN JOAQUIN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,5,5
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,29,29
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,22,22
SAN JULIAN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,17,17
SAN LORENZO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,10,10
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,11,11
SAN LUCAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,89,89
SAN MATIAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,11,11
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,20,20
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,1,1
SAN PEDRO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,29,29
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,50,50
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,8,8
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,4,4
SAN PEDRO(PND),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,7,7
SAN RAFAEL,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,2,2
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
SAN RAMON,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,14,14
SANTA ANA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,9,9
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,997,997
SANTA ROSA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,5,5
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,28,28
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,7,7
