municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas de hi,TOTAL
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,1,1
SANTIVAÑES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,7,7
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,5,5
SAPAHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,5,5
SENA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,10,10
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,23,23
SICAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,7,7
SIPE SIPE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,21,21
SOPACHUY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,21,21
SORACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,11,11
SORATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,28,28
SUCRE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,311,311
TACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,1,1
TACACOMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
TACOBAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,12,12
TACOPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,20,20
TAHUA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,2,2
TAPACARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,52,52
TARABUCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,55,55
TARACO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,8,8
TARATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,9,9
TARIJA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,16,16
TARVITA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,37,37
TEOPONTE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,14,14
TIAWANACU,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,14,14
TINGUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,24,24
TIPUANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,20,20
TIQUIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,30,30
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,66,66
TOCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
TOLATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,2,2
TOLEDO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,8,8
TOMAVE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,9,9
TOMINA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,17,17
TORO TORO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,9,9
TOTORA(CBBA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,24,24
TOTORA(ORR),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,7,7
TRIGAL,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,1,1
TRINIDAD,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,191,191
TUPIZA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,34,34
TURCO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
UMALA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
UNCIA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,39,39
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,13,13
URUBICHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,7,7
UYUNI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,27,27
VACAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,23,23
VALLEGRANDE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,12,12
VIACHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,57,57
VILA VILA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
VILLA MONTES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,56,56
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,2,2
VILLA RIVERO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
VILLA SERRANO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,18,18
VILLA TUNARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,86,86
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,9,9
VILLAZON,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,22,22
VINTO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,12,12
VITICHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,10,10
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,3,3
WARNES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,84,84
YACO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,8,8
YACUIBA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,102,102
YAMPARAEZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,17,17
YANACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,1,1
YAPACANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,35,35
YOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,6,6
YOTALA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,13,13
YUNCHARA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,13,13
ZUDAÑEZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-08-01,16,16
ACACIO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,14,14
ACHACACHI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,67,67
ACHOCALLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,12,12
AIQUILE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,67,67
ALALAY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,10,10
ALCALA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,6,6
ANCORAIMES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,12,12
ANDAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
ANTEQUERA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
ANZALDO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,8,8
APOLO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,27,27
ARAMPAMPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,14,14
ARANI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,5,5
ARBIETO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,8,8
ARQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,20,20
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,6,6
ATOCHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,5,5
AUCAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,4,4
AYATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,10,10
AYO AYO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,51,51
AZURDUY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,29,29
BATALLAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,11,11
BAURES,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,1,1
BERMEJO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,59,59
BETANZOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,34,34
BOLIVAR,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,19,19
BOYUIBE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,9,9
BUENA VISTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,16,16
CABEZAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,16,16
CAIROMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,21,21
"CAIZA ""D""",nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,14,14
CAJUATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,17,17
CALACOTO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
CALAMARCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,11,11
CAMARGO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,32,32
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
CAMIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,17,17
CAPINOTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,32,32
CAQUIAVIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,10,10
CARACOLLO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,24,24
CARANAVI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,102,102
CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,1,1
CARAPARI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,12,12
CARIPUYO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,13,13
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,5,5
CATACORA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,2,2
CHACARILLA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,2,2
CHALLAPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,51,51
CHAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,9,9
CHARAGUA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,43,43
CHARAÑA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,1,1
CHAYANTA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,17,17
CHIMORE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,17,17
CHIPAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,4,4
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,23,23
CHUMA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,24,24
CLIZA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,21,21
COBIJA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,93,93
COCHABAMBA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,221,221
COLCAPIRHUA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,48,48
"COLCHA ""K""",nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,9,9
COLLANA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,2,2
COLOMI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,28,28
COLPA BELGICA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,5,5
COLQUECHACA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,68,68
COLQUENCHA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,13,13
COLQUIRI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,22,22
COMANCHE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,5,5
COMARAPA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,25,25
COMBAYA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,5,5
CONCEPCION,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,5,5
COPACABANA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,11,11
CORIPATA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,6,6
CORO CORO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,9,9
COROICO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,28,28
CORQUE,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
COTAGAITA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,25,25
COTOCA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,6,6
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,18,18
CUEVO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,5,5
CULPINA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,39,39
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,12,12
CURVA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,5,5
DESAGUADERO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,8,8
EL ALTO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,1107,1107
EL CHORO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,9,9
EL PUENTE(STC),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,9,9
EL PUENTE(TJA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,13,13
EL TORNO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,22,22
EL VILLAR,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,6,6
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,24,24
ENTRE RIOS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,25,25
EUCALIPTUS,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,12,12
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,2,2
EXALTACION,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,28,28
FILADELFIA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,10,10
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,12,12
GUANAY,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,29,29
GUAQUI,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,9,9
GUAYARAMERIN,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,60,60
GUTIERREZ,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,3,3
HUACARETA,nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,17,17
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres puerperas que recibieron 90 tabletas de hi,2007-09-01,5,5
