municipality,group,variable,month,Niños 1 a 4 años con 2da dosis de vitamina A,TOTAL
TEOPONTE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,41,41
TIAWANACU,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,78,78
TINGUIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,376,376
TIPUANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,13,13
TIQUIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,608,608
TIRAQUE (CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,107,107
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,3,3
TOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,59,59
TODOS SANTOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,4,4
TOLATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,41,41
TOLEDO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,40,40
TOMAVE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,234,234
TOMINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,150,150
TORO TORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,215,215
TOTORA(CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,181,181
TOTORA(ORR),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,74,74
TRIGAL,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,25,25
TRINIDAD,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,563,563
TUPIZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,483,483
TURCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,46,46
UMALA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,14,14
UNCIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,1000,1000
URIONDO (A. CONCEPCION),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,85,85
URUBICHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,4,4
UYUNI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,285,285
VACAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,145,145
VALLEGRANDE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,124,124
VIACHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,184,184
VILA VILA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,77,77
VILLA MONTES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,216,216
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,38,38
VILLA RIVERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,31,31
VILLA SERRANO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,435,435
VILLA TUNARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,431,431
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,299,299
VILLAZON,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,260,260
VINTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,337,337
VITICHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,131,131
WALDO BALLIVIAN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,22,22
WARNES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,465,465
YACO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,53,53
YACUIBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,154,154
YAMPARAEZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,251,251
YANACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,16,16
YAPACANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,680,680
YOCALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,74,74
YOTALA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,58,58
YUNCHARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,377,377
ZUDAÑEZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-11-01,431,431
ACACIO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,49,49
ACHACACHI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,359,359
ACHOCALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,17,17
AIQUILE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,138,138
ALALAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,19,19
ALCALA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,33,33
ANCORAIMES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,22,22
ANDAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,11,11
ANTEQUERA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,33,33
ANZALDO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,15,15
APOLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,86,86
ARAMPAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,274,274
ARANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,17,17
ARBIETO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,40,40
ARQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,118,118
ATOCHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,45,45
AUCAPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,17,17
AYATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,43,43
AYO AYO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,31,31
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,99,99
AZURDUY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,103,103
BATALLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,43,43
BAURES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,3,3
BELEN DE ANDAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,6,6
BELEN DE URMIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,18,18
BELLA FLOR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,24,24
BERMEJO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,153,153
BETANZOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,494,494
BOLIVAR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,78,78
BOLPEBRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,4,4
BOYUIBE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,33,33
BUENA VISTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,110,110
CABEZAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,23,23
CAIROMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,76,76
"CAIZA ""D""",micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,19,19
CAJUATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,9,9
CALACOTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,57,57
CALAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,124,124
CAMARGO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,156,156
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,25,25
CAMIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,159,159
CAPINOTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,152,152
CAQUIAVIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,34,34
CARACOLLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,93,93
CARANAVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,283,283
CARAPARI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,38,38
CARIPUYO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,216,216
CARMEN RIVERO TORREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,32,32
CHALLAPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,180,180
CHAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,45,45
CHARAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,81,81
CHAYANTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,385,385
CHIMORE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,35,35
CHIPAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,18,18
CHOQUE COTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,28,28
CHUMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,36,36
CLIZA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,25,25
COBIJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,253,253
COCHABAMBA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,589,589
COLCAPIRHUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,523,523
"COLCHA ""K""",micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,235,235
COLLANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,2,2
COLOMI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,166,166
COLPA BELGICA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,217,217
COLQUECHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,736,736
COLQUENCHA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,102,102
COLQUIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,202,202
COMANCHE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,15,15
COMARAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,134,134
COMBAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,5,5
CONCEPCION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,65,65
COPACABANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,59,59
CORIPATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,24,24
CORO CORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,60,60
COROICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,19,19
CORQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,56,56
COTAGAITA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,587,587
COTOCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,484,484
CUATRO CAÑADAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,70,70
CUEVO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,7,7
CULPINA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,206,206
CURAHUARA DE CARANGAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,34,34
CURVA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,36,36
DESAGUADERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,23,23
EL ALTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,3357,3357
EL CHORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,18,18
EL PUENTE(TJA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,51,51
EL TORNO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,256,256
EL VILLAR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,38,38
ENTRE RIOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,9,9
ENTRE RIOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,129,129
EUCALIPTUS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,39,39
EUREKA (SANTOS MERCADO),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,15,15
EXALTACION,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,15,15
FERNANDEZ ALONSO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,67,67
FILADELFIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,107,107
GENERAL SAAVEDRA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,95,95
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,41,41
GUANAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,25,25
GUAQUI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,17,17
GUAYARAMERIN,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,50,50
GUTIERREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,62,62
HUACARETA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,73,73
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,86,86
HUACHACALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,5,5
HUANUNI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,374,374
HUARACAJE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,21,21
HUAYLLAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,44,44
ICHOCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,25,25
ICLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,27,27
INCAHUASI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,269,269
INGAVI (HUMAITA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,10,10
INQUISIVI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,164,164
IRUPANA (VILLA DE LANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,59,59
IXIAMAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,10,10
JESUS DE MACHACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,28,28
LA ASUNTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,21,21
LA GUARDIA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,384,384
LA PAZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,3225,3225
LAGUNILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,38,38
LAJA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,57,57
LAS CARRERAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,106,106
LICOMA PAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,42,42
LLALLAGUA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,434,434
LLICA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,49,49
LORETO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,74,74
LURIBAY,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,77,77
MACHACAMARCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,18,18
MACHARETI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,48,48
MAGDALENA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,44,44
MAIRANA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,48,48
MALLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,18,18
MAPIRI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,43,43
MECAPACA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,18,18
MINEROS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,166,166
MIZQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,142,142
MOCOMOCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,41,41
MOJINETE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,12,12
MOJOCOYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,207,207
MONTEAGUDO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,273,273
MONTERO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,399,399
MORO MORO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,11,11
MOROCHATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,258,258
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,26,26
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,9,9
OCURI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,233,233
OKINAWA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,151,151
OMEREQUE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,70,70
ORURO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,974,974
PADCAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,60,60
PADILLA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,169,169
PALCA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,5,5
PALOS BLANCOS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,174,174
PAMPA AULLAGAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,8,8
PAMPA GRANDE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,70,70
PAPEL PAMPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,20,20
PASORAPA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,27,27
PATACAMAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,49,49
PAZÑA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,66,66
PELECHUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,23,23
POCOATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,720,720
POCONA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,162,162
POJO (CBBA),micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,52,52
POOPO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,41,41
PORCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,212,212
POROMA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,188,188
PORONGO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,33,33
PORTACHUELO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,128,128
PORVENIR,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,17,17
POSTRER VALLE,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,14,14
POTOSI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,949,949
PRESTO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,190,190
PUCARA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,12,12
PUCARANI,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,171,171
PUERTO ACOSTA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,37,37
PUERTO CARABUCO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,48,48
PUERTO GONZALO MORENO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,83,83
PUERTO PEREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,100,100
PUERTO QUIJARRO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,29,29
PUERTO RICO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,16,16
PUERTO SUAREZ,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,40,40
PUERTO VILLARROEL,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,158,158
PUNA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,232,232
PUNATA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,213,213
QUIABAYA,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,21,21
QUILLACOLLO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,1043,1043
QUIME,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,22,22
QUIRUSILLAS,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,6,6
RAVELO,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,391,391
REYES,micronutrientes,ninos 1 a 4 anos con 2da dosis de vitamina a,2005-12-01,35,35
