municipality,group,variable,month,Mujeres puérperas que recibieron dosis única d,TOTAL
LA ASUNTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,20,20
LA GUARDIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,57,57
LA PAZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,955,955
LAGUNILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,10,10
LAJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,20,20
LAS CARRERAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,7,7
LICOMA PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
LLALLAGUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,65,65
LLICA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,5,5
LORETO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
LURIBAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,12,12
MACHACAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,2,2
MACHARETI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,10,10
MAGDALENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,4,4
MAIRANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,20,20
MALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,4,4
MAPIRI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,25,25
MECAPACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,10,10
MINEROS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,24,24
MIZQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,32,32
MOCOMOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,20,20
MOJOCOYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,14,14
MONTEAGUDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,48,48
MONTERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,30,30
MORO MORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,2,2
MOROCHATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,51,51
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,1,1
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,5,5
OCURI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,37,37
OKINAWA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,16,16
OMEREQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,19,19
ORURO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,168,168
PADCAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,25,25
PADILLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,32,32
PAILON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,15,15
PALCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,12,12
PALOS BLANCOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,45,45
PAMPA AULLAGAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,6,6
PAMPA GRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,12,12
PAPEL PAMPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,12,12
PASORAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,9,9
PAZÑA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
PELECHUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,15,15
POCOATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,35,35
POCONA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,26,26
POJO (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,20,20
POOPO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,6,6
PORCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,11,11
POROMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,30,30
PORONGO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,4,4
PORTACHUELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,42,42
PORVENIR,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,4,4
POTOSI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,298,298
PRESTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,21,21
PUCARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
PUCARANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,34,34
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,23,23
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,11,11
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,11,11
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,6,6
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,9,9
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,14,14
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,2,2
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,25,25
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,92,92
PUNA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,56,56
PUNATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,48,48
QUIABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,9,9
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,12,12
QUIME,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,20,20
QUIRUSILLAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,1,1
RAVELO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,56,56
REYES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,19,19
RIBERALTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,177,177
ROBORE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,21,21
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,20,20
SABAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,4,4
SACABA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,142,142
SACABAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,9,9
SACACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,46,46
SAIPINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,8,8
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,17,17
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,10,10
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,1,1
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,16,16
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,6,6
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,13,13
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,16,16
SAN BENITO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,17,17
SAN BORJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,76,76
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,14,14
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,30,30
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,53,53
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,108,108
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,2,2
SAN JAVIER(STC),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,25,25
SAN JOAQUIN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,9,9
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,35,35
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,18,18
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,107,107
SAN LORENZO(PND),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,16,16
SAN LORENZO(TJA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,20,20
SAN LUCAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,86,86
SAN MATIAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,32,32
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,20,20
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,4,4
SAN PEDRO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,32,32
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,66,66
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,15,15
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,9,9
SAN PEDRO(PND),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,2,2
SAN RAFAEL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,2,2
SAN RAMON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,8,8
SAN RAMON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,18,18
SANTA ANA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,26,26
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,1514,1514
SANTA ROSA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,17,17
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,24,24
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,10,10
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,14,14
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
SANTIVAÑES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,10,10
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,4,4
SAPAHAQUI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,11,11
SENA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,4,4
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,22,22
SICAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,7,7
SIPE SIPE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,53,53
SOPACHUY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,21,21
SORACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,11,11
SORATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,33,33
SUCRE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,410,410
TACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
TACACOMA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,6,6
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,11,11
TACOPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,43,43
TAHUA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,4,4
TAPACARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,58,58
TARABUCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,57,57
TARACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
TARATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,10,10
TARIJA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,321,321
TARVITA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,46,46
TEOPONTE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,12,12
TIAWANACU,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,10,10
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,54,54
TIPUANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,15,15
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,59,59
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,67,67
TOCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,6,6
TOLATA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,4,4
TOLEDO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
TOMAVE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,29,29
TOMINA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,28,28
TORO TORO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,30,30
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,37,37
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,8,8
TRIGAL,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
TRINIDAD,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,297,297
TUPIZA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,45,45
TURCO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,5,5
UMALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,7,7
UNCIA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,51,51
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,17,17
URUBICHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,17,17
UYUNI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,28,28
VACAS,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,35,35
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,28,28
VIACHA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,25,25
VILA VILA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,13,13
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,85,85
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,1,1
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,7,7
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,26,26
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,114,114
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,17,17
VILLAZON,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,66,66
VINTO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,40,40
VITICHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,21,21
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,6,6
WARNES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,83,83
YACO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,11,11
YACUIBA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,128,128
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,16,16
YANACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,3,3
YAPACANI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,23,23
YOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,10,10
YOTALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,18,18
YUNCHARA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,7,7
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-08-01,13,13
ACACIO,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-09-01,13,13
ACHACACHI,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-09-01,66,66
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-09-01,18,18
AIQUILE,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-09-01,14,14
ALALAY,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-09-01,8,8
ALCALA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-09-01,6,6
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-09-01,18,18
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-09-01,2,2
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron dosis unica d,2005-09-01,3,3
