municipality,group,variable,month,Niños de 1 a 4 años con 1ra dosis vitamina A,TOTAL
TACOBAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,122,122
TACOPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,140,140
TAPACARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,227,227
TARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,974,974
TARACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,22,22
TARATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,85,85
TARIJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,416,416
TARVITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,758,758
TEOPONTE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,25,25
TIAWANACU,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,53,53
TINGUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,279,279
TIPUANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,25,25
TIQUIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,115,115
TIRAQUE (CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,229,229
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,36,36
TOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,62,62
TOLATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,38,38
TOLEDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,10,10
TOMAVE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,84,84
TORO TORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,143,143
TOTORA(CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,19,19
TOTORA(ORR),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,25,25
TRIGAL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,20,20
TRINIDAD,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,593,593
TUPIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,273,273
TURCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,28,28
UMALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,13,13
UNCIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,101,101
URIONDO (A. CONCEPCION),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,38,38
UYUNI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,99,99
VACAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,60,60
VALLEGRANDE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,128,128
VIACHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,44,44
VILA VILA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,13,13
VILLA MONTES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,707,707
VILLA RIVERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,66,66
VILLA SERRANO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,9,9
VILLA TUNARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,532,532
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,149,149
VILLAZON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,333,333
VINTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,36,36
VITICHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,222,222
WALDO BALLIVIAN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,6,6
WARNES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,272,272
YACO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,57,57
YACUIBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,299,299
YAMPARAEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,121,121
YANACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,32,32
YAPACANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,266,266
YOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,94,94
YOTALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,303,303
YUNCHARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,25,25
ZUDAÑEZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-01-01,8,8
ACACIO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,163,163
ACHACACHI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,1105,1105
ACHOCALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,69,69
AIQUILE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,132,132
ALALAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,39,39
ALCALA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,6,6
ANCORAIMES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,362,362
ANTEQUERA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,23,23
ANZALDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,25,25
APOLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,38,38
ARAMPAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,78,78
ARANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,56,56
ARBIETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,62,62
ARQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,117,117
ASCENCION DE GUARAYOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,381,381
ATOCHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,50,50
AUCAPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,65,65
AYATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,51,51
AYO AYO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,222,222
AZURDUY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,255,255
BATALLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,97,97
BAURES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,22,22
BELEN DE URMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,20,20
BELLA FLOR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,38,38
BERMEJO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,216,216
BETANZOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,546,546
BOLIVAR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,69,69
BOLPEBRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,12,12
BOYUIBE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,27,27
BUENA VISTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,165,165
CABEZAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,203,203
CAIROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,253,253
"CAIZA ""D""",micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,170,170
CAJUATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,148,148
CALACOTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,20,20
CALAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,159,159
CAMARGO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,167,167
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,40,40
CAMIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,505,505
CAPINOTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,82,82
CAQUIAVIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,108,108
CARACOLLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,77,77
CARANAVI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,297,297
CARANGAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,3,3
CARAPARI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,85,85
CARIPUYO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,220,220
CARMEN RIVERO TORREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,100,100
CATACORA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,4,4
CHACARILLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,3,3
CHALLAPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,129,129
CHAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,18,18
CHARAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,178,178
CHARAÑA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,21,21
CHAYANTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,70,70
CHIMORE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,65,65
CHIPAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,4,4
CHOQUE COTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,5,5
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,101,101
CHUMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,58,58
CLIZA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,46,46
COBIJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,204,204
COCHABAMBA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,1020,1020
COLCAPIRHUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,102,102
"COLCHA ""K""",micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,6,6
COLLANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,19,19
COLOMI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,120,120
COLPA BELGICA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,71,71
COLQUECHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,524,524
COLQUENCHA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,82,82
COLQUIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,358,358
COMANCHE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,22,22
COMARAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,365,365
COMBAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,35,35
CONCEPCION,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,129,129
COPACABANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,80,80
CORIPATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,26,26
CORO CORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,89,89
COROICO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,102,102
CORQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,41,41
COTAGAITA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,147,147
COTOCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,301,301
CUATRO CAÑADAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,44,44
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,2,2
CUEVO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,10,10
CULPINA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,311,311
CURAHUARA DE CARANGAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,24,24
CURVA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,11,11
DESAGUADERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,18,18
EL ALTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,1450,1450
EL CHORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,4,4
EL PUENTE(STC),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,121,121
EL PUENTE(TJA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,38,38
EL TORNO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,223,223
EL VILLAR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,1,1
ENTRE RIOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,62,62
ENTRE RIOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,156,156
EUCALIPTUS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,48,48
EUREKA (SANTOS MERCADO),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,1,1
EXALTACION,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,34,34
FERNANDEZ ALONSO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,108,108
FILADELFIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,75,75
GENERAL SAAVEDRA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,120,120
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,34,34
GUANAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,66,66
GUAQUI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,27,27
GUAYARAMERIN,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,177,177
GUTIERREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,131,131
HUACARETA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,190,190
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,34,34
HUACHACALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,6,6
HUANUNI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,119,119
HUARACAJE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,25,25
HUAYLLAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,29,29
ICHOCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,48,48
ICLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,307,307
INCAHUASI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,557,557
INGAVI (HUMAITA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,5,5
INQUISIVI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,237,237
IRUPANA (VILLA DE LANZA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,101,101
IXIAMAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,34,34
JESUS DE MACHACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,70,70
LA ASUNTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,55,55
LA GUARDIA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,128,128
LA PAZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,1974,1974
LA RIVERA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,9,9
LAGUNILLAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,136,136
LAJA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,159,159
LAS CARRERAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,18,18
LICOMA PAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,33,33
LLALLAGUA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,439,439
LORETO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,18,18
LURIBAY,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,107,107
MACHACAMARCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,17,17
MACHARETI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,145,145
MAGDALENA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,26,26
MAIRANA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,57,57
MALLA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,49,49
MAPIRI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,15,15
MECAPACA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,72,72
MINEROS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,233,233
MIZQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,335,335
MOCOMOCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,83,83
MOJINETE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,9,9
MOJOCOYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,60,60
MONTEAGUDO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,217,217
MONTERO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,574,574
MORO MORO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,40,40
MOROCHATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,188,188
NAZACARA DE PACAJES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,11,11
OCURI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,87,87
OKINAWA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,234,234
OMEREQUE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,43,43
ORURO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,850,850
PADCAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,145,145
PAILON,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,72,72
PALCA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,57,57
PALOS BLANCOS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,225,225
PAMPA AULLAGAS,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,20,20
PAMPA GRANDE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,67,67
PAPEL PAMPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,18,18
PASORAPA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,70,70
PATACAMAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,66,66
PAZÑA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,16,16
PELECHUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,35,35
POCOATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,73,73
POCONA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,648,648
POJO (CBBA),micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,574,574
POOPO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,20,20
PORCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,42,42
POROMA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,317,317
PORONGO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,22,22
PORTACHUELO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,141,141
PORVENIR,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,21,21
POSTRER VALLE,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,9,9
POTOSI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,853,853
PRESTO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,134,134
PUCARA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,34,34
PUCARANI,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,106,106
PUERTO ACOSTA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,154,154
PUERTO CARABUCO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,136,136
PUERTO GONZALO MORENO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,104,104
PUERTO PEREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,37,37
PUERTO QUIJARRO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,124,124
PUERTO RICO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,41,41
PUERTO SILES,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,32,32
PUERTO SUAREZ,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,121,121
PUERTO VILLARROEL,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,285,285
PUNA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,285,285
PUNATA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,44,44
QUIABAYA,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,56,56
QUILLACOLLO,micronutrientes,ninos de 1 a 4 anos con 1ra dosis vitamina a,2005-02-01,604,604
