municipality,group,variable,month,Mujeres puérperas que recibieron 90 tabletas d,TOTAL
POSTRER VALLE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,2,2
POTOSI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,285,285
PRESTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,17,17
PUCARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,7,7
PUCARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,34,34
PUERTO ACOSTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,26,26
PUERTO CARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,13,13
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,11,11
PUERTO PEREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,6,6
PUERTO QUIJARRO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,8,8
PUERTO RICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,14,14
PUERTO SILES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,1,1
PUERTO SUAREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
PUERTO VILLARROEL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,30,30
PUNA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,42,42
PUNATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,14,14
QUIABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,9,9
QUILLACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,7,7
QUIME,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,20,20
RAVELO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,58,58
REYES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,29,29
RIBERALTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,139,139
ROBORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,1,1
RURRENABAQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,1,1
SABAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
SACABA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,65,65
SACABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,2,2
SACACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,46,46
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,19,19
SAMAIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,10,10
SAN AGUSTIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
SAN ANDRES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,31,31
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,6,6
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,7,7
SAN BENITO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,9,9
SAN BORJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,74,74
SAN BUENA VENTURA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,14,14
SAN CARLOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,11,11
SAN IGNACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,48,48
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,59,59
SAN JAVIER(BNI),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,1,1
SAN JAVIER(STC),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,22,22
SAN JOAQUIN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,9,9
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,8,8
SAN JULIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,35,35
SAN LORENZO(PND),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,11,11
SAN LORENZO(TJA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,22,22
SAN LUCAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,66,66
SAN MATIAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,19,19
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
SAN PEDRO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,19,19
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,28,28
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,15,15
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,9,9
SAN PEDRO(PND),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,2,2
SAN RAMON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,8,8
SAN RAMON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,10,10
SANTA ANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,1,1
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,311,311
SANTA ROSA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,6,6
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,14,14
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,6,6
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,14,14
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,3,3
SANTIVAÑES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,13,13
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
SAPAHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,11,11
SENA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,6,6
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,21,21
SICAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,7,7
SIPE SIPE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,21,21
SOPACHUY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,21,21
SORACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,11,11
SORATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,33,33
SUCRE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,282,282
TACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,2,2
TACACOMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,8,8
TACOBAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,11,11
TACOPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,46,46
TAHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,4,4
TAPACARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,25,25
TARABUCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,64,64
TARACO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,7,7
TARIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,36,36
TARVITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,38,38
TEOPONTE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,10,10
TIAWANACU,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,10,10
TINGUIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,34,34
TIPUANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,16,16
TIQUIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,5,5
TIRAQUE (CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,52,52
TOCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,2,2
TOLEDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,5,5
TOMAVE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,13,13
TOMINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,16,16
TORO TORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,16,16
TOTORA(CBBA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,24,24
TOTORA(ORR),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,7,7
TRIGAL,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,2,2
TRINIDAD,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,307,307
TUPIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,48,48
TURCO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,5,5
UMALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,7,7
UNCIA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,35,35
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,14,14
URUBICHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,12,12
UYUNI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,27,27
VACAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,21,21
VALLEGRANDE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,18,18
VIACHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,23,23
VILA VILA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,3,3
VILLA MONTES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,81,81
VILLA RIVERO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,11,11
VILLA SERRANO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,13,13
VILLA TUNARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,94,94
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,18,18
VILLAZON,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,39,39
VINTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,15,15
VITICHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,20,20
WALDO BALLIVIAN,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,6,6
WARNES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,26,26
YACO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,11,11
YACUIBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,140,140
YAMPARAEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,16,16
YANACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,3,3
YAPACANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,69,69
YOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,11,11
YOTALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,10,10
YUNCHARA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,7,7
ZUDAÑEZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-08-01,13,13
ACACIO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,9,9
ACHACACHI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,66,66
ACHOCALLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,16,16
AIQUILE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,21,21
ALALAY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,5,5
ALCALA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,3,3
ANCORAIMES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,18,18
ANDAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,2,2
ANTEQUERA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,3,3
ANZALDO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,5,5
APOLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,44,44
ARAMPAMPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,14,14
ARANI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,10,10
ARBIETO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,1,1
ARQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,16,16
ATOCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,7,7
AUCAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,4,4
AYATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,14,14
AYO AYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,24,24
AZURDUY,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,29,29
BATALLAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,14,14
BAURES,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,2,2
BELEN DE URMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,5,5
BELLA FLOR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,2,2
BERMEJO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,66,66
BETANZOS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,37,37
BOLIVAR,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,12,12
BOYUIBE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,3,3
BUENA VISTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,14,14
CABEZAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,6,6
CAIROMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,16,16
"CAIZA ""D""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,7,7
CAJUATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,13,13
CALACOTO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,2,2
CALAMARCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,18,18
CAMARGO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,37,37
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,1,1
CAMIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,26,26
CAPINOTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,30,30
CAQUIAVIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,18,18
CARACOLLO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,25,25
CARANAVI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,87,87
CARAPARI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,10,10
CARIPUYO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,17,17
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,4,4
CATACORA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,1,1
CHACARILLA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,4,4
CHALLAPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,58,58
CHAQUI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,10,10
CHARAGUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,50,50
CHARAÑA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,5,5
CHAYANTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,12,12
CHIMORE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,26,26
CHIPAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,1,1
CHOQUE COTA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,4,4
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,24,24
CHUMA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,7,7
CLIZA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,10,10
COBIJA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,62,62
COCHABAMBA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,54,54
COIPASA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,1,1
COLCAPIRHUA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,20,20
"COLCHA ""K""",micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,16,16
COLLANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,2,2
COLOMI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,24,24
COLPA BELGICA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,2,2
COLQUECHACA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,87,87
COLQUENCHA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,10,10
COLQUIRI,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,23,23
COMANCHE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,13,13
COMARAPA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,13,13
COMBAYA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,5,5
COPACABANA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,21,21
CORIPATA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,13,13
CORO CORO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,12,12
COROICO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,12,12
CORQUE,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,9,9
COTAGAITA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,31,31
COTOCA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,7,7
CUATRO CAÑADAS,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,9,9
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,5,5
CUEVO,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,8,8
CULPINA,micronutrientes,mujeres puerperas que recibieron 90 tabletas d,2005-09-01,19,19
