municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas,TOTAL
COLPA BELGICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,14,14
COLQUECHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,76,76
COLQUENCHA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,6,6
COLQUIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,38,38
COMANCHE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,3,3
COMARAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,16,16
COMBAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
CONCEPCION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,21,21
COPACABANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,12,12
CORIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,17,17
CORO CORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,14,14
COROICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,14,14
CORQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,3,3
COTAGAITA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,28,28
COTOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,14,14
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,26,26
CUEVO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,8,8
CULPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,24,24
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,7,7
DESAGUADERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,8,8
EL ALTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1186,1186
EL CHORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
EL PUENTE(STC),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,16,16
EL PUENTE(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,22,22
EL TORNO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,31,31
EL VILLAR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,6,6
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,22,22
ENTRE RIOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,10,10
EUCALIPTUS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,15,15
EUREKA (SANTOS MERCADO),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
EXALTACION,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,3,3
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,20,20
FILADELFIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,9,9
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,53,53
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,13,13
GUANAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,29,29
GUAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,14,14
GUAYARAMERIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,123,123
GUTIERREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,27,27
HUACARETA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,9,9
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
HUACHACALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
HUANUNI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,55,55
HUARACAJE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,7,7
HUAYLLAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
ICHOCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,13,13
ICLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,28,28
INCAHUASI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,39,39
INQUISIVI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,12,12
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,24,24
JESUS DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,12,12
LA ASUNTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,86,86
LA GUARDIA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,53,53
LA PAZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1051,1051
LAGUNILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,10,10
LAJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,15,15
LAS CARRERAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,7,7
LICOMA PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
LLALLAGUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,28,28
LLICA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
LORETO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,6,6
LURIBAY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,17,17
MACHACAMARCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
MACHARETI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
MAGDALENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
MAIRANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,13,13
MALLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,5,5
MAPIRI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,18,18
MECAPACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,16,16
MINEROS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,76,76
MIZQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,26,26
MOCOMOCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,11,11
MOJINETE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
MOJOCOYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
MONTEAGUDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,24,24
MONTERO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,196,196
MORO MORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
MOROCHATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,37,37
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
OCURI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,41,41
OKINAWA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,12,12
OMEREQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,6,6
ORURO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,274,274
PADCAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,23,23
PADILLA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,31,31
PAILON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,12,12
PALCA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,6,6
PALOS BLANCOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,74,74
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
PAMPA GRANDE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
PAPEL PAMPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,6,6
PASORAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,5,5
PATACAMAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,26,26
PAZÑA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,10,10
PELECHUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,13,13
POCOATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,39,39
POCONA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,14,14
POJO (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,18,18
POOPO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
PORCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,8,8
POROMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,15,15
PORONGO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,45,45
PORTACHUELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,11,11
PORVENIR,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,9,9
POSTRER VALLE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
POTOSI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,161,161
PRESTO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,7,7
PUCARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
PUCARANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,34,34
PUERTO ACOSTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,43,43
PUERTO CARABUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,12,12
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,22,22
PUERTO PEREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,3,3
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,5,5
PUERTO RICO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,12,12
PUERTO SUAREZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,37,37
PUNA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,32,32
PUNATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,18,18
QUIABAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
QUILLACOLLO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,73,73
QUIME,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,8,8
QUIRUSILLAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
RAVELO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,42,42
REYES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,8,8
RIBERALTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,127,127
ROBORE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
RURRENABAQUE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,25,25
SABAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,6,6
SACABA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,80,80
SACABAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
SACACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,42,42
SAIPINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,10,10
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,19,19
SAMAIPATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,9,9
SAN AGUSTIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
SAN ANDRES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,26,26
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,11,11
SAN BENITO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,11,11
SAN BORJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,146,146
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,10,10
SAN CARLOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,24,24
SAN IGNACIO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,50,50
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,90,90
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
SAN JOAQUIN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,41,41
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,10,10
SAN JULIAN,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,83,83
SAN LORENZO(PND),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,12,12
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,29,29
SAN LUCAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,80,80
SAN MATIAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,26,26
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,6,6
SAN PEDRO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,36,36
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,34,34
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,5,5
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
SAN PEDRO(PND),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,7,7
SAN RAFAEL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
SAN RAMON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,12,12
SAN RAMON,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,17,17
SANTA ANA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,20,20
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1512,1512
SANTA ROSA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,16,16
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,28,28
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,3,3
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,11,11
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
SANTIVAÑES,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,7,7
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
SAPAHAQUI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,11,11
SENA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,21,21
SICAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
SIPE SIPE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,62,62
SOPACHUY,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,11,11
SORACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,5,5
SORATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,28,28
SUCRE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,189,189
TACACHI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,3,3
TACACOMA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
TACOBAMBA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,17,17
TACOPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,17,17
TAHUA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
TAPACARI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,26,26
TARABUCO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,59,59
TARACO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,5,5
TARATA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,510,510
TARIJA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,113,113
TARVITA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,19,19
TEOPONTE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,2,2
TIAWANACU,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,17,17
TINGUIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,31,31
TIPUANI,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,17,17
TIQUIPAYA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,19,19
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,71,71
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
TODOS SANTOS,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
TOLEDO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,4,4
TOMAVE,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,7,7
TOMINA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,10,10
TORO TORO,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,11,11
TOTORA(CBBA),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,9,9
TOTORA(ORR),micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,8,8
TRIGAL,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,1,1
TRINIDAD,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,175,175
TUPIZA,micronutrientes,mujeres embarazadas que recibieron 90 tabletas,2005-12-01,85,85
