municipality,group,variable,month,Mujeres puérperas con dosis completa de hierro,TOTAL
OKINAWA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,9,9
OMEREQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,9,9
ORURO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,377,377
PADCAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,23,23
PADILLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,23,23
PAILON,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,7,7
PALCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,13,13
PALOS BLANCOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,49,49
PAMPA AULLAGAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,2,2
PAMPA GRANDE,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,5,5
PAPEL PAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,6,6
PASORAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,2,2
PATACAMAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,61,61
PAZÑA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,9,9
PELECHUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,6,6
POCOATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,46,46
POCONA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,17,17
POJO (CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,22,22
POOPO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,3,3
PORCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,15,15
POROMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,32,32
PORONGO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,2,2
PORTACHUELO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,21,21
PORVENIR,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,4,4
POSTRER VALLE,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,3,3
POTOSI,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,281,281
PRESTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,18,18
PUCARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,4,4
PUCARANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,39,39
PUERTO ACOSTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,6,6
PUERTO CARABUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,14,14
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,6,6
PUERTO PEREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,11,11
PUERTO QUIJARRO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,2,2
PUERTO RICO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,8,8
PUERTO SILES,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,2,2
PUERTO VILLARROEL,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,109,109
PUNA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,18,18
PUNATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,86,86
QUIABAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,2,2
QUILLACOLLO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,20,20
QUIME,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,7,7
RAVELO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,17,17
REYES,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,18,18
RIBERALTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,185,185
ROBORE,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,26,26
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,33,33
SABAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,2,2
SACABA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,209,209
SACABAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,4,4
SACACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,27,27
SAIPINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,1,1
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,16,16
SAMAIPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,3,3
SAN AGUSTIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,2,2
SAN ANDRES,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,3,3
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,4,4
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,2,2
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,11,11
SAN BENITO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,18,18
SAN BORJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,59,59
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,3,3
SAN CARLOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,33,33
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,43,43
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,110,110
SAN JAVIER(BNI),micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,10,10
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,12,12
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,8,8
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,30,30
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,11,11
SAN JULIAN,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,52,52
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,2,2
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,22,22
SAN LUCAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,66,66
SAN MATIAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,2,2
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,12,12
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,4,4
SAN PEDRO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,8,8
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,21,21
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,9,9
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,6,6
SAN PEDRO(PND),micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,1,1
SAN RAFAEL,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,2,2
SAN RAMON BENI,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,8,8
SAN RAMON SCZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,10,10
SANTA ANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,10,10
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,476,476
SANTA ROSA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,14,14
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,13,13
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,5,5
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,3,3
SANTIAGO DE HUATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,5,5
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,4,4
SANTIVAÑES,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,1,1
SAPAHAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,3,3
SENA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,6,6
SHINAOTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,42,42
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,16,16
SICAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,3,3
SIPE SIPE,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,32,32
SOPACHUY,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,11,11
SORACACHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,4,4
SORATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,18,18
SUCRE,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,435,435
TACACOMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,11,11
TACOBAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,8,8
TACOPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,16,16
TAPACARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,59,59
TARABUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,32,32
TARACO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,8,8
TARATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,8,8
TARIJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,37,37
TARVITA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,23,23
TEOPONTE,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,9,9
TIAWANACU,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,21,21
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,32,32
TIPUANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,15,15
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,72,72
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,14,14
TOCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,1,1
TOLATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,3,3
TOLEDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,4,4
TOMAVE,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,18,18
TOMINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,19,19
TORO TORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,10,10
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,17,17
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,12,12
TRINIDAD,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,32,32
TUPIZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,10,10
TURCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,3,3
UMALA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,15,15
UNCIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,20,20
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,11,11
URUBICHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,7,7
UYUNI,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,34,34
VACAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,23,23
VALLEGRANDE,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,22,22
VIACHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,46,46
VILA VILA,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,7,7
VILLA CHARCAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,21,21
VILLA MONTES,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,89,89
VILLA RIVERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,4,4
VILLA SERRANO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,7,7
VILLA TUNARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,59,59
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,12,12
VILLAZON,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,14,14
VINTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,54,54
VITICHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2010-01-01,12,12
