municipality,group,variable,month,Mujeres embarazadas con dosis completa de hierro,TOTAL
COTAGAITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,35,35
COTOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,86,86
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,36,36
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,3,3
CUEVO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,16,16
CULPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,31,31
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,10,10
CURVA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,4,4
DESAGUADERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,14,14
EL ALTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,1564,1564
EL CHORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,5,5
EL PUENTE(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,22,22
EL PUENTE(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,25,25
EL TORNO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,113,113
EL VILLAR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,7,7
ENTRE RIOS TRJ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,50,50
ENTRE RIOS CBBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,73,73
ESCOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,28,28
ESMERALDA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,1,1
EUCALIPTUS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,6,6
EXALTACION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,27,27
FILADELFIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,10,10
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,28,28
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,30,30
GUANAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,22,22
GUAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,11,11
GUAYARAMERIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,94,94
GUTIERREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,12,12
HUACARETA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,22,22
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,10,10
HUACHACALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,1,1
HUANUNI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,21,21
HUARACAJE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,7,7
HUARINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,3,3
HUAYLLAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,2,2
HUMANATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,5,5
ICHOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,5,5
ICLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,10,10
INCAHUASI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,24,24
INGAVI (HUMAITA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,3,3
INQUISIVI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,13,13
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,22,22
IXIAMAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,19,19
JESUS DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,24,24
LA ASUNTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,84,84
LA GUARDIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,94,94
LA PAZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,1607,1607
LAGUNILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,15,15
LAJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,33,33
LAS CARRERAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,7,7
LICOMA PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,4,4
LLALLAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,65,65
LLICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,6,6
LORETO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,11,11
LURIBAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,7,7
MACHACAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,5,5
MACHARETI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,25,25
MAGDALENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,2,2
MAIRANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,22,22
MALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,10,10
MAPIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,28,28
MECAPACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,6,6
MINEROS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,47,47
MIZQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,49,49
MOCOMOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,17,17
MOJINETE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,1,1
MOJOCOYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,9,9
MONTEAGUDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,58,58
MONTERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,210,210
MORO MORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,3,3
MOROCHATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,19,19
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,7,7
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,4,4
OCURI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,19,19
OKINAWA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,24,24
OMEREQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,12,12
ORURO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,389,389
PADCAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,35,35
PADILLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,25,25
PAILON,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,19,19
PALCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,32,32
PALOS BLANCOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,74,74
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,5,5
PAMPA GRANDE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,18,18
PAPEL PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,6,6
PATACAMAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,28,28
PAZÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,11,11
PELECHUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,18,18
POCOATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,44,44
POCONA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,13,13
POJO (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,25,25
POOPO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,3,3
PORCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,23,23
POROMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,23,23
PORONGO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,12,12
PORTACHUELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,34,34
PORVENIR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,14,14
POTOSI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,339,339
PRESTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,20,20
PUCARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,2,2
PUCARANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,58,58
PUERTO ACOSTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,11,11
PUERTO CARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,17,17
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,15,15
PUERTO PEREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,9,9
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,39,39
PUERTO RICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,16,16
PUERTO SILES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,1,1
PUERTO SUAREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,1,1
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,169,169
PUNA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,30,30
PUNATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,38,38
QUIABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,4,4
QUILLACOLLO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,143,143
QUIME,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,8,8
QUIRUSILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,1,1
RAVELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,22,22
REYES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,18,18
RIBERALTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,210,210
ROBORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,30,30
RURRENABAQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,24,24
SABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,8,8
SACABA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,272,272
SACABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,8,8
SACACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,47,47
SAIPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,11,11
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,16,16
SAMAIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,18,18
SAN AGUSTIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,3,3
SAN ANDRES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,9,9
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,10,10
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,10,10
SAN BENITO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,15,15
SAN BORJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,113,113
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,9,9
SAN CARLOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,34,34
SAN IGNACIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,38,38
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,164,164
SAN JAVIER(BNI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,2,2
SAN JAVIER(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,26,26
SAN JOAQUIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,11,11
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,22,22
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,21,21
SAN JULIAN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,87,87
SAN LORENZO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,4,4
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,33,33
SAN LUCAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,89,89
SAN MATIAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,34,34
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,27,27
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,5,5
SAN PEDRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,13,13
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,21,21
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,11,11
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,7,7
SAN RAFAEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,7,7
SAN RAMON BENI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,28,28
SAN RAMON SCZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,21,21
SANTA ANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,46,46
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,1619,1619
SANTA ROSA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,16,16
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,21,21
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,6,6
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,15,15
SANTIAGO DE HUATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,5,5
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,4,4
SANTIVAÑES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,9,9
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,12,12
SAPAHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,8,8
SENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,4,4
SHINAOTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,46,46
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,47,47
SICAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,6,6
SIPE SIPE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,53,53
SOPACHUY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,11,11
SORACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,3,3
SORATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,21,21
SUCRE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,723,723
TACACOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,17,17
TACOBAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,9,9
TACOPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,22,22
TAPACARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,57,57
TARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,33,33
TARACO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,2,2
TARATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,23,23
TARIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,165,165
TARVITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,39,39
TEOPONTE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,7,7
TIAWANACU,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,21,21
TINGUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,34,34
TIPUANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,21,21
TIQUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,85,85
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,35,35
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,1,1
TOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,4,4
TOLATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,12,12
TOLEDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,14,14
TOMAVE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,11,11
TOMINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,21,21
TORO TORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,8,8
TOTORA(CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,20,20
TOTORA(ORR),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,12,12
TRIGAL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,2,2
TRINIDAD,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,258,258
TUPIZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,16,16
TURCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,5,5
UMALA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,10,10
UNCIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,35,35
URIONDO (A. CONCEPCION),micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,23,23
URUBICHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2010-01-01,20,20
