municipality,group,variable,month,Niños (as) de 1 año a menores de 5 años con 1ra dosis vitamina A,TOTAL
TIQUIPAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,667,667
TIRAQUE (CBBA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,133,133
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,4,4
TOCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,22,22
TOLATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,31,31
TOLEDO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,37,37
TOMAVE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,81,81
TOMINA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,121,121
TORO TORO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,149,149
TOTORA(CBBA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,91,91
TOTORA(ORR),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,26,26
TRIGAL,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,14,14
TRINIDAD,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,468,468
TUPIZA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,403,403
TURCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,19,19
UMALA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,13,13
UNCIA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,96,96
URIONDO (A. CONCEPCION),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,78,78
UYUNI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,167,167
VACAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,53,53
VALLEGRANDE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,108,108
VIACHA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,301,301
VILA VILA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,35,35
VILLA CHARCAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,215,215
VILLA MONTES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,335,335
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,19,19
VILLA RIVERO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,15,15
VILLA SERRANO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,137,137
VILLA TUNARI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,411,411
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,169,169
VILLAZON,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,281,281
VINTO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,115,115
VITICHI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,51,51
WALDO BALLIVIAN,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,9,9
WARNES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,571,571
YACO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,40,40
YACUIBA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,371,371
YAMPARAEZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,104,104
YANACACHI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,17,17
YAPACANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,513,513
YOCALLA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,58,58
YOTALA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,100,100
YUNCHARA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,57,57
ZUDAÑEZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-03-01,108,108
ACACIO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,59,59
ACHACACHI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,264,264
ACHOCALLA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,48,48
AIQUILE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,130,130
ALALAY,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,32,32
ALCALA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,41,41
ALTO BENI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,108,108
ANCORAIMES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,67,67
ANDAMARCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,41,41
ANTEQUERA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,13,13
ANZALDO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,40,40
APOLO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,95,95
ARAMPAMPA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,31,31
ARANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,156,156
ARBIETO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,66,66
ARQUE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,139,139
ASCENCION DE GUARAYOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,477,477
ATOCHA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,95,95
AUCAPATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,17,17
AYATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,40,40
AYO AYO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,37,37
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,186,186
AZURDUY,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,102,102
BATALLAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,105,105
BAURES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,34,34
BELEN DE ANDAMARCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,4,4
BELEN DE URMIRI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,9,9
BELLA FLOR,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,4,4
BERMEJO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,193,193
BETANZOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,161,161
BOLIVAR,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,79,79
BOLPEBRA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,13,13
BOYUIBE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,58,58
BUENA VISTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,325,325
CABEZAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,130,130
CAIROMA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,79,79
"CAIZA ""D""",micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,79,79
CAJUATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,6,6
CALACOTO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,25,25
CALAMARCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,59,59
CAMARGO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,168,168
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,19,19
CAMIRI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,230,230
CAPINOTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,96,96
CAQUIAVIRI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,32,32
CARACOLLO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,93,93
CARANAVI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,314,314
CARAPARI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,66,66
CARIPUYO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,38,38
CARMEN RIVERO TORREZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,10,10
CATACORA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,4,4
CHALLAPATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,180,180
CHAQUI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,73,73
CHARAGUA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,266,266
CHARAÑA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,19,19
CHAYANTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,60,60
CHIMORE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,119,119
CHIPAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,17,17
CHOQUE COTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,10,10
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,38,38
CHUMA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,46,46
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,21,21
CKOCHAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,171,171
CLIZA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,151,151
COBIJA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,223,223
COCAPATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,82,82
COCHABAMBA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,1960,1960
COIPASA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,5,5
COLCAPIRHUA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,183,183
"COLCHA ""K""",micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,51,51
COLLANA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,9,9
COLOMI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,76,76
COLPA BELGICA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,91,91
COLQUECHACA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,335,335
COLQUENCHA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,51,51
COLQUIRI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,90,90
COMANCHE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,11,11
COMARAPA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,123,123
COMBAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,39,39
CONCEPCION,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,136,136
COPACABANA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,52,52
CORIPATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,26,26
CORO CORO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,45,45
COROICO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,90,90
CORQUE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,34,34
COTAGAITA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,130,130
COTOCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,900,900
CUATRO CAÑADAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,174,174
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,7,7
CUEVO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,71,71
CULPINA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,170,170
CURAHUARA DE CARANGAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,25,25
CURVA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,11,11
DESAGUADERO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,25,25
EL ALTO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,5093,5093
EL CHORO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,9,9
EL PUENTE(STC),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,204,204
EL PUENTE(TJA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,55,55
EL TORNO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,340,340
EL VILLAR,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,64,64
ENTRE RIOS TRJ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,166,166
ENTRE RIOS CBBA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,113,113
ESCARA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,9,9
ESCOMA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,21,21
ESMERALDA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,1,1
EUCALIPTUS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,35,35
EUREKA (SANTOS MERCADO),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,11,11
EXALTACION,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,48,48
FERNANDEZ ALONSO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,131,131
FILADELFIA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,26,26
GENERAL SAAVEDRA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,144,144
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,54,54
GUANAY,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,38,38
GUAQUI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,47,47
GUAYARAMERIN,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,268,268
GUTIERREZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,24,24
HUACARETA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,100,100
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,49,49
HUACHACALLA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,8,8
HUANUNI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,107,107
HUARACAJE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,8,8
HUARINA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,26,26
HUAYLLAMARCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,15,15
HUMANATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,33,33
ICHOCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,83,83
ICLA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,75,75
INCAHUASI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,130,130
INGAVI (HUMAITA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,17,17
INQUISIVI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,61,61
IRUPANA (VILLA DE LANZA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,83,83
IXIAMAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,63,63
JESUS DE MACHACA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,75,75
LA ASUNTA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,198,198
LA GUARDIA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,633,633
LA PAZ,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,4742,4742
LA RIVERA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,2,2
LAGUNILLAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,54,54
LAJA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,85,85
LAS CARRERAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,37,37
LICOMA PAMPA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,10,10
LLALLAGUA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,142,142
LLICA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,37,37
LORETO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,32,32
LURIBAY,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,69,69
MACHACAMARCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,33,33
MACHARETI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,94,94
MAGDALENA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,106,106
MAIRANA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,78,78
MALLA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,11,11
MAPIRI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,40,40
MECAPACA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,48,48
MINEROS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,132,132
MIZQUE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,150,150
MOCOMOCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,94,94
MOJINETE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,3,3
MOJOCOYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,63,63
MONTEAGUDO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,232,232
MONTERO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,712,712
MORO MORO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,24,24
MOROCHATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,101,101
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,5,5
NAZACARA DE PACAJES,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,6,6
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,16,16
OCURI,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,167,167
OKINAWA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,159,159
OMEREQUE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,6,6
ORURO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,1072,1072
PADCAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,110,110
PADILLA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,89,89
PAILON,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,172,172
PALCA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,80,80
PALOS BLANCOS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,182,182
PAMPA AULLAGAS,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,29,29
PAMPA GRANDE,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,69,69
PAPEL PAMPA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,22,22
PASORAPA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,24,24
PATACAMAYA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,55,55
PAZÑA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,59,59
PELECHUCO,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,30,30
POCOATA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,149,149
POCONA,micronutrientes,ninos (as) de 1 ano a menores de 5 anos con 1ra dosis vitamina a,2010-04-01,88,88
