,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2020-01-01,0,2,0,2,2
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2020-01-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2020-01-01,6,3,6,3,9
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2020-01-01,4,1,4,1,5
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,3,2,3,2,5
CAPINOTA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,1,0,1,0,1
CARAPARI,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,0,0,0,0,0
CHALLAPATA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,0,0,0,0,0
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,3,2,3,2,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,80,70,80,70,150
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,0,1,0,1,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,1,1,1,1,2
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,20,17,20,17,37
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,4,4,4,4,8
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,1,1,1,1,2
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,72,77,72,77,149
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,0,0,0,0,0
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,6,2,6,2,8
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,29,20,29,20,49
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,2,4,2,4,6
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,13,16,13,16,29
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,0,2,0,2,2
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,4,5,4,5,9
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,101,67,101,67,168
SAN PEDRO,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,90,74,90,74,164
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,19,25,19,25,44
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,0,0,0,0,0
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,19,14,19,14,33
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,19,8,19,8,27
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,50,12,50,12,62
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2020-02-01,4,2,4,2,6
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,0,0,0,0,0
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,2,0,2,0,2
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,7,2,7,2,9
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,1,0,1,0,1
CARAPARI,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,0,0,0,0,0
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,3,3,3,3,6
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,85,68,85,68,153
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,2,2,2,2,4
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,13,14,13,14,27
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,1,1,1,1,2
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,4,2,4,2,6
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,2,0,2,0,2
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,55,59,55,59,114
MAGDALENA,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,1,0,1,0,1
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,0,0,0,0,0
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,5,4,5,4,9
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,25,26,25,26,51
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,3,2,3,2,5
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,15,15,15,15,30
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,1,0,1,0,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,2,4,2,4,6
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,6,6,6,6,12
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,2,0,2,0,2
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,1,3,1,3,4
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,1,0,1,0,1
SAN LUCAS,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,120,99,120,99,219
SORATA,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,14,21,14,21,35
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,0,1,0,1,1
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,26,9,26,9,35
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,12,13,12,13,25
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,1,1,1,1,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,1,2,1,2,3
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,1,0,1,0,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,2,0,2,0,2
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,2,1,2,1,3
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2020-03-01,6,0,6,0,6
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,0,0,0,0,0
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,2,0,2,0,2
BOYUIBE,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,1,2,1,2,3
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,1,0,1,0,1
CARAPARI,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,0,0,0,0,0
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,0,2,0,2,2
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,69,66,69,66,135
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,2,0,2,0,2
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,7,9,7,9,16
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,4,1,4,1,5
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,32,37,32,37,69
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,0,1,0,1,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,4,3,4,3,7
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,20,17,20,17,37
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,2,0,2,0,2
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,1,1,1,1,2
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,10,5,10,5,15
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,0,1,0,1,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,0,3,0,3,3
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,6,1,6,1,7
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,1,0,1,0,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,1,3,1,3,4
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,71,65,71,65,136
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,16,13,16,13,29
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,0,0,0,0,0
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,16,12,16,12,28
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,12,5,12,5,17
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,5,3,5,3,8
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2020-04-01,2,1,2,1,3
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,0,0,0,0,0
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,1,4,1,4,5
CARAPARI,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,0,0,0,0,0
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,6,4,6,4,10
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,65,57,65,57,122
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,18,16,18,16,34
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,2,0,2,0,2
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,7,7,7,7,14
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,51,59,51,59,110
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,0,1,0,1,1
MAIRANA,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,1,0,1,0,1
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,0,0,0,0,0
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,26,16,26,16,42
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,12,13,12,13,25
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,2,13,2,13,15
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,1,0,1,0,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,2,3,2,3,5
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,5,2,5,2,7
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,1,1,1,1,2
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,5,0,5,0,5
SAIPINA,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,2,4,2,4,6
SAN JOAQUIN,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,2,0,2,0,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,2,0,2,0,2
SAN RAMON BENI,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,94,84,94,84,178
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,18,17,18,17,35
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,0,0,0,0,0
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,19,8,19,8,27
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,42,25,42,25,67
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,1,1,1,1,2
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,2,2,2,2,4
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2020-05-01,4,2,4,2,6
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,0,0,0,0
ANZALDO,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,2,2,2,2,4
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,2,2,2,2,4
CARAPARI,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,0,0,0,0
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,0,0,0,0
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,8,9,8,9,17
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,145,84,145,84,229
CONCEPCION,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,3,0,3,0,3
CUATRO CAÑADAS,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,45,27,45,27,72
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,1,0,1,1
ENTRE RIOS CBBA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,2,1,2,1,3
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,35,22,35,22,57
HUANUNI,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,1,0,1,1
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,62,60,62,60,122
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,1,0,1,0,1
MINEROS,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,1,0,1,0,1
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,2,1,2,1,3
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,12,7,12,7,19
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,24,12,24,12,36
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,1,0,1,0,1
PORVENIR,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,1,0,1,1
POSTRER VALLE,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,5,5,5,5,10
PUERTO QUIJARRO,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,2,1,2,1,3
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,4,1,4,1,5
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,1,0,1,0,1
REYES,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,8,1,8,1,9
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,1,2,1,2,3
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,2,1,2,1,3
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,18,6,18,6,24
SAN ANTONIO DE LOMERIO,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,7,3,7,3,10
SAN JOAQUIN,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,4,1,4,1,5
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,6,1,6,1,7
SAN MIGUEL DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,1,0,1,1
SAN RAMON BENI,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,7,3,7,3,10
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,1,3,1,3,4
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,201,93,201,93,294
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,29,14,29,14,43
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,0,0,0,0
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,28,9,28,9,37
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,40,14,40,14,54
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,1,1,1,1,2
URUBICHA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,1,0,1,0,1
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,2,0,2,0,2
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,2,1,2,1,3
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,0,0,0,0,0
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2020-06-01,1,0,1,0,1
