,group,variable,month,EGRESOS CANTIDAD,EGRESOS CANTIDAD,TOTALES,TOTALES,TOTALES
COLQUIRI,internaciones,egresos,2020-01-01,0,6,0,6,6
COMANCHE,internaciones,egresos,2020-01-01,0,1,0,1,1
COMARAPA,internaciones,egresos,2020-01-01,10,43,10,43,53
CONCEPCION,internaciones,egresos,2020-01-01,26,71,26,71,97
COPACABANA,internaciones,egresos,2020-01-01,0,3,0,3,3
CORIPATA,internaciones,egresos,2020-01-01,0,11,0,11,11
CORO CORO,internaciones,egresos,2020-01-01,0,4,0,4,4
COROICO,internaciones,egresos,2020-01-01,12,48,12,48,60
COTAGAITA,internaciones,egresos,2020-01-01,1,10,1,10,11
COTOCA,internaciones,egresos,2020-01-01,92,105,92,105,197
CUATRO CAÑADAS,internaciones,egresos,2020-01-01,33,55,33,55,88
CUEVO,internaciones,egresos,2020-01-01,7,10,7,10,17
CULPINA,internaciones,egresos,2020-01-01,3,45,3,45,48
CURAHUARA DE CARANGAS,internaciones,egresos,2020-01-01,1,1,1,1,2
DESAGUADERO,internaciones,egresos,2020-01-01,0,3,0,3,3
EL ALTO,internaciones,egresos,2020-01-01,1027,3025,1027,3025,4052
EL PUENTE(STC),internaciones,egresos,2020-01-01,29,40,29,40,69
EL PUENTE(TJA),internaciones,egresos,2020-01-01,0,5,0,5,5
EL TORNO,internaciones,egresos,2020-01-01,52,153,52,153,205
EL VILLAR,internaciones,egresos,2020-01-01,0,3,0,3,3
ENTRE RIOS TRJ,internaciones,egresos,2020-01-01,8,23,8,23,31
ENTRE RIOS CBBA,internaciones,egresos,2020-01-01,5,61,5,61,66
ESCOMA,internaciones,egresos,2020-01-01,4,9,4,9,13
EUCALIPTUS,internaciones,egresos,2020-01-01,0,1,0,1,1
EXALTACION,internaciones,egresos,2020-01-01,1,12,1,12,13
FERNANDEZ ALONSO,internaciones,egresos,2020-01-01,6,17,6,17,23
FILADELFIA,internaciones,egresos,2020-01-01,3,1,3,1,4
GENERAL SAAVEDRA,internaciones,egresos,2020-01-01,9,34,9,34,43
GUANAY,internaciones,egresos,2020-01-01,4,31,4,31,35
GUAQUI,internaciones,egresos,2020-01-01,0,3,0,3,3
GUAYARAMERIN,internaciones,egresos,2020-01-01,116,297,116,297,413
GUTIERREZ,internaciones,egresos,2020-01-01,13,37,13,37,50
HUACARETA,internaciones,egresos,2020-01-01,2,6,2,6,8
HUANUNI,internaciones,egresos,2020-01-01,87,142,87,142,229
HUARACAJE,internaciones,egresos,2020-01-01,7,12,7,12,19
HUARINA,internaciones,egresos,2020-01-01,0,3,0,3,3
HUATAJATA,internaciones,egresos,2020-01-01,0,1,0,1,1
HUAYLLAMARCA,internaciones,egresos,2020-01-01,2,1,2,1,3
ICLA,internaciones,egresos,2020-01-01,5,12,5,12,17
INCAHUASI,internaciones,egresos,2020-01-01,0,3,0,3,3
INQUISIVI,internaciones,egresos,2020-01-01,0,4,0,4,4
IRUPANA (VILLA DE LANZA),internaciones,egresos,2020-01-01,6,6,6,6,12
IXIAMAS,internaciones,egresos,2020-01-01,11,25,11,25,36
JESUS DE MACHACA,internaciones,egresos,2020-01-01,0,4,0,4,4
LA ASUNTA,internaciones,egresos,2020-01-01,9,60,9,60,69
LA GUARDIA,internaciones,egresos,2020-01-01,55,127,55,127,182
LA PAZ,internaciones,egresos,2020-01-01,2984,5498,2984,5498,8482
LAGUNILLAS,internaciones,egresos,2020-01-01,7,7,7,7,14
LAJA,internaciones,egresos,2020-01-01,0,6,0,6,6
LAS CARRERAS,internaciones,egresos,2020-01-01,1,1,1,1,2
LICOMA PAMPA,internaciones,egresos,2020-01-01,0,3,0,3,3
LLALLAGUA,internaciones,egresos,2020-01-01,88,239,88,239,327
LURIBAY,internaciones,egresos,2020-01-01,0,4,0,4,4
MACHACAMARCA,internaciones,egresos,2020-01-01,0,2,0,2,2
MACHARETI,internaciones,egresos,2020-01-01,7,15,7,15,22
MAGDALENA,internaciones,egresos,2020-01-01,48,65,48,65,113
MAIRANA,internaciones,egresos,2020-01-01,3,44,3,44,47
MAPIRI,internaciones,egresos,2020-01-01,9,25,9,25,34
MECAPACA,internaciones,egresos,2020-01-01,0,7,0,7,7
MINEROS,internaciones,egresos,2020-01-01,16,29,16,29,45
MIZQUE,internaciones,egresos,2020-01-01,15,52,15,52,67
MOCOMOCO,internaciones,egresos,2020-01-01,1,0,1,0,1
MOJOCOYA,internaciones,egresos,2020-01-01,0,7,0,7,7
MONTEAGUDO,internaciones,egresos,2020-01-01,96,153,96,153,249
MONTERO,internaciones,egresos,2020-01-01,478,832,478,832,1310
MOROCHATA,internaciones,egresos,2020-01-01,0,2,0,2,2
OCURI,internaciones,egresos,2020-01-01,1,4,1,4,5
OKINAWA,internaciones,egresos,2020-01-01,0,3,0,3,3
OMEREQUE,internaciones,egresos,2020-01-01,6,14,6,14,20
ORURO,internaciones,egresos,2020-01-01,938,2060,938,2060,2998
PADILLA,internaciones,egresos,2020-01-01,36,62,36,62,98
PAILON,internaciones,egresos,2020-01-01,41,129,41,129,170
PALCA,internaciones,egresos,2020-01-01,0,7,0,7,7
PALOS BLANCOS,internaciones,egresos,2020-01-01,28,76,28,76,104
PAMPA AULLAGAS,internaciones,egresos,2020-01-01,0,3,0,3,3
PAMPA GRANDE,internaciones,egresos,2020-01-01,0,5,0,5,5
PAPEL PAMPA,internaciones,egresos,2020-01-01,0,3,0,3,3
PASORAPA,internaciones,egresos,2020-01-01,3,6,3,6,9
PATACAMAYA,internaciones,egresos,2020-01-01,6,58,6,58,64
POCOATA,internaciones,egresos,2020-01-01,0,13,0,13,13
POCONA,internaciones,egresos,2020-01-01,0,16,0,16,16
POJO (CBBA),internaciones,egresos,2020-01-01,4,11,4,11,15
PORCO,internaciones,egresos,2020-01-01,0,8,0,8,8
POROMA,internaciones,egresos,2020-01-01,0,1,0,1,1
PORONGO,internaciones,egresos,2020-01-01,5,14,5,14,19
PORTACHUELO,internaciones,egresos,2020-01-01,68,150,68,150,218
PORVENIR,internaciones,egresos,2020-01-01,0,3,0,3,3
POSTRER VALLE,internaciones,egresos,2020-01-01,3,5,3,5,8
POTOSI,internaciones,egresos,2020-01-01,852,1633,852,1633,2485
PRESTO,internaciones,egresos,2020-01-01,8,4,8,4,12
PUCARA,internaciones,egresos,2020-01-01,1,1,1,1,2
PUCARANI,internaciones,egresos,2020-01-01,0,11,0,11,11
PUERTO ACOSTA,internaciones,egresos,2020-01-01,0,2,0,2,2
PUERTO CARABUCO,internaciones,egresos,2020-01-01,0,6,0,6,6
PUERTO GONZALO MORENO,internaciones,egresos,2020-01-01,2,2,2,2,4
PUERTO QUIJARRO,internaciones,egresos,2020-01-01,13,39,13,39,52
PUERTO RICO,internaciones,egresos,2020-01-01,1,20,1,20,21
PUERTO SUAREZ,internaciones,egresos,2020-01-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,egresos,2020-01-01,103,251,103,251,354
PUNA,internaciones,egresos,2020-01-01,0,3,0,3,3
PUNATA,internaciones,egresos,2020-01-01,133,271,133,271,404
QUILLACOLLO,internaciones,egresos,2020-01-01,123,509,123,509,632
QUIME,internaciones,egresos,2020-01-01,0,2,0,2,2
RAQAYPAMPA(ETA),internaciones,egresos,2020-01-01,0,2,0,2,2
RAVELO,internaciones,egresos,2020-01-01,0,3,0,3,3
REYES,internaciones,egresos,2020-01-01,13,36,13,36,49
RIBERALTA,internaciones,egresos,2020-01-01,223,555,223,555,778
ROBORE,internaciones,egresos,2020-01-01,49,77,49,77,126
RURRENABAQUE,internaciones,egresos,2020-01-01,43,94,43,94,137
SACABA,internaciones,egresos,2020-01-01,220,592,220,592,812
SACABAMBA,internaciones,egresos,2020-01-01,5,9,5,9,14
SACACA,internaciones,egresos,2020-01-01,0,13,0,13,13
SAIPINA,internaciones,egresos,2020-01-01,1,7,1,7,8
SALINAS DE GARCI MENDOZA,internaciones,egresos,2020-01-01,2,8,2,8,10
SAMAIPATA,internaciones,egresos,2020-01-01,6,17,6,17,23
SAN ANDRES,internaciones,egresos,2020-01-01,0,3,0,3,3
SAN ANTONIO DE LOMERIO,internaciones,egresos,2020-01-01,4,10,4,10,14
SAN BORJA,internaciones,egresos,2020-01-01,89,192,89,192,281
SAN BUENA VENTURA,internaciones,egresos,2020-01-01,16,36,16,36,52
SAN CARLOS,internaciones,egresos,2020-01-01,0,6,0,6,6
SAN IGNACIO,internaciones,egresos,2020-01-01,36,72,36,72,108
SAN IGNACIO DE VELASCO,internaciones,egresos,2020-01-01,149,289,149,289,438
SAN JAVIER(STC),internaciones,egresos,2020-01-01,8,13,8,13,21
SAN JOAQUIN,internaciones,egresos,2020-01-01,27,39,27,39,66
SAN JOSE DE CHIQUITOS,internaciones,egresos,2020-01-01,84,183,84,183,267
SAN JUAN DE YAPACANI,internaciones,egresos,2020-01-01,0,1,0,1,1
SAN JULIAN,internaciones,egresos,2020-01-01,173,264,173,264,437
SAN LORENZO(TJA),internaciones,egresos,2020-01-01,0,7,0,7,7
SAN LUCAS,internaciones,egresos,2020-01-01,7,33,7,33,40
SAN MATIAS,internaciones,egresos,2020-01-01,19,33,19,33,52
SAN MIGUEL DE VELASCO,internaciones,egresos,2020-01-01,19,31,19,31,50
SAN PEDRO,internaciones,egresos,2020-01-01,19,45,19,45,64
SAN PEDRO DE BUENA VISTA,internaciones,egresos,2020-01-01,0,12,0,12,12
SAN PEDRO DE CURAHUARA,internaciones,egresos,2020-01-01,0,3,0,3,3
SAN PEDRO DE TIQUINA,internaciones,egresos,2020-01-01,0,2,0,2,2
SAN RAFAEL,internaciones,egresos,2020-01-01,8,21,8,21,29
SAN RAMON BENI,internaciones,egresos,2020-01-01,11,31,11,31,42
SAN RAMON SCZ,internaciones,egresos,2020-01-01,13,32,13,32,45
SANTA ANA,internaciones,egresos,2020-01-01,50,105,50,105,155
SANTA CRUZ DE LA SIERRA,internaciones,egresos,2020-01-01,4426,7754,4426,7754,12180
SANTA ROSA,internaciones,egresos,2020-01-01,10,30,10,30,40
SANTA ROSA DEL SARA,internaciones,egresos,2020-01-01,32,71,32,71,103
SANTIAGO DE HUATA,internaciones,egresos,2020-01-01,0,1,0,1,1
SANTIAGO DE MACHACA,internaciones,egresos,2020-01-01,0,1,0,1,1
SANTIVAÑES,internaciones,egresos,2020-01-01,0,5,0,5,5
SAPAHAQUI,internaciones,egresos,2020-01-01,0,3,0,3,3
SENA,internaciones,egresos,2020-01-01,1,12,1,12,13
SHINAOTA,internaciones,egresos,2020-01-01,10,43,10,43,53
SICA SICA (VILLA AROMA),internaciones,egresos,2020-01-01,0,13,0,13,13
SICAYA,internaciones,egresos,2020-01-01,0,2,0,2,2
SIPE SIPE,internaciones,egresos,2020-01-01,1,46,1,46,47
SOPACHUY,internaciones,egresos,2020-01-01,7,13,7,13,20
SORATA,internaciones,egresos,2020-01-01,1,12,1,12,13
SUCRE,internaciones,egresos,2020-01-01,1181,2210,1181,2210,3391
TACACOMA,internaciones,egresos,2020-01-01,0,5,0,5,5
TACOPAYA,internaciones,egresos,2020-01-01,1,6,1,6,7
TAPACARI,internaciones,egresos,2020-01-01,0,4,0,4,4
TARABUCO,internaciones,egresos,2020-01-01,34,60,34,60,94
TARACO,internaciones,egresos,2020-01-01,1,2,1,2,3
TARATA,internaciones,egresos,2020-01-01,0,3,0,3,3
TARIJA,internaciones,egresos,2020-01-01,732,1611,732,1611,2343
TARVITA,internaciones,egresos,2020-01-01,9,31,9,31,40
TEOPONTE,internaciones,egresos,2020-01-01,0,5,0,5,5
TIAHUANACU,internaciones,egresos,2020-01-01,0,7,0,7,7
TINGUIPAYA,internaciones,egresos,2020-01-01,0,2,0,2,2
TIPUANI,internaciones,egresos,2020-01-01,0,4,0,4,4
TIQUIPAYA,internaciones,egresos,2020-01-01,32,204,32,204,236
TIRAQUE (CBBA),internaciones,egresos,2020-01-01,1,24,1,24,25
TOCO,internaciones,egresos,2020-01-01,0,4,0,4,4
TOLATA,internaciones,egresos,2020-01-01,0,1,0,1,1
TOLEDO,internaciones,egresos,2020-01-01,0,3,0,3,3
TOMAVE,internaciones,egresos,2020-01-01,0,1,0,1,1
TOMINA,internaciones,egresos,2020-01-01,0,8,0,8,8
TORO TORO,internaciones,egresos,2020-01-01,2,5,2,5,7
TOTORA(CBBA),internaciones,egresos,2020-01-01,7,34,7,34,41
TOTORA(ORR),internaciones,egresos,2020-01-01,0,1,0,1,1
TRIGAL,internaciones,egresos,2020-01-01,7,5,7,5,12
TRINIDAD,internaciones,egresos,2020-01-01,635,1070,635,1070,1705
TUPIZA,internaciones,egresos,2020-01-01,143,250,143,250,393
UNCIA,internaciones,egresos,2020-01-01,0,9,0,9,9
URUBICHA,internaciones,egresos,2020-01-01,13,20,13,20,33
UYUNI,internaciones,egresos,2020-01-01,44,106,44,106,150
VACAS,internaciones,egresos,2020-01-01,0,4,0,4,4
VALLEGRANDE,internaciones,egresos,2020-01-01,54,91,54,91,145
VIACHA,internaciones,egresos,2020-01-01,41,155,41,155,196
VILA VILA,internaciones,egresos,2020-01-01,0,3,0,3,3
VILLA CHARCAS,internaciones,egresos,2020-01-01,0,6,0,6,6
VILLA MONTES,internaciones,egresos,2020-01-01,56,129,56,129,185
VILLA RIVERO,internaciones,egresos,2020-01-01,0,2,0,2,2
VILLA SERRANO,internaciones,egresos,2020-01-01,0,10,0,10,10
VILLA TUNARI,internaciones,egresos,2020-01-01,111,265,111,265,376
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,egresos,2020-01-01,1,10,1,10,11
VILLAZON,internaciones,egresos,2020-01-01,46,141,46,141,187
VINTO,internaciones,egresos,2020-01-01,19,96,19,96,115
VITICHI,internaciones,egresos,2020-01-01,0,5,0,5,5
WALDO BALLIVIAN,internaciones,egresos,2020-01-01,0,2,0,2,2
WARNES,internaciones,egresos,2020-01-01,47,161,47,161,208
YACO,internaciones,egresos,2020-01-01,0,1,0,1,1
YACUIBA,internaciones,egresos,2020-01-01,243,503,243,503,746
YAMPARAEZ,internaciones,egresos,2020-01-01,0,5,0,5,5
YANACACHI,internaciones,egresos,2020-01-01,0,2,0,2,2
YAPACANI,internaciones,egresos,2020-01-01,10,25,10,25,35
YOTALA,internaciones,egresos,2020-01-01,0,9,0,9,9
YUNCHARA,internaciones,egresos,2020-01-01,0,1,0,1,1
ZUDAÑEZ,internaciones,egresos,2020-01-01,3,18,3,18,21
ACACIO,internaciones,egresos,2020-02-01,0,1,0,1,1
ACHACACHI,internaciones,egresos,2020-02-01,9,46,9,46,55
ACHOCALLA,internaciones,egresos,2020-02-01,0,5,0,5,5
AIQUILE,internaciones,egresos,2020-02-01,18,67,18,67,85
ALALAY,internaciones,egresos,2020-02-01,1,2,1,2,3
ALCALA,internaciones,egresos,2020-02-01,0,1,0,1,1
ALTO BENI,internaciones,egresos,2020-02-01,5,8,5,8,13
ANCORAIMES,internaciones,egresos,2020-02-01,0,2,0,2,2
ANZALDO,internaciones,egresos,2020-02-01,7,12,7,12,19
APOLO,internaciones,egresos,2020-02-01,1,11,1,11,12
ARANI,internaciones,egresos,2020-02-01,0,3,0,3,3
ARBIETO,internaciones,egresos,2020-02-01,0,9,0,9,9
ARQUE,internaciones,egresos,2020-02-01,0,3,0,3,3
ASCENCION DE GUARAYOS,internaciones,egresos,2020-02-01,68,115,68,115,183
ATOCHA,internaciones,egresos,2020-02-01,52,52,52,52,104
AUCAPATA,internaciones,egresos,2020-02-01,0,2,0,2,2
AYATA,internaciones,egresos,2020-02-01,0,2,0,2,2
AYO AYO,internaciones,egresos,2020-02-01,0,4,0,4,4
AYOPAYA (V. DE INDEPENDENCIA),internaciones,egresos,2020-02-01,8,32,8,32,40
AZURDUY,internaciones,egresos,2020-02-01,12,18,12,18,30
BATALLAS,internaciones,egresos,2020-02-01,0,2,0,2,2
BAURES,internaciones,egresos,2020-02-01,14,10,14,10,24
BERMEJO,internaciones,egresos,2020-02-01,92,172,92,172,264
BETANZOS,internaciones,egresos,2020-02-01,0,22,0,22,22
BOLIVAR,internaciones,egresos,2020-02-01,1,2,1,2,3
BOYUIBE,internaciones,egresos,2020-02-01,11,34,11,34,45
BUENA VISTA,internaciones,egresos,2020-02-01,147,67,147,67,214
CABEZAS,internaciones,egresos,2020-02-01,5,16,5,16,21
CAIROMA,internaciones,egresos,2020-02-01,0,3,0,3,3
"CAIZA ""D""",internaciones,egresos,2020-02-01,0,3,0,3,3
CAJUATA,internaciones,egresos,2020-02-01,1,13,1,13,14
CALAMARCA,internaciones,egresos,2020-02-01,0,4,0,4,4
CAMARGO,internaciones,egresos,2020-02-01,24,71,24,71,95
CAMATAQUI (C. VILLA ABECIA),internaciones,egresos,2020-02-01,1,2,1,2,3
CAMIRI,internaciones,egresos,2020-02-01,207,358,207,358,565
CAPINOTA,internaciones,egresos,2020-02-01,21,38,21,38,59
CAQUIAVIRI,internaciones,egresos,2020-02-01,1,1,1,1,2
CARACOLLO,internaciones,egresos,2020-02-01,0,21,0,21,21
CARANAVI,internaciones,egresos,2020-02-01,26,119,26,119,145
CARAPARI,internaciones,egresos,2020-02-01,0,0,0,0,0
CARMEN RIVERO TORREZ,internaciones,egresos,2020-02-01,9,19,9,19,28
CHALLAPATA,internaciones,egresos,2020-02-01,22,98,22,98,120
CHAQUI,internaciones,egresos,2020-02-01,0,4,0,4,4
CHARAGUA,internaciones,egresos,2020-02-01,49,132,49,132,181
CHAYANTA,internaciones,egresos,2020-02-01,0,2,0,2,2
CHIMORE,internaciones,egresos,2020-02-01,1,39,1,39,40
CHULUMANI (V. DE LA LIBERTAD),internaciones,egresos,2020-02-01,10,36,10,36,46
CHUMA,internaciones,egresos,2020-02-01,2,4,2,4,6
CKOCHAS,internaciones,egresos,2020-02-01,1,5,1,5,6
CLIZA,internaciones,egresos,2020-02-01,5,50,5,50,55
COBIJA,internaciones,egresos,2020-02-01,233,426,233,426,659
COCAPATA,internaciones,egresos,2020-02-01,0,12,0,12,12
COCHABAMBA,internaciones,egresos,2020-02-01,3022,5405,3022,5405,8427
COLCAPIRHUA,internaciones,egresos,2020-02-01,49,118,49,118,167
"COLCHA ""K""",internaciones,egresos,2020-02-01,2,0,2,0,2
COLOMI,internaciones,egresos,2020-02-01,0,28,0,28,28
COLPA BELGICA,internaciones,egresos,2020-02-01,23,37,23,37,60
COLQUECHACA,internaciones,egresos,2020-02-01,2,24,2,24,26
COLQUIRI,internaciones,egresos,2020-02-01,0,8,0,8,8
COMARAPA,internaciones,egresos,2020-02-01,6,36,6,36,42
CONCEPCION,internaciones,egresos,2020-02-01,24,77,24,77,101
COPACABANA,internaciones,egresos,2020-02-01,0,3,0,3,3
CORIPATA,internaciones,egresos,2020-02-01,0,5,0,5,5
CORO CORO,internaciones,egresos,2020-02-01,0,1,0,1,1
COROICO,internaciones,egresos,2020-02-01,20,39,20,39,59
COTAGAITA,internaciones,egresos,2020-02-01,2,9,2,9,11
COTOCA,internaciones,egresos,2020-02-01,104,155,104,155,259
CUATRO CAÑADAS,internaciones,egresos,2020-02-01,26,49,26,49,75
CUEVO,internaciones,egresos,2020-02-01,5,9,5,9,14
CULPINA,internaciones,egresos,2020-02-01,10,43,10,43,53
CURAHUARA DE CARANGAS,internaciones,egresos,2020-02-01,0,4,0,4,4
DESAGUADERO,internaciones,egresos,2020-02-01,0,2,0,2,2
EL ALTO,internaciones,egresos,2020-02-01,892,2632,892,2632,3524
EL PUENTE(STC),internaciones,egresos,2020-02-01,15,24,15,24,39
EL PUENTE(TJA),internaciones,egresos,2020-02-01,0,7,0,7,7
EL TORNO,internaciones,egresos,2020-02-01,65,177,65,177,242
ENTRE RIOS TRJ,internaciones,egresos,2020-02-01,9,20,9,20,29
ENTRE RIOS CBBA,internaciones,egresos,2020-02-01,5,43,5,43,48
ESCARA,internaciones,egresos,2020-02-01,0,1,0,1,1
ESCOMA,internaciones,egresos,2020-02-01,1,7,1,7,8
EUCALIPTUS,internaciones,egresos,2020-02-01,0,1,0,1,1
EXALTACION,internaciones,egresos,2020-02-01,4,3,4,3,7
FERNANDEZ ALONSO,internaciones,egresos,2020-02-01,19,26,19,26,45
FILADELFIA,internaciones,egresos,2020-02-01,3,4,3,4,7
GENERAL SAAVEDRA,internaciones,egresos,2020-02-01,10,36,10,36,46
GUANAY,internaciones,egresos,2020-02-01,19,23,19,23,42
GUAQUI,internaciones,egresos,2020-02-01,0,1,0,1,1
GUAYARAMERIN,internaciones,egresos,2020-02-01,131,267,131,267,398
GUTIERREZ,internaciones,egresos,2020-02-01,11,25,11,25,36
HUACARETA,internaciones,egresos,2020-02-01,3,13,3,13,16
HUACAYA (VILLA DE HUACAYA),internaciones,egresos,2020-02-01,0,2,0,2,2
HUANUNI,internaciones,egresos,2020-02-01,80,113,80,113,193
HUARACAJE,internaciones,egresos,2020-02-01,8,23,8,23,31
HUARINA,internaciones,egresos,2020-02-01,1,2,1,2,3
HUATAJATA,internaciones,egresos,2020-02-01,0,4,0,4,4
HUAYLLAMARCA,internaciones,egresos,2020-02-01,1,1,1,1,2
ICLA,internaciones,egresos,2020-02-01,6,16,6,16,22
INCAHUASI,internaciones,egresos,2020-02-01,0,7,0,7,7
INQUISIVI,internaciones,egresos,2020-02-01,0,2,0,2,2
IRUPANA (VILLA DE LANZA),internaciones,egresos,2020-02-01,10,12,10,12,22
IXIAMAS,internaciones,egresos,2020-02-01,8,11,8,11,19
JESUS DE MACHACA,internaciones,egresos,2020-02-01,0,1,0,1,1
LA ASUNTA,internaciones,egresos,2020-02-01,9,61,9,61,70
LA GUARDIA,internaciones,egresos,2020-02-01,73,282,73,282,355
LA PAZ,internaciones,egresos,2020-02-01,2827,5184,2827,5184,8011
LAGUNILLAS,internaciones,egresos,2020-02-01,10,7,10,7,17
LAJA,internaciones,egresos,2020-02-01,0,11,0,11,11
LLALLAGUA,internaciones,egresos,2020-02-01,100,218,100,218,318
LURIBAY,internaciones,egresos,2020-02-01,0,4,0,4,4
MACHACAMARCA,internaciones,egresos,2020-02-01,0,2,0,2,2
MACHARETI,internaciones,egresos,2020-02-01,18,30,18,30,48
MAGDALENA,internaciones,egresos,2020-02-01,29,57,29,57,86
MAIRANA,internaciones,egresos,2020-02-01,6,36,6,36,42
MAPIRI,internaciones,egresos,2020-02-01,16,23,16,23,39
MECAPACA,internaciones,egresos,2020-02-01,0,4,0,4,4
MINEROS,internaciones,egresos,2020-02-01,12,24,12,24,36
MIZQUE,internaciones,egresos,2020-02-01,16,43,16,43,59
MOJOCOYA,internaciones,egresos,2020-02-01,0,4,0,4,4
MONTEAGUDO,internaciones,egresos,2020-02-01,90,185,90,185,275
MONTERO,internaciones,egresos,2020-02-01,523,836,523,836,1359
MOROCHATA,internaciones,egresos,2020-02-01,0,7,0,7,7
OCURI,internaciones,egresos,2020-02-01,0,5,0,5,5
OKINAWA,internaciones,egresos,2020-02-01,1,2,1,2,3
OMEREQUE,internaciones,egresos,2020-02-01,14,24,14,24,38
ORURO,internaciones,egresos,2020-02-01,866,1775,866,1775,2641
PADILLA,internaciones,egresos,2020-02-01,36,66,36,66,102
PAILON,internaciones,egresos,2020-02-01,55,125,55,125,180
PALCA,internaciones,egresos,2020-02-01,0,2,0,2,2
PALOS BLANCOS,internaciones,egresos,2020-02-01,24,47,24,47,71
PAMPA AULLAGAS,internaciones,egresos,2020-02-01,0,1,0,1,1
PAMPA GRANDE,internaciones,egresos,2020-02-01,0,6,0,6,6
PAPEL PAMPA,internaciones,egresos,2020-02-01,0,2,0,2,2
