municipality,group,variable,month,Viviendas Roceadas,TOTAL
MIZQUE,chagas viviendas,viviendas roceadas,2010-02-01,26,26
OMEREQUE,chagas viviendas,viviendas roceadas,2010-02-01,59,59
POJO (CBBA),chagas viviendas,viviendas roceadas,2010-02-01,2,2
PUNATA,chagas viviendas,viviendas roceadas,2010-02-01,18,18
SACABA,chagas viviendas,viviendas roceadas,2010-02-01,22,22
SAN BENITO,chagas viviendas,viviendas roceadas,2010-02-01,4,4
SICAYA,chagas viviendas,viviendas roceadas,2010-02-01,3,3
SIPE SIPE,chagas viviendas,viviendas roceadas,2010-02-01,20,20
TACOPAYA,chagas viviendas,viviendas roceadas,2010-02-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2010-02-01,29,29
TIQUIPAYA,chagas viviendas,viviendas roceadas,2010-02-01,21,21
TUPIZA,chagas viviendas,viviendas roceadas,2010-02-01,1,1
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2010-02-01,21,21
VILA VILA,chagas viviendas,viviendas roceadas,2010-02-01,8,8
VINTO,chagas viviendas,viviendas roceadas,2010-02-01,8,8
WARNES,chagas viviendas,viviendas roceadas,2010-02-01,3,3
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2010-02-01,44,44
AIQUILE,chagas viviendas,viviendas roceadas,2010-03-01,22,22
ANZALDO,chagas viviendas,viviendas roceadas,2010-03-01,45,45
ARAMPAMPA,chagas viviendas,viviendas roceadas,2010-03-01,41,41
ARANI,chagas viviendas,viviendas roceadas,2010-03-01,25,25
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2010-03-01,1,1
CAPINOTA,chagas viviendas,viviendas roceadas,2010-03-01,22,22
CLIZA,chagas viviendas,viviendas roceadas,2010-03-01,21,21
COCHABAMBA,chagas viviendas,viviendas roceadas,2010-03-01,175,175
CORIPATA,chagas viviendas,viviendas roceadas,2010-03-01,67,67
COROICO,chagas viviendas,viviendas roceadas,2010-03-01,4,4
COTAGAITA,chagas viviendas,viviendas roceadas,2010-03-01,31,31
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2010-03-01,3,3
INCAHUASI,chagas viviendas,viviendas roceadas,2010-03-01,5,5
LA ASUNTA,chagas viviendas,viviendas roceadas,2010-03-01,2,2
LAS CARRERAS,chagas viviendas,viviendas roceadas,2010-03-01,4,4
LLALLAGUA,chagas viviendas,viviendas roceadas,2010-03-01,20,20
MAIRANA,chagas viviendas,viviendas roceadas,2010-03-01,6,6
MIZQUE,chagas viviendas,viviendas roceadas,2010-03-01,25,25
MOJOCOYA,chagas viviendas,viviendas roceadas,2010-03-01,8,8
MOROCHATA,chagas viviendas,viviendas roceadas,2010-03-01,1,1
OMEREQUE,chagas viviendas,viviendas roceadas,2010-03-01,76,76
PADCAYA,chagas viviendas,viviendas roceadas,2010-03-01,10,10
POCONA,chagas viviendas,viviendas roceadas,2010-03-01,11,11
POJO (CBBA),chagas viviendas,viviendas roceadas,2010-03-01,3,3
PUNATA,chagas viviendas,viviendas roceadas,2010-03-01,32,32
SACABA,chagas viviendas,viviendas roceadas,2010-03-01,18,18
SACABAMBA,chagas viviendas,viviendas roceadas,2010-03-01,1,1
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2010-03-01,5,5
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2010-03-01,205,205
SANTIVAÑES,chagas viviendas,viviendas roceadas,2010-03-01,4,4
SICAYA,chagas viviendas,viviendas roceadas,2010-03-01,5,5
SIPE SIPE,chagas viviendas,viviendas roceadas,2010-03-01,33,33
TACACHI,chagas viviendas,viviendas roceadas,2010-03-01,1,1
TACOPAYA,chagas viviendas,viviendas roceadas,2010-03-01,1,1
TAPACARI,chagas viviendas,viviendas roceadas,2010-03-01,2,2
TARATA,chagas viviendas,viviendas roceadas,2010-03-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2010-03-01,37,37
TOCO,chagas viviendas,viviendas roceadas,2010-03-01,1,1
TOMAVE,chagas viviendas,viviendas roceadas,2010-03-01,3,3
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2010-03-01,6,6
TUPIZA,chagas viviendas,viviendas roceadas,2010-03-01,17,17
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2010-03-01,15,15
VILA VILA,chagas viviendas,viviendas roceadas,2010-03-01,11,11
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2010-03-01,5,5
VILLA RIVERO,chagas viviendas,viviendas roceadas,2010-03-01,8,8
VINTO,chagas viviendas,viviendas roceadas,2010-03-01,75,75
WARNES,chagas viviendas,viviendas roceadas,2010-03-01,45,45
AIQUILE,chagas viviendas,viviendas roceadas,2010-04-01,56,56
ALALAY,chagas viviendas,viviendas roceadas,2010-04-01,3,3
ALCALA,chagas viviendas,viviendas roceadas,2010-04-01,5,5
ANZALDO,chagas viviendas,viviendas roceadas,2010-04-01,8,8
ARANI,chagas viviendas,viviendas roceadas,2010-04-01,24,24
ARBIETO,chagas viviendas,viviendas roceadas,2010-04-01,7,7
ARQUE,chagas viviendas,viviendas roceadas,2010-04-01,15,15
CAPINOTA,chagas viviendas,viviendas roceadas,2010-04-01,16,16
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas roceadas,2010-04-01,32,32
CLIZA,chagas viviendas,viviendas roceadas,2010-04-01,8,8
COCHABAMBA,chagas viviendas,viviendas roceadas,2010-04-01,137,137
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2010-04-01,3,3
CORIPATA,chagas viviendas,viviendas roceadas,2010-04-01,4,4
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2010-04-01,3,3
EL TORNO,chagas viviendas,viviendas roceadas,2010-04-01,51,51
GUTIERREZ,chagas viviendas,viviendas roceadas,2010-04-01,28,28
ICLA,chagas viviendas,viviendas roceadas,2010-04-01,1,1
INCAHUASI,chagas viviendas,viviendas roceadas,2010-04-01,5,5
LAS CARRERAS,chagas viviendas,viviendas roceadas,2010-04-01,35,35
MACHARETI,chagas viviendas,viviendas roceadas,2010-04-01,2,2
MAIRANA,chagas viviendas,viviendas roceadas,2010-04-01,35,35
MIZQUE,chagas viviendas,viviendas roceadas,2010-04-01,47,47
MOJOCOYA,chagas viviendas,viviendas roceadas,2010-04-01,6,6
MOROCHATA,chagas viviendas,viviendas roceadas,2010-04-01,3,3
OCURI,chagas viviendas,viviendas roceadas,2010-04-01,3,3
OMEREQUE,chagas viviendas,viviendas roceadas,2010-04-01,145,145
PADCAYA,chagas viviendas,viviendas roceadas,2010-04-01,13,13
PASORAPA,chagas viviendas,viviendas roceadas,2010-04-01,7,7
POJO (CBBA),chagas viviendas,viviendas roceadas,2010-04-01,12,12
PUNATA,chagas viviendas,viviendas roceadas,2010-04-01,56,56
RAVELO,chagas viviendas,viviendas roceadas,2010-04-01,20,20
SACABA,chagas viviendas,viviendas roceadas,2010-04-01,15,15
SAN BENITO,chagas viviendas,viviendas roceadas,2010-04-01,3,3
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2010-04-01,26,26
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2010-04-01,260,260
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2010-04-01,41,41
SANTIVAÑES,chagas viviendas,viviendas roceadas,2010-04-01,19,19
SICAYA,chagas viviendas,viviendas roceadas,2010-04-01,10,10
SIPE SIPE,chagas viviendas,viviendas roceadas,2010-04-01,40,40
TARIJA,chagas viviendas,viviendas roceadas,2010-04-01,32,32
TIQUIPAYA,chagas viviendas,viviendas roceadas,2010-04-01,8,8
TOCO,chagas viviendas,viviendas roceadas,2010-04-01,3,3
TOMAVE,chagas viviendas,viviendas roceadas,2010-04-01,33,33
TOMINA,chagas viviendas,viviendas roceadas,2010-04-01,96,96
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2010-04-01,13,13
TUPIZA,chagas viviendas,viviendas roceadas,2010-04-01,13,13
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2010-04-01,34,34
VILLA RIVERO,chagas viviendas,viviendas roceadas,2010-04-01,4,4
VINTO,chagas viviendas,viviendas roceadas,2010-04-01,27,27
VITICHI,chagas viviendas,viviendas roceadas,2010-04-01,1,1
WARNES,chagas viviendas,viviendas roceadas,2010-04-01,3,3
ACACIO,chagas viviendas,viviendas roceadas,2010-05-01,4,4
AIQUILE,chagas viviendas,viviendas roceadas,2010-05-01,17,17
ALCALA,chagas viviendas,viviendas roceadas,2010-05-01,9,9
ANZALDO,chagas viviendas,viviendas roceadas,2010-05-01,177,177
ARAMPAMPA,chagas viviendas,viviendas roceadas,2010-05-01,17,17
ARANI,chagas viviendas,viviendas roceadas,2010-05-01,5,5
ARBIETO,chagas viviendas,viviendas roceadas,2010-05-01,1,1
ARQUE,chagas viviendas,viviendas roceadas,2010-05-01,17,17
CAPINOTA,chagas viviendas,viviendas roceadas,2010-05-01,52,52
CLIZA,chagas viviendas,viviendas roceadas,2010-05-01,6,6
COCHABAMBA,chagas viviendas,viviendas roceadas,2010-05-01,121,121
COMARAPA,chagas viviendas,viviendas roceadas,2010-05-01,270,270
CORIPATA,chagas viviendas,viviendas roceadas,2010-05-01,1,1
COTAGAITA,chagas viviendas,viviendas roceadas,2010-05-01,15,15
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2010-05-01,9,9
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2010-05-01,31,31
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2010-05-01,14,14
INCAHUASI,chagas viviendas,viviendas roceadas,2010-05-01,5,5
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas roceadas,2010-05-01,3,3
LAS CARRERAS,chagas viviendas,viviendas roceadas,2010-05-01,16,16
LICOMA PAMPA,chagas viviendas,viviendas roceadas,2010-05-01,21,21
LURIBAY,chagas viviendas,viviendas roceadas,2010-05-01,542,542
MAIRANA,chagas viviendas,viviendas roceadas,2010-05-01,10,10
MIZQUE,chagas viviendas,viviendas roceadas,2010-05-01,76,76
MORO MORO,chagas viviendas,viviendas roceadas,2010-05-01,65,65
OMEREQUE,chagas viviendas,viviendas roceadas,2010-05-01,254,254
PASORAPA,chagas viviendas,viviendas roceadas,2010-05-01,2,2
POCOATA,chagas viviendas,viviendas roceadas,2010-05-01,218,218
POJO (CBBA),chagas viviendas,viviendas roceadas,2010-05-01,10,10
PUCARA,chagas viviendas,viviendas roceadas,2010-05-01,5,5
PUNATA,chagas viviendas,viviendas roceadas,2010-05-01,6,6
QUILLACOLLO,chagas viviendas,viviendas roceadas,2010-05-01,3,3
RAVELO,chagas viviendas,viviendas roceadas,2010-05-01,20,20
SACABA,chagas viviendas,viviendas roceadas,2010-05-01,7,7
SAN JULIAN,chagas viviendas,viviendas roceadas,2010-05-01,16,16
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2010-05-01,4,4
SAN LUCAS,chagas viviendas,viviendas roceadas,2010-05-01,5,5
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2010-05-01,510,510
SANTIVAÑES,chagas viviendas,viviendas roceadas,2010-05-01,6,6
SICAYA,chagas viviendas,viviendas roceadas,2010-05-01,9,9
SIPE SIPE,chagas viviendas,viviendas roceadas,2010-05-01,31,31
TAPACARI,chagas viviendas,viviendas roceadas,2010-05-01,45,45
TARATA,chagas viviendas,viviendas roceadas,2010-05-01,1,1
TARIJA,chagas viviendas,viviendas roceadas,2010-05-01,31,31
TOMAVE,chagas viviendas,viviendas roceadas,2010-05-01,4,4
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2010-05-01,25,25
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2010-05-01,6,6
VALLEGRANDE,chagas viviendas,viviendas roceadas,2010-05-01,49,49
VILA VILA,chagas viviendas,viviendas roceadas,2010-05-01,18,18
VILLA RIVERO,chagas viviendas,viviendas roceadas,2010-05-01,7,7
VILLAZON,chagas viviendas,viviendas roceadas,2010-05-01,2,2
VITICHI,chagas viviendas,viviendas roceadas,2010-05-01,17,17
WARNES,chagas viviendas,viviendas roceadas,2010-05-01,1,1
YANACACHI,chagas viviendas,viviendas roceadas,2010-05-01,5,5
AIQUILE,chagas viviendas,viviendas roceadas,2010-06-01,132,132
ALALAY,chagas viviendas,viviendas roceadas,2010-06-01,7,7
ALCALA,chagas viviendas,viviendas roceadas,2010-06-01,4,4
ANZALDO,chagas viviendas,viviendas roceadas,2010-06-01,25,25
ARAMPAMPA,chagas viviendas,viviendas roceadas,2010-06-01,32,32
ARANI,chagas viviendas,viviendas roceadas,2010-06-01,6,6
ARQUE,chagas viviendas,viviendas roceadas,2010-06-01,22,22
CABEZAS,chagas viviendas,viviendas roceadas,2010-06-01,31,31
CAIROMA,chagas viviendas,viviendas roceadas,2010-06-01,400,400
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2010-06-01,45,45
CAPINOTA,chagas viviendas,viviendas roceadas,2010-06-01,36,36
CLIZA,chagas viviendas,viviendas roceadas,2010-06-01,3,3
COCHABAMBA,chagas viviendas,viviendas roceadas,2010-06-01,259,259
COMARAPA,chagas viviendas,viviendas roceadas,2010-06-01,12,12
COTAGAITA,chagas viviendas,viviendas roceadas,2010-06-01,7,7
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2010-06-01,16,16
GUTIERREZ,chagas viviendas,viviendas roceadas,2010-06-01,36,36
ICLA,chagas viviendas,viviendas roceadas,2010-06-01,6,6
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas roceadas,2010-06-01,2,2
LURIBAY,chagas viviendas,viviendas roceadas,2010-06-01,172,172
MIZQUE,chagas viviendas,viviendas roceadas,2010-06-01,75,75
OMEREQUE,chagas viviendas,viviendas roceadas,2010-06-01,71,71
PADCAYA,chagas viviendas,viviendas roceadas,2010-06-01,3,3
PASORAPA,chagas viviendas,viviendas roceadas,2010-06-01,13,13
POCOATA,chagas viviendas,viviendas roceadas,2010-06-01,89,89
POJO (CBBA),chagas viviendas,viviendas roceadas,2010-06-01,10,10
PUNA,chagas viviendas,viviendas roceadas,2010-06-01,9,9
QUILLACOLLO,chagas viviendas,viviendas roceadas,2010-06-01,48,48
SACABA,chagas viviendas,viviendas roceadas,2010-06-01,28,28
SAN BENITO,chagas viviendas,viviendas roceadas,2010-06-01,8,8
SAN JULIAN,chagas viviendas,viviendas roceadas,2010-06-01,31,31
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2010-06-01,20,20
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2010-06-01,292,292
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2010-06-01,78,78
SANTIVAÑES,chagas viviendas,viviendas roceadas,2010-06-01,10,10
SAPAHAQUI,chagas viviendas,viviendas roceadas,2010-06-01,204,204
SICAYA,chagas viviendas,viviendas roceadas,2010-06-01,22,22
SIPE SIPE,chagas viviendas,viviendas roceadas,2010-06-01,83,83
TAPACARI,chagas viviendas,viviendas roceadas,2010-06-01,24,24
TARATA,chagas viviendas,viviendas roceadas,2010-06-01,3,3
TARIJA,chagas viviendas,viviendas roceadas,2010-06-01,13,13
TOCO,chagas viviendas,viviendas roceadas,2010-06-01,3,3
TOMAVE,chagas viviendas,viviendas roceadas,2010-06-01,3,3
TORO TORO,chagas viviendas,viviendas roceadas,2010-06-01,195,195
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2010-06-01,10,10
TUPIZA,chagas viviendas,viviendas roceadas,2010-06-01,5,5
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2010-06-01,7,7
VALLEGRANDE,chagas viviendas,viviendas roceadas,2010-06-01,28,28
VILLA MONTES,chagas viviendas,viviendas roceadas,2010-06-01,74,74
VILLA RIVERO,chagas viviendas,viviendas roceadas,2010-06-01,7,7
VINTO,chagas viviendas,viviendas roceadas,2010-06-01,3,3
VITICHI,chagas viviendas,viviendas roceadas,2010-06-01,3,3
ACACIO,chagas viviendas,viviendas roceadas,2010-07-01,3,3
AIQUILE,chagas viviendas,viviendas roceadas,2010-07-01,61,61
ANZALDO,chagas viviendas,viviendas roceadas,2010-07-01,11,11
ARANI,chagas viviendas,viviendas roceadas,2010-07-01,19,19
ARBIETO,chagas viviendas,viviendas roceadas,2010-07-01,19,19
ARQUE,chagas viviendas,viviendas roceadas,2010-07-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2010-07-01,6,6
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2010-07-01,16,16
CAPINOTA,chagas viviendas,viviendas roceadas,2010-07-01,26,26
CLIZA,chagas viviendas,viviendas roceadas,2010-07-01,9,9
COCHABAMBA,chagas viviendas,viviendas roceadas,2010-07-01,141,141
COTAGAITA,chagas viviendas,viviendas roceadas,2010-07-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2010-07-01,10,10
EL TORNO,chagas viviendas,viviendas roceadas,2010-07-01,140,140
ICLA,chagas viviendas,viviendas roceadas,2010-07-01,9,9
LA GUARDIA,chagas viviendas,viviendas roceadas,2010-07-01,5,5
LURIBAY,chagas viviendas,viviendas roceadas,2010-07-01,134,134
MIZQUE,chagas viviendas,viviendas roceadas,2010-07-01,87,87
MOROCHATA,chagas viviendas,viviendas roceadas,2010-07-01,1,1
OMEREQUE,chagas viviendas,viviendas roceadas,2010-07-01,49,49
PADCAYA,chagas viviendas,viviendas roceadas,2010-07-01,11,11
PALCA,chagas viviendas,viviendas roceadas,2010-07-01,6,6
PASORAPA,chagas viviendas,viviendas roceadas,2010-07-01,6,6
POJO (CBBA),chagas viviendas,viviendas roceadas,2010-07-01,46,46
PUNATA,chagas viviendas,viviendas roceadas,2010-07-01,36,36
QUIRUSILLAS,chagas viviendas,viviendas roceadas,2010-07-01,7,7
RAVELO,chagas viviendas,viviendas roceadas,2010-07-01,123,123
SACABA,chagas viviendas,viviendas roceadas,2010-07-01,13,13
SAIPINA,chagas viviendas,viviendas roceadas,2010-07-01,1,1
SAN BENITO,chagas viviendas,viviendas roceadas,2010-07-01,3,3
SAN JULIAN,chagas viviendas,viviendas roceadas,2010-07-01,87,87
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2010-07-01,7,7
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2010-07-01,0,0
SANTIVAÑES,chagas viviendas,viviendas roceadas,2010-07-01,77,77
SAPAHAQUI,chagas viviendas,viviendas roceadas,2010-07-01,58,58
SICAYA,chagas viviendas,viviendas roceadas,2010-07-01,3,3
SIPE SIPE,chagas viviendas,viviendas roceadas,2010-07-01,10,10
TACOBAMBA,chagas viviendas,viviendas roceadas,2010-07-01,1,1
TACOPAYA,chagas viviendas,viviendas roceadas,2010-07-01,2,2
TAPACARI,chagas viviendas,viviendas roceadas,2010-07-01,17,17
TARATA,chagas viviendas,viviendas roceadas,2010-07-01,5,5
TARIJA,chagas viviendas,viviendas roceadas,2010-07-01,14,14
TOCO,chagas viviendas,viviendas roceadas,2010-07-01,2,2
TOLATA,chagas viviendas,viviendas roceadas,2010-07-01,2,2
TOMAVE,chagas viviendas,viviendas roceadas,2010-07-01,20,20
TORO TORO,chagas viviendas,viviendas roceadas,2010-07-01,125,125
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2010-07-01,6,6
TUPIZA,chagas viviendas,viviendas roceadas,2010-07-01,9,9
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2010-07-01,12,12
VALLEGRANDE,chagas viviendas,viviendas roceadas,2010-07-01,122,122
VILA VILA,chagas viviendas,viviendas roceadas,2010-07-01,9,9
VILLA RIVERO,chagas viviendas,viviendas roceadas,2010-07-01,6,6
VINTO,chagas viviendas,viviendas roceadas,2010-07-01,7,7
VITICHI,chagas viviendas,viviendas roceadas,2010-07-01,11,11
YUNCHARA,chagas viviendas,viviendas roceadas,2010-07-01,9,9
AIQUILE,chagas viviendas,viviendas roceadas,2010-08-01,25,25
ANZALDO,chagas viviendas,viviendas roceadas,2010-08-01,7,7
ARAMPAMPA,chagas viviendas,viviendas roceadas,2010-08-01,24,24
ARANI,chagas viviendas,viviendas roceadas,2010-08-01,16,16
ARBIETO,chagas viviendas,viviendas roceadas,2010-08-01,7,7
ARQUE,chagas viviendas,viviendas roceadas,2010-08-01,26,26
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2010-08-01,6,6
CAMARGO,chagas viviendas,viviendas roceadas,2010-08-01,6,6
CAPINOTA,chagas viviendas,viviendas roceadas,2010-08-01,32,32
CLIZA,chagas viviendas,viviendas roceadas,2010-08-01,11,11
COCAPATA,chagas viviendas,viviendas roceadas,2010-08-01,6,6
COCHABAMBA,chagas viviendas,viviendas roceadas,2010-08-01,142,142
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2010-08-01,20,20
COTAGAITA,chagas viviendas,viviendas roceadas,2010-08-01,5,5
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas roceadas,2010-08-01,4,4
CULPINA,chagas viviendas,viviendas roceadas,2010-08-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2010-08-01,14,14
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas roceadas,2010-08-01,85,85
LA ASUNTA,chagas viviendas,viviendas roceadas,2010-08-01,5,5
LURIBAY,chagas viviendas,viviendas roceadas,2010-08-01,365,365
MIZQUE,chagas viviendas,viviendas roceadas,2010-08-01,121,121
MONTEAGUDO,chagas viviendas,viviendas roceadas,2010-08-01,12,12
MOROCHATA,chagas viviendas,viviendas roceadas,2010-08-01,4,4
OMEREQUE,chagas viviendas,viviendas roceadas,2010-08-01,47,47
PADCAYA,chagas viviendas,viviendas roceadas,2010-08-01,2,2
PASORAPA,chagas viviendas,viviendas roceadas,2010-08-01,111,111
POCONA,chagas viviendas,viviendas roceadas,2010-08-01,7,7
POJO (CBBA),chagas viviendas,viviendas roceadas,2010-08-01,10,10
PUNA,chagas viviendas,viviendas roceadas,2010-08-01,5,5
PUNATA,chagas viviendas,viviendas roceadas,2010-08-01,20,20
QUILLACOLLO,chagas viviendas,viviendas roceadas,2010-08-01,44,44
QUIRUSILLAS,chagas viviendas,viviendas roceadas,2010-08-01,1,1
SACABA,chagas viviendas,viviendas roceadas,2010-08-01,24,24
SAN JULIAN,chagas viviendas,viviendas roceadas,2010-08-01,84,84
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2010-08-01,2,2
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2010-08-01,2,2
SANTIVAÑES,chagas viviendas,viviendas roceadas,2010-08-01,11,11
SAPAHAQUI,chagas viviendas,viviendas roceadas,2010-08-01,80,80
SICAYA,chagas viviendas,viviendas roceadas,2010-08-01,18,18
SIPE SIPE,chagas viviendas,viviendas roceadas,2010-08-01,74,74
SUCRE,chagas viviendas,viviendas roceadas,2010-08-01,159,159
TACACHI,chagas viviendas,viviendas roceadas,2010-08-01,2,2
TACOPAYA,chagas viviendas,viviendas roceadas,2010-08-01,1,1
TAPACARI,chagas viviendas,viviendas roceadas,2010-08-01,2,2
TARATA,chagas viviendas,viviendas roceadas,2010-08-01,1,1
TARIJA,chagas viviendas,viviendas roceadas,2010-08-01,1,1
TIQUIPAYA,chagas viviendas,viviendas roceadas,2010-08-01,8,8
TOMAVE,chagas viviendas,viviendas roceadas,2010-08-01,8,8
TORO TORO,chagas viviendas,viviendas roceadas,2010-08-01,40,40
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2010-08-01,4,4
TUPIZA,chagas viviendas,viviendas roceadas,2010-08-01,27,27
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2010-08-01,2,2
VALLEGRANDE,chagas viviendas,viviendas roceadas,2010-08-01,118,118
VILA VILA,chagas viviendas,viviendas roceadas,2010-08-01,27,27
VILLA MONTES,chagas viviendas,viviendas roceadas,2010-08-01,63,63
VILLA RIVERO,chagas viviendas,viviendas roceadas,2010-08-01,6,6
VINTO,chagas viviendas,viviendas roceadas,2010-08-01,6,6
VITICHI,chagas viviendas,viviendas roceadas,2010-08-01,8,8
YACUIBA,chagas viviendas,viviendas roceadas,2010-08-01,10,10
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2010-08-01,3,3
AIQUILE,chagas viviendas,viviendas roceadas,2010-09-01,34,34
ANZALDO,chagas viviendas,viviendas roceadas,2010-09-01,19,19
ARAMPAMPA,chagas viviendas,viviendas roceadas,2010-09-01,24,24
ARANI,chagas viviendas,viviendas roceadas,2010-09-01,10,10
