municipality,group,variable,month,Viviendas Evaluadas,TOTAL
POJO (CBBA),chagas viviendas,viviendas evaluadas,2010-04-01,91,91
PORONGO,chagas viviendas,viviendas evaluadas,2010-04-01,50,50
PUCARA,chagas viviendas,viviendas evaluadas,2010-04-01,45,45
PUERTO VILLARROEL,chagas viviendas,viviendas evaluadas,2010-04-01,42,42
PUNA,chagas viviendas,viviendas evaluadas,2010-04-01,714,714
PUNATA,chagas viviendas,viviendas evaluadas,2010-04-01,1292,1292
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2010-04-01,308,308
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2010-04-01,11,11
RAVELO,chagas viviendas,viviendas evaluadas,2010-04-01,376,376
SACABA,chagas viviendas,viviendas evaluadas,2010-04-01,550,550
SACABAMBA,chagas viviendas,viviendas evaluadas,2010-04-01,256,256
SAMAIPATA,chagas viviendas,viviendas evaluadas,2010-04-01,198,198
SAN BENITO,chagas viviendas,viviendas evaluadas,2010-04-01,201,201
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2010-04-01,190,190
SAN LUCAS,chagas viviendas,viviendas evaluadas,2010-04-01,327,327
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2010-04-01,916,916
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2010-04-01,132,132
SICAYA,chagas viviendas,viviendas evaluadas,2010-04-01,105,105
SIPE SIPE,chagas viviendas,viviendas evaluadas,2010-04-01,493,493
SOPACHUY,chagas viviendas,viviendas evaluadas,2010-04-01,242,242
TACACHI,chagas viviendas,viviendas evaluadas,2010-04-01,92,92
TACOPAYA,chagas viviendas,viviendas evaluadas,2010-04-01,167,167
TAPACARI,chagas viviendas,viviendas evaluadas,2010-04-01,580,580
TARATA,chagas viviendas,viviendas evaluadas,2010-04-01,290,290
TARIJA,chagas viviendas,viviendas evaluadas,2010-04-01,292,292
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2010-04-01,38,38
TOCO,chagas viviendas,viviendas evaluadas,2010-04-01,112,112
TOLATA,chagas viviendas,viviendas evaluadas,2010-04-01,200,200
TOMAVE,chagas viviendas,viviendas evaluadas,2010-04-01,224,224
TOMINA,chagas viviendas,viviendas evaluadas,2010-04-01,375,375
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2010-04-01,894,894
TRINIDAD,chagas viviendas,viviendas evaluadas,2010-04-01,20,20
TUPIZA,chagas viviendas,viviendas evaluadas,2010-04-01,1356,1356
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2010-04-01,141,141
VILA VILA,chagas viviendas,viviendas evaluadas,2010-04-01,165,165
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2010-04-01,297,297
VILLAZON,chagas viviendas,viviendas evaluadas,2010-04-01,222,222
VINTO,chagas viviendas,viviendas evaluadas,2010-04-01,163,163
VITICHI,chagas viviendas,viviendas evaluadas,2010-04-01,267,267
WARNES,chagas viviendas,viviendas evaluadas,2010-04-01,3,3
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2010-04-01,67,67
ACACIO,chagas viviendas,viviendas evaluadas,2010-05-01,190,190
AIQUILE,chagas viviendas,viviendas evaluadas,2010-05-01,363,363
ALALAY,chagas viviendas,viviendas evaluadas,2010-05-01,138,138
ALCALA,chagas viviendas,viviendas evaluadas,2010-05-01,41,41
ANZALDO,chagas viviendas,viviendas evaluadas,2010-05-01,174,174
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2010-05-01,167,167
ARANI,chagas viviendas,viviendas evaluadas,2010-05-01,224,224
ARBIETO,chagas viviendas,viviendas evaluadas,2010-05-01,279,279
ARQUE,chagas viviendas,viviendas evaluadas,2010-05-01,110,110
AZURDUY,chagas viviendas,viviendas evaluadas,2010-05-01,2,2
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2010-05-01,345,345
CAPINOTA,chagas viviendas,viviendas evaluadas,2010-05-01,149,149
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas evaluadas,2010-05-01,461,461
CKOCHAS,chagas viviendas,viviendas evaluadas,2010-05-01,73,73
CLIZA,chagas viviendas,viviendas evaluadas,2010-05-01,344,344
COCHABAMBA,chagas viviendas,viviendas evaluadas,2010-05-01,473,473
COMARAPA,chagas viviendas,viviendas evaluadas,2010-05-01,1436,1436
CORIPATA,chagas viviendas,viviendas evaluadas,2010-05-01,1367,1367
COTAGAITA,chagas viviendas,viviendas evaluadas,2010-05-01,1415,1415
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2010-05-01,188,188
CULPINA,chagas viviendas,viviendas evaluadas,2010-05-01,5,5
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2010-05-01,144,144
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2010-05-01,262,262
GUTIERREZ,chagas viviendas,viviendas evaluadas,2010-05-01,64,64
INCAHUASI,chagas viviendas,viviendas evaluadas,2010-05-01,8,8
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas evaluadas,2010-05-01,144,144
LICOMA PAMPA,chagas viviendas,viviendas evaluadas,2010-05-01,566,566
LURIBAY,chagas viviendas,viviendas evaluadas,2010-05-01,788,788
MACHARETI,chagas viviendas,viviendas evaluadas,2010-05-01,138,138
MAIRANA,chagas viviendas,viviendas evaluadas,2010-05-01,110,110
MIZQUE,chagas viviendas,viviendas evaluadas,2010-05-01,936,936
MOROCHATA,chagas viviendas,viviendas evaluadas,2010-05-01,155,155
OCURI,chagas viviendas,viviendas evaluadas,2010-05-01,154,154
OMEREQUE,chagas viviendas,viviendas evaluadas,2010-05-01,120,120
PADCAYA,chagas viviendas,viviendas evaluadas,2010-05-01,189,189
PADILLA,chagas viviendas,viviendas evaluadas,2010-05-01,92,92
PAILON,chagas viviendas,viviendas evaluadas,2010-05-01,12,12
PASORAPA,chagas viviendas,viviendas evaluadas,2010-05-01,292,292
POCONA,chagas viviendas,viviendas evaluadas,2010-05-01,130,130
POJO (CBBA),chagas viviendas,viviendas evaluadas,2010-05-01,192,192
PORONGO,chagas viviendas,viviendas evaluadas,2010-05-01,224,224
PUCARA,chagas viviendas,viviendas evaluadas,2010-05-01,62,62
PUERTO VILLARROEL,chagas viviendas,viviendas evaluadas,2010-05-01,82,82
PUNATA,chagas viviendas,viviendas evaluadas,2010-05-01,181,181
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2010-05-01,625,625
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2010-05-01,1,1
RAVELO,chagas viviendas,viviendas evaluadas,2010-05-01,316,316
SACABA,chagas viviendas,viviendas evaluadas,2010-05-01,583,583
SACABAMBA,chagas viviendas,viviendas evaluadas,2010-05-01,247,247
SAMAIPATA,chagas viviendas,viviendas evaluadas,2010-05-01,223,223
SAN BENITO,chagas viviendas,viviendas evaluadas,2010-05-01,138,138
SAN JULIAN,chagas viviendas,viviendas evaluadas,2010-05-01,16,16
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2010-05-01,369,369
SAN LUCAS,chagas viviendas,viviendas evaluadas,2010-05-01,5,5
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2010-05-01,881,881
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2010-05-01,60,60
SICAYA,chagas viviendas,viviendas evaluadas,2010-05-01,256,256
SIPE SIPE,chagas viviendas,viviendas evaluadas,2010-05-01,186,186
SOPACHUY,chagas viviendas,viviendas evaluadas,2010-05-01,96,96
TACACHI,chagas viviendas,viviendas evaluadas,2010-05-01,70,70
TACOPAYA,chagas viviendas,viviendas evaluadas,2010-05-01,188,188
TAPACARI,chagas viviendas,viviendas evaluadas,2010-05-01,305,305
TARATA,chagas viviendas,viviendas evaluadas,2010-05-01,263,263
TARIJA,chagas viviendas,viviendas evaluadas,2010-05-01,145,145
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2010-05-01,240,240
TOCO,chagas viviendas,viviendas evaluadas,2010-05-01,132,132
TOLATA,chagas viviendas,viviendas evaluadas,2010-05-01,178,178
TOMAVE,chagas viviendas,viviendas evaluadas,2010-05-01,290,290
TOMINA,chagas viviendas,viviendas evaluadas,2010-05-01,231,231
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2010-05-01,408,408
TUPIZA,chagas viviendas,viviendas evaluadas,2010-05-01,1015,1015
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2010-05-01,243,243
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2010-05-01,66,66
VILA VILA,chagas viviendas,viviendas evaluadas,2010-05-01,107,107
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2010-05-01,335,335
VILLAZON,chagas viviendas,viviendas evaluadas,2010-05-01,222,222
VINTO,chagas viviendas,viviendas evaluadas,2010-05-01,234,234
VITICHI,chagas viviendas,viviendas evaluadas,2010-05-01,436,436
YANACACHI,chagas viviendas,viviendas evaluadas,2010-05-01,455,455
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2010-05-01,158,158
ACACIO,chagas viviendas,viviendas evaluadas,2010-06-01,371,371
AIQUILE,chagas viviendas,viviendas evaluadas,2010-06-01,688,688
ALALAY,chagas viviendas,viviendas evaluadas,2010-06-01,151,151
ALCALA,chagas viviendas,viviendas evaluadas,2010-06-01,362,362
ANZALDO,chagas viviendas,viviendas evaluadas,2010-06-01,228,228
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2010-06-01,173,173
ARANI,chagas viviendas,viviendas evaluadas,2010-06-01,1830,1830
ARBIETO,chagas viviendas,viviendas evaluadas,2010-06-01,283,283
ARQUE,chagas viviendas,viviendas evaluadas,2010-06-01,143,143
CABEZAS,chagas viviendas,viviendas evaluadas,2010-06-01,30,30
CAIROMA,chagas viviendas,viviendas evaluadas,2010-06-01,581,581
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2010-06-01,362,362
CAPINOTA,chagas viviendas,viviendas evaluadas,2010-06-01,193,193
CLIZA,chagas viviendas,viviendas evaluadas,2010-06-01,356,356
COCHABAMBA,chagas viviendas,viviendas evaluadas,2010-06-01,628,628
COMARAPA,chagas viviendas,viviendas evaluadas,2010-06-01,262,262
CORIPATA,chagas viviendas,viviendas evaluadas,2010-06-01,938,938
COTAGAITA,chagas viviendas,viviendas evaluadas,2010-06-01,1277,1277
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2010-06-01,14,14
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2010-06-01,184,184
GUTIERREZ,chagas viviendas,viviendas evaluadas,2010-06-01,95,95
ICLA,chagas viviendas,viviendas evaluadas,2010-06-01,3,3
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas evaluadas,2010-06-01,100,100
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2010-06-01,60,60
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2010-06-01,75,75
LICOMA PAMPA,chagas viviendas,viviendas evaluadas,2010-06-01,209,209
LURIBAY,chagas viviendas,viviendas evaluadas,2010-06-01,172,172
MIZQUE,chagas viviendas,viviendas evaluadas,2010-06-01,884,884
MONTEAGUDO,chagas viviendas,viviendas evaluadas,2010-06-01,281,281
OMEREQUE,chagas viviendas,viviendas evaluadas,2010-06-01,163,163
PADCAYA,chagas viviendas,viviendas evaluadas,2010-06-01,200,200
PASORAPA,chagas viviendas,viviendas evaluadas,2010-06-01,205,205
POCOATA,chagas viviendas,viviendas evaluadas,2010-06-01,67,67
POCONA,chagas viviendas,viviendas evaluadas,2010-06-01,285,285
POJO (CBBA),chagas viviendas,viviendas evaluadas,2010-06-01,626,626
PUCARA,chagas viviendas,viviendas evaluadas,2010-06-01,44,44
PUNA,chagas viviendas,viviendas evaluadas,2010-06-01,459,459
PUNATA,chagas viviendas,viviendas evaluadas,2010-06-01,284,284
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2010-06-01,478,478
SACABA,chagas viviendas,viviendas evaluadas,2010-06-01,431,431
SACABAMBA,chagas viviendas,viviendas evaluadas,2010-06-01,318,318
SAMAIPATA,chagas viviendas,viviendas evaluadas,2010-06-01,45,45
SAN BENITO,chagas viviendas,viviendas evaluadas,2010-06-01,52,52
SAN JULIAN,chagas viviendas,viviendas evaluadas,2010-06-01,13,13
SAN LUCAS,chagas viviendas,viviendas evaluadas,2010-06-01,168,168
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2010-06-01,605,605
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas evaluadas,2010-06-01,0,0
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2010-06-01,86,86
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2010-06-01,791,791
SICAYA,chagas viviendas,viviendas evaluadas,2010-06-01,266,266
SIPE SIPE,chagas viviendas,viviendas evaluadas,2010-06-01,341,341
SOPACHUY,chagas viviendas,viviendas evaluadas,2010-06-01,182,182
TACACHI,chagas viviendas,viviendas evaluadas,2010-06-01,42,42
TACOPAYA,chagas viviendas,viviendas evaluadas,2010-06-01,157,157
