municipality,group,variable,month,Viviendas Positivas,TOTAL
MOJOCOYA,chagas viviendas,viviendas positivas,2010-04-01,6,6
MONTEAGUDO,chagas viviendas,viviendas positivas,2010-04-01,110,110
MOROCHATA,chagas viviendas,viviendas positivas,2010-04-01,3,3
OCURI,chagas viviendas,viviendas positivas,2010-04-01,14,14
OMEREQUE,chagas viviendas,viviendas positivas,2010-04-01,9,9
PAILON,chagas viviendas,viviendas positivas,2010-04-01,3,3
PASORAPA,chagas viviendas,viviendas positivas,2010-04-01,6,6
POCOATA,chagas viviendas,viviendas positivas,2010-04-01,4,4
POJO (CBBA),chagas viviendas,viviendas positivas,2010-04-01,6,6
PORONGO,chagas viviendas,viviendas positivas,2010-04-01,1,1
PUNA,chagas viviendas,viviendas positivas,2010-04-01,3,3
PUNATA,chagas viviendas,viviendas positivas,2010-04-01,35,35
RAVELO,chagas viviendas,viviendas positivas,2010-04-01,7,7
SACABA,chagas viviendas,viviendas positivas,2010-04-01,6,6
SAMAIPATA,chagas viviendas,viviendas positivas,2010-04-01,2,2
SAN BENITO,chagas viviendas,viviendas positivas,2010-04-01,3,3
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2010-04-01,1,1
SAN LUCAS,chagas viviendas,viviendas positivas,2010-04-01,7,7
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2010-04-01,14,14
SANTIVAÑES,chagas viviendas,viviendas positivas,2010-04-01,3,3
SICAYA,chagas viviendas,viviendas positivas,2010-04-01,3,3
SIPE SIPE,chagas viviendas,viviendas positivas,2010-04-01,14,14
TACACHI,chagas viviendas,viviendas positivas,2010-04-01,1,1
TAPACARI,chagas viviendas,viviendas positivas,2010-04-01,16,16
TARIJA,chagas viviendas,viviendas positivas,2010-04-01,6,6
TIQUIPAYA,chagas viviendas,viviendas positivas,2010-04-01,2,2
TOCO,chagas viviendas,viviendas positivas,2010-04-01,3,3
TOTORA(CBBA),chagas viviendas,viviendas positivas,2010-04-01,9,9
TRINIDAD,chagas viviendas,viviendas positivas,2010-04-01,15,15
TUPIZA,chagas viviendas,viviendas positivas,2010-04-01,7,7
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2010-04-01,5,5
VACAS,chagas viviendas,viviendas positivas,2010-04-01,1,1
VILA VILA,chagas viviendas,viviendas positivas,2010-04-01,8,8
VILLA RIVERO,chagas viviendas,viviendas positivas,2010-04-01,2,2
VINTO,chagas viviendas,viviendas positivas,2010-04-01,2,2
VITICHI,chagas viviendas,viviendas positivas,2010-04-01,1,1
WARNES,chagas viviendas,viviendas positivas,2010-04-01,2,2
ZUDAÑEZ,chagas viviendas,viviendas positivas,2010-04-01,4,4
ACACIO,chagas viviendas,viviendas positivas,2010-05-01,2,2
AIQUILE,chagas viviendas,viviendas positivas,2010-05-01,34,34
ANZALDO,chagas viviendas,viviendas positivas,2010-05-01,2,2
ARAMPAMPA,chagas viviendas,viviendas positivas,2010-05-01,1,1
ARANI,chagas viviendas,viviendas positivas,2010-05-01,6,6
ARQUE,chagas viviendas,viviendas positivas,2010-05-01,3,3
"CAIZA ""D""",chagas viviendas,viviendas positivas,2010-05-01,3,3
CAPINOTA,chagas viviendas,viviendas positivas,2010-05-01,4,4
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas positivas,2010-05-01,5,5
CKOCHAS,chagas viviendas,viviendas positivas,2010-05-01,2,2
CLIZA,chagas viviendas,viviendas positivas,2010-05-01,4,4
COCHABAMBA,chagas viviendas,viviendas positivas,2010-05-01,83,83
COMARAPA,chagas viviendas,viviendas positivas,2010-05-01,61,61
CORIPATA,chagas viviendas,viviendas positivas,2010-05-01,5,5
COTAGAITA,chagas viviendas,viviendas positivas,2010-05-01,21,21
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2010-05-01,1,1
CULPINA,chagas viviendas,viviendas positivas,2010-05-01,5,5
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2010-05-01,2,2
ENTRE RIOS TRJ,chagas viviendas,viviendas positivas,2010-05-01,114,114
GUTIERREZ,chagas viviendas,viviendas positivas,2010-05-01,2,2
ICLA,chagas viviendas,viviendas positivas,2010-05-01,2,2
LICOMA PAMPA,chagas viviendas,viviendas positivas,2010-05-01,6,6
LURIBAY,chagas viviendas,viviendas positivas,2010-05-01,16,16
MACHARETI,chagas viviendas,viviendas positivas,2010-05-01,70,70
MAIRANA,chagas viviendas,viviendas positivas,2010-05-01,1,1
MIZQUE,chagas viviendas,viviendas positivas,2010-05-01,34,34
MORO MORO,chagas viviendas,viviendas positivas,2010-05-01,1,1
OMEREQUE,chagas viviendas,viviendas positivas,2010-05-01,1,1
PADILLA,chagas viviendas,viviendas positivas,2010-05-01,5,5
PASORAPA,chagas viviendas,viviendas positivas,2010-05-01,1,1
POJO (CBBA),chagas viviendas,viviendas positivas,2010-05-01,9,9
PORONGO,chagas viviendas,viviendas positivas,2010-05-01,1,1
PUCARA,chagas viviendas,viviendas positivas,2010-05-01,1,1
QUILLACOLLO,chagas viviendas,viviendas positivas,2010-05-01,2,2
RAVELO,chagas viviendas,viviendas positivas,2010-05-01,7,7
SACABA,chagas viviendas,viviendas positivas,2010-05-01,5,5
SAMAIPATA,chagas viviendas,viviendas positivas,2010-05-01,3,3
SAN BENITO,chagas viviendas,viviendas positivas,2010-05-01,1,1
SAN JULIAN,chagas viviendas,viviendas positivas,2010-05-01,11,11
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2010-05-01,10,10
SAN LUCAS,chagas viviendas,viviendas positivas,2010-05-01,5,5
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2010-05-01,11,11
SANTIVAÑES,chagas viviendas,viviendas positivas,2010-05-01,1,1
SICAYA,chagas viviendas,viviendas positivas,2010-05-01,4,4
SIPE SIPE,chagas viviendas,viviendas positivas,2010-05-01,3,3
TAPACARI,chagas viviendas,viviendas positivas,2010-05-01,8,8
TARIJA,chagas viviendas,viviendas positivas,2010-05-01,4,4
TOMAVE,chagas viviendas,viviendas positivas,2010-05-01,2,2
TOMINA,chagas viviendas,viviendas positivas,2010-05-01,5,5
TOTORA(CBBA),chagas viviendas,viviendas positivas,2010-05-01,11,11
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2010-05-01,3,3
VILA VILA,chagas viviendas,viviendas positivas,2010-05-01,5,5
VILLAZON,chagas viviendas,viviendas positivas,2010-05-01,1,1
VITICHI,chagas viviendas,viviendas positivas,2010-05-01,7,7
YANACACHI,chagas viviendas,viviendas positivas,2010-05-01,6,6
ZUDAÑEZ,chagas viviendas,viviendas positivas,2010-05-01,31,31
AIQUILE,chagas viviendas,viviendas positivas,2010-06-01,110,110
ALALAY,chagas viviendas,viviendas positivas,2010-06-01,4,4
ALCALA,chagas viviendas,viviendas positivas,2010-06-01,8,8
ANZALDO,chagas viviendas,viviendas positivas,2010-06-01,7,7
ARAMPAMPA,chagas viviendas,viviendas positivas,2010-06-01,1,1
ARANI,chagas viviendas,viviendas positivas,2010-06-01,15,15
ARQUE,chagas viviendas,viviendas positivas,2010-06-01,4,4
CABEZAS,chagas viviendas,viviendas positivas,2010-06-01,300,300
CAIROMA,chagas viviendas,viviendas positivas,2010-06-01,13,13
"CAIZA ""D""",chagas viviendas,viviendas positivas,2010-06-01,5,5
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2010-06-01,1,1
CAPINOTA,chagas viviendas,viviendas positivas,2010-06-01,8,8
CLIZA,chagas viviendas,viviendas positivas,2010-06-01,3,3
COCHABAMBA,chagas viviendas,viviendas positivas,2010-06-01,102,102
COMARAPA,chagas viviendas,viviendas positivas,2010-06-01,8,8
COTAGAITA,chagas viviendas,viviendas positivas,2010-06-01,3,3
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2010-06-01,5,5
GUTIERREZ,chagas viviendas,viviendas positivas,2010-06-01,6,6
ICLA,chagas viviendas,viviendas positivas,2010-06-01,6,6
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2010-06-01,1,1
LAS CARRERAS,chagas viviendas,viviendas positivas,2010-06-01,7,7
LURIBAY,chagas viviendas,viviendas positivas,2010-06-01,14,14
MIZQUE,chagas viviendas,viviendas positivas,2010-06-01,17,17
MONTEAGUDO,chagas viviendas,viviendas positivas,2010-06-01,1,1
OMEREQUE,chagas viviendas,viviendas positivas,2010-06-01,11,11
PADCAYA,chagas viviendas,viviendas positivas,2010-06-01,2,2
PASORAPA,chagas viviendas,viviendas positivas,2010-06-01,2,2
POCOATA,chagas viviendas,viviendas positivas,2010-06-01,1,1
POJO (CBBA),chagas viviendas,viviendas positivas,2010-06-01,8,8
PUCARA,chagas viviendas,viviendas positivas,2010-06-01,1,1
PUNA,chagas viviendas,viviendas positivas,2010-06-01,9,9
QUILLACOLLO,chagas viviendas,viviendas positivas,2010-06-01,30,30
SACABA,chagas viviendas,viviendas positivas,2010-06-01,7,7
SAMAIPATA,chagas viviendas,viviendas positivas,2010-06-01,3,3
SAN JULIAN,chagas viviendas,viviendas positivas,2010-06-01,7,7
SAN LUCAS,chagas viviendas,viviendas positivas,2010-06-01,40,40
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2010-06-01,2,2
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas positivas,2010-06-01,0,0
SANTIVAÑES,chagas viviendas,viviendas positivas,2010-06-01,2,2
SAPAHAQUI,chagas viviendas,viviendas positivas,2010-06-01,73,73
SICAYA,chagas viviendas,viviendas positivas,2010-06-01,5,5
SIPE SIPE,chagas viviendas,viviendas positivas,2010-06-01,26,26
TAPACARI,chagas viviendas,viviendas positivas,2010-06-01,4,4
TARIJA,chagas viviendas,viviendas positivas,2010-06-01,5,5
TOCO,chagas viviendas,viviendas positivas,2010-06-01,3,3
TOMAVE,chagas viviendas,viviendas positivas,2010-06-01,3,3
TOTORA(CBBA),chagas viviendas,viviendas positivas,2010-06-01,7,7
TUPIZA,chagas viviendas,viviendas positivas,2010-06-01,3,3
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2010-06-01,2,2
VALLEGRANDE,chagas viviendas,viviendas positivas,2010-06-01,1,1
VILLA MONTES,chagas viviendas,viviendas positivas,2010-06-01,6,6
VILLA RIVERO,chagas viviendas,viviendas positivas,2010-06-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2010-06-01,19,19
VINTO,chagas viviendas,viviendas positivas,2010-06-01,3,3
VITICHI,chagas viviendas,viviendas positivas,2010-06-01,1,1
YANACACHI,chagas viviendas,viviendas positivas,2010-06-01,3,3
ACACIO,chagas viviendas,viviendas positivas,2010-07-01,1,1
AIQUILE,chagas viviendas,viviendas positivas,2010-07-01,41,41
ANZALDO,chagas viviendas,viviendas positivas,2010-07-01,2,2
ARANI,chagas viviendas,viviendas positivas,2010-07-01,11,11
ARQUE,chagas viviendas,viviendas positivas,2010-07-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2010-07-01,6,6
CABEZAS,chagas viviendas,viviendas positivas,2010-07-01,1,1
"CAIZA ""D""",chagas viviendas,viviendas positivas,2010-07-01,1,1
CAPINOTA,chagas viviendas,viviendas positivas,2010-07-01,10,10
CLIZA,chagas viviendas,viviendas positivas,2010-07-01,3,3
COCHABAMBA,chagas viviendas,viviendas positivas,2010-07-01,105,105
COTAGAITA,chagas viviendas,viviendas positivas,2010-07-01,1,1
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2010-07-01,3,3
CULPINA,chagas viviendas,viviendas positivas,2010-07-01,23,23
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2010-07-01,3,3
EL TORNO,chagas viviendas,viviendas positivas,2010-07-01,10,10
ICLA,chagas viviendas,viviendas positivas,2010-07-01,9,9
LA GUARDIA,chagas viviendas,viviendas positivas,2010-07-01,2,2
LURIBAY,chagas viviendas,viviendas positivas,2010-07-01,7,7
MECAPACA,chagas viviendas,viviendas positivas,2010-07-01,1,1
MIZQUE,chagas viviendas,viviendas positivas,2010-07-01,46,46
MORO MORO,chagas viviendas,viviendas positivas,2010-07-01,2,2
OMEREQUE,chagas viviendas,viviendas positivas,2010-07-01,16,16
PADILLA,chagas viviendas,viviendas positivas,2010-07-01,6,6
PALCA,chagas viviendas,viviendas positivas,2010-07-01,20,20
PASORAPA,chagas viviendas,viviendas positivas,2010-07-01,4,4
POCONA,chagas viviendas,viviendas positivas,2010-07-01,1,1
POJO (CBBA),chagas viviendas,viviendas positivas,2010-07-01,35,35
PUNA,chagas viviendas,viviendas positivas,2010-07-01,3,3
PUNATA,chagas viviendas,viviendas positivas,2010-07-01,1,1
QUIRUSILLAS,chagas viviendas,viviendas positivas,2010-07-01,1,1
RAVELO,chagas viviendas,viviendas positivas,2010-07-01,9,9
SACABA,chagas viviendas,viviendas positivas,2010-07-01,7,7
SAIPINA,chagas viviendas,viviendas positivas,2010-07-01,1,1
SAMAIPATA,chagas viviendas,viviendas positivas,2010-07-01,2,2
SAN BENITO,chagas viviendas,viviendas positivas,2010-07-01,2,2
SAN JULIAN,chagas viviendas,viviendas positivas,2010-07-01,13,13
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2010-07-01,6,6
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2010-07-01,14,14
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas positivas,2010-07-01,0,0
SANTIVAÑES,chagas viviendas,viviendas positivas,2010-07-01,58,58
SAPAHAQUI,chagas viviendas,viviendas positivas,2010-07-01,11,11
SIPE SIPE,chagas viviendas,viviendas positivas,2010-07-01,13,13
TACOBAMBA,chagas viviendas,viviendas positivas,2010-07-01,1,1
TAPACARI,chagas viviendas,viviendas positivas,2010-07-01,9,9
TARIJA,chagas viviendas,viviendas positivas,2010-07-01,7,7
TOCO,chagas viviendas,viviendas positivas,2010-07-01,2,2
TOMAVE,chagas viviendas,viviendas positivas,2010-07-01,6,6
TOMINA,chagas viviendas,viviendas positivas,2010-07-01,1,1
TORO TORO,chagas viviendas,viviendas positivas,2010-07-01,13,13
TOTORA(CBBA),chagas viviendas,viviendas positivas,2010-07-01,6,6
TUPIZA,chagas viviendas,viviendas positivas,2010-07-01,2,2
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2010-07-01,4,4
VALLEGRANDE,chagas viviendas,viviendas positivas,2010-07-01,4,4
VILA VILA,chagas viviendas,viviendas positivas,2010-07-01,3,3
VILLA MONTES,chagas viviendas,viviendas positivas,2010-07-01,3,3
VINTO,chagas viviendas,viviendas positivas,2010-07-01,3,3
VITICHI,chagas viviendas,viviendas positivas,2010-07-01,1,1
YUNCHARA,chagas viviendas,viviendas positivas,2010-07-01,3,3
ZUDAÑEZ,chagas viviendas,viviendas positivas,2010-07-01,7,7
AIQUILE,chagas viviendas,viviendas positivas,2010-08-01,41,41
ALCALA,chagas viviendas,viviendas positivas,2010-08-01,8,8
ANZALDO,chagas viviendas,viviendas positivas,2010-08-01,10,10
ARAMPAMPA,chagas viviendas,viviendas positivas,2010-08-01,2,2
ARANI,chagas viviendas,viviendas positivas,2010-08-01,4,4
ARQUE,chagas viviendas,viviendas positivas,2010-08-01,6,6
BETANZOS,chagas viviendas,viviendas positivas,2010-08-01,11,11
CABEZAS,chagas viviendas,viviendas positivas,2010-08-01,10,10
"CAIZA ""D""",chagas viviendas,viviendas positivas,2010-08-01,1,1
CAMARGO,chagas viviendas,viviendas positivas,2010-08-01,4,4
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas positivas,2010-08-01,1,1
CAPINOTA,chagas viviendas,viviendas positivas,2010-08-01,7,7
CLIZA,chagas viviendas,viviendas positivas,2010-08-01,10,10
COCAPATA,chagas viviendas,viviendas positivas,2010-08-01,3,3
COCHABAMBA,chagas viviendas,viviendas positivas,2010-08-01,101,101
COLCAPIRHUA,chagas viviendas,viviendas positivas,2010-08-01,7,7
COTAGAITA,chagas viviendas,viviendas positivas,2010-08-01,3,3
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2010-08-01,2,2
CULPINA,chagas viviendas,viviendas positivas,2010-08-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2010-08-01,10,10
EL TORNO,chagas viviendas,viviendas positivas,2010-08-01,8,8
EL VILLAR,chagas viviendas,viviendas positivas,2010-08-01,10,10
GUTIERREZ,chagas viviendas,viviendas positivas,2010-08-01,1,1
ICLA,chagas viviendas,viviendas positivas,2010-08-01,5,5
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas positivas,2010-08-01,12,12
LURIBAY,chagas viviendas,viviendas positivas,2010-08-01,15,15
MECAPACA,chagas viviendas,viviendas positivas,2010-08-01,8,8
MIZQUE,chagas viviendas,viviendas positivas,2010-08-01,66,66
MONTEAGUDO,chagas viviendas,viviendas positivas,2010-08-01,11,11
MOROCHATA,chagas viviendas,viviendas positivas,2010-08-01,3,3
OMEREQUE,chagas viviendas,viviendas positivas,2010-08-01,23,23
PADCAYA,chagas viviendas,viviendas positivas,2010-08-01,1,1
PADILLA,chagas viviendas,viviendas positivas,2010-08-01,6,6
POCONA,chagas viviendas,viviendas positivas,2010-08-01,5,5
POJO (CBBA),chagas viviendas,viviendas positivas,2010-08-01,7,7
POROMA,chagas viviendas,viviendas positivas,2010-08-01,7,7
PUNA,chagas viviendas,viviendas positivas,2010-08-01,3,3
QUILLACOLLO,chagas viviendas,viviendas positivas,2010-08-01,13,13
QUIRUSILLAS,chagas viviendas,viviendas positivas,2010-08-01,3,3
SAMAIPATA,chagas viviendas,viviendas positivas,2010-08-01,4,4
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2010-08-01,13,13
