municipality,group,variable,month,Viviendas positivas,TOTAL
ARQUE,chagas,viviendas  positivas,2009-03-01,6,6
CAPINOTA,chagas,viviendas  positivas,2009-03-01,2,2
COCHABAMBA,chagas,viviendas  positivas,2009-03-01,14,14
COLCAPIRHUA,chagas,viviendas  positivas,2009-03-01,2,2
COTAGAITA,chagas,viviendas  positivas,2009-03-01,4,4
EL PUENTE(TJA),chagas,viviendas  positivas,2009-03-01,1,1
HUACAYA (VILLA DE HUACAYA),chagas,viviendas  positivas,2009-03-01,33,33
IRUPANA (VILLA DE LANZA),chagas,viviendas  positivas,2009-03-01,4,4
LURIBAY,chagas,viviendas  positivas,2009-03-01,4,4
MAIRANA,chagas,viviendas  positivas,2009-03-01,2,2
MOJOCOYA,chagas,viviendas  positivas,2009-03-01,5,5
PASORAPA,chagas,viviendas  positivas,2009-03-01,13,13
POCONA,chagas,viviendas  positivas,2009-03-01,1,1
POJO (CBBA),chagas,viviendas  positivas,2009-03-01,4,4
POSTRER VALLE,chagas,viviendas  positivas,2009-03-01,1,1
QUILLACOLLO,chagas,viviendas  positivas,2009-03-01,23,23
RAVELO,chagas,viviendas  positivas,2009-03-01,1,1
SACABA,chagas,viviendas  positivas,2009-03-01,4,4
SAIPINA,chagas,viviendas  positivas,2009-03-01,3,3
SAN CARLOS,chagas,viviendas  positivas,2009-03-01,1,1
SAN LORENZO(TJA),chagas,viviendas  positivas,2009-03-01,4,4
SANTA CRUZ DE LA SIERRA,chagas,viviendas  positivas,2009-03-01,0,0
SANTIVAÑES,chagas,viviendas  positivas,2009-03-01,10,10
SICAYA,chagas,viviendas  positivas,2009-03-01,19,19
SIPE SIPE,chagas,viviendas  positivas,2009-03-01,7,7
TACOPAYA,chagas,viviendas  positivas,2009-03-01,1,1
TAPACARI,chagas,viviendas  positivas,2009-03-01,3,3
TIQUIPAYA,chagas,viviendas  positivas,2009-03-01,7,7
TOTORA(CBBA),chagas,viviendas  positivas,2009-03-01,1,1
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2009-03-01,3,3
VILA VILA,chagas,viviendas  positivas,2009-03-01,3,3
VILLA RIVERO,chagas,viviendas  positivas,2009-03-01,6,6
VITICHI,chagas,viviendas  positivas,2009-03-01,8,8
YUNCHARA,chagas,viviendas  positivas,2009-03-01,1,1
AIQUILE,chagas,viviendas  positivas,2009-04-01,252,252
ALCALA,chagas,viviendas  positivas,2009-04-01,2,2
ANZALDO,chagas,viviendas  positivas,2009-04-01,3,3
ARAMPAMPA,chagas,viviendas  positivas,2009-04-01,1,1
ARANI,chagas,viviendas  positivas,2009-04-01,3,3
ARQUE,chagas,viviendas  positivas,2009-04-01,4,4
BETANZOS,chagas,viviendas  positivas,2009-04-01,4,4
CHARAGUA,chagas,viviendas  positivas,2009-04-01,130,130
CHULUMANI (V. DE LA LIBERTAD),chagas,viviendas  positivas,2009-04-01,3,3
CLIZA,chagas,viviendas  positivas,2009-04-01,4,4
COCHABAMBA,chagas,viviendas  positivas,2009-04-01,35,35
COLCAPIRHUA,chagas,viviendas  positivas,2009-04-01,1,1
COLQUECHACA,chagas,viviendas  positivas,2009-04-01,1,1
CUCHUMUELA (V. G. VILLARROEL),chagas,viviendas  positivas,2009-04-01,2,2
EL PUENTE(TJA),chagas,viviendas  positivas,2009-04-01,6,6
ENTRE RIOS,chagas,viviendas  positivas,2009-04-01,34,34
LURIBAY,chagas,viviendas  positivas,2009-04-01,5,5
MAIRANA,chagas,viviendas  positivas,2009-04-01,1,1
OCURI,chagas,viviendas  positivas,2009-04-01,8,8
OMEREQUE,chagas,viviendas  positivas,2009-04-01,13,13
PADILLA,chagas,viviendas  positivas,2009-04-01,7,7
PALCA,chagas,viviendas  positivas,2009-04-01,1,1
PASORAPA,chagas,viviendas  positivas,2009-04-01,28,28
POCOATA,chagas,viviendas  positivas,2009-04-01,130,130
POCONA,chagas,viviendas  positivas,2009-04-01,1,1
POJO (CBBA),chagas,viviendas  positivas,2009-04-01,3,3
POSTRER VALLE,chagas,viviendas  positivas,2009-04-01,1,1
PUNA,chagas,viviendas  positivas,2009-04-01,25,25
QUILLACOLLO,chagas,viviendas  positivas,2009-04-01,14,14
SAIPINA,chagas,viviendas  positivas,2009-04-01,1,1
SAN LORENZO(TJA),chagas,viviendas  positivas,2009-04-01,1,1
SAN PEDRO DE BUENA VISTA,chagas,viviendas  positivas,2009-04-01,13,13
SANTIVAÑES,chagas,viviendas  positivas,2009-04-01,8,8
SAPAHAQUI,chagas,viviendas  positivas,2009-04-01,54,54
SICAYA,chagas,viviendas  positivas,2009-04-01,5,5
SIPE SIPE,chagas,viviendas  positivas,2009-04-01,12,12
TACOPAYA,chagas,viviendas  positivas,2009-04-01,3,3
TAPACARI,chagas,viviendas  positivas,2009-04-01,12,12
TIQUIPAYA,chagas,viviendas  positivas,2009-04-01,5,5
TOCO,chagas,viviendas  positivas,2009-04-01,2,2
TOMINA,chagas,viviendas  positivas,2009-04-01,31,31
TORO TORO,chagas,viviendas  positivas,2009-04-01,1,1
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2009-04-01,2,2
VILA VILA,chagas,viviendas  positivas,2009-04-01,4,4
VITICHI,chagas,viviendas  positivas,2009-04-01,3,3
AIQUILE,chagas,viviendas  positivas,2009-05-01,67,67
ANZALDO,chagas,viviendas  positivas,2009-05-01,14,14
ARBIETO,chagas,viviendas  positivas,2009-05-01,3,3
CABEZAS,chagas,viviendas  positivas,2009-05-01,1,1
"CAIZA ""D""",chagas,viviendas  positivas,2009-05-01,2,2
CAMATAQUI (C. VILLA ABECIA),chagas,viviendas  positivas,2009-05-01,2,2
CAPINOTA,chagas,viviendas  positivas,2009-05-01,6,6
CLIZA,chagas,viviendas  positivas,2009-05-01,12,12
COCHABAMBA,chagas,viviendas  positivas,2009-05-01,18,18
COLCAPIRHUA,chagas,viviendas  positivas,2009-05-01,2,2
COTAGAITA,chagas,viviendas  positivas,2009-05-01,7,7
CUCHUMUELA (V. G. VILLARROEL),chagas,viviendas  positivas,2009-05-01,134,134
EL PUENTE(TJA),chagas,viviendas  positivas,2009-05-01,1,1
ENTRE RIOS,chagas,viviendas  positivas,2009-05-01,54,54
HUACAYA (VILLA DE HUACAYA),chagas,viviendas  positivas,2009-05-01,54,54
LAS CARRERAS,chagas,viviendas  positivas,2009-05-01,12,12
MAIRANA,chagas,viviendas  positivas,2009-05-01,2,2
MIZQUE,chagas,viviendas  positivas,2009-05-01,98,98
MOJOCOYA,chagas,viviendas  positivas,2009-05-01,18,18
OCURI,chagas,viviendas  positivas,2009-05-01,88,88
OMEREQUE,chagas,viviendas  positivas,2009-05-01,22,22
PADILLA,chagas,viviendas  positivas,2009-05-01,5,5
PASORAPA,chagas,viviendas  positivas,2009-05-01,2,2
POCOATA,chagas,viviendas  positivas,2009-05-01,14,14
POJO (CBBA),chagas,viviendas  positivas,2009-05-01,28,28
PRESTO,chagas,viviendas  positivas,2009-05-01,13,13
PUNA,chagas,viviendas  positivas,2009-05-01,3,3
QUILLACOLLO,chagas,viviendas  positivas,2009-05-01,10,10
RAVELO,chagas,viviendas  positivas,2009-05-01,3,3
SACABA,chagas,viviendas  positivas,2009-05-01,1,1
SAIPINA,chagas,viviendas  positivas,2009-05-01,1,1
SAMAIPATA,chagas,viviendas  positivas,2009-05-01,5,5
SAN BENITO,chagas,viviendas  positivas,2009-05-01,8,8
SAN LORENZO(TJA),chagas,viviendas  positivas,2009-05-01,4,4
SAN LUCAS,chagas,viviendas  positivas,2009-05-01,4,4
SAN PEDRO DE BUENA VISTA,chagas,viviendas  positivas,2009-05-01,39,39
SANTIVAÑES,chagas,viviendas  positivas,2009-05-01,17,17
SIPE SIPE,chagas,viviendas  positivas,2009-05-01,9,9
TACACHI,chagas,viviendas  positivas,2009-05-01,1,1
TAPACARI,chagas,viviendas  positivas,2009-05-01,9,9
TIQUIPAYA,chagas,viviendas  positivas,2009-05-01,1,1
TOCO,chagas,viviendas  positivas,2009-05-01,1,1
TOMINA,chagas,viviendas  positivas,2009-05-01,1,1
TORO TORO,chagas,viviendas  positivas,2009-05-01,6,6
TOTORA(CBBA),chagas,viviendas  positivas,2009-05-01,3,3
TUPIZA,chagas,viviendas  positivas,2009-05-01,3,3
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2009-05-01,2,2
VILA VILA,chagas,viviendas  positivas,2009-05-01,5,5
VITICHI,chagas,viviendas  positivas,2009-05-01,8,8
ZUDAÑEZ,chagas,viviendas  positivas,2009-05-01,3,3
ACACIO,chagas,viviendas  positivas,2009-06-01,2,2
ALCALA,chagas,viviendas  positivas,2009-06-01,4,4
ANZALDO,chagas,viviendas  positivas,2009-06-01,6,6
ARANI,chagas,viviendas  positivas,2009-06-01,3,3
ARQUE,chagas,viviendas  positivas,2009-06-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),chagas,viviendas  positivas,2009-06-01,4,4
BETANZOS,chagas,viviendas  positivas,2009-06-01,31,31
CABEZAS,chagas,viviendas  positivas,2009-06-01,32,32
CAMATAQUI (C. VILLA ABECIA),chagas,viviendas  positivas,2009-06-01,9,9
CAPINOTA,chagas,viviendas  positivas,2009-06-01,4,4
COCHABAMBA,chagas,viviendas  positivas,2009-06-01,67,67
COLCAPIRHUA,chagas,viviendas  positivas,2009-06-01,2,2
COTAGAITA,chagas,viviendas  positivas,2009-06-01,4,4
CUCHUMUELA (V. G. VILLARROEL),chagas,viviendas  positivas,2009-06-01,2,2
CULPINA,chagas,viviendas  positivas,2009-06-01,2,2
EL PUENTE(TJA),chagas,viviendas  positivas,2009-06-01,1,1
EL TORNO,chagas,viviendas  positivas,2009-06-01,2,2
ENTRE RIOS,chagas,viviendas  positivas,2009-06-01,65,65
LURIBAY,chagas,viviendas  positivas,2009-06-01,2,2
MAIRANA,chagas,viviendas  positivas,2009-06-01,2,2
MOJOCOYA,chagas,viviendas  positivas,2009-06-01,22,22
OCURI,chagas,viviendas  positivas,2009-06-01,60,60
OMEREQUE,chagas,viviendas  positivas,2009-06-01,21,21
PASORAPA,chagas,viviendas  positivas,2009-06-01,97,97
POCOATA,chagas,viviendas  positivas,2009-06-01,18,18
PRESTO,chagas,viviendas  positivas,2009-06-01,12,12
QUILLACOLLO,chagas,viviendas  positivas,2009-06-01,26,26
RAVELO,chagas,viviendas  positivas,2009-06-01,7,7
SACABA,chagas,viviendas  positivas,2009-06-01,6,6
SAIPINA,chagas,viviendas  positivas,2009-06-01,2,2
SAMAIPATA,chagas,viviendas  positivas,2009-06-01,1,1
SAN BENITO,chagas,viviendas  positivas,2009-06-01,3,3
SAN LORENZO(TJA),chagas,viviendas  positivas,2009-06-01,3,3
SAN PEDRO DE BUENA VISTA,chagas,viviendas  positivas,2009-06-01,9,9
SANTIVAÑES,chagas,viviendas  positivas,2009-06-01,18,18
SICAYA,chagas,viviendas  positivas,2009-06-01,4,4
SIPE SIPE,chagas,viviendas  positivas,2009-06-01,20,20
SUCRE,chagas,viviendas  positivas,2009-06-01,3,3
TACACHI,chagas,viviendas  positivas,2009-06-01,2,2
TAPACARI,chagas,viviendas  positivas,2009-06-01,7,7
TARATA,chagas,viviendas  positivas,2009-06-01,4,4
TARVITA,chagas,viviendas  positivas,2009-06-01,1,1
TIQUIPAYA,chagas,viviendas  positivas,2009-06-01,2,2
TOCO,chagas,viviendas  positivas,2009-06-01,1,1
TOLATA,chagas,viviendas  positivas,2009-06-01,2,2
TOMINA,chagas,viviendas  positivas,2009-06-01,19,19
TORO TORO,chagas,viviendas  positivas,2009-06-01,5,5
TUPIZA,chagas,viviendas  positivas,2009-06-01,1,1
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2009-06-01,2,2
VALLEGRANDE,chagas,viviendas  positivas,2009-06-01,8,8
VILA VILA,chagas,viviendas  positivas,2009-06-01,23,23
YAPACANI,chagas,viviendas  positivas,2009-06-01,80,80
ZUDAÑEZ,chagas,viviendas  positivas,2009-06-01,13,13
AIQUILE,chagas,viviendas  positivas,2009-07-01,29,29
ALCALA,chagas,viviendas  positivas,2009-07-01,1,1
ANZALDO,chagas,viviendas  positivas,2009-07-01,2,2
ARANI,chagas,viviendas  positivas,2009-07-01,4,4
ARQUE,chagas,viviendas  positivas,2009-07-01,5,5
AYOPAYA (V. DE INDEPENDENCIA),chagas,viviendas  positivas,2009-07-01,1,1
CAMATAQUI (C. VILLA ABECIA),chagas,viviendas  positivas,2009-07-01,4,4
CLIZA,chagas,viviendas  positivas,2009-07-01,2,2
COCHABAMBA,chagas,viviendas  positivas,2009-07-01,24,24
COLCAPIRHUA,chagas,viviendas  positivas,2009-07-01,2,2
COLQUECHACA,chagas,viviendas  positivas,2009-07-01,2,2
COTAGAITA,chagas,viviendas  positivas,2009-07-01,2,2
EL PUENTE(TJA),chagas,viviendas  positivas,2009-07-01,1,1
GUAYARAMERIN,chagas,viviendas  positivas,2009-07-01,128,128
HUACAYA (VILLA DE HUACAYA),chagas,viviendas  positivas,2009-07-01,4,4
INQUISIVI,chagas,viviendas  positivas,2009-07-01,11,11
LA ASUNTA,chagas,viviendas  positivas,2009-07-01,3,3
LAS CARRERAS,chagas,viviendas  positivas,2009-07-01,6,6
MAIRANA,chagas,viviendas  positivas,2009-07-01,2,2
MECAPACA,chagas,viviendas  positivas,2009-07-01,7,7
MONTEAGUDO,chagas,viviendas  positivas,2009-07-01,3,3
OCURI,chagas,viviendas  positivas,2009-07-01,5,5
OKINAWA,chagas,viviendas  positivas,2009-07-01,10,10
OMEREQUE,chagas,viviendas  positivas,2009-07-01,33,33
PASORAPA,chagas,viviendas  positivas,2009-07-01,46,46
POCOATA,chagas,viviendas  positivas,2009-07-01,3,3
POCONA,chagas,viviendas  positivas,2009-07-01,1,1
POJO (CBBA),chagas,viviendas  positivas,2009-07-01,3,3
PORONGO,chagas,viviendas  positivas,2009-07-01,1,1
PUCARA,chagas,viviendas  positivas,2009-07-01,1,1
QUILLACOLLO,chagas,viviendas  positivas,2009-07-01,6,6
RAVELO,chagas,viviendas  positivas,2009-07-01,6,6
SAMAIPATA,chagas,viviendas  positivas,2009-07-01,1,1
SAN BENITO,chagas,viviendas  positivas,2009-07-01,20,20
SAN JULIAN,chagas,viviendas  positivas,2009-07-01,1,1
SAN LORENZO(TJA),chagas,viviendas  positivas,2009-07-01,6,6
SAN PEDRO DE BUENA VISTA,chagas,viviendas  positivas,2009-07-01,7,7
SANTA CRUZ DE LA SIERRA,chagas,viviendas  positivas,2009-07-01,0,0
SICAYA,chagas,viviendas  positivas,2009-07-01,5,5
SIPE SIPE,chagas,viviendas  positivas,2009-07-01,8,8
TACOPAYA,chagas,viviendas  positivas,2009-07-01,2,2
TAPACARI,chagas,viviendas  positivas,2009-07-01,5,5
TARATA,chagas,viviendas  positivas,2009-07-01,2,2
TOLATA,chagas,viviendas  positivas,2009-07-01,1,1
TORO TORO,chagas,viviendas  positivas,2009-07-01,10,10
TUPIZA,chagas,viviendas  positivas,2009-07-01,3,3
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2009-07-01,2,2
VALLEGRANDE,chagas,viviendas  positivas,2009-07-01,44,44
VILA VILA,chagas,viviendas  positivas,2009-07-01,24,24
VILLA VACA GUZMAN (MUYUPAMPA),chagas,viviendas  positivas,2009-07-01,8,8
VINTO,chagas,viviendas  positivas,2009-07-01,1,1
YACUIBA,chagas,viviendas  positivas,2009-07-01,8,8
AIQUILE,chagas,viviendas  positivas,2009-08-01,104,104
ANZALDO,chagas,viviendas  positivas,2009-08-01,5,5
ARAMPAMPA,chagas,viviendas  positivas,2009-08-01,2,2
ARANI,chagas,viviendas  positivas,2009-08-01,2,2
ARQUE,chagas,viviendas  positivas,2009-08-01,9,9
CABEZAS,chagas,viviendas  positivas,2009-08-01,19,19
CAPINOTA,chagas,viviendas  positivas,2009-08-01,5,5
CHARAGUA,chagas,viviendas  positivas,2009-08-01,128,128
CLIZA,chagas,viviendas  positivas,2009-08-01,2,2
COCHABAMBA,chagas,viviendas  positivas,2009-08-01,57,57
COLCAPIRHUA,chagas,viviendas  positivas,2009-08-01,1,1
COMARAPA,chagas,viviendas  positivas,2009-08-01,4,4
COTAGAITA,chagas,viviendas  positivas,2009-08-01,4,4
CUCHUMUELA (V. G. VILLARROEL),chagas,viviendas  positivas,2009-08-01,1,1
CULPINA,chagas,viviendas  positivas,2009-08-01,17,17
EL PUENTE(TJA),chagas,viviendas  positivas,2009-08-01,1,1
EL TORNO,chagas,viviendas  positivas,2009-08-01,5,5
GUTIERREZ,chagas,viviendas  positivas,2009-08-01,3,3
HUACARETA,chagas,viviendas  positivas,2009-08-01,7,7
HUACAYA (VILLA DE HUACAYA),chagas,viviendas  positivas,2009-08-01,17,17
ICLA,chagas,viviendas  positivas,2009-08-01,38,38
LAS CARRERAS,chagas,viviendas  positivas,2009-08-01,5,5
MECAPACA,chagas,viviendas  positivas,2009-08-01,10,10
MONTEAGUDO,chagas,viviendas  positivas,2009-08-01,1,1
OMEREQUE,chagas,viviendas  positivas,2009-08-01,14,14
PADCAYA,chagas,viviendas  positivas,2009-08-01,4,4
PADILLA,chagas,viviendas  positivas,2009-08-01,12,12
PASORAPA,chagas,viviendas  positivas,2009-08-01,8,8
POCOATA,chagas,viviendas  positivas,2009-08-01,10,10
POJO (CBBA),chagas,viviendas  positivas,2009-08-01,1,1
PORONGO,chagas,viviendas  positivas,2009-08-01,1,1
PUNA,chagas,viviendas  positivas,2009-08-01,6,6
PUNATA,chagas,viviendas  positivas,2009-08-01,1,1
QUILLACOLLO,chagas,viviendas  positivas,2009-08-01,7,7
RAVELO,chagas,viviendas  positivas,2009-08-01,5,5
SACABA,chagas,viviendas  positivas,2009-08-01,1,1
SAN LORENZO(TJA),chagas,viviendas  positivas,2009-08-01,3,3
SAN PEDRO DE BUENA VISTA,chagas,viviendas  positivas,2009-08-01,3,3
SANTA CRUZ DE LA SIERRA,chagas,viviendas  positivas,2009-08-01,0,0
SAPAHAQUI,chagas,viviendas  positivas,2009-08-01,1,1
SICAYA,chagas,viviendas  positivas,2009-08-01,3,3
SIPE SIPE,chagas,viviendas  positivas,2009-08-01,6,6
TACACHI,chagas,viviendas  positivas,2009-08-01,1,1
TACOPAYA,chagas,viviendas  positivas,2009-08-01,7,7
TAPACARI,chagas,viviendas  positivas,2009-08-01,1,1
TARATA,chagas,viviendas  positivas,2009-08-01,1,1
TIQUIPAYA,chagas,viviendas  positivas,2009-08-01,1,1
TOCO,chagas,viviendas  positivas,2009-08-01,5,5
TOLATA,chagas,viviendas  positivas,2009-08-01,1,1
TOTORA(CBBA),chagas,viviendas  positivas,2009-08-01,5,5
TUPIZA,chagas,viviendas  positivas,2009-08-01,1,1
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2009-08-01,1,1
VALLEGRANDE,chagas,viviendas  positivas,2009-08-01,27,27
VILA VILA,chagas,viviendas  positivas,2009-08-01,19,19
VILLA SERRANO,chagas,viviendas  positivas,2009-08-01,11,11
VINTO,chagas,viviendas  positivas,2009-08-01,1,1
ACACIO,chagas,viviendas  positivas,2009-09-01,1,1
AIQUILE,chagas,viviendas  positivas,2009-09-01,8,8
ANZALDO,chagas,viviendas  positivas,2009-09-01,6,6
ARAMPAMPA,chagas,viviendas  positivas,2009-09-01,3,3
ARANI,chagas,viviendas  positivas,2009-09-01,1,1
ARBIETO,chagas,viviendas  positivas,2009-09-01,5,5
ARQUE,chagas,viviendas  positivas,2009-09-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),chagas,viviendas  positivas,2009-09-01,8,8
AZURDUY,chagas,viviendas  positivas,2009-09-01,5,5
CABEZAS,chagas,viviendas  positivas,2009-09-01,1,1
CAPINOTA,chagas,viviendas  positivas,2009-09-01,28,28
COCHABAMBA,chagas,viviendas  positivas,2009-09-01,116,116
COLCAPIRHUA,chagas,viviendas  positivas,2009-09-01,2,2
COMARAPA,chagas,viviendas  positivas,2009-09-01,4,4
COTAGAITA,chagas,viviendas  positivas,2009-09-01,13,13
EL TORNO,chagas,viviendas  positivas,2009-09-01,2,2
GUTIERREZ,chagas,viviendas  positivas,2009-09-01,5,5
HUACARETA,chagas,viviendas  positivas,2009-09-01,9,9
LAGUNILLAS,chagas,viviendas  positivas,2009-09-01,8,8
LAS CARRERAS,chagas,viviendas  positivas,2009-09-01,9,9
LICOMA PAMPA,chagas,viviendas  positivas,2009-09-01,10,10
MAIRANA,chagas,viviendas  positivas,2009-09-01,2,2
MOJOCOYA,chagas,viviendas  positivas,2009-09-01,5,5
PADCAYA,chagas,viviendas  positivas,2009-09-01,1,1
PASORAPA,chagas,viviendas  positivas,2009-09-01,11,11
QUILLACOLLO,chagas,viviendas  positivas,2009-09-01,6,6
RAVELO,chagas,viviendas  positivas,2009-09-01,4,4
SAN BENITO,chagas,viviendas  positivas,2009-09-01,1,1
SAN JULIAN,chagas,viviendas  positivas,2009-09-01,6,6
SAN LORENZO(TJA),chagas,viviendas  positivas,2009-09-01,1,1
SAN LUCAS,chagas,viviendas  positivas,2009-09-01,3,3
SAN PEDRO DE BUENA VISTA,chagas,viviendas  positivas,2009-09-01,4,4
SANTIVAÑES,chagas,viviendas  positivas,2009-09-01,7,7
SAPAHAQUI,chagas,viviendas  positivas,2009-09-01,1,1
SICAYA,chagas,viviendas  positivas,2009-09-01,3,3
SIPE SIPE,chagas,viviendas  positivas,2009-09-01,18,18
TACOPAYA,chagas,viviendas  positivas,2009-09-01,1,1
TAPACARI,chagas,viviendas  positivas,2009-09-01,5,5
TARATA,chagas,viviendas  positivas,2009-09-01,1,1
TARVITA,chagas,viviendas  positivas,2009-09-01,33,33
TIQUIPAYA,chagas,viviendas  positivas,2009-09-01,2,2
TORO TORO,chagas,viviendas  positivas,2009-09-01,24,24
TOTORA(CBBA),chagas,viviendas  positivas,2009-09-01,4,4
TUPIZA,chagas,viviendas  positivas,2009-09-01,14,14
URIONDO (A. CONCEPCION),chagas,viviendas  positivas,2009-09-01,1,1
VALLEGRANDE,chagas,viviendas  positivas,2009-09-01,7,7
VILLA SERRANO,chagas,viviendas  positivas,2009-09-01,1,1
VILLAZON,chagas,viviendas  positivas,2009-09-01,1,1
VITICHI,chagas,viviendas  positivas,2009-09-01,4,4
ZUDAÑEZ,chagas,viviendas  positivas,2009-09-01,7,7
ANZALDO,chagas,viviendas  positivas,2009-10-01,15,15
ARAMPAMPA,chagas,viviendas  positivas,2009-10-01,3,3
ARANI,chagas,viviendas  positivas,2009-10-01,3,3
ASCENCION DE GUARAYOS,chagas,viviendas  positivas,2009-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),chagas,viviendas  positivas,2009-10-01,3,3
BETANZOS,chagas,viviendas  positivas,2009-10-01,23,23
CAJUATA,chagas,viviendas  positivas,2009-10-01,1,1
CLIZA,chagas,viviendas  positivas,2009-10-01,10,10
COCHABAMBA,chagas,viviendas  positivas,2009-10-01,95,95
COLCAPIRHUA,chagas,viviendas  positivas,2009-10-01,2,2
COTAGAITA,chagas,viviendas  positivas,2009-10-01,18,18
