municipality,group,variable,month,Viviendas evaluadas,TOTAL
ANZALDO,chagas,viviendas evaluadas,2009-04-01,94,94
ARAMPAMPA,chagas,viviendas evaluadas,2009-04-01,153,153
ARANI,chagas,viviendas evaluadas,2009-04-01,225,225
ARBIETO,chagas,viviendas evaluadas,2009-04-01,146,146
ARQUE,chagas,viviendas evaluadas,2009-04-01,17,17
BETANZOS,chagas,viviendas evaluadas,2009-04-01,270,270
CAPINOTA,chagas,viviendas evaluadas,2009-04-01,104,104
CHARAGUA,chagas,viviendas evaluadas,2009-04-01,806,806
CLIZA,chagas,viviendas evaluadas,2009-04-01,409,409
COCHABAMBA,chagas,viviendas evaluadas,2009-04-01,126,126
COLCAPIRHUA,chagas,viviendas evaluadas,2009-04-01,176,176
COLQUECHACA,chagas,viviendas evaluadas,2009-04-01,2,2
COTAGAITA,chagas,viviendas evaluadas,2009-04-01,1172,1172
CUCHUMUELA (V. G. VILLARROEL),chagas,viviendas evaluadas,2009-04-01,107,107
EL PUENTE(TJA),chagas,viviendas evaluadas,2009-04-01,246,246
ENTRE RIOS,chagas,viviendas evaluadas,2009-04-01,100,100
INQUISIVI,chagas,viviendas evaluadas,2009-04-01,28,28
IRUPANA (VILLA DE LANZA),chagas,viviendas evaluadas,2009-04-01,117,117
LAGUNILLAS,chagas,viviendas evaluadas,2009-04-01,22,22
LURIBAY,chagas,viviendas evaluadas,2009-04-01,141,141
MAIRANA,chagas,viviendas evaluadas,2009-04-01,99,99
OCURI,chagas,viviendas evaluadas,2009-04-01,247,247
OMEREQUE,chagas,viviendas evaluadas,2009-04-01,269,269
PADCAYA,chagas,viviendas evaluadas,2009-04-01,103,103
PADILLA,chagas,viviendas evaluadas,2009-04-01,449,449
PALCA,chagas,viviendas evaluadas,2009-04-01,636,636
PASORAPA,chagas,viviendas evaluadas,2009-04-01,175,175
POCOATA,chagas,viviendas evaluadas,2009-04-01,851,851
POCONA,chagas,viviendas evaluadas,2009-04-01,264,264
POJO (CBBA),chagas,viviendas evaluadas,2009-04-01,690,690
POSTRER VALLE,chagas,viviendas evaluadas,2009-04-01,82,82
PUCARA,chagas,viviendas evaluadas,2009-04-01,28,28
PUNA,chagas,viviendas evaluadas,2009-04-01,607,607
QUILLACOLLO,chagas,viviendas evaluadas,2009-04-01,565,565
RAVELO,chagas,viviendas evaluadas,2009-04-01,411,411
REYES,chagas,viviendas evaluadas,2009-04-01,1,1
SACABA,chagas,viviendas evaluadas,2009-04-01,404,404
SACABAMBA,chagas,viviendas evaluadas,2009-04-01,271,271
SAIPINA,chagas,viviendas evaluadas,2009-04-01,54,54
SAN LORENZO(TJA),chagas,viviendas evaluadas,2009-04-01,225,225
SAN PEDRO DE BUENA VISTA,chagas,viviendas evaluadas,2009-04-01,1117,1117
SANTIVAÑES,chagas,viviendas evaluadas,2009-04-01,151,151
SAPAHAQUI,chagas,viviendas evaluadas,2009-04-01,1717,1717
SICAYA,chagas,viviendas evaluadas,2009-04-01,38,38
SIPE SIPE,chagas,viviendas evaluadas,2009-04-01,301,301
TACOPAYA,chagas,viviendas evaluadas,2009-04-01,165,165
TAPACARI,chagas,viviendas evaluadas,2009-04-01,372,372
TARATA,chagas,viviendas evaluadas,2009-04-01,19,19
TIQUIPAYA,chagas,viviendas evaluadas,2009-04-01,300,300
TOCO,chagas,viviendas evaluadas,2009-04-01,368,368
TOMINA,chagas,viviendas evaluadas,2009-04-01,59,59
TORO TORO,chagas,viviendas evaluadas,2009-04-01,188,188
TOTORA(CBBA),chagas,viviendas evaluadas,2009-04-01,210,210
URIONDO (A. CONCEPCION),chagas,viviendas evaluadas,2009-04-01,262,262
VALLEGRANDE,chagas,viviendas evaluadas,2009-04-01,36,36
VILA VILA,chagas,viviendas evaluadas,2009-04-01,138,138
VILLAZON,chagas,viviendas evaluadas,2009-04-01,138,138
VINTO,chagas,viviendas evaluadas,2009-04-01,75,75
VITICHI,chagas,viviendas evaluadas,2009-04-01,534,534
ACACIO,chagas,viviendas evaluadas,2009-05-01,214,214
AIQUILE,chagas,viviendas evaluadas,2009-05-01,268,268
ANZALDO,chagas,viviendas evaluadas,2009-05-01,219,219
ARANI,chagas,viviendas evaluadas,2009-05-01,228,228
ARBIETO,chagas,viviendas evaluadas,2009-05-01,272,272
CABEZAS,chagas,viviendas evaluadas,2009-05-01,332,332
"CAIZA ""D""",chagas,viviendas evaluadas,2009-05-01,180,180
CAPINOTA,chagas,viviendas evaluadas,2009-05-01,32,32
CLIZA,chagas,viviendas evaluadas,2009-05-01,461,461
COCHABAMBA,chagas,viviendas evaluadas,2009-05-01,65,65
COLCAPIRHUA,chagas,viviendas evaluadas,2009-05-01,257,257
COTAGAITA,chagas,viviendas evaluadas,2009-05-01,1290,1290
CUATRO CAÑADAS,chagas,viviendas evaluadas,2009-05-01,2556,2556
EL PUENTE(TJA),chagas,viviendas evaluadas,2009-05-01,112,112
ENTRE RIOS,chagas,viviendas evaluadas,2009-05-01,377,377
IRUPANA (VILLA DE LANZA),chagas,viviendas evaluadas,2009-05-01,75,75
LAS CARRERAS,chagas,viviendas evaluadas,2009-05-01,118,118
MAIRANA,chagas,viviendas evaluadas,2009-05-01,90,90
MIZQUE,chagas,viviendas evaluadas,2009-05-01,130,130
MOJOCOYA,chagas,viviendas evaluadas,2009-05-01,36,36
OCURI,chagas,viviendas evaluadas,2009-05-01,193,193
OMEREQUE,chagas,viviendas evaluadas,2009-05-01,357,357
PADCAYA,chagas,viviendas evaluadas,2009-05-01,145,145
PADILLA,chagas,viviendas evaluadas,2009-05-01,111,111
PAILON,chagas,viviendas evaluadas,2009-05-01,130,130
PASORAPA,chagas,viviendas evaluadas,2009-05-01,151,151
POCOATA,chagas,viviendas evaluadas,2009-05-01,287,287
POJO (CBBA),chagas,viviendas evaluadas,2009-05-01,464,464
PRESTO,chagas,viviendas evaluadas,2009-05-01,142,142
PUCARA,chagas,viviendas evaluadas,2009-05-01,42,42
PUNA,chagas,viviendas evaluadas,2009-05-01,587,587
QUILLACOLLO,chagas,viviendas evaluadas,2009-05-01,65,65
RAVELO,chagas,viviendas evaluadas,2009-05-01,335,335
SACABA,chagas,viviendas evaluadas,2009-05-01,636,636
SACABAMBA,chagas,viviendas evaluadas,2009-05-01,296,296
SAIPINA,chagas,viviendas evaluadas,2009-05-01,53,53
SAMAIPATA,chagas,viviendas evaluadas,2009-05-01,365,365
SAN BENITO,chagas,viviendas evaluadas,2009-05-01,112,112
SAN LORENZO(TJA),chagas,viviendas evaluadas,2009-05-01,366,366
SAN LUCAS,chagas,viviendas evaluadas,2009-05-01,17,17
SAN MATIAS,chagas,viviendas evaluadas,2009-05-01,86,86
SAN PEDRO DE BUENA VISTA,chagas,viviendas evaluadas,2009-05-01,923,923
SANTIVAÑES,chagas,viviendas evaluadas,2009-05-01,360,360
SIPE SIPE,chagas,viviendas evaluadas,2009-05-01,245,245
TACACHI,chagas,viviendas evaluadas,2009-05-01,70,70
TACOPAYA,chagas,viviendas evaluadas,2009-05-01,42,42
TAPACARI,chagas,viviendas evaluadas,2009-05-01,393,393
TIQUIPAYA,chagas,viviendas evaluadas,2009-05-01,79,79
TOCO,chagas,viviendas evaluadas,2009-05-01,290,290
TOMINA,chagas,viviendas evaluadas,2009-05-01,86,86
TORO TORO,chagas,viviendas evaluadas,2009-05-01,439,439
TOTORA(CBBA),chagas,viviendas evaluadas,2009-05-01,747,747
TUPIZA,chagas,viviendas evaluadas,2009-05-01,345,345
URIONDO (A. CONCEPCION),chagas,viviendas evaluadas,2009-05-01,244,244
VALLEGRANDE,chagas,viviendas evaluadas,2009-05-01,65,65
VILA VILA,chagas,viviendas evaluadas,2009-05-01,112,112
VILLA VACA GUZMAN (MUYUPAMPA),chagas,viviendas evaluadas,2009-05-01,66,66
VINTO,chagas,viviendas evaluadas,2009-05-01,145,145
VITICHI,chagas,viviendas evaluadas,2009-05-01,644,644
WARNES,chagas,viviendas evaluadas,2009-05-01,9,9
ZUDAÑEZ,chagas,viviendas evaluadas,2009-05-01,335,335
ACACIO,chagas,viviendas evaluadas,2009-06-01,296,296
ALCALA,chagas,viviendas evaluadas,2009-06-01,177,177
ANZALDO,chagas,viviendas evaluadas,2009-06-01,867,867
ARANI,chagas,viviendas evaluadas,2009-06-01,443,443
ARBIETO,chagas,viviendas evaluadas,2009-06-01,155,155
ARQUE,chagas,viviendas evaluadas,2009-06-01,217,217
AYOPAYA (V. DE INDEPENDENCIA),chagas,viviendas evaluadas,2009-06-01,489,489
BETANZOS,chagas,viviendas evaluadas,2009-06-01,164,164
CABEZAS,chagas,viviendas evaluadas,2009-06-01,1148,1148
CAMATAQUI (C. VILLA ABECIA),chagas,viviendas evaluadas,2009-06-01,161,161
CAPINOTA,chagas,viviendas evaluadas,2009-06-01,98,98
CLIZA,chagas,viviendas evaluadas,2009-06-01,464,464
COCHABAMBA,chagas,viviendas evaluadas,2009-06-01,572,572
COLCAPIRHUA,chagas,viviendas evaluadas,2009-06-01,245,245
COTAGAITA,chagas,viviendas evaluadas,2009-06-01,1131,1131
CUATRO CAÑADAS,chagas,viviendas evaluadas,2009-06-01,520,520
CUCHUMUELA (V. G. VILLARROEL),chagas,viviendas evaluadas,2009-06-01,168,168
CULPINA,chagas,viviendas evaluadas,2009-06-01,255,255
EL PUENTE(TJA),chagas,viviendas evaluadas,2009-06-01,342,342
EL TORNO,chagas,viviendas evaluadas,2009-06-01,227,227
ENTRE RIOS,chagas,viviendas evaluadas,2009-06-01,290,290
IRUPANA (VILLA DE LANZA),chagas,viviendas evaluadas,2009-06-01,125,125
LURIBAY,chagas,viviendas evaluadas,2009-06-01,483,483
MAIRANA,chagas,viviendas evaluadas,2009-06-01,92,92
MOJOCOYA,chagas,viviendas evaluadas,2009-06-01,82,82
OCURI,chagas,viviendas evaluadas,2009-06-01,207,207
OMEREQUE,chagas,viviendas evaluadas,2009-06-01,108,108
PADCAYA,chagas,viviendas evaluadas,2009-06-01,329,329
PADILLA,chagas,viviendas evaluadas,2009-06-01,49,49
POCOATA,chagas,viviendas evaluadas,2009-06-01,405,405
POJO (CBBA),chagas,viviendas evaluadas,2009-06-01,1066,1066
PORONGO,chagas,viviendas evaluadas,2009-06-01,14,14
PRESTO,chagas,viviendas evaluadas,2009-06-01,140,140
PUCARA,chagas,viviendas evaluadas,2009-06-01,45,45
PUNA,chagas,viviendas evaluadas,2009-06-01,20,20
QUILLACOLLO,chagas,viviendas evaluadas,2009-06-01,694,694
QUIRUSILLAS,chagas,viviendas evaluadas,2009-06-01,82,82
RAVELO,chagas,viviendas evaluadas,2009-06-01,360,360
SACABA,chagas,viviendas evaluadas,2009-06-01,307,307
SACABAMBA,chagas,viviendas evaluadas,2009-06-01,374,374
SAIPINA,chagas,viviendas evaluadas,2009-06-01,55,55
SAMAIPATA,chagas,viviendas evaluadas,2009-06-01,237,237
SAN BENITO,chagas,viviendas evaluadas,2009-06-01,20,20
SAN LORENZO(TJA),chagas,viviendas evaluadas,2009-06-01,453,453
SAN PEDRO DE BUENA VISTA,chagas,viviendas evaluadas,2009-06-01,251,251
SANTIVAÑES,chagas,viviendas evaluadas,2009-06-01,407,407
SAPAHAQUI,chagas,viviendas evaluadas,2009-06-01,47,47
SICAYA,chagas,viviendas evaluadas,2009-06-01,241,241
SIPE SIPE,chagas,viviendas evaluadas,2009-06-01,349,349
SOPACHUY,chagas,viviendas evaluadas,2009-06-01,196,196
TACACHI,chagas,viviendas evaluadas,2009-06-01,84,84
TACOPAYA,chagas,viviendas evaluadas,2009-06-01,172,172
TAPACARI,chagas,viviendas evaluadas,2009-06-01,307,307
TARATA,chagas,viviendas evaluadas,2009-06-01,331,331
TARVITA,chagas,viviendas evaluadas,2009-06-01,330,330
TIQUIPAYA,chagas,viviendas evaluadas,2009-06-01,263,263
TOCO,chagas,viviendas evaluadas,2009-06-01,259,259
TOLATA,chagas,viviendas evaluadas,2009-06-01,70,70
TOMINA,chagas,viviendas evaluadas,2009-06-01,465,465
TORO TORO,chagas,viviendas evaluadas,2009-06-01,103,103
TUPIZA,chagas,viviendas evaluadas,2009-06-01,1,1
URIONDO (A. CONCEPCION),chagas,viviendas evaluadas,2009-06-01,350,350
VALLEGRANDE,chagas,viviendas evaluadas,2009-06-01,187,187
VILA VILA,chagas,viviendas evaluadas,2009-06-01,157,157
VILLAZON,chagas,viviendas evaluadas,2009-06-01,81,81
VINTO,chagas,viviendas evaluadas,2009-06-01,158,158
VITICHI,chagas,viviendas evaluadas,2009-06-01,100,100
YACUIBA,chagas,viviendas evaluadas,2009-06-01,31,31
YAPACANI,chagas,viviendas evaluadas,2009-06-01,70,70
ZUDAÑEZ,chagas,viviendas evaluadas,2009-06-01,453,453
ACACIO,chagas,viviendas evaluadas,2009-07-01,355,355
AIQUILE,chagas,viviendas evaluadas,2009-07-01,514,514
ALCALA,chagas,viviendas evaluadas,2009-07-01,152,152
ANZALDO,chagas,viviendas evaluadas,2009-07-01,538,538
ARAMPAMPA,chagas,viviendas evaluadas,2009-07-01,458,458
ARANI,chagas,viviendas evaluadas,2009-07-01,492,492
ARBIETO,chagas,viviendas evaluadas,2009-07-01,213,213
ARQUE,chagas,viviendas evaluadas,2009-07-01,190,190
AYOPAYA (V. DE INDEPENDENCIA),chagas,viviendas evaluadas,2009-07-01,624,624
CAMATAQUI (C. VILLA ABECIA),chagas,viviendas evaluadas,2009-07-01,90,90
CHARAGUA,chagas,viviendas evaluadas,2009-07-01,1,1
CLIZA,chagas,viviendas evaluadas,2009-07-01,266,266
COCHABAMBA,chagas,viviendas evaluadas,2009-07-01,255,255
COLCAPIRHUA,chagas,viviendas evaluadas,2009-07-01,269,269
COLQUECHACA,chagas,viviendas evaluadas,2009-07-01,5,5
COMARAPA,chagas,viviendas evaluadas,2009-07-01,101,101
COTAGAITA,chagas,viviendas evaluadas,2009-07-01,1211,1211
CUATRO CAÑADAS,chagas,viviendas evaluadas,2009-07-01,947,947
EL PUENTE(TJA),chagas,viviendas evaluadas,2009-07-01,258,258
GUAYARAMERIN,chagas,viviendas evaluadas,2009-07-01,211,211
GUTIERREZ,chagas,viviendas evaluadas,2009-07-01,32,32
HUACARETA,chagas,viviendas evaluadas,2009-07-01,110,110
HUACAYA (VILLA DE HUACAYA),chagas,viviendas evaluadas,2009-07-01,20,20
INQUISIVI,chagas,viviendas evaluadas,2009-07-01,835,835
IRUPANA (VILLA DE LANZA),chagas,viviendas evaluadas,2009-07-01,84,84
LA ASUNTA,chagas,viviendas evaluadas,2009-07-01,109,109
LAGUNILLAS,chagas,viviendas evaluadas,2009-07-01,5,5
LAS CARRERAS,chagas,viviendas evaluadas,2009-07-01,77,77
LURIBAY,chagas,viviendas evaluadas,2009-07-01,294,294
MAIRANA,chagas,viviendas evaluadas,2009-07-01,86,86
MECAPACA,chagas,viviendas evaluadas,2009-07-01,471,471
MONTEAGUDO,chagas,viviendas evaluadas,2009-07-01,309,309
OCURI,chagas,viviendas evaluadas,2009-07-01,205,205
OKINAWA,chagas,viviendas evaluadas,2009-07-01,539,539
OMEREQUE,chagas,viviendas evaluadas,2009-07-01,228,228
PADCAYA,chagas,viviendas evaluadas,2009-07-01,229,229
PASORAPA,chagas,viviendas evaluadas,2009-07-01,165,165
POCOATA,chagas,viviendas evaluadas,2009-07-01,554,554
POCONA,chagas,viviendas evaluadas,2009-07-01,245,245
POJO (CBBA),chagas,viviendas evaluadas,2009-07-01,254,254
PORONGO,chagas,viviendas evaluadas,2009-07-01,64,64
PUCARA,chagas,viviendas evaluadas,2009-07-01,13,13
QUILLACOLLO,chagas,viviendas evaluadas,2009-07-01,526,526
RAVELO,chagas,viviendas evaluadas,2009-07-01,507,507
SACABA,chagas,viviendas evaluadas,2009-07-01,581,581
SACABAMBA,chagas,viviendas evaluadas,2009-07-01,150,150
SAIPINA,chagas,viviendas evaluadas,2009-07-01,28,28
SAMAIPATA,chagas,viviendas evaluadas,2009-07-01,218,218
SAN BENITO,chagas,viviendas evaluadas,2009-07-01,113,113
SAN JULIAN,chagas,viviendas evaluadas,2009-07-01,120,120
SAN LORENZO(TJA),chagas,viviendas evaluadas,2009-07-01,261,261
SAN LUCAS,chagas,viviendas evaluadas,2009-07-01,1,1
SAN PEDRO DE BUENA VISTA,chagas,viviendas evaluadas,2009-07-01,170,170
SANTA CRUZ DE LA SIERRA,chagas,viviendas evaluadas,2009-07-01,0,0
SAPAHAQUI,chagas,viviendas evaluadas,2009-07-01,250,250
SICAYA,chagas,viviendas evaluadas,2009-07-01,295,295
SIPE SIPE,chagas,viviendas evaluadas,2009-07-01,273,273
SOPACHUY,chagas,viviendas evaluadas,2009-07-01,237,237
TACACHI,chagas,viviendas evaluadas,2009-07-01,126,126
TACOPAYA,chagas,viviendas evaluadas,2009-07-01,168,168
TAPACARI,chagas,viviendas evaluadas,2009-07-01,324,324
TARATA,chagas,viviendas evaluadas,2009-07-01,247,247
TIQUIPAYA,chagas,viviendas evaluadas,2009-07-01,203,203
TOCO,chagas,viviendas evaluadas,2009-07-01,70,70
TOLATA,chagas,viviendas evaluadas,2009-07-01,99,99
TOMINA,chagas,viviendas evaluadas,2009-07-01,1,1
TORO TORO,chagas,viviendas evaluadas,2009-07-01,481,481
TUPIZA,chagas,viviendas evaluadas,2009-07-01,220,220
URIONDO (A. CONCEPCION),chagas,viviendas evaluadas,2009-07-01,322,322
VALLEGRANDE,chagas,viviendas evaluadas,2009-07-01,1984,1984
VILA VILA,chagas,viviendas evaluadas,2009-07-01,8,8
