,group,variable,month,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,FALLECIDOS ANTES DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2016-01-01,3,0,3,0,3
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2016-01-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2016-01-01,2,2,2,2,4
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2016-01-01,7,5,7,5,12
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,0,1,0,1
ALTO BENI,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,0,1,0,1
ANZALDO,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,0,1,0,1
BAURES,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,3,2,3,2,5
CAJUATA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,0,3,0,3,3
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,1,1,1,2
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,3,1,3,1,4
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,0,1,0,1
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,2,0,2,0,2
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,2,1,2,3
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,20,20,20,20,40
CORIPATA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,8,7,8,7,15
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,3,1,3,1,4
ENTRE RIOS TRJ,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,0,1,0,1
ESCOMA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,0,1,0,1,1
EXALTACION,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,6,1,6,1,7
HUANUNI,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 hrs.,2016-02-01,0,1,0,1,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,42,48,42,48,90
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,0,1,0,1,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,5,5,5,5,10
ORURO,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,15,7,15,7,22
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,0,1,0,1
PELECHUCO,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,11,9,11,9,20
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,2,0,2,0,2
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,1,1,1,2
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,1,1,1,2
REYES,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,5,3,5,3,8
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,0,1,0,1,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,2,4,2,4,6
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,2,5,2,5,7
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,2,1,2,1,3
SAN MIGUEL DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,35,25,35,25,60
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,13,16,13,16,29
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,22,12,22,12,34
TIPUANI,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,4,11,4,11,15
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,1,1,1,2
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,1,1,1,2
WARNES,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,2,0,2,0,2
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2016-02-01,2,2,2,2,4
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,fallecidos antes de las 48 hrs.,2016-03-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,2,0,2,0,2
CAMARGO,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,2,3,2,3,5
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,1,3,1,3,4
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2016-03-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,1,5,1,5,6
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,29,34,29,34,63
COROICO,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,6,8,6,8,14
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,2,2,2,2,4
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,2,2,2,2,4
HUANUNI,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,19,10,19,10,29
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,0,1,0,1,1
MAPIRI,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,2,0,2,0,2
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,0,1,0,1,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,5,6,5,6,11
ORURO,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,10,4,10,4,14
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,0,1,0,1,1
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,17,7,17,7,24
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,0,1,0,1,1
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,1,2,1,2,3
REYES,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,6,4,6,4,10
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,0,2,0,2,2
SACABA,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,2,1,2,1,3
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,2,2,2,2,4
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,2,0,2,0,2
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,4,2,4,2,6
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,50,42,50,42,92
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,12,18,12,18,30
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,11,2,11,2,13
TIPUANI,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,0,1,0,1,1
TOTORA(CBBA),internaciones,fallecidos antes de las 48 hrs.,2016-03-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,10,8,10,8,18
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,4,0,4,0,4
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,2,0,2,0,2
VILLA TUNARI,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,2,1,2,1,3
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,2,2,2,2,4
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,3,0,3,0,3
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2016-03-01,1,2,1,2,3
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,43,171,43,171,214
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,1,1,1,2
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,3,1,3,4
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,2,0,2,0,2
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,0,1,0,1,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,3,1,3,1,4
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,34,32,34,32,66
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,2,0,2,0,2
COROICO,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,2,0,2,0,2
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,14,12,14,12,26
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,1,1,1,2
ESCOMA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,6,2,6,2,8
IRUPANA (VILLA DE LANZA),internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,0,1,0,1
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,14,13,14,13,27
MONTEAGUDO,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,0,1,0,1,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,4,2,4,2,6
ORURO,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,10,10,10,10,20
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,1,1,1,2
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,13,11,13,11,24
PUCARANI,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,3,0,3,0,3
PUNA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,8,3,8,3,11
ROBORE,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,0,1,0,1,1
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,3,1,3,1,4
SAN BUENA VENTURA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,3,2,3,2,5
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,33,43,33,43,76
SORATA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,0,1,0,1,1
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,8,13,8,13,21
TARABUCO,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,0,1,0,1
TARACO,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,0,1,0,1,1
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,15,8,15,8,23
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,5,11,5,11,16
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,0,1,0,1
URUBICHA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,0,1,0,1
VIACHA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,1,2,1,2,3
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,5,2,5,2,7
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2016-04-01,0,1,0,1,1
ACHACACHI,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,1,0,1,0,1
ANZALDO,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,1,0,1,0,1
AZURDUY,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,1,1,1,1,2
BOYUIBE,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,3,0,3,0,3
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,2,4,2,4,6
CARMEN RIVERO TORREZ,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,1,0,1,0,1
CHALLAPATA,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2016-05-01,1,0,1,0,1
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,6,2,6,2,8
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,26,25,26,25,51
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,1,0,1,0,1
COROICO,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,13,16,13,16,29
EL PUENTE(STC),internaciones,fallecidos antes de las 48 hrs.,2016-05-01,1,0,1,0,1
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,1,1,1,1,2
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,0,3,0,3,3
LA ASUNTA,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,15,14,15,14,29
MACHARETI,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,1,1,1,1,2
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,4,2,4,2,6
ORURO,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,8,8,8,8,16
PALOS BLANCOS,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,0,2,0,2,2
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,0,1,0,1,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,11,6,11,6,17
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,2,0,2,0,2
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,0,2,0,2,2
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,4,2,4,2,6
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,0,1,0,1,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,0,3,0,3,3
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,0,2,0,2,2
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,2,1,2,1,3
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,2,2,2,2,4
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,31,43,31,43,74
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,16,17,16,17,33
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,11,14,11,14,25
TOMINA,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,10,8,10,8,18
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,1,1,1,1,2
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,1,1,1,1,2
VILLAZON,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,2,3,2,3,5
VINTO,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,2,0,2,0,2
YACUIBA,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,3,3,3,3,6
YAPACANI,internaciones,fallecidos antes de las 48 hrs.,2016-05-01,1,0,1,0,1
AIQUILE,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,2,1,2,1,3
CAMIRI,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,2,1,2,3
CHARAGUA,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,2,0,2,0,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,1,1,1,2
COBIJA,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,2,1,2,3
COCHABAMBA,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,27,23,27,23,50
CONCEPCION,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,2,0,2,0,2
COROICO,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,1,1,1,2
COTOCA,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,17,12,17,12,29
EL TORNO,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,2,2,2,2,4
ESCOMA,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,0,1,0,1
GUAQUI,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,1,1,1,2
LA PAZ,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,15,17,15,17,32
MAGDALENA,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,0,1,0,1
MONTERO,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,4,1,4,5
ORURO,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,19,9,19,9,28
PADILLA,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,0,1,0,1
POTOSI,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,8,11,8,11,19
PUERTO SUAREZ,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,3,2,3,2,5
PUERTO VILLARROEL,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,2,0,2,0,2
PUNATA,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,3,1,3,4
REYES,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,7,4,7,4,11
RURRENABAQUE,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,0,1,0,1
SACABA,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,0,1,0,1,1
SAN IGNACIO,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,1,1,1,2
SAN LUCAS,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,37,44,37,44,81
SUCRE,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,11,20,11,20,31
TARIJA,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,9,6,9,6,15
TOLATA,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,5,4,5,4,9
TUPIZA,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,3,0,3,0,3
UYUNI,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,1,0,1,0,1
VALLEGRANDE,internaciones,fallecidos antes de las 48 hrs.,2016-06-01,2,0,2,0,2
