,group,variable,month,CONTRAREFERIDOS CANTIDAD,CONTRAREFERIDOS CANTIDAD,TOTALES,TOTALES,TOTALES
COBIJA,internaciones,contrareferidos,2016-02-01,11,74,11,74,85
COCHABAMBA,internaciones,contrareferidos,2016-02-01,13,315,13,315,328
COTAGAITA,internaciones,contrareferidos,2016-02-01,1,1,1,1,2
COTOCA,internaciones,contrareferidos,2016-02-01,5,14,5,14,19
CUATRO CAÑADAS,internaciones,contrareferidos,2016-02-01,2,0,2,0,2
CULPINA,internaciones,contrareferidos,2016-02-01,1,0,1,0,1
EL ALTO,internaciones,contrareferidos,2016-02-01,83,1,83,1,84
EL TORNO,internaciones,contrareferidos,2016-02-01,1,8,1,8,9
ENTRE RIOS TRJ,internaciones,contrareferidos,2016-02-01,1,0,1,0,1
LA PAZ,internaciones,contrareferidos,2016-02-01,33,20,33,20,53
MAIRANA,internaciones,contrareferidos,2016-02-01,0,4,0,4,4
MONTERO,internaciones,contrareferidos,2016-02-01,398,0,398,0,398
ORURO,internaciones,contrareferidos,2016-02-01,1,0,1,0,1
PADILLA,internaciones,contrareferidos,2016-02-01,14,31,14,31,45
PUERTO SILES,internaciones,contrareferidos,2016-02-01,0,2,0,2,2
PUERTO SUAREZ,internaciones,contrareferidos,2016-02-01,2,12,2,12,14
PUNATA,internaciones,contrareferidos,2016-02-01,22,67,22,67,89
RIBERALTA,internaciones,contrareferidos,2016-02-01,15,53,15,53,68
ROBORE,internaciones,contrareferidos,2016-02-01,4,0,4,0,4
SACACA,internaciones,contrareferidos,2016-02-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2016-02-01,8,15,8,15,23
SAN JOAQUIN,internaciones,contrareferidos,2016-02-01,1,3,1,3,4
SAN JOSE DE CHIQUITOS,internaciones,contrareferidos,2016-02-01,0,1,0,1,1
SAN PEDRO DE QUEMES,internaciones,contrareferidos,2016-02-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2016-02-01,1176,447,1176,447,1623
SIPE SIPE,internaciones,contrareferidos,2016-02-01,0,1,0,1,1
SUCRE,internaciones,contrareferidos,2016-02-01,182,367,182,367,549
TARABUCO,internaciones,contrareferidos,2016-02-01,2,10,2,10,12
TARVITA,internaciones,contrareferidos,2016-02-01,0,12,0,12,12
TOTORA(CBBA),internaciones,contrareferidos,2016-02-01,0,1,0,1,1
TUPIZA,internaciones,contrareferidos,2016-02-01,0,67,0,67,67
VALLEGRANDE,internaciones,contrareferidos,2016-02-01,1,1,1,1,2
VIACHA,internaciones,contrareferidos,2016-02-01,2,1,2,1,3
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2016-02-01,1,0,1,0,1
VILLAZON,internaciones,contrareferidos,2016-02-01,2,4,2,4,6
VINTO,internaciones,contrareferidos,2016-02-01,1,1,1,1,2
YACUIBA,internaciones,contrareferidos,2016-02-01,22,4,22,4,26
ACHACACHI,internaciones,contrareferidos,2016-03-01,4,0,4,0,4
ANZALDO,internaciones,contrareferidos,2016-03-01,2,1,2,1,3
ARBIETO,internaciones,contrareferidos,2016-03-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2016-03-01,2,21,2,21,23
BERMEJO,internaciones,contrareferidos,2016-03-01,18,4,18,4,22
CAMARGO,internaciones,contrareferidos,2016-03-01,10,20,10,20,30
CARANAVI,internaciones,contrareferidos,2016-03-01,7,12,7,12,19
CHALLAPATA,internaciones,contrareferidos,2016-03-01,9,0,9,0,9
CHARAGUA,internaciones,contrareferidos,2016-03-01,0,1,0,1,1
CLIZA,internaciones,contrareferidos,2016-03-01,0,6,0,6,6
COBIJA,internaciones,contrareferidos,2016-03-01,11,64,11,64,75
COCHABAMBA,internaciones,contrareferidos,2016-03-01,16,294,16,294,310
COTOCA,internaciones,contrareferidos,2016-03-01,1,3,1,3,4
CUEVO,internaciones,contrareferidos,2016-03-01,1,0,1,0,1
EL ALTO,internaciones,contrareferidos,2016-03-01,45,3,45,3,48
EL TORNO,internaciones,contrareferidos,2016-03-01,2,0,2,0,2
HUACAYA (VILLA DE HUACAYA),internaciones,contrareferidos,2016-03-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2016-03-01,191,192,191,192,383
MACHARETI,internaciones,contrareferidos,2016-03-01,0,4,0,4,4
MAIRANA,internaciones,contrareferidos,2016-03-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2016-03-01,3,13,3,13,16
MONTERO,internaciones,contrareferidos,2016-03-01,829,0,829,0,829
ORURO,internaciones,contrareferidos,2016-03-01,2,0,2,0,2
PADILLA,internaciones,contrareferidos,2016-03-01,11,24,11,24,35
PAPEL PAMPA,internaciones,contrareferidos,2016-03-01,0,1,0,1,1
PUERTO RICO,internaciones,contrareferidos,2016-03-01,0,1,0,1,1
PUERTO SUAREZ,internaciones,contrareferidos,2016-03-01,1,7,1,7,8
PUNATA,internaciones,contrareferidos,2016-03-01,12,27,12,27,39
RIBERALTA,internaciones,contrareferidos,2016-03-01,18,9,18,9,27
ROBORE,internaciones,contrareferidos,2016-03-01,1,0,1,0,1
SACABA,internaciones,contrareferidos,2016-03-01,1,2,1,2,3
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2016-03-01,3,18,3,18,21
SAN JAVIER(STC),internaciones,contrareferidos,2016-03-01,0,1,0,1,1
SAN LUCAS,internaciones,contrareferidos,2016-03-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2016-03-01,1568,73,1568,73,1641
SIPE SIPE,internaciones,contrareferidos,2016-03-01,0,1,0,1,1
SUCRE,internaciones,contrareferidos,2016-03-01,167,318,167,318,485
TARABUCO,internaciones,contrareferidos,2016-03-01,1,12,1,12,13
TARVITA,internaciones,contrareferidos,2016-03-01,3,7,3,7,10
TUPIZA,internaciones,contrareferidos,2016-03-01,66,0,66,0,66
VALLEGRANDE,internaciones,contrareferidos,2016-03-01,0,1,0,1,1
VIACHA,internaciones,contrareferidos,2016-03-01,2,5,2,5,7
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2016-03-01,1,3,1,3,4
VILLAZON,internaciones,contrareferidos,2016-03-01,9,18,9,18,27
YACUIBA,internaciones,contrareferidos,2016-03-01,23,8,23,8,31
ZUDAÑEZ,internaciones,contrareferidos,2016-03-01,0,1,0,1,1
ACHACACHI,internaciones,contrareferidos,2016-04-01,7,0,7,0,7
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2016-04-01,4,17,4,17,21
BERMEJO,internaciones,contrareferidos,2016-04-01,10,3,10,3,13
CAMARGO,internaciones,contrareferidos,2016-04-01,11,13,11,13,24
CAMIRI,internaciones,contrareferidos,2016-04-01,0,21,0,21,21
CARANAVI,internaciones,contrareferidos,2016-04-01,2,6,2,6,8
CHALLAPATA,internaciones,contrareferidos,2016-04-01,13,0,13,0,13
CLIZA,internaciones,contrareferidos,2016-04-01,0,8,0,8,8
COBIJA,internaciones,contrareferidos,2016-04-01,11,104,11,104,115
COCHABAMBA,internaciones,contrareferidos,2016-04-01,30,307,30,307,337
COTOCA,internaciones,contrareferidos,2016-04-01,1,0,1,0,1
CUATRO CAÑADAS,internaciones,contrareferidos,2016-04-01,45,120,45,120,165
EL ALTO,internaciones,contrareferidos,2016-04-01,22,1,22,1,23
EL PUENTE(STC),internaciones,contrareferidos,2016-04-01,0,2,0,2,2
LA PAZ,internaciones,contrareferidos,2016-04-01,312,300,312,300,612
LLALLAGUA,internaciones,contrareferidos,2016-04-01,19,0,19,0,19
MAIRANA,internaciones,contrareferidos,2016-04-01,0,2,0,2,2
MONTEAGUDO,internaciones,contrareferidos,2016-04-01,3,21,3,21,24
MONTERO,internaciones,contrareferidos,2016-04-01,441,0,441,0,441
PADILLA,internaciones,contrareferidos,2016-04-01,6,24,6,24,30
PORTACHUELO,internaciones,contrareferidos,2016-04-01,4,3,4,3,7
PUERTO QUIJARRO,internaciones,contrareferidos,2016-04-01,3,5,3,5,8
PUERTO SILES,internaciones,contrareferidos,2016-04-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,contrareferidos,2016-04-01,5,28,5,28,33
PUNATA,internaciones,contrareferidos,2016-04-01,20,76,20,76,96
RIBERALTA,internaciones,contrareferidos,2016-04-01,18,67,18,67,85
ROBORE,internaciones,contrareferidos,2016-04-01,1,1,1,1,2
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2016-04-01,4,13,4,13,17
SAN LUCAS,internaciones,contrareferidos,2016-04-01,0,3,0,3,3
SAN MIGUEL DE VELASCO,internaciones,contrareferidos,2016-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2016-04-01,1355,117,1355,117,1472
SUCRE,internaciones,contrareferidos,2016-04-01,236,405,236,405,641
TARABUCO,internaciones,contrareferidos,2016-04-01,3,6,3,6,9
TARIJA,internaciones,contrareferidos,2016-04-01,2,0,2,0,2
TOMINA,internaciones,contrareferidos,2016-04-01,1,0,1,0,1
TOTORA(CBBA),internaciones,contrareferidos,2016-04-01,0,1,0,1,1
TRINIDAD,internaciones,contrareferidos,2016-04-01,2,1,2,1,3
TUPIZA,internaciones,contrareferidos,2016-04-01,0,68,0,68,68
VALLEGRANDE,internaciones,contrareferidos,2016-04-01,1,6,1,6,7
VILLA CHARCAS,internaciones,contrareferidos,2016-04-01,0,1,0,1,1
VILLAZON,internaciones,contrareferidos,2016-04-01,10,14,10,14,24
YACUIBA,internaciones,contrareferidos,2016-04-01,41,0,41,0,41
ZUDAÑEZ,internaciones,contrareferidos,2016-04-01,2,2,2,2,4
ACHACACHI,internaciones,contrareferidos,2016-05-01,9,0,9,0,9
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2016-05-01,3,13,3,13,16
BAURES,internaciones,contrareferidos,2016-05-01,0,26,0,26,26
BERMEJO,internaciones,contrareferidos,2016-05-01,16,3,16,3,19
BETANZOS,internaciones,contrareferidos,2016-05-01,0,1,0,1,1
CAMARGO,internaciones,contrareferidos,2016-05-01,3,16,3,16,19
CAMIRI,internaciones,contrareferidos,2016-05-01,0,16,0,16,16
CARANAVI,internaciones,contrareferidos,2016-05-01,0,7,0,7,7
CHALLAPATA,internaciones,contrareferidos,2016-05-01,9,0,9,0,9
CHARAGUA,internaciones,contrareferidos,2016-05-01,1,0,1,0,1
CLIZA,internaciones,contrareferidos,2016-05-01,0,4,0,4,4
COBIJA,internaciones,contrareferidos,2016-05-01,21,120,21,120,141
COCHABAMBA,internaciones,contrareferidos,2016-05-01,16,267,16,267,283
COROICO,internaciones,contrareferidos,2016-05-01,0,72,0,72,72
COTOCA,internaciones,contrareferidos,2016-05-01,2,5,2,5,7
CUATRO CAÑADAS,internaciones,contrareferidos,2016-05-01,2,1,2,1,3
EL ALTO,internaciones,contrareferidos,2016-05-01,53,1,53,1,54
LA PAZ,internaciones,contrareferidos,2016-05-01,193,225,193,225,418
MACHARETI,internaciones,contrareferidos,2016-05-01,1,0,1,0,1
MONTEAGUDO,internaciones,contrareferidos,2016-05-01,6,7,6,7,13
MONTERO,internaciones,contrareferidos,2016-05-01,703,24,703,24,727
PORTACHUELO,internaciones,contrareferidos,2016-05-01,4,4,4,4,8
PUERTO RICO,internaciones,contrareferidos,2016-05-01,0,2,0,2,2
PUERTO SUAREZ,internaciones,contrareferidos,2016-05-01,1,25,1,25,26
PUNA,internaciones,contrareferidos,2016-05-01,0,1,0,1,1
PUNATA,internaciones,contrareferidos,2016-05-01,23,72,23,72,95
RIBERALTA,internaciones,contrareferidos,2016-05-01,16,74,16,74,90
ROBORE,internaciones,contrareferidos,2016-05-01,0,2,0,2,2
SACABA,internaciones,contrareferidos,2016-05-01,0,1,0,1,1
SAN BORJA,internaciones,contrareferidos,2016-05-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2016-05-01,1,12,1,12,13
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2016-05-01,1252,81,1252,81,1333
SUCRE,internaciones,contrareferidos,2016-05-01,210,385,210,385,595
TARABUCO,internaciones,contrareferidos,2016-05-01,3,9,3,9,12
TARATA,internaciones,contrareferidos,2016-05-01,1,0,1,0,1
TARIJA,internaciones,contrareferidos,2016-05-01,1,0,1,0,1
TOTORA(CBBA),internaciones,contrareferidos,2016-05-01,1,0,1,0,1
TRINIDAD,internaciones,contrareferidos,2016-05-01,26,22,26,22,48
TUPIZA,internaciones,contrareferidos,2016-05-01,0,65,0,65,65
VALLEGRANDE,internaciones,contrareferidos,2016-05-01,1,1,1,1,2
VIACHA,internaciones,contrareferidos,2016-05-01,2,0,2,0,2
VILLAZON,internaciones,contrareferidos,2016-05-01,15,0,15,0,15
YACUIBA,internaciones,contrareferidos,2016-05-01,25,0,25,0,25
ACHACACHI,internaciones,contrareferidos,2016-06-01,1,0,1,0,1
ANTEQUERA,internaciones,contrareferidos,2016-06-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2016-06-01,1,22,1,22,23
BERMEJO,internaciones,contrareferidos,2016-06-01,15,4,15,4,19
CAMARGO,internaciones,contrareferidos,2016-06-01,13,14,13,14,27
CAMIRI,internaciones,contrareferidos,2016-06-01,1,0,1,0,1
CARANAVI,internaciones,contrareferidos,2016-06-01,2,9,2,9,11
CARMEN RIVERO TORREZ,internaciones,contrareferidos,2016-06-01,0,18,0,18,18
CHALLAPATA,internaciones,contrareferidos,2016-06-01,7,0,7,0,7
CHARAGUA,internaciones,contrareferidos,2016-06-01,2,4,2,4,6
CLIZA,internaciones,contrareferidos,2016-06-01,1,3,1,3,4
COBIJA,internaciones,contrareferidos,2016-06-01,12,101,12,101,113
COCHABAMBA,internaciones,contrareferidos,2016-06-01,10,213,10,213,223
COROICO,internaciones,contrareferidos,2016-06-01,0,45,0,45,45
CULPINA,internaciones,contrareferidos,2016-06-01,1,0,1,0,1
EL ALTO,internaciones,contrareferidos,2016-06-01,62,6,62,6,68
HUACARETA,internaciones,contrareferidos,2016-06-01,0,1,0,1,1
LA PAZ,internaciones,contrareferidos,2016-06-01,287,305,287,305,592
MACHARETI,internaciones,contrareferidos,2016-06-01,0,2,0,2,2
MONTEAGUDO,internaciones,contrareferidos,2016-06-01,6,16,6,16,22
MONTERO,internaciones,contrareferidos,2016-06-01,421,3,421,3,424
ORURO,internaciones,contrareferidos,2016-06-01,2,11,2,11,13
POTOSI,internaciones,contrareferidos,2016-06-01,31,0,31,0,31
PUERTO RICO,internaciones,contrareferidos,2016-06-01,0,2,0,2,2
PUERTO SUAREZ,internaciones,contrareferidos,2016-06-01,0,14,0,14,14
PUERTO VILLARROEL,internaciones,contrareferidos,2016-06-01,9,0,9,0,9
PUNATA,internaciones,contrareferidos,2016-06-01,31,77,31,77,108
RIBERALTA,internaciones,contrareferidos,2016-06-01,15,79,15,79,94
SAN IGNACIO,internaciones,contrareferidos,2016-06-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2016-06-01,2,14,2,14,16
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2016-06-01,1052,592,1052,592,1644
SUCRE,internaciones,contrareferidos,2016-06-01,204,446,204,446,650
TARABUCO,internaciones,contrareferidos,2016-06-01,6,14,6,14,20
TARIJA,internaciones,contrareferidos,2016-06-01,1,0,1,0,1
TRINIDAD,internaciones,contrareferidos,2016-06-01,0,1,0,1,1
TUPIZA,internaciones,contrareferidos,2016-06-01,0,52,0,52,52
VALLEGRANDE,internaciones,contrareferidos,2016-06-01,2,3,2,3,5
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,contrareferidos,2016-06-01,1,2,1,2,3
VILLAZON,internaciones,contrareferidos,2016-06-01,8,8,8,8,16
YACUIBA,internaciones,contrareferidos,2016-06-01,24,0,24,0,24
YAPACANI,internaciones,contrareferidos,2016-06-01,0,1,0,1,1
ACHACACHI,internaciones,contrareferidos,2016-07-01,4,0,4,0,4
ARBIETO,internaciones,contrareferidos,2016-07-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2016-07-01,5,7,5,7,12
BERMEJO,internaciones,contrareferidos,2016-07-01,15,2,15,2,17
BUENA VISTA,internaciones,contrareferidos,2016-07-01,1,0,1,0,1
CAMARGO,internaciones,contrareferidos,2016-07-01,12,36,12,36,48
CAMIRI,internaciones,contrareferidos,2016-07-01,0,10,0,10,10
CARANAVI,internaciones,contrareferidos,2016-07-01,2,18,2,18,20
CHALLAPATA,internaciones,contrareferidos,2016-07-01,4,0,4,0,4
CLIZA,internaciones,contrareferidos,2016-07-01,0,2,0,2,2
COBIJA,internaciones,contrareferidos,2016-07-01,7,135,7,135,142
COCHABAMBA,internaciones,contrareferidos,2016-07-01,19,219,19,219,238
COROICO,internaciones,contrareferidos,2016-07-01,22,0,22,0,22
COTOCA,internaciones,contrareferidos,2016-07-01,0,2,0,2,2
CUATRO CAÑADAS,internaciones,contrareferidos,2016-07-01,0,1,0,1,1
CUEVO,internaciones,contrareferidos,2016-07-01,1,1,1,1,2
EL ALTO,internaciones,contrareferidos,2016-07-01,77,3,77,3,80
LA PAZ,internaciones,contrareferidos,2016-07-01,143,151,143,151,294
LAGUNILLAS,internaciones,contrareferidos,2016-07-01,1,0,1,0,1
MACHARETI,internaciones,contrareferidos,2016-07-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2016-07-01,10,18,10,18,28
MONTERO,internaciones,contrareferidos,2016-07-01,426,1,426,1,427
ORURO,internaciones,contrareferidos,2016-07-01,1,4,1,4,5
PADILLA,internaciones,contrareferidos,2016-07-01,13,26,13,26,39
POTOSI,internaciones,contrareferidos,2016-07-01,4,0,4,0,4
PUCARA,internaciones,contrareferidos,2016-07-01,0,1,0,1,1
PUERTO RICO,internaciones,contrareferidos,2016-07-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,contrareferidos,2016-07-01,3,12,3,12,15
PUNATA,internaciones,contrareferidos,2016-07-01,38,99,38,99,137
RIBERALTA,internaciones,contrareferidos,2016-07-01,26,69,26,69,95
ROBORE,internaciones,contrareferidos,2016-07-01,2,1,2,1,3
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2016-07-01,1,22,1,22,23
SAN LUCAS,internaciones,contrareferidos,2016-07-01,0,1,0,1,1
SAN RAMON SCZ,internaciones,contrareferidos,2016-07-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2016-07-01,1025,573,1025,573,1598
SUCRE,internaciones,contrareferidos,2016-07-01,207,391,207,391,598
TARABUCO,internaciones,contrareferidos,2016-07-01,6,11,6,11,17
TRINIDAD,internaciones,contrareferidos,2016-07-01,1,0,1,0,1
TUPIZA,internaciones,contrareferidos,2016-07-01,0,33,0,33,33
VALLEGRANDE,internaciones,contrareferidos,2016-07-01,9,10,9,10,19
VILLAZON,internaciones,contrareferidos,2016-07-01,8,0,8,0,8
YACUIBA,internaciones,contrareferidos,2016-07-01,16,0,16,0,16
YAMPARAEZ,internaciones,contrareferidos,2016-07-01,0,1,0,1,1
ZUDAÑEZ,internaciones,contrareferidos,2016-07-01,2,1,2,1,3
ACHACACHI,internaciones,contrareferidos,2016-08-01,5,0,5,0,5
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2016-08-01,1,17,1,17,18
BERMEJO,internaciones,contrareferidos,2016-08-01,19,5,19,5,24
CAMARGO,internaciones,contrareferidos,2016-08-01,12,30,12,30,42
CARANAVI,internaciones,contrareferidos,2016-08-01,5,8,5,8,13
CHALLAPATA,internaciones,contrareferidos,2016-08-01,7,0,7,0,7
COBIJA,internaciones,contrareferidos,2016-08-01,6,114,6,114,120
COCHABAMBA,internaciones,contrareferidos,2016-08-01,14,283,14,283,297
COROICO,internaciones,contrareferidos,2016-08-01,1,0,1,0,1
COTOCA,internaciones,contrareferidos,2016-08-01,1,2,1,2,3
CUATRO CAÑADAS,internaciones,contrareferidos,2016-08-01,1,1,1,1,2
CULPINA,internaciones,contrareferidos,2016-08-01,2,7,2,7,9
EL ALTO,internaciones,contrareferidos,2016-08-01,65,1,65,1,66
GUAYARAMERIN,internaciones,contrareferidos,2016-08-01,1,0,1,0,1
HUACAYA (VILLA DE HUACAYA),internaciones,contrareferidos,2016-08-01,1,1,1,1,2
LA ASUNTA,internaciones,contrareferidos,2016-08-01,0,7,0,7,7
LA PAZ,internaciones,contrareferidos,2016-08-01,241,249,241,249,490
MACHARETI,internaciones,contrareferidos,2016-08-01,0,1,0,1,1
MONTEAGUDO,internaciones,contrareferidos,2016-08-01,7,21,7,21,28
MONTERO,internaciones,contrareferidos,2016-08-01,346,90,346,90,436
ORURO,internaciones,contrareferidos,2016-08-01,1,1,1,1,2
PADILLA,internaciones,contrareferidos,2016-08-01,10,13,10,13,23
PAMPA AULLAGAS,internaciones,contrareferidos,2016-08-01,0,2,0,2,2
POROMA,internaciones,contrareferidos,2016-08-01,2,2,2,2,4
PORONGO,internaciones,contrareferidos,2016-08-01,2,0,2,0,2
PUERTO QUIJARRO,internaciones,contrareferidos,2016-08-01,0,2,0,2,2
PUERTO RICO,internaciones,contrareferidos,2016-08-01,2,4,2,4,6
PUERTO SUAREZ,internaciones,contrareferidos,2016-08-01,5,23,5,23,28
PUNATA,internaciones,contrareferidos,2016-08-01,37,77,37,77,114
RIBERALTA,internaciones,contrareferidos,2016-08-01,11,101,11,101,112
ROBORE,internaciones,contrareferidos,2016-08-01,0,4,0,4,4
SACABA,internaciones,contrareferidos,2016-08-01,2,0,2,0,2
SAN IGNACIO DE VELASCO,internaciones,contrareferidos,2016-08-01,3,17,3,17,20
SAN LUCAS,internaciones,contrareferidos,2016-08-01,0,1,0,1,1
SANTA ANA,internaciones,contrareferidos,2016-08-01,2,0,2,0,2
SANTA CRUZ DE LA SIERRA,internaciones,contrareferidos,2016-08-01,1718,18,1718,18,1736
SUCRE,internaciones,contrareferidos,2016-08-01,695,115,695,115,810
TARABUCO,internaciones,contrareferidos,2016-08-01,10,22,10,22,32
TARVITA,internaciones,contrareferidos,2016-08-01,0,2,0,2,2
TOMINA,internaciones,contrareferidos,2016-08-01,1,0,1,0,1
TRINIDAD,internaciones,contrareferidos,2016-08-01,2,1,2,1,3
TUPIZA,internaciones,contrareferidos,2016-08-01,0,73,0,73,73
VALLEGRANDE,internaciones,contrareferidos,2016-08-01,0,1,0,1,1
VILLAZON,internaciones,contrareferidos,2016-08-01,9,0,9,0,9
YACUIBA,internaciones,contrareferidos,2016-08-01,17,0,17,0,17
ZUDAÑEZ,internaciones,contrareferidos,2016-08-01,1,1,1,1,2
ACHACACHI,internaciones,contrareferidos,2016-09-01,6,0,6,0,6
AIQUILE,internaciones,contrareferidos,2016-09-01,3,0,3,0,3
ASCENCION DE GUARAYOS,internaciones,contrareferidos,2016-09-01,4,13,4,13,17
BERMEJO,internaciones,contrareferidos,2016-09-01,10,0,10,0,10
BUENA VISTA,internaciones,contrareferidos,2016-09-01,0,2,0,2,2
CAMIRI,internaciones,contrareferidos,2016-09-01,0,36,0,36,36
CARANAVI,internaciones,contrareferidos,2016-09-01,12,24,12,24,36
CHALLAPATA,internaciones,contrareferidos,2016-09-01,13,0,13,0,13
CHULUMANI (V. DE LA LIBERTAD),internaciones,contrareferidos,2016-09-01,1,0,1,0,1
COBIJA,internaciones,contrareferidos,2016-09-01,15,107,15,107,122
COCHABAMBA,internaciones,contrareferidos,2016-09-01,17,357,17,357,374
