,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
ATOCHA,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,0,2,0,2,2
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,1,1,1,1,2
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,4,4,4,4,8
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,2,2,2,2,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,70,55,70,55,125
CONCEPCION,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,0,1,0,1,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,5,4,5,4,9
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,0,2,0,2,2
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,3,1,3,1,4
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,35,46,35,46,81
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,0,4,0,4,4
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,20,23,20,23,43
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,5,7,5,7,12
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,1,0,1,0,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,1,1,1,1,2
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,6,1,6,1,7
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,1,1,1,1,2
SAN MATIAS,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,99,78,99,78,177
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,15,23,15,23,38
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,20,14,20,14,34
TARVITA,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,7,10,7,10,17
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,1,0,1,0,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,0,1,0,1,1
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,1,0,1,0,1
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2016-02-01,1,1,1,1,2
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,2,1,2,1,3
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,1,3,1,3,4
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,2,0,2,0,2
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,1,1,1,1,2
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,4,0,4,0,4
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,63,49,63,49,112
COMARAPA,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,1,0,1,0,1
CONCEPCION,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,1,0,1,0,1
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,1,0,1,0,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,6,1,6,1,7
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,4,0,4,0,4
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,0,1,0,1,1
HUANUNI,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,4,2,4,2,6
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,51,57,51,57,108
MAGDALENA,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,1,0,1,0,1
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,0,2,0,2,2
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,7,11,7,11,18
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,23,22,23,22,45
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,2,0,2,0,2
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,11,8,11,8,19
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,3,4,3,4,7
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,0,3,0,3,3
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,91,85,91,85,176
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,20,19,20,19,39
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,11,6,11,6,17
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,4,11,4,11,15
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,1,1,1,1,2
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,0,2,0,2,2
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,0,2,0,2,2
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,1,2,1,2,3
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,1,0,1,0,1
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2016-03-01,1,0,1,0,1
APOLO,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,0,1,0,1
ATOCHA,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,0,1,0,1,1
BAURES,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,6,1,6,7
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,4,8,4,8,12
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,41,41,41,41,82
CUATRO CAÑADAS,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,0,48,0,48,48
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,6,5,6,5,11
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,0,1,0,1,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,2,0,2,0,2
IRUPANA (VILLA DE LANZA),internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,0,1,0,1
LA ASUNTA,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,7,0,7,0,7
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,68,74,68,74,142
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,5,7,5,7,12
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,23,16,23,16,39
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,16,9,16,9,25
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,1,1,1,2
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,10,1,10,1,11
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,2,1,2,1,3
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,0,1,0,1,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,0,1,0,1
SAN MATIAS,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,0,1,0,1
SAN PEDRO,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,94,82,94,82,176
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,11,25,11,25,36
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,18,24,18,24,42
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,7,3,7,3,10
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,0,2,0,2,2
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,1,1,1,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,0,3,0,3,3
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,2,0,2,0,2
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,0,1,0,1
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,3,3,3,3,6
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2016-04-01,1,0,1,0,1
APOLO,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,1,0,1,0,1
BAURES,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,0,1,0,1,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,1,3,1,3,4
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,0,1,0,1,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,0,1,0,1,1
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,3,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,5,0,5,0,5
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,71,51,71,51,122
CONCEPCION,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,8,5,8,5,13
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,2,1,2,1,3
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,6,0,6,0,6
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,96,87,96,87,183
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,1,2,1,2,3
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,3,4,3,4,7
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,34,26,34,26,60
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,7,6,7,6,13
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,0,1,0,1,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,5,2,5,2,7
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,0,1,0,1,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,1,0,1,0,1
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,0,2,0,2,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,88,88,88,88,176
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,26,20,26,20,46
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,21,15,21,15,36
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,9,6,9,6,15
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,0,1,0,1,1
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,0,1,0,1,1
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,1,0,1,0,1
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,1,0,1,0,1
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,1,0,1,0,1
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2016-05-01,3,3,3,3,6
ATOCHA,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,0,2,0,2,2
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,2,1,2,1,3
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,0,2,0,2,2
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,2,0,2,0,2
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,0,1,0,1,1
CLIZA,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,4,4,4,4,8
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,87,68,87,68,155
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,0,1,0,1,1
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,5,8,5,8,13
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,1,1,1,1,2
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,3,2,3,2,5
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,1,0,1,0,1
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,90,82,90,82,172
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,4,6,4,6,10
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,11,26,11,26,37
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,11,9,11,9,20
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,2,3,2,3,5
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,1,0,1,0,1
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,1,0,1,0,1
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,1,0,1,0,1
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,57,41,57,41,98
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,25,24,25,24,49
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,17,18,17,18,35
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,7,6,7,6,13
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,0,5,0,5,5
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,0,1,0,1,1
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,2,0,2,0,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,3,0,3,0,3
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2016-06-01,2,1,2,1,3
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,2,2,2,2,4
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,0,2,0,2,2
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,5,1,5,1,6
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,69,54,69,54,123
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,6,10,6,10,16
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,1,2,1,2,3
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,1,1,1,1,2
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,88,92,88,92,180
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,2,0,2,0,2
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,3,3,3,3,6
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,22,22,22,22,44
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,0,1,0,1,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,8,12,8,12,20
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,2,5,2,5,7
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,0,1,0,1,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,103,63,103,63,166
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,38,25,38,25,63
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,19,12,19,12,31
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,6,6,6,6,12
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,0,7,0,7,7
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,0,2,0,2,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,0,1,0,1,1
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,1,1,1,1,2
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,1,1,1,1,2
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2016-07-01,2,1,2,1,3
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,1,0,1,0,1
BOYUIBE,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,0,1,0,1,1
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,1,0,1,0,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,2,2,2,2,4
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,2,1,2,1,3
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,1,0,1,0,1
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,67,67,67,67,134
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,0,1,0,1,1
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2016-08-01,7,15,7,15,22
