,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
CLIZA,internaciones,ingresos espontaneos,2016-01-01,10,49,10,49,59
COBIJA,internaciones,ingresos espontaneos,2016-01-01,112,252,112,252,364
COCAPATA,internaciones,ingresos espontaneos,2016-01-01,0,3,0,3,3
COCHABAMBA,internaciones,ingresos espontaneos,2016-01-01,3050,5131,3050,5131,8181
COLCAPIRHUA,internaciones,ingresos espontaneos,2016-01-01,3,32,3,32,35
"COLCHA ""K""",internaciones,ingresos espontaneos,2016-01-01,2,3,2,3,5
COLLANA,internaciones,ingresos espontaneos,2016-01-01,0,1,0,1,1
COLOMI,internaciones,ingresos espontaneos,2016-01-01,0,27,0,27,27
COLPA BELGICA,internaciones,ingresos espontaneos,2016-01-01,10,15,10,15,25
COLQUECHACA,internaciones,ingresos espontaneos,2016-01-01,1,2,1,2,3
COLQUENCHA,internaciones,ingresos espontaneos,2016-01-01,0,5,0,5,5
COMARAPA,internaciones,ingresos espontaneos,2016-01-01,7,52,7,52,59
COMBAYA,internaciones,ingresos espontaneos,2016-01-01,0,1,0,1,1
CONCEPCION,internaciones,ingresos espontaneos,2016-01-01,13,48,13,48,61
COPACABANA,internaciones,ingresos espontaneos,2016-01-01,0,10,0,10,10
CORIPATA,internaciones,ingresos espontaneos,2016-01-01,0,2,0,2,2
COROICO,internaciones,ingresos espontaneos,2016-01-01,13,36,13,36,49
COTAGAITA,internaciones,ingresos espontaneos,2016-01-01,0,13,0,13,13
COTOCA,internaciones,ingresos espontaneos,2016-01-01,41,165,41,165,206
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2016-01-01,22,44,22,44,66
CUEVO,internaciones,ingresos espontaneos,2016-01-01,3,5,3,5,8
CULPINA,internaciones,ingresos espontaneos,2016-01-01,13,24,13,24,37
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2016-01-01,0,2,0,2,2
EL ALTO,internaciones,ingresos espontaneos,2016-01-01,901,2466,901,2466,3367
EL PUENTE(STC),internaciones,ingresos espontaneos,2016-01-01,12,25,12,25,37
EL TORNO,internaciones,ingresos espontaneos,2016-01-01,328,412,328,412,740
EL VILLAR,internaciones,ingresos espontaneos,2016-01-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2016-01-01,3,28,3,28,31
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2016-01-01,2,37,2,37,39
ESCOMA,internaciones,ingresos espontaneos,2016-01-01,2,9,2,9,11
EUCALIPTUS,internaciones,ingresos espontaneos,2016-01-01,0,3,0,3,3
EXALTACION,internaciones,ingresos espontaneos,2016-01-01,1,1,1,1,2
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2016-01-01,16,17,16,17,33
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2016-01-01,2,12,2,12,14
GUANAY,internaciones,ingresos espontaneos,2016-01-01,12,31,12,31,43
GUAYARAMERIN,internaciones,ingresos espontaneos,2016-01-01,142,361,142,361,503
GUTIERREZ,internaciones,ingresos espontaneos,2016-01-01,15,43,15,43,58
HUACARETA,internaciones,ingresos espontaneos,2016-01-01,7,35,7,35,42
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2016-01-01,4,5,4,5,9
HUANUNI,internaciones,ingresos espontaneos,2016-01-01,81,122,81,122,203
HUARACAJE,internaciones,ingresos espontaneos,2016-01-01,4,9,4,9,13
HUATAJATA,internaciones,ingresos espontaneos,2016-01-01,0,1,0,1,1
HUAYLLAMARCA,internaciones,ingresos espontaneos,2016-01-01,1,1,1,1,2
HUMANATA,internaciones,ingresos espontaneos,2016-01-01,0,2,0,2,2
ICLA,internaciones,ingresos espontaneos,2016-01-01,1,5,1,5,6
INCAHUASI,internaciones,ingresos espontaneos,2016-01-01,1,10,1,10,11
INGAVI (HUMAITA),internaciones,ingresos espontaneos,2016-01-01,0,3,0,3,3
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2016-01-01,12,23,12,23,35
IXIAMAS,internaciones,ingresos espontaneos,2016-01-01,6,20,6,20,26
JESUS DE MACHACA,internaciones,ingresos espontaneos,2016-01-01,0,3,0,3,3
LA ASUNTA,internaciones,ingresos espontaneos,2016-01-01,13,68,13,68,81
LA GUARDIA,internaciones,ingresos espontaneos,2016-01-01,61,127,61,127,188
LA PAZ,internaciones,ingresos espontaneos,2016-01-01,1909,4467,1909,4467,6376
LAJA,internaciones,ingresos espontaneos,2016-01-01,0,12,0,12,12
LLALLAGUA,internaciones,ingresos espontaneos,2016-01-01,63,193,63,193,256
LLICA,internaciones,ingresos espontaneos,2016-01-01,0,7,0,7,7
LURIBAY,internaciones,ingresos espontaneos,2016-01-01,1,2,1,2,3
MACHACAMARCA,internaciones,ingresos espontaneos,2016-01-01,0,2,0,2,2
MACHARETI,internaciones,ingresos espontaneos,2016-01-01,2,5,2,5,7
MAGDALENA,internaciones,ingresos espontaneos,2016-01-01,23,41,23,41,64
MAIRANA,internaciones,ingresos espontaneos,2016-01-01,5,29,5,29,34
MAPIRI,internaciones,ingresos espontaneos,2016-01-01,9,23,9,23,32
MECAPACA,internaciones,ingresos espontaneos,2016-01-01,0,2,0,2,2
MINEROS,internaciones,ingresos espontaneos,2016-01-01,7,19,7,19,26
MIZQUE,internaciones,ingresos espontaneos,2016-01-01,7,52,7,52,59
MOCOMOCO,internaciones,ingresos espontaneos,2016-01-01,0,2,0,2,2
MOJOCOYA,internaciones,ingresos espontaneos,2016-01-01,2,8,2,8,10
MONTEAGUDO,internaciones,ingresos espontaneos,2016-01-01,51,120,51,120,171
MONTERO,internaciones,ingresos espontaneos,2016-01-01,216,294,216,294,510
MORO MORO,internaciones,ingresos espontaneos,2016-01-01,1,0,1,0,1
MOROCHATA,internaciones,ingresos espontaneos,2016-01-01,0,9,0,9,9
NACEBE (SANTA ROSA DEL ABUNA),internaciones,ingresos espontaneos,2016-01-01,0,2,0,2,2
OCURI,internaciones,ingresos espontaneos,2016-01-01,0,7,0,7,7
OMEREQUE,internaciones,ingresos espontaneos,2016-01-01,4,8,4,8,12
ORURO,internaciones,ingresos espontaneos,2016-01-01,1179,2085,1179,2085,3264
PADILLA,internaciones,ingresos espontaneos,2016-01-01,19,32,19,32,51
PAILON,internaciones,ingresos espontaneos,2016-01-01,32,110,32,110,142
PALCA,internaciones,ingresos espontaneos,2016-01-01,0,3,0,3,3
PALOS BLANCOS,internaciones,ingresos espontaneos,2016-01-01,9,47,9,47,56
PAMPA AULLAGAS,internaciones,ingresos espontaneos,2016-01-01,0,2,0,2,2
PAMPA GRANDE,internaciones,ingresos espontaneos,2016-01-01,0,11,0,11,11
PAPEL PAMPA,internaciones,ingresos espontaneos,2016-01-01,0,4,0,4,4
PASORAPA,internaciones,ingresos espontaneos,2016-01-01,6,3,6,3,9
PATACAMAYA,internaciones,ingresos espontaneos,2016-01-01,7,37,7,37,44
PAZÑA,internaciones,ingresos espontaneos,2016-01-01,0,2,0,2,2
POCOATA,internaciones,ingresos espontaneos,2016-01-01,0,7,0,7,7
POCONA,internaciones,ingresos espontaneos,2016-01-01,0,5,0,5,5
POJO (CBBA),internaciones,ingresos espontaneos,2016-01-01,4,18,4,18,22
POOPO,internaciones,ingresos espontaneos,2016-01-01,0,2,0,2,2
POROMA,internaciones,ingresos espontaneos,2016-01-01,0,7,0,7,7
PORONGO,internaciones,ingresos espontaneos,2016-01-01,5,10,5,10,15
PORTACHUELO,internaciones,ingresos espontaneos,2016-01-01,86,113,86,113,199
PORVENIR,internaciones,ingresos espontaneos,2016-01-01,0,1,0,1,1
POSTRER VALLE,internaciones,ingresos espontaneos,2016-01-01,0,1,0,1,1
POTOSI,internaciones,ingresos espontaneos,2016-01-01,707,1438,707,1438,2145
PRESTO,internaciones,ingresos espontaneos,2016-01-01,3,7,3,7,10
PUCARANI,internaciones,ingresos espontaneos,2016-01-01,0,10,0,10,10
PUERTO ACOSTA,internaciones,ingresos espontaneos,2016-01-01,0,1,0,1,1
PUERTO CARABUCO,internaciones,ingresos espontaneos,2016-01-01,0,1,0,1,1
PUERTO PEREZ,internaciones,ingresos espontaneos,2016-01-01,1,0,1,0,1
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2016-01-01,16,7,16,7,23
PUERTO RICO,internaciones,ingresos espontaneos,2016-01-01,3,22,3,22,25
PUERTO SUAREZ,internaciones,ingresos espontaneos,2016-01-01,39,91,39,91,130
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2016-01-01,74,205,74,205,279
PUNA,internaciones,ingresos espontaneos,2016-01-01,1,14,1,14,15
PUNATA,internaciones,ingresos espontaneos,2016-01-01,86,165,86,165,251
QUIABAYA,internaciones,ingresos espontaneos,2016-01-01,0,3,0,3,3
QUILLACOLLO,internaciones,ingresos espontaneos,2016-01-01,46,322,46,322,368
QUIRUSILLAS,internaciones,ingresos espontaneos,2016-01-01,1,0,1,0,1
RAVELO,internaciones,ingresos espontaneos,2016-01-01,0,4,0,4,4
REYES,internaciones,ingresos espontaneos,2016-01-01,11,30,11,30,41
RIBERALTA,internaciones,ingresos espontaneos,2016-01-01,306,586,306,586,892
ROBORE,internaciones,ingresos espontaneos,2016-01-01,25,90,25,90,115
RURRENABAQUE,internaciones,ingresos espontaneos,2016-01-01,41,98,41,98,139
SACABA,internaciones,ingresos espontaneos,2016-01-01,131,417,131,417,548
SACABAMBA,internaciones,ingresos espontaneos,2016-01-01,7,10,7,10,17
SACACA,internaciones,ingresos espontaneos,2016-01-01,0,15,0,15,15
SAIPINA,internaciones,ingresos espontaneos,2016-01-01,0,14,0,14,14
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2016-01-01,2,3,2,3,5
SAMAIPATA,internaciones,ingresos espontaneos,2016-01-01,4,26,4,26,30
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2016-01-01,4,18,4,18,22
SAN BENITO,internaciones,ingresos espontaneos,2016-01-01,0,6,0,6,6
SAN BORJA,internaciones,ingresos espontaneos,2016-01-01,35,126,35,126,161
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2016-01-01,18,48,18,48,66
SAN CARLOS,internaciones,ingresos espontaneos,2016-01-01,0,7,0,7,7
SAN IGNACIO,internaciones,ingresos espontaneos,2016-01-01,20,67,20,67,87
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2016-01-01,94,210,94,210,304
SAN JAVIER(BNI),internaciones,ingresos espontaneos,2016-01-01,1,0,1,0,1
SAN JAVIER(STC),internaciones,ingresos espontaneos,2016-01-01,7,37,7,37,44
SAN JOAQUIN,internaciones,ingresos espontaneos,2016-01-01,3,90,3,90,93
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2016-01-01,90,119,90,119,209
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2016-01-01,35,53,35,53,88
SAN JULIAN,internaciones,ingresos espontaneos,2016-01-01,63,192,63,192,255
SAN LORENZO(PND),internaciones,ingresos espontaneos,2016-01-01,0,5,0,5,5
SAN LORENZO(TJA),internaciones,ingresos espontaneos,2016-01-01,0,8,0,8,8
SAN LUCAS,internaciones,ingresos espontaneos,2016-01-01,10,37,10,37,47
SAN MATIAS,internaciones,ingresos espontaneos,2016-01-01,30,43,30,43,73
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2016-01-01,13,32,13,32,45
SAN PEDRO,internaciones,ingresos espontaneos,2016-01-01,5,22,5,22,27
SAN RAFAEL,internaciones,ingresos espontaneos,2016-01-01,7,10,7,10,17
SAN RAMON BENI,internaciones,ingresos espontaneos,2016-01-01,17,21,17,21,38
SAN RAMON SCZ,internaciones,ingresos espontaneos,2016-01-01,13,32,13,32,45
SANTA ANA,internaciones,ingresos espontaneos,2016-01-01,30,101,30,101,131
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2016-01-01,4068,6509,4068,6509,10577
SANTA ROSA,internaciones,ingresos espontaneos,2016-01-01,12,30,12,30,42
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2016-01-01,28,34,28,34,62
SANTIAGO DE HUARI,internaciones,ingresos espontaneos,2016-01-01,0,4,0,4,4
SANTIAGO DE HUATA,internaciones,ingresos espontaneos,2016-01-01,0,1,0,1,1
SANTIAGO DE MACHACA,internaciones,ingresos espontaneos,2016-01-01,0,1,0,1,1
SANTIVAÑES,internaciones,ingresos espontaneos,2016-01-01,0,6,0,6,6
SANTUARIO DE QUILLACAS,internaciones,ingresos espontaneos,2016-01-01,0,1,0,1,1
SENA,internaciones,ingresos espontaneos,2016-01-01,2,10,2,10,12
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2016-01-01,0,3,0,3,3
SICAYA,internaciones,ingresos espontaneos,2016-01-01,0,1,0,1,1
SIPE SIPE,internaciones,ingresos espontaneos,2016-01-01,0,52,0,52,52
SOPACHUY,internaciones,ingresos espontaneos,2016-01-01,5,21,5,21,26
SORATA,internaciones,ingresos espontaneos,2016-01-01,4,10,4,10,14
SUCRE,internaciones,ingresos espontaneos,2016-01-01,1198,2456,1198,2456,3654
TACACOMA,internaciones,ingresos espontaneos,2016-01-01,0,4,0,4,4
TACOPAYA,internaciones,ingresos espontaneos,2016-01-01,2,0,2,0,2
TAPACARI,internaciones,ingresos espontaneos,2016-01-01,0,3,0,3,3
TARABUCO,internaciones,ingresos espontaneos,2016-01-01,12,33,12,33,45
TARATA,internaciones,ingresos espontaneos,2016-01-01,1,9,1,9,10
TARIJA,internaciones,ingresos espontaneos,2016-01-01,842,1336,842,1336,2178
TARVITA,internaciones,ingresos espontaneos,2016-01-01,15,14,15,14,29
TEOPONTE,internaciones,ingresos espontaneos,2016-01-01,17,25,17,25,42
TIAWANACU,internaciones,ingresos espontaneos,2016-01-01,7,11,7,11,18
TIPUANI,internaciones,ingresos espontaneos,2016-01-01,0,10,0,10,10
TIQUIPAYA,internaciones,ingresos espontaneos,2016-01-01,27,187,27,187,214
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2016-01-01,0,18,0,18,18
TOCO,internaciones,ingresos espontaneos,2016-01-01,0,6,0,6,6
TOLATA,internaciones,ingresos espontaneos,2016-01-01,1,8,1,8,9
TOMAVE,internaciones,ingresos espontaneos,2016-01-01,0,8,0,8,8
TOMINA,internaciones,ingresos espontaneos,2016-01-01,0,10,0,10,10
TORO TORO,internaciones,ingresos espontaneos,2016-01-01,0,7,0,7,7
TOTORA(CBBA),internaciones,ingresos espontaneos,2016-01-01,2,20,2,20,22
TOTORA(ORR),internaciones,ingresos espontaneos,2016-01-01,0,2,0,2,2
TRIGAL,internaciones,ingresos espontaneos,2016-01-01,4,3,4,3,7
TRINIDAD,internaciones,ingresos espontaneos,2016-01-01,444,1079,444,1079,1523
TUPIZA,internaciones,ingresos espontaneos,2016-01-01,81,164,81,164,245
UNCIA,internaciones,ingresos espontaneos,2016-01-01,0,13,0,13,13
URUBICHA,internaciones,ingresos espontaneos,2016-01-01,13,18,13,18,31
UYUNI,internaciones,ingresos espontaneos,2016-01-01,54,162,54,162,216
VACAS,internaciones,ingresos espontaneos,2016-01-01,0,5,0,5,5
VALLEGRANDE,internaciones,ingresos espontaneos,2016-01-01,71,112,71,112,183
VIACHA,internaciones,ingresos espontaneos,2016-01-01,39,132,39,132,171
VILA VILA,internaciones,ingresos espontaneos,2016-01-01,0,3,0,3,3
VILLA CHARCAS,internaciones,ingresos espontaneos,2016-01-01,2,12,2,12,14
VILLA MONTES,internaciones,ingresos espontaneos,2016-01-01,90,227,90,227,317
VILLA RIVERO,internaciones,ingresos espontaneos,2016-01-01,0,7,0,7,7
VILLA SERRANO,internaciones,ingresos espontaneos,2016-01-01,0,2,0,2,2
VILLA TUNARI,internaciones,ingresos espontaneos,2016-01-01,102,194,102,194,296
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2016-01-01,5,11,5,11,16
VILLAZON,internaciones,ingresos espontaneos,2016-01-01,74,141,74,141,215
VINTO,internaciones,ingresos espontaneos,2016-01-01,28,114,28,114,142
VITICHI,internaciones,ingresos espontaneos,2016-01-01,0,6,0,6,6
WARNES,internaciones,ingresos espontaneos,2016-01-01,53,114,53,114,167
YACO,internaciones,ingresos espontaneos,2016-01-01,0,1,0,1,1
YACUIBA,internaciones,ingresos espontaneos,2016-01-01,398,728,398,728,1126
YAMPARAEZ,internaciones,ingresos espontaneos,2016-01-01,0,6,0,6,6
YANACACHI,internaciones,ingresos espontaneos,2016-01-01,1,6,1,6,7
YAPACANI,internaciones,ingresos espontaneos,2016-01-01,101,226,101,226,327
YOTALA,internaciones,ingresos espontaneos,2016-01-01,0,13,0,13,13
ZUDAÑEZ,internaciones,ingresos espontaneos,2016-01-01,9,27,9,27,36
ACACIO,internaciones,ingresos espontaneos,2016-02-01,1,3,1,3,4
ACHACACHI,internaciones,ingresos espontaneos,2016-02-01,25,78,25,78,103
ACHOCALLA,internaciones,ingresos espontaneos,2016-02-01,0,3,0,3,3
AIQUILE,internaciones,ingresos espontaneos,2016-02-01,18,68,18,68,86
ALCALA,internaciones,ingresos espontaneos,2016-02-01,0,2,0,2,2
ALTO BENI,internaciones,ingresos espontaneos,2016-02-01,0,10,0,10,10
ANCORAIMES,internaciones,ingresos espontaneos,2016-02-01,0,4,0,4,4
ANZALDO,internaciones,ingresos espontaneos,2016-02-01,9,14,9,14,23
APOLO,internaciones,ingresos espontaneos,2016-02-01,5,22,5,22,27
ARAMPAMPA,internaciones,ingresos espontaneos,2016-02-01,0,1,0,1,1
ARBIETO,internaciones,ingresos espontaneos,2016-02-01,0,13,0,13,13
ARQUE,internaciones,ingresos espontaneos,2016-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2016-02-01,52,136,52,136,188
ATOCHA,internaciones,ingresos espontaneos,2016-02-01,13,27,13,27,40
AUCAPATA,internaciones,ingresos espontaneos,2016-02-01,0,1,0,1,1
AYO AYO,internaciones,ingresos espontaneos,2016-02-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2016-02-01,5,31,5,31,36
AZURDUY,internaciones,ingresos espontaneos,2016-02-01,14,23,14,23,37
BATALLAS,internaciones,ingresos espontaneos,2016-02-01,0,1,0,1,1
BAURES,internaciones,ingresos espontaneos,2016-02-01,8,23,8,23,31
BELLA FLOR,internaciones,ingresos espontaneos,2016-02-01,1,1,1,1,2
BERMEJO,internaciones,ingresos espontaneos,2016-02-01,103,203,103,203,306
BETANZOS,internaciones,ingresos espontaneos,2016-02-01,5,26,5,26,31
BOYUIBE,internaciones,ingresos espontaneos,2016-02-01,20,26,20,26,46
BUENA VISTA,internaciones,ingresos espontaneos,2016-02-01,32,28,32,28,60
CABEZAS,internaciones,ingresos espontaneos,2016-02-01,11,15,11,15,26
"CAIZA ""D""",internaciones,ingresos espontaneos,2016-02-01,0,6,0,6,6
CAJUATA,internaciones,ingresos espontaneos,2016-02-01,0,9,0,9,9
CALAMARCA,internaciones,ingresos espontaneos,2016-02-01,1,15,1,15,16
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2016-02-01,0,2,0,2,2
CAMIRI,internaciones,ingresos espontaneos,2016-02-01,217,433,217,433,650
CAPINOTA,internaciones,ingresos espontaneos,2016-02-01,0,37,0,37,37
CAQUIAVIRI,internaciones,ingresos espontaneos,2016-02-01,0,1,0,1,1
CARACOLLO,internaciones,ingresos espontaneos,2016-02-01,0,19,0,19,19
CARANAVI,internaciones,ingresos espontaneos,2016-02-01,29,145,29,145,174
CARAPARI,internaciones,ingresos espontaneos,2016-02-01,1,7,1,7,8
CARIPUYO,internaciones,ingresos espontaneos,2016-02-01,0,1,0,1,1
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2016-02-01,24,44,24,44,68
CHALLAPATA,internaciones,ingresos espontaneos,2016-02-01,24,84,24,84,108
CHAQUI,internaciones,ingresos espontaneos,2016-02-01,0,1,0,1,1
CHARAGUA,internaciones,ingresos espontaneos,2016-02-01,42,75,42,75,117
CHAYANTA,internaciones,ingresos espontaneos,2016-02-01,4,14,4,14,18
CHIMORE,internaciones,ingresos espontaneos,2016-02-01,4,23,4,23,27
CHUA COCANI,internaciones,ingresos espontaneos,2016-02-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2016-02-01,3,47,3,47,50
CHUMA,internaciones,ingresos espontaneos,2016-02-01,0,2,0,2,2
CKOCHAS,internaciones,ingresos espontaneos,2016-02-01,0,1,0,1,1
CLIZA,internaciones,ingresos espontaneos,2016-02-01,21,58,21,58,79
COBIJA,internaciones,ingresos espontaneos,2016-02-01,164,252,164,252,416
COCAPATA,internaciones,ingresos espontaneos,2016-02-01,0,7,0,7,7
COCHABAMBA,internaciones,ingresos espontaneos,2016-02-01,2782,4691,2782,4691,7473
COLCAPIRHUA,internaciones,ingresos espontaneos,2016-02-01,11,81,11,81,92
COLLANA,internaciones,ingresos espontaneos,2016-02-01,0,1,0,1,1
COLOMI,internaciones,ingresos espontaneos,2016-02-01,0,22,0,22,22
COLPA BELGICA,internaciones,ingresos espontaneos,2016-02-01,8,22,8,22,30
COLQUECHACA,internaciones,ingresos espontaneos,2016-02-01,1,8,1,8,9
COLQUENCHA,internaciones,ingresos espontaneos,2016-02-01,0,2,0,2,2
COLQUIRI,internaciones,ingresos espontaneos,2016-02-01,0,4,0,4,4
COMARAPA,internaciones,ingresos espontaneos,2016-02-01,4,47,4,47,51
CONCEPCION,internaciones,ingresos espontaneos,2016-02-01,16,66,16,66,82
COPACABANA,internaciones,ingresos espontaneos,2016-02-01,0,6,0,6,6
CORIPATA,internaciones,ingresos espontaneos,2016-02-01,1,7,1,7,8
COROICO,internaciones,ingresos espontaneos,2016-02-01,11,46,11,46,57
COTAGAITA,internaciones,ingresos espontaneos,2016-02-01,5,5,5,5,10
COTOCA,internaciones,ingresos espontaneos,2016-02-01,50,105,50,105,155
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2016-02-01,9,12,9,12,21
CUCHUMUELA (V. G. VILLARROEL),internaciones,ingresos espontaneos,2016-02-01,0,1,0,1,1
CUEVO,internaciones,ingresos espontaneos,2016-02-01,6,6,6,6,12
CULPINA,internaciones,ingresos espontaneos,2016-02-01,9,41,9,41,50
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2016-02-01,0,3,0,3,3
EL ALTO,internaciones,ingresos espontaneos,2016-02-01,792,2236,792,2236,3028
EL CHORO,internaciones,ingresos espontaneos,2016-02-01,0,1,0,1,1
EL PUENTE(STC),internaciones,ingresos espontaneos,2016-02-01,13,17,13,17,30
EL TORNO,internaciones,ingresos espontaneos,2016-02-01,235,445,235,445,680
EL VILLAR,internaciones,ingresos espontaneos,2016-02-01,0,1,0,1,1
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2016-02-01,6,22,6,22,28
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2016-02-01,11,58,11,58,69
ESCOMA,internaciones,ingresos espontaneos,2016-02-01,1,4,1,4,5
EUCALIPTUS,internaciones,ingresos espontaneos,2016-02-01,0,2,0,2,2
EXALTACION,internaciones,ingresos espontaneos,2016-02-01,4,1,4,1,5
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2016-02-01,11,19,11,19,30
FILADELFIA,internaciones,ingresos espontaneos,2016-02-01,0,1,0,1,1
