,group,variable,month,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,FALLECIDOS A PARTIR DE LAS 48 HRS. CANTIDAD,TOTALES,TOTALES,TOTALES
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,172,130,172,130,302
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,36,28,36,28,64
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,46,18,46,18,64
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,15,16,15,16,31
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,1,0,1,0,1
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,1,1,1,1,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,2,2,2,2,4
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,2,1,2,1,3
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,0,3,0,3,3
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,3,0,3,0,3
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,0,1,0,1,1
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,0,0,0,0,0
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,4,6,4,6,10
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2021-01-01,1,2,1,2,3
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,0,0,0,0,0
APOLO,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,0,1,0,1,1
ATOCHA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,0,1,0,1,1
AYATA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,0,1,0,1
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,0,1,0,1,1
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,2,0,2,0,2
CARACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,2,0,2,0,2
CHALLAPATA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,15,12,15,12,27
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,131,101,131,101,232
CONCEPCION,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,0,1,0,1,1
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,0,1,0,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,2,1,2,1,3
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,71,54,71,54,125
ENTRE RIOS TRJ,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,0,1,0,1,1
HUANUNI,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,2,0,2,0,2
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,2,4,2,4,6
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,149,96,149,96,245
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,1,1,1,2
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,0,2,0,2,2
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,7,3,7,3,10
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,18,12,18,12,30
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,49,27,49,27,76
PUERTO QUIJARRO,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,0,1,0,1
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,1,1,1,2
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,2,0,2,0,2
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,2,1,2,1,3
REYES,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,1,1,1,2
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,7,1,7,1,8
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,0,1,0,1
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,2,5,2,5,7
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,2,1,2,3
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,1,1,1,2
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,0,1,0,1
SAN MATIAS,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,0,1,0,1
SAN PEDRO,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,117,98,117,98,215
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,1,2,1,2,3
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,19,19,19,19,38
TARABUCO,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,2,0,2,0,2
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,48,34,48,34,82
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,0,0,0,0,0
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,23,5,23,5,28
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,2,4,2,4,6
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,2,0,2,0,2
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,0,3,0,3,3
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,2,2,2,2,4
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,0,0,0,0,0
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,0,1,0,1,1
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,0,0,0,0,0
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,7,7,7,7,14
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2021-02-01,4,1,4,1,5
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,6,2,6,2,8
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,0,1,0,1
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,0,1,0,1
CHALLAPATA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,2,0,2,0,2
CHARAGUA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,1,1,1,2
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,11,8,11,8,19
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,103,67,103,67,170
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,0,1,0,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,3,2,3,2,5
CULPINA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,2,0,2,0,2
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,51,25,51,25,76
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,3,1,3,1,4
ENTRE RIOS CBBA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,3,10,3,10,13
HUANUNI,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,4,2,4,2,6
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,82,65,82,65,147
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,3,1,3,1,4
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,7,6,7,6,13
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,59,39,59,39,98
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,0,1,0,1
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,31,17,31,17,48
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,2,3,2,3,5
REYES,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,0,1,0,1
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,22,11,22,11,33
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,4,2,4,2,6
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,0,1,0,1,1
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,3,1,3,1,4
SAN JOAQUIN,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,0,3,0,3,3
SAN PEDRO,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,0,1,0,1
SAN RAFAEL,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,0,1,0,1
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,1,1,1,2
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,91,82,91,82,173
SANTA ROSA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,1,1,1,2
SHINAOTA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,0,1,0,1
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,20,30,20,30,50
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,45,37,45,37,82
TARVITA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,0,1,0,1
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,16,10,16,10,26
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,2,1,2,3
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,2,1,2,3
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,1,1,1,1,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,3,1,3,1,4
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,0,0,0,0,0
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,10,0,10,0,10
YAPACANI,internaciones,fallecidos a partir de las 48 hrs.,2021-03-01,2,1,2,1,3
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,1,0,1,1
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,0,0,0,0
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,3,3,3,3,6
CARANAVI,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,1,0,1,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,26,16,26,16,42
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,128,96,128,96,224
CONCEPCION,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,1,0,1,1
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,1,0,1,0,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,5,3,5,3,8
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,20,16,20,16,36
ENTRE RIOS TRJ,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,1,0,1,1
ENTRE RIOS CBBA,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,1,0,1,1
FERNANDEZ ALONSO,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,7,9,7,9,16
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,6,1,6,1,7
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,75,58,75,58,133
LORETO,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,1,0,1,0,1
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,1,0,1,0,1
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,8,5,8,5,13
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,32,59,32,59,91
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,1,0,1,0,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,2,1,2,1,3
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,21,18,21,18,39
PUERTO SUAREZ,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,1,0,1,1
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,1,0,1,1
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,5,0,5,0,5
REYES,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,2,0,2,2
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,23,20,23,20,43
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,1,0,1,1
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,2,0,2,0,2
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,9,6,9,6,15
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,1,0,1,1
SAN IGNACIO,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,1,0,1,0,1
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,2,1,2,1,3
SAN JOAQUIN,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,2,2,2,2,4
SAN JOSE DE CHIQUITOS,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,1,1,1,1,2
SAN JULIAN,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,3,0,3,0,3
SAN LUCAS,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,1,0,1,0,1
SAN RAMON BENI,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,94,96,94,96,190
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,28,25,28,25,53
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,32,18,32,18,50
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,10,20,10,20,30
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,1,0,1,1
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,2,0,2,0,2
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,1,0,1,1
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,1,0,1,1
VILLAZON,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,1,2,1,2,3
VINTO,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,0,0,0,0,0
YACUIBA,internaciones,fallecidos a partir de las 48 hrs.,2021-04-01,5,1,5,1,6
ACHACACHI,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,0,0,0,0,0
AIQUILE,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,0,0,0,0,0
ASCENCION DE GUARAYOS,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,2,3,2,3,5
BERMEJO,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,4,2,4,2,6
CABEZAS,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,1,0,1,0,1
CAMARGO,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,3,2,3,2,5
CAMIRI,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,2,5,2,5,7
CAPINOTA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,1,1,1,1,2
CARAPARI,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,0,0,0,0,0
CHALLAPATA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,1,0,1,0,1
COBIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,10,7,10,7,17
COCHABAMBA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,285,170,285,170,455
COLCAPIRHUA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,4,3,4,3,7
CONCEPCION,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,2,0,2,0,2
COROICO,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,0,1,0,1,1
COTAGAITA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,1,0,1,0,1
COTOCA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,12,9,12,9,21
CUATRO CAÑADAS,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,1,4,1,4,5
EL ALTO,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,36,44,36,44,80
EL TORNO,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,2,1,2,1,3
GUANAY,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,1,0,1,0,1
GUAYARAMERIN,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,6,3,6,3,9
HUANUNI,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,1,0,1,0,1
LA GUARDIA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,6,4,6,4,10
LA PAZ,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,79,59,79,59,138
LAS CARRERAS,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,0,1,0,1,1
LLALLAGUA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,1,0,1,0,1
MINEROS,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,4,2,4,2,6
MIZQUE,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,0,0,0,0,0
MONTEAGUDO,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,7,0,7,0,7
MONTERO,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,15,8,15,8,23
ORURO,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,99,68,99,68,167
PADILLA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,0,1,0,1,1
PORTACHUELO,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,6,1,6,1,7
POTOSI,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,36,31,36,31,67
PUERTO VILLARROEL,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,4,2,4,2,6
PUNATA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,2,1,2,1,3
QUILLACOLLO,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,11,4,11,4,15
RIBERALTA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,11,6,11,6,17
ROBORE,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,1,0,1,0,1
RURRENABAQUE,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,4,1,4,1,5
SACABA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,11,7,11,7,18
SAN BORJA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,1,1,1,1,2
SAN BUENA VENTURA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,2,4,2,4,6
SAN IGNACIO DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,3,3,3,3,6
SAN MIGUEL DE VELASCO,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,1,0,1,0,1
SAN RAMON BENI,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,2,1,2,1,3
SAN RAMON SCZ,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,1,3,1,3,4
SANTA ANA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,184,166,184,166,350
SUCRE,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,66,45,66,45,111
TARIJA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,34,31,34,31,65
TIQUIPAYA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,2,2,2,2,4
TOMAVE,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,0,1,0,1,1
TRINIDAD,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,24,27,24,27,51
TUPIZA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,0,2,0,2,2
URIONDO (A. CONCEPCION),internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,29,10,29,10,39
UYUNI,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,1,1,1,1,2
VALLEGRANDE,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,1,0,1,0,1
VIACHA,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,2,0,2,0,2
VILLA MONTES,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,2,1,2,1,3
VILLA TUNARI,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,3,1,3,1,4
WARNES,internaciones,fallecidos a partir de las 48 hrs.,2021-05-01,1,0,1,0,1
