,group,variable,month,INGRESOS ESPONTÁNEOS CANTIDAD,INGRESOS ESPONTÁNEOS CANTIDAD,TOTALES,TOTALES,TOTALES
COBIJA,internaciones,ingresos espontaneos,2021-01-01,188,265,188,265,453
COCAPATA,internaciones,ingresos espontaneos,2021-01-01,0,8,0,8,8
COCHABAMBA,internaciones,ingresos espontaneos,2021-01-01,2353,3431,2353,3431,5784
COLCAPIRHUA,internaciones,ingresos espontaneos,2021-01-01,36,69,36,69,105
COLLANA,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
COLOMI,internaciones,ingresos espontaneos,2021-01-01,0,20,0,20,20
COLPA BELGICA,internaciones,ingresos espontaneos,2021-01-01,4,11,4,11,15
COLQUECHACA,internaciones,ingresos espontaneos,2021-01-01,1,14,1,14,15
COLQUENCHA,internaciones,ingresos espontaneos,2021-01-01,0,6,0,6,6
COLQUIRI,internaciones,ingresos espontaneos,2021-01-01,0,3,0,3,3
COMARAPA,internaciones,ingresos espontaneos,2021-01-01,2,34,2,34,36
CONCEPCION,internaciones,ingresos espontaneos,2021-01-01,15,74,15,74,89
COPACABANA,internaciones,ingresos espontaneos,2021-01-01,1,3,1,3,4
CORIPATA,internaciones,ingresos espontaneos,2021-01-01,0,13,0,13,13
CORO CORO,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
COROICO,internaciones,ingresos espontaneos,2021-01-01,11,21,11,21,32
COTAGAITA,internaciones,ingresos espontaneos,2021-01-01,1,9,1,9,10
COTOCA,internaciones,ingresos espontaneos,2021-01-01,81,189,81,189,270
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2021-01-01,15,30,15,30,45
CUEVO,internaciones,ingresos espontaneos,2021-01-01,2,0,2,0,2
CULPINA,internaciones,ingresos espontaneos,2021-01-01,4,21,4,21,25
CURAHUARA DE CARANGAS,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
DESAGUADERO,internaciones,ingresos espontaneos,2021-01-01,0,5,0,5,5
EL ALTO,internaciones,ingresos espontaneos,2021-01-01,691,1150,691,1150,1841
EL PUENTE(STC),internaciones,ingresos espontaneos,2021-01-01,11,21,11,21,32
EL PUENTE(TJA),internaciones,ingresos espontaneos,2021-01-01,0,5,0,5,5
EL TORNO,internaciones,ingresos espontaneos,2021-01-01,15,109,15,109,124
EL VILLAR,internaciones,ingresos espontaneos,2021-01-01,0,5,0,5,5
ENTRE RIOS TRJ,internaciones,ingresos espontaneos,2021-01-01,2,30,2,30,32
ENTRE RIOS CBBA,internaciones,ingresos espontaneos,2021-01-01,4,35,4,35,39
ESCOMA,internaciones,ingresos espontaneos,2021-01-01,3,6,3,6,9
EXALTACION,internaciones,ingresos espontaneos,2021-01-01,1,1,1,1,2
FERNANDEZ ALONSO,internaciones,ingresos espontaneos,2021-01-01,16,19,16,19,35
FILADELFIA,internaciones,ingresos espontaneos,2021-01-01,6,10,6,10,16
GENERAL SAAVEDRA,internaciones,ingresos espontaneos,2021-01-01,0,4,0,4,4
GRAL. J.J. PEREZ (CHARAZANI),internaciones,ingresos espontaneos,2021-01-01,2,5,2,5,7
GUANAY,internaciones,ingresos espontaneos,2021-01-01,9,23,9,23,32
GUAQUI,internaciones,ingresos espontaneos,2021-01-01,0,3,0,3,3
GUAYARAMERIN,internaciones,ingresos espontaneos,2021-01-01,62,153,62,153,215
GUTIERREZ,internaciones,ingresos espontaneos,2021-01-01,22,34,22,34,56
HUACARETA,internaciones,ingresos espontaneos,2021-01-01,4,13,4,13,17
HUACAYA (VILLA DE HUACAYA),internaciones,ingresos espontaneos,2021-01-01,1,3,1,3,4
HUANUNI,internaciones,ingresos espontaneos,2021-01-01,53,59,53,59,112
HUARACAJE,internaciones,ingresos espontaneos,2021-01-01,16,15,16,15,31
HUAYLLAMARCA,internaciones,ingresos espontaneos,2021-01-01,0,3,0,3,3
ICLA,internaciones,ingresos espontaneos,2021-01-01,4,12,4,12,16
INCAHUASI,internaciones,ingresos espontaneos,2021-01-01,0,6,0,6,6
IRUPANA (VILLA DE LANZA),internaciones,ingresos espontaneos,2021-01-01,10,8,10,8,18
IXIAMAS,internaciones,ingresos espontaneos,2021-01-01,8,20,8,20,28
JESUS DE MACHACA,internaciones,ingresos espontaneos,2021-01-01,0,4,0,4,4
LA ASUNTA,internaciones,ingresos espontaneos,2021-01-01,5,59,5,59,64
LA GUARDIA,internaciones,ingresos espontaneos,2021-01-01,60,107,60,107,167
LA PAZ,internaciones,ingresos espontaneos,2021-01-01,1985,2635,1985,2635,4620
LAGUNILLAS,internaciones,ingresos espontaneos,2021-01-01,2,6,2,6,8
LAJA,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
LAS CARRERAS,internaciones,ingresos espontaneos,2021-01-01,1,1,1,1,2
LICOMA PAMPA,internaciones,ingresos espontaneos,2021-01-01,0,2,0,2,2
LLALLAGUA,internaciones,ingresos espontaneos,2021-01-01,99,172,99,172,271
LLICA,internaciones,ingresos espontaneos,2021-01-01,0,5,0,5,5
LORETO,internaciones,ingresos espontaneos,2021-01-01,0,2,0,2,2
LURIBAY,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
MACHACAMARCA,internaciones,ingresos espontaneos,2021-01-01,1,1,1,1,2
MACHARETI,internaciones,ingresos espontaneos,2021-01-01,6,18,6,18,24
MAGDALENA,internaciones,ingresos espontaneos,2021-01-01,6,18,6,18,24
MAIRANA,internaciones,ingresos espontaneos,2021-01-01,1,13,1,13,14
MAPIRI,internaciones,ingresos espontaneos,2021-01-01,11,40,11,40,51
MECAPACA,internaciones,ingresos espontaneos,2021-01-01,0,3,0,3,3
MINEROS,internaciones,ingresos espontaneos,2021-01-01,16,19,16,19,35
MIZQUE,internaciones,ingresos espontaneos,2021-01-01,8,27,8,27,35
MOCOMOCO,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
MOJOCOYA,internaciones,ingresos espontaneos,2021-01-01,0,6,0,6,6
MONTEAGUDO,internaciones,ingresos espontaneos,2021-01-01,68,98,68,98,166
MONTERO,internaciones,ingresos espontaneos,2021-01-01,375,560,375,560,935
MORO MORO,internaciones,ingresos espontaneos,2021-01-01,1,1,1,1,2
MOROCHATA,internaciones,ingresos espontaneos,2021-01-01,3,10,3,10,13
OCURI,internaciones,ingresos espontaneos,2021-01-01,1,7,1,7,8
OKINAWA,internaciones,ingresos espontaneos,2021-01-01,0,6,0,6,6
OMEREQUE,internaciones,ingresos espontaneos,2021-01-01,3,12,3,12,15
ORURO,internaciones,ingresos espontaneos,2021-01-01,737,1215,737,1215,1952
PADILLA,internaciones,ingresos espontaneos,2021-01-01,12,20,12,20,32
PAILON,internaciones,ingresos espontaneos,2021-01-01,28,75,28,75,103
PALCA,internaciones,ingresos espontaneos,2021-01-01,0,3,0,3,3
PALOS BLANCOS,internaciones,ingresos espontaneos,2021-01-01,9,42,9,42,51
PAMPA GRANDE,internaciones,ingresos espontaneos,2021-01-01,0,5,0,5,5
PAPEL PAMPA,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
PASORAPA,internaciones,ingresos espontaneos,2021-01-01,3,6,3,6,9
PATACAMAYA,internaciones,ingresos espontaneos,2021-01-01,0,43,0,43,43
PELECHUCO,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
POCOATA,internaciones,ingresos espontaneos,2021-01-01,0,7,0,7,7
POCONA,internaciones,ingresos espontaneos,2021-01-01,0,17,0,17,17
POJO (CBBA),internaciones,ingresos espontaneos,2021-01-01,4,20,4,20,24
POOPO,internaciones,ingresos espontaneos,2021-01-01,0,3,0,3,3
PORCO,internaciones,ingresos espontaneos,2021-01-01,0,4,0,4,4
POROMA,internaciones,ingresos espontaneos,2021-01-01,0,6,0,6,6
PORONGO,internaciones,ingresos espontaneos,2021-01-01,7,18,7,18,25
PORTACHUELO,internaciones,ingresos espontaneos,2021-01-01,36,65,36,65,101
PORVENIR,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
POSTRER VALLE,internaciones,ingresos espontaneos,2021-01-01,0,7,0,7,7
POTOSI,internaciones,ingresos espontaneos,2021-01-01,607,998,607,998,1605
PRESTO,internaciones,ingresos espontaneos,2021-01-01,3,10,3,10,13
PUCARA,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
PUCARANI,internaciones,ingresos espontaneos,2021-01-01,3,11,3,11,14
PUERTO ACOSTA,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,ingresos espontaneos,2021-01-01,2,3,2,3,5
PUERTO QUIJARRO,internaciones,ingresos espontaneos,2021-01-01,10,16,10,16,26
PUERTO RICO,internaciones,ingresos espontaneos,2021-01-01,5,20,5,20,25
PUERTO SUAREZ,internaciones,ingresos espontaneos,2021-01-01,36,59,36,59,95
PUERTO VILLARROEL,internaciones,ingresos espontaneos,2021-01-01,50,127,50,127,177
PUNA,internaciones,ingresos espontaneos,2021-01-01,0,6,0,6,6
PUNATA,internaciones,ingresos espontaneos,2021-01-01,86,146,86,146,232
QUIABAYA,internaciones,ingresos espontaneos,2021-01-01,0,2,0,2,2
QUILLACOLLO,internaciones,ingresos espontaneos,2021-01-01,140,342,140,342,482
QUIME,internaciones,ingresos espontaneos,2021-01-01,0,7,0,7,7
RAQAYPAMPA(ETA),internaciones,ingresos espontaneos,2021-01-01,0,3,0,3,3
RAVELO,internaciones,ingresos espontaneos,2021-01-01,0,5,0,5,5
REYES,internaciones,ingresos espontaneos,2021-01-01,12,38,12,38,50
RIBERALTA,internaciones,ingresos espontaneos,2021-01-01,177,475,177,475,652
ROBORE,internaciones,ingresos espontaneos,2021-01-01,36,74,36,74,110
RURRENABAQUE,internaciones,ingresos espontaneos,2021-01-01,15,66,15,66,81
SACABA,internaciones,ingresos espontaneos,2021-01-01,97,329,97,329,426
SACABAMBA,internaciones,ingresos espontaneos,2021-01-01,0,4,0,4,4
SACACA,internaciones,ingresos espontaneos,2021-01-01,0,9,0,9,9
SAIPINA,internaciones,ingresos espontaneos,2021-01-01,4,5,4,5,9
SALINAS DE GARCI MENDOZA,internaciones,ingresos espontaneos,2021-01-01,0,6,0,6,6
SAMAIPATA,internaciones,ingresos espontaneos,2021-01-01,1,6,1,6,7
SAN ANDRES,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,internaciones,ingresos espontaneos,2021-01-01,3,8,3,8,11
SAN BENITO,internaciones,ingresos espontaneos,2021-01-01,0,5,0,5,5
SAN BORJA,internaciones,ingresos espontaneos,2021-01-01,31,83,31,83,114
SAN BUENA VENTURA,internaciones,ingresos espontaneos,2021-01-01,11,31,11,31,42
SAN CARLOS,internaciones,ingresos espontaneos,2021-01-01,2,10,2,10,12
SAN IGNACIO,internaciones,ingresos espontaneos,2021-01-01,31,47,31,47,78
SAN IGNACIO DE VELASCO,internaciones,ingresos espontaneos,2021-01-01,102,184,102,184,286
SAN JAVIER(BNI),internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
SAN JAVIER(STC),internaciones,ingresos espontaneos,2021-01-01,11,49,11,49,60
SAN JOAQUIN,internaciones,ingresos espontaneos,2021-01-01,17,24,17,24,41
SAN JOSE DE CHIQUITOS,internaciones,ingresos espontaneos,2021-01-01,73,94,73,94,167
SAN JUAN DE YAPACANI,internaciones,ingresos espontaneos,2021-01-01,17,14,17,14,31
SAN JULIAN,internaciones,ingresos espontaneos,2021-01-01,92,175,92,175,267
SAN LUCAS,internaciones,ingresos espontaneos,2021-01-01,6,33,6,33,39
SAN MATIAS,internaciones,ingresos espontaneos,2021-01-01,10,28,10,28,38
SAN MIGUEL DE VELASCO,internaciones,ingresos espontaneos,2021-01-01,17,38,17,38,55
SAN PEDRO,internaciones,ingresos espontaneos,2021-01-01,6,15,6,15,21
SAN PEDRO DE BUENA VISTA,internaciones,ingresos espontaneos,2021-01-01,1,15,1,15,16
SAN PEDRO DE CURAHUARA,internaciones,ingresos espontaneos,2021-01-01,0,2,0,2,2
SAN PEDRO DE MACHA,internaciones,ingresos espontaneos,2021-01-01,0,11,0,11,11
SAN PEDRO DE TIQUINA,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
SAN RAFAEL,internaciones,ingresos espontaneos,2021-01-01,10,22,10,22,32
SAN RAMON BENI,internaciones,ingresos espontaneos,2021-01-01,7,15,7,15,22
SAN RAMON SCZ,internaciones,ingresos espontaneos,2021-01-01,16,29,16,29,45
SANTA ANA,internaciones,ingresos espontaneos,2021-01-01,22,81,22,81,103
SANTA CRUZ DE LA SIERRA,internaciones,ingresos espontaneos,2021-01-01,2934,4938,2934,4938,7872
SANTA ROSA,internaciones,ingresos espontaneos,2021-01-01,28,31,28,31,59
SANTA ROSA DEL SARA,internaciones,ingresos espontaneos,2021-01-01,11,27,11,27,38
SANTIAGO DE HUATA,internaciones,ingresos espontaneos,2021-01-01,0,4,0,4,4
SANTIVAÑES,internaciones,ingresos espontaneos,2021-01-01,0,4,0,4,4
SAPAHAQUI,internaciones,ingresos espontaneos,2021-01-01,0,3,0,3,3
SENA,internaciones,ingresos espontaneos,2021-01-01,0,10,0,10,10
SHINAOTA,internaciones,ingresos espontaneos,2021-01-01,4,44,4,44,48
SICA SICA (VILLA AROMA),internaciones,ingresos espontaneos,2021-01-01,0,12,0,12,12
SICAYA,internaciones,ingresos espontaneos,2021-01-01,0,3,0,3,3
SIPE SIPE,internaciones,ingresos espontaneos,2021-01-01,1,45,1,45,46
SOPACHUY,internaciones,ingresos espontaneos,2021-01-01,5,11,5,11,16
SORACACHI,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
SORATA,internaciones,ingresos espontaneos,2021-01-01,4,17,4,17,21
SUCRE,internaciones,ingresos espontaneos,2021-01-01,739,1367,739,1367,2106
TACACOMA,internaciones,ingresos espontaneos,2021-01-01,1,5,1,5,6
TACOPAYA,internaciones,ingresos espontaneos,2021-01-01,2,4,2,4,6
TAPACARI,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
TARABUCO,internaciones,ingresos espontaneos,2021-01-01,16,35,16,35,51
TARACO,internaciones,ingresos espontaneos,2021-01-01,0,2,0,2,2
TARATA,internaciones,ingresos espontaneos,2021-01-01,0,3,0,3,3
TARIJA,internaciones,ingresos espontaneos,2021-01-01,722,679,722,679,1401
TARVITA,internaciones,ingresos espontaneos,2021-01-01,5,27,5,27,32
TEOPONTE,internaciones,ingresos espontaneos,2021-01-01,0,13,0,13,13
TIAHUANACU,internaciones,ingresos espontaneos,2021-01-01,0,13,0,13,13
TINGUIPAYA,internaciones,ingresos espontaneos,2021-01-01,0,2,0,2,2
TIPUANI,internaciones,ingresos espontaneos,2021-01-01,0,6,0,6,6
TIQUIPAYA,internaciones,ingresos espontaneos,2021-01-01,25,112,25,112,137
TIRAQUE (CBBA),internaciones,ingresos espontaneos,2021-01-01,0,23,0,23,23
TOCO,internaciones,ingresos espontaneos,2021-01-01,0,7,0,7,7
TOLATA,internaciones,ingresos espontaneos,2021-01-01,0,3,0,3,3
TOLEDO,internaciones,ingresos espontaneos,2021-01-01,0,3,0,3,3
TOMAVE,internaciones,ingresos espontaneos,2021-01-01,7,4,7,4,11
TOMINA,internaciones,ingresos espontaneos,2021-01-01,5,11,5,11,16
TORO TORO,internaciones,ingresos espontaneos,2021-01-01,0,9,0,9,9
TOTORA(CBBA),internaciones,ingresos espontaneos,2021-01-01,3,32,3,32,35
TRIGAL,internaciones,ingresos espontaneos,2021-01-01,3,4,3,4,7
TRINIDAD,internaciones,ingresos espontaneos,2021-01-01,276,528,276,528,804
TUPIZA,internaciones,ingresos espontaneos,2021-01-01,59,61,59,61,120
UMALA,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
UNCIA,internaciones,ingresos espontaneos,2021-01-01,0,6,0,6,6
URUBICHA,internaciones,ingresos espontaneos,2021-01-01,7,18,7,18,25
UYUNI,internaciones,ingresos espontaneos,2021-01-01,69,115,69,115,184
VACAS,internaciones,ingresos espontaneos,2021-01-01,0,6,0,6,6
VALLEGRANDE,internaciones,ingresos espontaneos,2021-01-01,40,65,40,65,105
VIACHA,internaciones,ingresos espontaneos,2021-01-01,19,93,19,93,112
VILA VILA,internaciones,ingresos espontaneos,2021-01-01,0,2,0,2,2
VILLA CHARCAS,internaciones,ingresos espontaneos,2021-01-01,0,14,0,14,14
VILLA MONTES,internaciones,ingresos espontaneos,2021-01-01,48,115,48,115,163
VILLA NUEVA (LOMA ALTA),internaciones,ingresos espontaneos,2021-01-01,1,2,1,2,3
VILLA RIVERO,internaciones,ingresos espontaneos,2021-01-01,0,3,0,3,3
VILLA SERRANO,internaciones,ingresos espontaneos,2021-01-01,0,4,0,4,4
VILLA TUNARI,internaciones,ingresos espontaneos,2021-01-01,41,128,41,128,169
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,ingresos espontaneos,2021-01-01,3,6,3,6,9
VILLAZON,internaciones,ingresos espontaneos,2021-01-01,42,102,42,102,144
VINTO,internaciones,ingresos espontaneos,2021-01-01,26,80,26,80,106
VITICHI,internaciones,ingresos espontaneos,2021-01-01,0,5,0,5,5
WALDO BALLIVIAN,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
WARNES,internaciones,ingresos espontaneos,2021-01-01,98,156,98,156,254
YACUIBA,internaciones,ingresos espontaneos,2021-01-01,156,259,156,259,415
YAMPARAEZ,internaciones,ingresos espontaneos,2021-01-01,0,6,0,6,6
YAPACANI,internaciones,ingresos espontaneos,2021-01-01,102,175,102,175,277
YOTALA,internaciones,ingresos espontaneos,2021-01-01,0,11,0,11,11
YUNGUYO DE LITORAL,internaciones,ingresos espontaneos,2021-01-01,0,1,0,1,1
ZUDAÑEZ,internaciones,ingresos espontaneos,2021-01-01,6,9,6,9,15
ACHACACHI,internaciones,ingresos espontaneos,2021-02-01,14,50,14,50,64
ACHOCALLA,internaciones,ingresos espontaneos,2021-02-01,0,6,0,6,6
AIQUILE,internaciones,ingresos espontaneos,2021-02-01,6,38,6,38,44
ALALAY,internaciones,ingresos espontaneos,2021-02-01,2,1,2,1,3
ALCALA,internaciones,ingresos espontaneos,2021-02-01,0,1,0,1,1
ALTO BENI,internaciones,ingresos espontaneos,2021-02-01,0,10,0,10,10
ANCORAIMES,internaciones,ingresos espontaneos,2021-02-01,0,5,0,5,5
ANDAMARCA,internaciones,ingresos espontaneos,2021-02-01,0,2,0,2,2
ANZALDO,internaciones,ingresos espontaneos,2021-02-01,12,10,12,10,22
APOLO,internaciones,ingresos espontaneos,2021-02-01,2,13,2,13,15
ARANI,internaciones,ingresos espontaneos,2021-02-01,0,2,0,2,2
ARBIETO,internaciones,ingresos espontaneos,2021-02-01,0,6,0,6,6
ARQUE,internaciones,ingresos espontaneos,2021-02-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,ingresos espontaneos,2021-02-01,22,125,22,125,147
ATOCHA,internaciones,ingresos espontaneos,2021-02-01,14,16,14,16,30
AUCAPATA,internaciones,ingresos espontaneos,2021-02-01,0,4,0,4,4
AYATA,internaciones,ingresos espontaneos,2021-02-01,2,0,2,0,2
AYO AYO,internaciones,ingresos espontaneos,2021-02-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,ingresos espontaneos,2021-02-01,3,27,3,27,30
AZURDUY,internaciones,ingresos espontaneos,2021-02-01,17,23,17,23,40
BATALLAS,internaciones,ingresos espontaneos,2021-02-01,0,3,0,3,3
BAURES,internaciones,ingresos espontaneos,2021-02-01,7,5,7,5,12
BERMEJO,internaciones,ingresos espontaneos,2021-02-01,67,85,67,85,152
BETANZOS,internaciones,ingresos espontaneos,2021-02-01,0,21,0,21,21
BOYUIBE,internaciones,ingresos espontaneos,2021-02-01,4,10,4,10,14
BUENA VISTA,internaciones,ingresos espontaneos,2021-02-01,24,13,24,13,37
CABEZAS,internaciones,ingresos espontaneos,2021-02-01,1,6,1,6,7
"CAIZA ""D""",internaciones,ingresos espontaneos,2021-02-01,0,4,0,4,4
CAJUATA,internaciones,ingresos espontaneos,2021-02-01,0,23,0,23,23
CALAMARCA,internaciones,ingresos espontaneos,2021-02-01,0,3,0,3,3
CAMARGO,internaciones,ingresos espontaneos,2021-02-01,27,40,27,40,67
CAMATAQUI (C. VILLA ABECIA),internaciones,ingresos espontaneos,2021-02-01,2,6,2,6,8
CAMIRI,internaciones,ingresos espontaneos,2021-02-01,80,130,80,130,210
CAPINOTA,internaciones,ingresos espontaneos,2021-02-01,3,20,3,20,23
CAQUIAVIRI,internaciones,ingresos espontaneos,2021-02-01,0,1,0,1,1
CARACOLLO,internaciones,ingresos espontaneos,2021-02-01,1,20,1,20,21
CARANAVI,internaciones,ingresos espontaneos,2021-02-01,30,83,30,83,113
CARIPUYO,internaciones,ingresos espontaneos,2021-02-01,0,4,0,4,4
CARMEN RIVERO TORREZ,internaciones,ingresos espontaneos,2021-02-01,9,16,9,16,25
CATACORA,internaciones,ingresos espontaneos,2021-02-01,2,0,2,0,2
CHALLAPATA,internaciones,ingresos espontaneos,2021-02-01,23,80,23,80,103
CHAQUI,internaciones,ingresos espontaneos,2021-02-01,0,3,0,3,3
CHARAGUA,internaciones,ingresos espontaneos,2021-02-01,20,40,20,40,60
CHAYANTA,internaciones,ingresos espontaneos,2021-02-01,0,8,0,8,8
CHIMORE,internaciones,ingresos espontaneos,2021-02-01,2,37,2,37,39
CHULUMANI (V. DE LA LIBERTAD),internaciones,ingresos espontaneos,2021-02-01,13,35,13,35,48
CHUMA,internaciones,ingresos espontaneos,2021-02-01,0,6,0,6,6
CKOCHAS,internaciones,ingresos espontaneos,2021-02-01,0,5,0,5,5
CLIZA,internaciones,ingresos espontaneos,2021-02-01,2,23,2,23,25
COBIJA,internaciones,ingresos espontaneos,2021-02-01,162,254,162,254,416
COCAPATA,internaciones,ingresos espontaneos,2021-02-01,0,9,0,9,9
COCHABAMBA,internaciones,ingresos espontaneos,2021-02-01,1901,3187,1901,3187,5088
COLCAPIRHUA,internaciones,ingresos espontaneos,2021-02-01,24,78,24,78,102
"COLCHA ""K""",internaciones,ingresos espontaneos,2021-02-01,1,3,1,3,4
COLLANA,internaciones,ingresos espontaneos,2021-02-01,0,1,0,1,1
COLOMI,internaciones,ingresos espontaneos,2021-02-01,0,30,0,30,30
COLPA BELGICA,internaciones,ingresos espontaneos,2021-02-01,8,17,8,17,25
COLQUECHACA,internaciones,ingresos espontaneos,2021-02-01,0,11,0,11,11
COLQUENCHA,internaciones,ingresos espontaneos,2021-02-01,0,4,0,4,4
COLQUIRI,internaciones,ingresos espontaneos,2021-02-01,0,7,0,7,7
COMARAPA,internaciones,ingresos espontaneos,2021-02-01,5,33,5,33,38
CONCEPCION,internaciones,ingresos espontaneos,2021-02-01,7,47,7,47,54
COPACABANA,internaciones,ingresos espontaneos,2021-02-01,0,2,0,2,2
CORIPATA,internaciones,ingresos espontaneos,2021-02-01,0,8,0,8,8
CORO CORO,internaciones,ingresos espontaneos,2021-02-01,0,2,0,2,2
COROICO,internaciones,ingresos espontaneos,2021-02-01,17,20,17,20,37
CORQUE,internaciones,ingresos espontaneos,2021-02-01,0,2,0,2,2
COTAGAITA,internaciones,ingresos espontaneos,2021-02-01,3,13,3,13,16
COTOCA,internaciones,ingresos espontaneos,2021-02-01,111,236,111,236,347
CUATRO CAÑADAS,internaciones,ingresos espontaneos,2021-02-01,18,37,18,37,55
CUEVO,internaciones,ingresos espontaneos,2021-02-01,0,1,0,1,1
