municipality,group,variable,month,Viviendas Roceadas,TOTAL
ARANI,chagas viviendas,viviendas roceadas,2011-04-01,4,4
BETANZOS,chagas viviendas,viviendas roceadas,2011-04-01,236,236
BOYUIBE,chagas viviendas,viviendas roceadas,2011-04-01,1,1
CAMARGO,chagas viviendas,viviendas roceadas,2011-04-01,5,5
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2011-04-01,3,3
COTAGAITA,chagas viviendas,viviendas roceadas,2011-04-01,13,13
EL TORNO,chagas viviendas,viviendas roceadas,2011-04-01,4,4
GUTIERREZ,chagas viviendas,viviendas roceadas,2011-04-01,15,15
HUACARETA,chagas viviendas,viviendas roceadas,2011-04-01,9,9
ICLA,chagas viviendas,viviendas roceadas,2011-04-01,7,7
LAGUNILLAS,chagas viviendas,viviendas roceadas,2011-04-01,5,5
MECAPACA,chagas viviendas,viviendas roceadas,2011-04-01,22,22
OCURI,chagas viviendas,viviendas roceadas,2011-04-01,80,80
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2011-04-01,14,14
POCONA,chagas viviendas,viviendas roceadas,2011-04-01,2,2
POJO (CBBA),chagas viviendas,viviendas roceadas,2011-04-01,2,2
POSTRER VALLE,chagas viviendas,viviendas roceadas,2011-04-01,12,12
SAIPINA,chagas viviendas,viviendas roceadas,2011-04-01,10,10
SAN BENITO,chagas viviendas,viviendas roceadas,2011-04-01,7,7
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2011-04-01,106,106
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2011-04-01,485,485
SICAYA,chagas viviendas,viviendas roceadas,2011-04-01,21,21
SIPE SIPE,chagas viviendas,viviendas roceadas,2011-04-01,2,2
TARATA,chagas viviendas,viviendas roceadas,2011-04-01,6,6
TARIJA,chagas viviendas,viviendas roceadas,2011-04-01,41,41
TOLATA,chagas viviendas,viviendas roceadas,2011-04-01,2,2
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2011-04-01,4,4
TRINIDAD,chagas viviendas,viviendas roceadas,2011-04-01,11,11
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2011-04-01,16,16
VILA VILA,chagas viviendas,viviendas roceadas,2011-04-01,9,9
YUNCHARA,chagas viviendas,viviendas roceadas,2011-04-01,1,1
AIQUILE,chagas viviendas,viviendas roceadas,2011-05-01,15,15
ANZALDO,chagas viviendas,viviendas roceadas,2011-05-01,5,5
ARANI,chagas viviendas,viviendas roceadas,2011-05-01,10,10
ARQUE,chagas viviendas,viviendas roceadas,2011-05-01,29,29
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2011-05-01,4,4
CAMARGO,chagas viviendas,viviendas roceadas,2011-05-01,1,1
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2011-05-01,11,11
CAPINOTA,chagas viviendas,viviendas roceadas,2011-05-01,48,48
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas roceadas,2011-05-01,14,14
CLIZA,chagas viviendas,viviendas roceadas,2011-05-01,8,8
COCHABAMBA,chagas viviendas,viviendas roceadas,2011-05-01,84,84
COTAGAITA,chagas viviendas,viviendas roceadas,2011-05-01,9,9
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2011-05-01,26,26
EL TORNO,chagas viviendas,viviendas roceadas,2011-05-01,7,7
HUACARETA,chagas viviendas,viviendas roceadas,2011-05-01,31,31
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2011-05-01,151,151
LAGUNILLAS,chagas viviendas,viviendas roceadas,2011-05-01,7,7
LAS CARRERAS,chagas viviendas,viviendas roceadas,2011-05-01,6,6
MIZQUE,chagas viviendas,viviendas roceadas,2011-05-01,33,33
MOJOCOYA,chagas viviendas,viviendas roceadas,2011-05-01,1,1
MONTEAGUDO,chagas viviendas,viviendas roceadas,2011-05-01,347,347
OCURI,chagas viviendas,viviendas roceadas,2011-05-01,72,72
OMEREQUE,chagas viviendas,viviendas roceadas,2011-05-01,22,22
PADCAYA,chagas viviendas,viviendas roceadas,2011-05-01,5,5
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2011-05-01,26,26
PASORAPA,chagas viviendas,viviendas roceadas,2011-05-01,11,11
POJO (CBBA),chagas viviendas,viviendas roceadas,2011-05-01,8,8
POROMA,chagas viviendas,viviendas roceadas,2011-05-01,45,45
PUNATA,chagas viviendas,viviendas roceadas,2011-05-01,14,14
ROBORE,chagas viviendas,viviendas roceadas,2011-05-01,36,36
SACABA,chagas viviendas,viviendas roceadas,2011-05-01,9,9
SAIPINA,chagas viviendas,viviendas roceadas,2011-05-01,209,209
SAN BENITO,chagas viviendas,viviendas roceadas,2011-05-01,2,2
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2011-05-01,0,0
SANTIVAÑES,chagas viviendas,viviendas roceadas,2011-05-01,26,26
SAPAHAQUI,chagas viviendas,viviendas roceadas,2011-05-01,7,7
SICAYA,chagas viviendas,viviendas roceadas,2011-05-01,15,15
SIPE SIPE,chagas viviendas,viviendas roceadas,2011-05-01,46,46
TACOPAYA,chagas viviendas,viviendas roceadas,2011-05-01,1,1
TAPACARI,chagas viviendas,viviendas roceadas,2011-05-01,12,12
TARATA,chagas viviendas,viviendas roceadas,2011-05-01,3,3
TARIJA,chagas viviendas,viviendas roceadas,2011-05-01,4,4
TIQUIPAYA,chagas viviendas,viviendas roceadas,2011-05-01,12,12
TOCO,chagas viviendas,viviendas roceadas,2011-05-01,2,2
TOLATA,chagas viviendas,viviendas roceadas,2011-05-01,4,4
TOMAVE,chagas viviendas,viviendas roceadas,2011-05-01,3,3
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2011-05-01,5,5
TRINIDAD,chagas viviendas,viviendas roceadas,2011-05-01,12,12
TUPIZA,chagas viviendas,viviendas roceadas,2011-05-01,3,3
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2011-05-01,16,16
VALLEGRANDE,chagas viviendas,viviendas roceadas,2011-05-01,59,59
VILA VILA,chagas viviendas,viviendas roceadas,2011-05-01,24,24
VILLA RIVERO,chagas viviendas,viviendas roceadas,2011-05-01,4,4
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2011-05-01,214,214
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2011-05-01,19,19
ACACIO,chagas viviendas,viviendas roceadas,2011-06-01,10,10
AIQUILE,chagas viviendas,viviendas roceadas,2011-06-01,95,95
ANZALDO,chagas viviendas,viviendas roceadas,2011-06-01,22,22
ARANI,chagas viviendas,viviendas roceadas,2011-06-01,5,5
ARBIETO,chagas viviendas,viviendas roceadas,2011-06-01,5,5
ARQUE,chagas viviendas,viviendas roceadas,2011-06-01,15,15
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2011-06-01,2,2
CAMARGO,chagas viviendas,viviendas roceadas,2011-06-01,8,8
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2011-06-01,16,16
CAPINOTA,chagas viviendas,viviendas roceadas,2011-06-01,19,19
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas roceadas,2011-06-01,5,5
CLIZA,chagas viviendas,viviendas roceadas,2011-06-01,2,2
COCHABAMBA,chagas viviendas,viviendas roceadas,2011-06-01,18,18
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2011-06-01,5,5
COROICO,chagas viviendas,viviendas roceadas,2011-06-01,4,4
COTAGAITA,chagas viviendas,viviendas roceadas,2011-06-01,18,18
CULPINA,chagas viviendas,viviendas roceadas,2011-06-01,220,220
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2011-06-01,17,17
EL TORNO,chagas viviendas,viviendas roceadas,2011-06-01,12,12
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2011-06-01,144,144
GUTIERREZ,chagas viviendas,viviendas roceadas,2011-06-01,132,132
HUACARETA,chagas viviendas,viviendas roceadas,2011-06-01,29,29
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2011-06-01,137,137
INCAHUASI,chagas viviendas,viviendas roceadas,2011-06-01,1,1
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas roceadas,2011-06-01,1,1
LAS CARRERAS,chagas viviendas,viviendas roceadas,2011-06-01,31,31
LURIBAY,chagas viviendas,viviendas roceadas,2011-06-01,40,40
MIZQUE,chagas viviendas,viviendas roceadas,2011-06-01,48,48
MONTEAGUDO,chagas viviendas,viviendas roceadas,2011-06-01,32,32
MORO MORO,chagas viviendas,viviendas roceadas,2011-06-01,4,4
OCURI,chagas viviendas,viviendas roceadas,2011-06-01,95,95
OMEREQUE,chagas viviendas,viviendas roceadas,2011-06-01,50,50
PADCAYA,chagas viviendas,viviendas roceadas,2011-06-01,1,1
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2011-06-01,9,9
PASORAPA,chagas viviendas,viviendas roceadas,2011-06-01,3,3
POCOATA,chagas viviendas,viviendas roceadas,2011-06-01,47,47
POCONA,chagas viviendas,viviendas roceadas,2011-06-01,4,4
POJO (CBBA),chagas viviendas,viviendas roceadas,2011-06-01,12,12
POROMA,chagas viviendas,viviendas roceadas,2011-06-01,7,7
PRESTO,chagas viviendas,viviendas roceadas,2011-06-01,55,55
PUCARA,chagas viviendas,viviendas roceadas,2011-06-01,1,1
PUNATA,chagas viviendas,viviendas roceadas,2011-06-01,4,4
QUILLACOLLO,chagas viviendas,viviendas roceadas,2011-06-01,18,18
ROBORE,chagas viviendas,viviendas roceadas,2011-06-01,86,86
SACABA,chagas viviendas,viviendas roceadas,2011-06-01,13,13
SAIPINA,chagas viviendas,viviendas roceadas,2011-06-01,20,20
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2011-06-01,6,6
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2011-06-01,0,0
SANTIVAÑES,chagas viviendas,viviendas roceadas,2011-06-01,59,59
SAPAHAQUI,chagas viviendas,viviendas roceadas,2011-06-01,2,2
SICAYA,chagas viviendas,viviendas roceadas,2011-06-01,6,6
SIPE SIPE,chagas viviendas,viviendas roceadas,2011-06-01,11,11
TACOPAYA,chagas viviendas,viviendas roceadas,2011-06-01,4,4
TAPACARI,chagas viviendas,viviendas roceadas,2011-06-01,13,13
TARATA,chagas viviendas,viviendas roceadas,2011-06-01,2,2
TARIJA,chagas viviendas,viviendas roceadas,2011-06-01,20,20
TIQUIPAYA,chagas viviendas,viviendas roceadas,2011-06-01,2,2
TOCO,chagas viviendas,viviendas roceadas,2011-06-01,3,3
TOMINA,chagas viviendas,viviendas roceadas,2011-06-01,9,9
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2011-06-01,4,4
TRIGAL,chagas viviendas,viviendas roceadas,2011-06-01,53,53
TRINIDAD,chagas viviendas,viviendas roceadas,2011-06-01,8,8
TUPIZA,chagas viviendas,viviendas roceadas,2011-06-01,9,9
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2011-06-01,18,18
VILA VILA,chagas viviendas,viviendas roceadas,2011-06-01,12,12
VILLA RIVERO,chagas viviendas,viviendas roceadas,2011-06-01,1,1
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2011-06-01,2,2
VINTO,chagas viviendas,viviendas roceadas,2011-06-01,2,2
YACUIBA,chagas viviendas,viviendas roceadas,2011-06-01,4,4
YUNCHARA,chagas viviendas,viviendas roceadas,2011-06-01,2,2
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2011-06-01,12,12
ACACIO,chagas viviendas,viviendas roceadas,2011-07-01,4,4
ALCALA,chagas viviendas,viviendas roceadas,2011-07-01,3,3
ANZALDO,chagas viviendas,viviendas roceadas,2011-07-01,38,38
ARANI,chagas viviendas,viviendas roceadas,2011-07-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas roceadas,2011-07-01,4,4
CAMARGO,chagas viviendas,viviendas roceadas,2011-07-01,20,20
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2011-07-01,15,15
CAPINOTA,chagas viviendas,viviendas roceadas,2011-07-01,15,15
CLIZA,chagas viviendas,viviendas roceadas,2011-07-01,9,9
COCHABAMBA,chagas viviendas,viviendas roceadas,2011-07-01,99,99
COTAGAITA,chagas viviendas,viviendas roceadas,2011-07-01,4,4
CUATRO CAÑADAS,chagas viviendas,viviendas roceadas,2011-07-01,215,215
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2011-07-01,10,10
EL TORNO,chagas viviendas,viviendas roceadas,2011-07-01,7,7
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2011-07-01,103,103
HUACARETA,chagas viviendas,viviendas roceadas,2011-07-01,140,140
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2011-07-01,210,210
INCAHUASI,chagas viviendas,viviendas roceadas,2011-07-01,196,196
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas roceadas,2011-07-01,3,3
LAS CARRERAS,chagas viviendas,viviendas roceadas,2011-07-01,3,3
MAIRANA,chagas viviendas,viviendas roceadas,2011-07-01,14,14
MIZQUE,chagas viviendas,viviendas roceadas,2011-07-01,54,54
MOJOCOYA,chagas viviendas,viviendas roceadas,2011-07-01,1,1
MONTEAGUDO,chagas viviendas,viviendas roceadas,2011-07-01,169,169
MORO MORO,chagas viviendas,viviendas roceadas,2011-07-01,22,22
OMEREQUE,chagas viviendas,viviendas roceadas,2011-07-01,26,26
PADCAYA,chagas viviendas,viviendas roceadas,2011-07-01,2,2
PAILON,chagas viviendas,viviendas roceadas,2011-07-01,90,90
PALCA,chagas viviendas,viviendas roceadas,2011-07-01,25,25
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2011-07-01,17,17
POCONA,chagas viviendas,viviendas roceadas,2011-07-01,2,2
POJO (CBBA),chagas viviendas,viviendas roceadas,2011-07-01,10,10
POSTRER VALLE,chagas viviendas,viviendas roceadas,2011-07-01,1,1
PRESTO,chagas viviendas,viviendas roceadas,2011-07-01,127,127
PUNA,chagas viviendas,viviendas roceadas,2011-07-01,5,5
QUILLACOLLO,chagas viviendas,viviendas roceadas,2011-07-01,11,11
SACABA,chagas viviendas,viviendas roceadas,2011-07-01,44,44
SACABAMBA,chagas viviendas,viviendas roceadas,2011-07-01,19,19
SAMAIPATA,chagas viviendas,viviendas roceadas,2011-07-01,68,68
SAN LUCAS,chagas viviendas,viviendas roceadas,2011-07-01,57,57
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2011-07-01,0,0
SAPAHAQUI,chagas viviendas,viviendas roceadas,2011-07-01,24,24
SICAYA,chagas viviendas,viviendas roceadas,2011-07-01,25,25
SIPE SIPE,chagas viviendas,viviendas roceadas,2011-07-01,20,20
SOPACHUY,chagas viviendas,viviendas roceadas,2011-07-01,28,28
SUCRE,chagas viviendas,viviendas roceadas,2011-07-01,2,2
TACOPAYA,chagas viviendas,viviendas roceadas,2011-07-01,1,1
TAPACARI,chagas viviendas,viviendas roceadas,2011-07-01,7,7
TARABUCO,chagas viviendas,viviendas roceadas,2011-07-01,63,63
TARIJA,chagas viviendas,viviendas roceadas,2011-07-01,9,9
TOCO,chagas viviendas,viviendas roceadas,2011-07-01,1,1
TOMAVE,chagas viviendas,viviendas roceadas,2011-07-01,1,1
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2011-07-01,10,10
TRIGAL,chagas viviendas,viviendas roceadas,2011-07-01,35,35
TRINIDAD,chagas viviendas,viviendas roceadas,2011-07-01,2,2
URIONDO (A. CONCEPCION),chagas viviendas,viviendas roceadas,2011-07-01,5,5
VILA VILA,chagas viviendas,viviendas roceadas,2011-07-01,5,5
VILLA CHARCAS,chagas viviendas,viviendas roceadas,2011-07-01,102,102
VILLA MONTES,chagas viviendas,viviendas roceadas,2011-07-01,5,5
VILLA SERRANO,chagas viviendas,viviendas roceadas,2011-07-01,20,20
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas roceadas,2011-07-01,5,5
YACUIBA,chagas viviendas,viviendas roceadas,2011-07-01,264,264
YAMPARAEZ,chagas viviendas,viviendas roceadas,2011-07-01,83,83
ZUDAÑEZ,chagas viviendas,viviendas roceadas,2011-07-01,11,11
AIQUILE,chagas viviendas,viviendas roceadas,2011-08-01,273,273
ANZALDO,chagas viviendas,viviendas roceadas,2011-08-01,237,237
ARANI,chagas viviendas,viviendas roceadas,2011-08-01,5,5
ARBIETO,chagas viviendas,viviendas roceadas,2011-08-01,6,6
ARQUE,chagas viviendas,viviendas roceadas,2011-08-01,13,13
BETANZOS,chagas viviendas,viviendas roceadas,2011-08-01,371,371
"CAIZA ""D""",chagas viviendas,viviendas roceadas,2011-08-01,32,32
CAMARGO,chagas viviendas,viviendas roceadas,2011-08-01,35,35
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas roceadas,2011-08-01,7,7
CAPINOTA,chagas viviendas,viviendas roceadas,2011-08-01,37,37
CHARAGUA,chagas viviendas,viviendas roceadas,2011-08-01,607,607
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas roceadas,2011-08-01,36,36
CLIZA,chagas viviendas,viviendas roceadas,2011-08-01,1,1
COCHABAMBA,chagas viviendas,viviendas roceadas,2011-08-01,14,14
COLCAPIRHUA,chagas viviendas,viviendas roceadas,2011-08-01,6,6
CORIPATA,chagas viviendas,viviendas roceadas,2011-08-01,12,12
CULPINA,chagas viviendas,viviendas roceadas,2011-08-01,50,50
EL PUENTE(TJA),chagas viviendas,viviendas roceadas,2011-08-01,14,14
ENTRE RIOS TRJ,chagas viviendas,viviendas roceadas,2011-08-01,362,362
HUACARETA,chagas viviendas,viviendas roceadas,2011-08-01,1,1
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas roceadas,2011-08-01,68,68
ICLA,chagas viviendas,viviendas roceadas,2011-08-01,42,42
INCAHUASI,chagas viviendas,viviendas roceadas,2011-08-01,136,136
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas roceadas,2011-08-01,3,3
LAS CARRERAS,chagas viviendas,viviendas roceadas,2011-08-01,46,46
LURIBAY,chagas viviendas,viviendas roceadas,2011-08-01,14,14
MAIRANA,chagas viviendas,viviendas roceadas,2011-08-01,70,70
MIZQUE,chagas viviendas,viviendas roceadas,2011-08-01,176,176
MOJOCOYA,chagas viviendas,viviendas roceadas,2011-08-01,809,809
MONTEAGUDO,chagas viviendas,viviendas roceadas,2011-08-01,7,7
OMEREQUE,chagas viviendas,viviendas roceadas,2011-08-01,290,290
PADCAYA,chagas viviendas,viviendas roceadas,2011-08-01,1,1
PAILON,chagas viviendas,viviendas roceadas,2011-08-01,14,14
PAMPA GRANDE,chagas viviendas,viviendas roceadas,2011-08-01,32,32
PASORAPA,chagas viviendas,viviendas roceadas,2011-08-01,20,20
POCOATA,chagas viviendas,viviendas roceadas,2011-08-01,88,88
POCONA,chagas viviendas,viviendas roceadas,2011-08-01,6,6
POJO (CBBA),chagas viviendas,viviendas roceadas,2011-08-01,11,11
PRESTO,chagas viviendas,viviendas roceadas,2011-08-01,227,227
PUNATA,chagas viviendas,viviendas roceadas,2011-08-01,14,14
RAVELO,chagas viviendas,viviendas roceadas,2011-08-01,195,195
SACABA,chagas viviendas,viviendas roceadas,2011-08-01,39,39
SAIPINA,chagas viviendas,viviendas roceadas,2011-08-01,47,47
SAMAIPATA,chagas viviendas,viviendas roceadas,2011-08-01,110,110
SAN BENITO,chagas viviendas,viviendas roceadas,2011-08-01,13,13
SAN LORENZO(TJA),chagas viviendas,viviendas roceadas,2011-08-01,21,21
SAN LUCAS,chagas viviendas,viviendas roceadas,2011-08-01,131,131
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas roceadas,2011-08-01,8,8
SAN RAMON BENI,chagas viviendas,viviendas roceadas,2011-08-01,3,3
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas roceadas,2011-08-01,0,0
SAPAHAQUI,chagas viviendas,viviendas roceadas,2011-08-01,27,27
SICAYA,chagas viviendas,viviendas roceadas,2011-08-01,12,12
SUCRE,chagas viviendas,viviendas roceadas,2011-08-01,2,2
TAPACARI,chagas viviendas,viviendas roceadas,2011-08-01,7,7
TARABUCO,chagas viviendas,viviendas roceadas,2011-08-01,380,380
TARIJA,chagas viviendas,viviendas roceadas,2011-08-01,25,25
TIQUIPAYA,chagas viviendas,viviendas roceadas,2011-08-01,12,12
TOMINA,chagas viviendas,viviendas roceadas,2011-08-01,19,19
TORO TORO,chagas viviendas,viviendas roceadas,2011-08-01,472,472
TOTORA(CBBA),chagas viviendas,viviendas roceadas,2011-08-01,9,9
