municipality,group,variable,month,Viviendas Evaluadas,TOTAL
COCHABAMBA,chagas viviendas,viviendas evaluadas,2011-02-01,6,6
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2011-02-01,303,303
COTAGAITA,chagas viviendas,viviendas evaluadas,2011-02-01,752,752
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2011-02-01,288,288
GUTIERREZ,chagas viviendas,viviendas evaluadas,2011-02-01,60,60
ICLA,chagas viviendas,viviendas evaluadas,2011-02-01,73,73
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2011-02-01,61,61
PADCAYA,chagas viviendas,viviendas evaluadas,2011-02-01,24,24
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2011-02-01,119,119
PASORAPA,chagas viviendas,viviendas evaluadas,2011-02-01,209,209
POCONA,chagas viviendas,viviendas evaluadas,2011-02-01,153,153
POJO (CBBA),chagas viviendas,viviendas evaluadas,2011-02-01,249,249
PUCARA,chagas viviendas,viviendas evaluadas,2011-02-01,71,71
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2011-02-01,108,108
ROBORE,chagas viviendas,viviendas evaluadas,2011-02-01,28,28
SACABA,chagas viviendas,viviendas evaluadas,2011-02-01,481,481
SAMAIPATA,chagas viviendas,viviendas evaluadas,2011-02-01,87,87
SAN BENITO,chagas viviendas,viviendas evaluadas,2011-02-01,127,127
SAN RAMON BENI,chagas viviendas,viviendas evaluadas,2011-02-01,20,20
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas evaluadas,2011-02-01,45,45
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2011-02-01,185,185
SICAYA,chagas viviendas,viviendas evaluadas,2011-02-01,97,97
SIPE SIPE,chagas viviendas,viviendas evaluadas,2011-02-01,234,234
SOPACHUY,chagas viviendas,viviendas evaluadas,2011-02-01,2386,2386
TACOPAYA,chagas viviendas,viviendas evaluadas,2011-02-01,197,197
TAPACARI,chagas viviendas,viviendas evaluadas,2011-02-01,201,201
TARATA,chagas viviendas,viviendas evaluadas,2011-02-01,345,345
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2011-02-01,352,352
TOCO,chagas viviendas,viviendas evaluadas,2011-02-01,159,159
TOMAVE,chagas viviendas,viviendas evaluadas,2011-02-01,144,144
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2011-02-01,318,318
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2011-02-01,144,144
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2011-02-01,211,211
VINTO,chagas viviendas,viviendas evaluadas,2011-02-01,201,201
VITICHI,chagas viviendas,viviendas evaluadas,2011-02-01,602,602
YOTALA,chagas viviendas,viviendas evaluadas,2011-02-01,216,216
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2011-02-01,60,60
ACACIO,chagas viviendas,viviendas evaluadas,2011-03-01,231,231
AIQUILE,chagas viviendas,viviendas evaluadas,2011-03-01,356,356
ANZALDO,chagas viviendas,viviendas evaluadas,2011-03-01,71,71
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2011-03-01,115,115
ARANI,chagas viviendas,viviendas evaluadas,2011-03-01,187,187
ARBIETO,chagas viviendas,viviendas evaluadas,2011-03-01,313,313
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2011-03-01,135,135
AZURDUY,chagas viviendas,viviendas evaluadas,2011-03-01,44,44
CAPINOTA,chagas viviendas,viviendas evaluadas,2011-03-01,65,65
CLIZA,chagas viviendas,viviendas evaluadas,2011-03-01,371,371
COCHABAMBA,chagas viviendas,viviendas evaluadas,2011-03-01,7,7
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2011-03-01,238,238
COTAGAITA,chagas viviendas,viviendas evaluadas,2011-03-01,1021,1021
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2011-03-01,79,79
EL TORNO,chagas viviendas,viviendas evaluadas,2011-03-01,27,27
GUTIERREZ,chagas viviendas,viviendas evaluadas,2011-03-01,112,112
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2011-03-01,8,8
MONTEAGUDO,chagas viviendas,viviendas evaluadas,2011-03-01,170,170
OMEREQUE,chagas viviendas,viviendas evaluadas,2011-03-01,99,99
PADCAYA,chagas viviendas,viviendas evaluadas,2011-03-01,81,81
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2011-03-01,77,77
PASORAPA,chagas viviendas,viviendas evaluadas,2011-03-01,140,140
POCONA,chagas viviendas,viviendas evaluadas,2011-03-01,144,144
POJO (CBBA),chagas viviendas,viviendas evaluadas,2011-03-01,216,216
POSTRER VALLE,chagas viviendas,viviendas evaluadas,2011-03-01,31,31
PRESTO,chagas viviendas,viviendas evaluadas,2011-03-01,297,297
PUCARA,chagas viviendas,viviendas evaluadas,2011-03-01,96,96
PUERTO VILLARROEL,chagas viviendas,viviendas evaluadas,2011-03-01,784,784
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2011-03-01,114,114
RAVELO,chagas viviendas,viviendas evaluadas,2011-03-01,536,536
ROBORE,chagas viviendas,viviendas evaluadas,2011-03-01,138,138
SACABA,chagas viviendas,viviendas evaluadas,2011-03-01,493,493
SAMAIPATA,chagas viviendas,viviendas evaluadas,2011-03-01,137,137
SAN BENITO,chagas viviendas,viviendas evaluadas,2011-03-01,229,229
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2011-03-01,220,220
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2011-03-01,395,395
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas evaluadas,2011-03-01,0,0
SICAYA,chagas viviendas,viviendas evaluadas,2011-03-01,158,158
SIPE SIPE,chagas viviendas,viviendas evaluadas,2011-03-01,400,400
SOPACHUY,chagas viviendas,viviendas evaluadas,2011-03-01,1153,1153
SUCRE,chagas viviendas,viviendas evaluadas,2011-03-01,589,589
TACOPAYA,chagas viviendas,viviendas evaluadas,2011-03-01,233,233
TAPACARI,chagas viviendas,viviendas evaluadas,2011-03-01,264,264
TARATA,chagas viviendas,viviendas evaluadas,2011-03-01,343,343
TARIJA,chagas viviendas,viviendas evaluadas,2011-03-01,177,177
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2011-03-01,80,80
TOCO,chagas viviendas,viviendas evaluadas,2011-03-01,152,152
TOLATA,chagas viviendas,viviendas evaluadas,2011-03-01,2,2
TOMINA,chagas viviendas,viviendas evaluadas,2011-03-01,131,131
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2011-03-01,409,409
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2011-03-01,202,202
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2011-03-01,315,315
VILA VILA,chagas viviendas,viviendas evaluadas,2011-03-01,179,179
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2011-03-01,224,224
VILLA SERRANO,chagas viviendas,viviendas evaluadas,2011-03-01,93,93
VINTO,chagas viviendas,viviendas evaluadas,2011-03-01,279,279
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2011-03-01,45,45
ACACIO,chagas viviendas,viviendas evaluadas,2011-04-01,295,295
AIQUILE,chagas viviendas,viviendas evaluadas,2011-04-01,707,707
ANZALDO,chagas viviendas,viviendas evaluadas,2011-04-01,174,174
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2011-04-01,207,207
ARANI,chagas viviendas,viviendas evaluadas,2011-04-01,234,234
ARBIETO,chagas viviendas,viviendas evaluadas,2011-04-01,334,334
BETANZOS,chagas viviendas,viviendas evaluadas,2011-04-01,262,262
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2011-04-01,338,338
CAPINOTA,chagas viviendas,viviendas evaluadas,2011-04-01,83,83
CLIZA,chagas viviendas,viviendas evaluadas,2011-04-01,305,305
COCHABAMBA,chagas viviendas,viviendas evaluadas,2011-04-01,39,39
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2011-04-01,272,272
COROICO,chagas viviendas,viviendas evaluadas,2011-04-01,636,636
COTAGAITA,chagas viviendas,viviendas evaluadas,2011-04-01,1278,1278
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas evaluadas,2011-04-01,13,13
EL TORNO,chagas viviendas,viviendas evaluadas,2011-04-01,27,27
GUTIERREZ,chagas viviendas,viviendas evaluadas,2011-04-01,120,120
HUACARETA,chagas viviendas,viviendas evaluadas,2011-04-01,71,71
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2011-04-01,127,127
ICLA,chagas viviendas,viviendas evaluadas,2011-04-01,67,67
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2011-04-01,46,46
MAIRANA,chagas viviendas,viviendas evaluadas,2011-04-01,297,297
MECAPACA,chagas viviendas,viviendas evaluadas,2011-04-01,1096,1096
MIZQUE,chagas viviendas,viviendas evaluadas,2011-04-01,553,553
MOJOCOYA,chagas viviendas,viviendas evaluadas,2011-04-01,1,1
MONTERO,chagas viviendas,viviendas evaluadas,2011-04-01,2,2
OMEREQUE,chagas viviendas,viviendas evaluadas,2011-04-01,292,292
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2011-04-01,59,59
PASORAPA,chagas viviendas,viviendas evaluadas,2011-04-01,154,154
POCONA,chagas viviendas,viviendas evaluadas,2011-04-01,144,144
POSTRER VALLE,chagas viviendas,viviendas evaluadas,2011-04-01,16,16
PRESTO,chagas viviendas,viviendas evaluadas,2011-04-01,52,52
PUNATA,chagas viviendas,viviendas evaluadas,2011-04-01,14,14
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2011-04-01,109,109
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2011-04-01,150,150
RAVELO,chagas viviendas,viviendas evaluadas,2011-04-01,230,230
SACABA,chagas viviendas,viviendas evaluadas,2011-04-01,537,537
SACABAMBA,chagas viviendas,viviendas evaluadas,2011-04-01,63,63
SAIPINA,chagas viviendas,viviendas evaluadas,2011-04-01,32,32
SAMAIPATA,chagas viviendas,viviendas evaluadas,2011-04-01,166,166
SAN BENITO,chagas viviendas,viviendas evaluadas,2011-04-01,239,239
SAN JULIAN,chagas viviendas,viviendas evaluadas,2011-04-01,105,105
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2011-04-01,140,140
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2011-04-01,582,582
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas evaluadas,2011-04-01,0,0
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2011-04-01,132,132
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2011-04-01,416,416
SICAYA,chagas viviendas,viviendas evaluadas,2011-04-01,118,118
SIPE SIPE,chagas viviendas,viviendas evaluadas,2011-04-01,314,314
SOPACHUY,chagas viviendas,viviendas evaluadas,2011-04-01,220,220
TACOBAMBA,chagas viviendas,viviendas evaluadas,2011-04-01,239,239
TACOPAYA,chagas viviendas,viviendas evaluadas,2011-04-01,188,188
TAPACARI,chagas viviendas,viviendas evaluadas,2011-04-01,250,250
TARATA,chagas viviendas,viviendas evaluadas,2011-04-01,324,324
TARIJA,chagas viviendas,viviendas evaluadas,2011-04-01,272,272
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2011-04-01,255,255
TOCO,chagas viviendas,viviendas evaluadas,2011-04-01,92,92
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2011-04-01,435,435
TRINIDAD,chagas viviendas,viviendas evaluadas,2011-04-01,34,34
TUPIZA,chagas viviendas,viviendas evaluadas,2011-04-01,677,677
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2011-04-01,265,265
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2011-04-01,305,305
VILA VILA,chagas viviendas,viviendas evaluadas,2011-04-01,133,133
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2011-04-01,133,133
VINTO,chagas viviendas,viviendas evaluadas,2011-04-01,263,263
VITICHI,chagas viviendas,viviendas evaluadas,2011-04-01,296,296
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2011-04-01,66,66
ACACIO,chagas viviendas,viviendas evaluadas,2011-05-01,423,423
AIQUILE,chagas viviendas,viviendas evaluadas,2011-05-01,589,589
ALCALA,chagas viviendas,viviendas evaluadas,2011-05-01,110,110
ANZALDO,chagas viviendas,viviendas evaluadas,2011-05-01,522,522
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2011-05-01,216,216
ARANI,chagas viviendas,viviendas evaluadas,2011-05-01,423,423
ARBIETO,chagas viviendas,viviendas evaluadas,2011-05-01,288,288
ARQUE,chagas viviendas,viviendas evaluadas,2011-05-01,332,332
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2011-05-01,292,292
CABEZAS,chagas viviendas,viviendas evaluadas,2011-05-01,109,109
"CAIZA ""D""",chagas viviendas,viviendas evaluadas,2011-05-01,285,285
CAMARGO,chagas viviendas,viviendas evaluadas,2011-05-01,111,111
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2011-05-01,245,245
CAPINOTA,chagas viviendas,viviendas evaluadas,2011-05-01,769,769
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas evaluadas,2011-05-01,432,432
CLIZA,chagas viviendas,viviendas evaluadas,2011-05-01,388,388
COCHABAMBA,chagas viviendas,viviendas evaluadas,2011-05-01,392,392
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2011-05-01,299,299
COROICO,chagas viviendas,viviendas evaluadas,2011-05-01,1254,1254
COTAGAITA,chagas viviendas,viviendas evaluadas,2011-05-01,670,670
CULPINA,chagas viviendas,viviendas evaluadas,2011-05-01,385,385
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2011-05-01,147,147
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2011-05-01,462,462
GUTIERREZ,chagas viviendas,viviendas evaluadas,2011-05-01,125,125
HUACARETA,chagas viviendas,viviendas evaluadas,2011-05-01,504,504
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas evaluadas,2011-05-01,127,127
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas evaluadas,2011-05-01,177,177
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2011-05-01,141,141
MECAPACA,chagas viviendas,viviendas evaluadas,2011-05-01,385,385
MIZQUE,chagas viviendas,viviendas evaluadas,2011-05-01,1105,1105
MOJOCOYA,chagas viviendas,viviendas evaluadas,2011-05-01,841,841
OCURI,chagas viviendas,viviendas evaluadas,2011-05-01,72,72
OMEREQUE,chagas viviendas,viviendas evaluadas,2011-05-01,446,446
PADCAYA,chagas viviendas,viviendas evaluadas,2011-05-01,415,415
PASORAPA,chagas viviendas,viviendas evaluadas,2011-05-01,96,96
POCOATA,chagas viviendas,viviendas evaluadas,2011-05-01,169,169
POCONA,chagas viviendas,viviendas evaluadas,2011-05-01,205,205
POJO (CBBA),chagas viviendas,viviendas evaluadas,2011-05-01,475,475
POROMA,chagas viviendas,viviendas evaluadas,2011-05-01,425,425
POSTRER VALLE,chagas viviendas,viviendas evaluadas,2011-05-01,29,29
PUNATA,chagas viviendas,viviendas evaluadas,2011-05-01,171,171
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2011-05-01,488,488
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2011-05-01,99,99
RAVELO,chagas viviendas,viviendas evaluadas,2011-05-01,561,561
ROBORE,chagas viviendas,viviendas evaluadas,2011-05-01,36,36
SACABA,chagas viviendas,viviendas evaluadas,2011-05-01,500,500
SACABAMBA,chagas viviendas,viviendas evaluadas,2011-05-01,236,236
SAIPINA,chagas viviendas,viviendas evaluadas,2011-05-01,17,17
SAMAIPATA,chagas viviendas,viviendas evaluadas,2011-05-01,157,157
SAN BENITO,chagas viviendas,viviendas evaluadas,2011-05-01,258,258
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2011-05-01,164,164
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2011-05-01,1123,1123
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas evaluadas,2011-05-01,0,0
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2011-05-01,707,707
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2011-05-01,986,986
SICAYA,chagas viviendas,viviendas evaluadas,2011-05-01,99,99
SIPE SIPE,chagas viviendas,viviendas evaluadas,2011-05-01,346,346
SOPACHUY,chagas viviendas,viviendas evaluadas,2011-05-01,100,100
TACOPAYA,chagas viviendas,viviendas evaluadas,2011-05-01,215,215
TAPACARI,chagas viviendas,viviendas evaluadas,2011-05-01,449,449
TARATA,chagas viviendas,viviendas evaluadas,2011-05-01,376,376
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2011-05-01,344,344
TOCO,chagas viviendas,viviendas evaluadas,2011-05-01,206,206
TOLATA,chagas viviendas,viviendas evaluadas,2011-05-01,287,287
TOMAVE,chagas viviendas,viviendas evaluadas,2011-05-01,235,235
TORO TORO,chagas viviendas,viviendas evaluadas,2011-05-01,242,242
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2011-05-01,433,433
TRINIDAD,chagas viviendas,viviendas evaluadas,2011-05-01,15,15
TUPIZA,chagas viviendas,viviendas evaluadas,2011-05-01,1095,1095
URIONDO (A. CONCEPCION),chagas viviendas,viviendas evaluadas,2011-05-01,421,421
VALLEGRANDE,chagas viviendas,viviendas evaluadas,2011-05-01,125,125
VILA VILA,chagas viviendas,viviendas evaluadas,2011-05-01,82,82
VILLA RIVERO,chagas viviendas,viviendas evaluadas,2011-05-01,148,148
VILLAZON,chagas viviendas,viviendas evaluadas,2011-05-01,172,172
VITICHI,chagas viviendas,viviendas evaluadas,2011-05-01,255,255
ZUDAÑEZ,chagas viviendas,viviendas evaluadas,2011-05-01,261,261
ACACIO,chagas viviendas,viviendas evaluadas,2011-06-01,366,366
AIQUILE,chagas viviendas,viviendas evaluadas,2011-06-01,236,236
ALCALA,chagas viviendas,viviendas evaluadas,2011-06-01,113,113
ANZALDO,chagas viviendas,viviendas evaluadas,2011-06-01,259,259
ARAMPAMPA,chagas viviendas,viviendas evaluadas,2011-06-01,183,183
ARANI,chagas viviendas,viviendas evaluadas,2011-06-01,350,350
ARBIETO,chagas viviendas,viviendas evaluadas,2011-06-01,352,352
ARQUE,chagas viviendas,viviendas evaluadas,2011-06-01,199,199
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas evaluadas,2011-06-01,123,123
BOYUIBE,chagas viviendas,viviendas evaluadas,2011-06-01,330,330
CABEZAS,chagas viviendas,viviendas evaluadas,2011-06-01,159,159
CAMARGO,chagas viviendas,viviendas evaluadas,2011-06-01,823,823
CAMATAQUI (C. VILLA ABECIA),chagas viviendas,viviendas evaluadas,2011-06-01,309,309
CAPINOTA,chagas viviendas,viviendas evaluadas,2011-06-01,861,861
CHULUMANI (V. DE LA LIBERTAD),chagas viviendas,viviendas evaluadas,2011-06-01,1101,1101
CLIZA,chagas viviendas,viviendas evaluadas,2011-06-01,341,341
COCHABAMBA,chagas viviendas,viviendas evaluadas,2011-06-01,59,59
COLCAPIRHUA,chagas viviendas,viviendas evaluadas,2011-06-01,244,244
COMARAPA,chagas viviendas,viviendas evaluadas,2011-06-01,10,10
COROICO,chagas viviendas,viviendas evaluadas,2011-06-01,1280,1280
COTAGAITA,chagas viviendas,viviendas evaluadas,2011-06-01,1259,1259
EL PUENTE(TJA),chagas viviendas,viviendas evaluadas,2011-06-01,96,96
EL TORNO,chagas viviendas,viviendas evaluadas,2011-06-01,21,21
ENTRE RIOS TRJ,chagas viviendas,viviendas evaluadas,2011-06-01,90,90
GUTIERREZ,chagas viviendas,viviendas evaluadas,2011-06-01,264,264
HUACARETA,chagas viviendas,viviendas evaluadas,2011-06-01,309,309
INCAHUASI,chagas viviendas,viviendas evaluadas,2011-06-01,518,518
IRUPANA (VILLA DE LANZA),chagas viviendas,viviendas evaluadas,2011-06-01,439,439
LAGUNILLAS,chagas viviendas,viviendas evaluadas,2011-06-01,91,91
LAS CARRERAS,chagas viviendas,viviendas evaluadas,2011-06-01,339,339
LURIBAY,chagas viviendas,viviendas evaluadas,2011-06-01,106,106
MAIRANA,chagas viviendas,viviendas evaluadas,2011-06-01,33,33
MIZQUE,chagas viviendas,viviendas evaluadas,2011-06-01,421,421
MONTEAGUDO,chagas viviendas,viviendas evaluadas,2011-06-01,588,588
MONTERO,chagas viviendas,viviendas evaluadas,2011-06-01,1,1
MORO MORO,chagas viviendas,viviendas evaluadas,2011-06-01,20,20
OCURI,chagas viviendas,viviendas evaluadas,2011-06-01,95,95
OMEREQUE,chagas viviendas,viviendas evaluadas,2011-06-01,307,307
PADCAYA,chagas viviendas,viviendas evaluadas,2011-06-01,127,127
PAMPA GRANDE,chagas viviendas,viviendas evaluadas,2011-06-01,94,94
PASORAPA,chagas viviendas,viviendas evaluadas,2011-06-01,108,108
POCOATA,chagas viviendas,viviendas evaluadas,2011-06-01,330,330
POCONA,chagas viviendas,viviendas evaluadas,2011-06-01,165,165
POJO (CBBA),chagas viviendas,viviendas evaluadas,2011-06-01,98,98
POROMA,chagas viviendas,viviendas evaluadas,2011-06-01,538,538
POSTRER VALLE,chagas viviendas,viviendas evaluadas,2011-06-01,31,31
PRESTO,chagas viviendas,viviendas evaluadas,2011-06-01,599,599
PUCARA,chagas viviendas,viviendas evaluadas,2011-06-01,51,51
PUNA,chagas viviendas,viviendas evaluadas,2011-06-01,529,529
PUNATA,chagas viviendas,viviendas evaluadas,2011-06-01,310,310
QUILLACOLLO,chagas viviendas,viviendas evaluadas,2011-06-01,246,246
QUIRUSILLAS,chagas viviendas,viviendas evaluadas,2011-06-01,81,81
RAVELO,chagas viviendas,viviendas evaluadas,2011-06-01,657,657
ROBORE,chagas viviendas,viviendas evaluadas,2011-06-01,86,86
SACABA,chagas viviendas,viviendas evaluadas,2011-06-01,398,398
SACABAMBA,chagas viviendas,viviendas evaluadas,2011-06-01,224,224
SAN BENITO,chagas viviendas,viviendas evaluadas,2011-06-01,247,247
SAN LORENZO(TJA),chagas viviendas,viviendas evaluadas,2011-06-01,204,204
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas evaluadas,2011-06-01,827,827
SANTA CRUZ DE LA SIERRA,chagas viviendas,viviendas evaluadas,2011-06-01,0,0
SANTIVAÑES,chagas viviendas,viviendas evaluadas,2011-06-01,455,455
SAPAHAQUI,chagas viviendas,viviendas evaluadas,2011-06-01,1297,1297
SICAYA,chagas viviendas,viviendas evaluadas,2011-06-01,60,60
SIPE SIPE,chagas viviendas,viviendas evaluadas,2011-06-01,361,361
SOPACHUY,chagas viviendas,viviendas evaluadas,2011-06-01,366,366
TACOBAMBA,chagas viviendas,viviendas evaluadas,2011-06-01,615,615
TACOPAYA,chagas viviendas,viviendas evaluadas,2011-06-01,197,197
TAPACARI,chagas viviendas,viviendas evaluadas,2011-06-01,405,405
TARATA,chagas viviendas,viviendas evaluadas,2011-06-01,271,271
TARIJA,chagas viviendas,viviendas evaluadas,2011-06-01,95,95
TIQUIPAYA,chagas viviendas,viviendas evaluadas,2011-06-01,2,2
TOCO,chagas viviendas,viviendas evaluadas,2011-06-01,175,175
TOLATA,chagas viviendas,viviendas evaluadas,2011-06-01,277,277
TOMAVE,chagas viviendas,viviendas evaluadas,2011-06-01,260,260
TOMINA,chagas viviendas,viviendas evaluadas,2011-06-01,885,885
TORO TORO,chagas viviendas,viviendas evaluadas,2011-06-01,304,304
TOTORA(CBBA),chagas viviendas,viviendas evaluadas,2011-06-01,354,354
TRIGAL,chagas viviendas,viviendas evaluadas,2011-06-01,53,53
TRINIDAD,chagas viviendas,viviendas evaluadas,2011-06-01,12,12
