municipality,group,variable,month,Primer Control Post Parto,TOTAL
TIRAQUE (CBBA),atencion de partos en servicios,primer control post parto,2021-11-01,19,19
TITO YUPANQUI (PARQUIPUJIO),atencion de partos en servicios,primer control post parto,2021-11-01,1,1
TOCO,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
TOLATA,atencion de partos en servicios,primer control post parto,2021-11-01,5,5
TOLEDO,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
TOMAVE,atencion de partos en servicios,primer control post parto,2021-11-01,6,6
TOMINA,atencion de partos en servicios,primer control post parto,2021-11-01,4,4
TORO TORO,atencion de partos en servicios,primer control post parto,2021-11-01,5,5
TOTORA(ORR),atencion de partos en servicios,primer control post parto,2021-11-01,9,9
TRIGAL,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
TUPIZA,atencion de partos en servicios,primer control post parto,2021-11-01,14,14
UNCIA,atencion de partos en servicios,primer control post parto,2021-11-01,15,15
URIONDO (A. CONCEPCION),atencion de partos en servicios,primer control post parto,2021-11-01,14,14
URUBICHA,atencion de partos en servicios,primer control post parto,2021-11-01,3,3
UYUNI,atencion de partos en servicios,primer control post parto,2021-11-01,7,7
VACAS,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
VALLEGRANDE,atencion de partos en servicios,primer control post parto,2021-11-01,19,19
VIACHA,atencion de partos en servicios,primer control post parto,2021-11-01,35,35
VILA VILA,atencion de partos en servicios,primer control post parto,2021-11-01,1,1
VILLA MONTES,atencion de partos en servicios,primer control post parto,2021-11-01,14,14
VILLA RIVERO,atencion de partos en servicios,primer control post parto,2021-11-01,7,7
VILLA SERRANO,atencion de partos en servicios,primer control post parto,2021-11-01,5,5
VILLA TUNARI,atencion de partos en servicios,primer control post parto,2021-11-01,41,41
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,primer control post parto,2021-11-01,1,1
VILLAZON,atencion de partos en servicios,primer control post parto,2021-11-01,28,28
VINTO,atencion de partos en servicios,primer control post parto,2021-11-01,88,88
VITICHI,atencion de partos en servicios,primer control post parto,2021-11-01,2,2
WARNES,atencion de partos en servicios,primer control post parto,2021-11-01,36,36
YACUIBA,atencion de partos en servicios,primer control post parto,2021-11-01,43,43
YAMPARAEZ,atencion de partos en servicios,primer control post parto,2021-11-01,7,7
YAPACANI,atencion de partos en servicios,primer control post parto,2021-11-01,7,7
YOTALA,atencion de partos en servicios,primer control post parto,2021-11-01,6,6
ZUDAÑEZ,atencion de partos en servicios,primer control post parto,2021-11-01,7,7
ACHACACHI,atencion de partos en servicios,primer control post parto,2021-12-01,51,51
ACHOCALLA,atencion de partos en servicios,primer control post parto,2021-12-01,9,9
AIQUILE,atencion de partos en servicios,primer control post parto,2021-12-01,23,23
ALTO BENI,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
ANCORAIMES,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
ANZALDO,atencion de partos en servicios,primer control post parto,2021-12-01,3,3
APOLO,atencion de partos en servicios,primer control post parto,2021-12-01,19,19
ARAMPAMPA,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
ARANI,atencion de partos en servicios,primer control post parto,2021-12-01,6,6
ARBIETO,atencion de partos en servicios,primer control post parto,2021-12-01,20,20
ARQUE,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,primer control post parto,2021-12-01,50,50
ATOCHA,atencion de partos en servicios,primer control post parto,2021-12-01,3,3
AYATA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,primer control post parto,2021-12-01,3,3
BATALLAS,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
BAURES,atencion de partos en servicios,primer control post parto,2021-12-01,8,8
BERMEJO,atencion de partos en servicios,primer control post parto,2021-12-01,24,24
BETANZOS,atencion de partos en servicios,primer control post parto,2021-12-01,3,3
BOLIVAR,atencion de partos en servicios,primer control post parto,2021-12-01,3,3
BUENA VISTA,atencion de partos en servicios,primer control post parto,2021-12-01,7,7
CABEZAS,atencion de partos en servicios,primer control post parto,2021-12-01,5,5
CAIROMA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
"CAIZA ""D""",atencion de partos en servicios,primer control post parto,2021-12-01,3,3
CAJUATA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
CAMARGO,atencion de partos en servicios,primer control post parto,2021-12-01,25,25
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,primer control post parto,2021-12-01,2,2
CAMIRI,atencion de partos en servicios,primer control post parto,2021-12-01,7,7
CAPINOTA,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
CARACOLLO,atencion de partos en servicios,primer control post parto,2021-12-01,11,11
CARANAVI,atencion de partos en servicios,primer control post parto,2021-12-01,40,40
CARAPARI,atencion de partos en servicios,primer control post parto,2021-12-01,3,3
CARIPUYO,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
CHALLAPATA,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
CHAQUI,atencion de partos en servicios,primer control post parto,2021-12-01,5,5
CHARAGUA,atencion de partos en servicios,primer control post parto,2021-12-01,3,3
CHAYANTA,atencion de partos en servicios,primer control post parto,2021-12-01,3,3
CHIMORE,atencion de partos en servicios,primer control post parto,2021-12-01,10,10
CHUA COCANI,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,primer control post parto,2021-12-01,23,23
CHUMA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
CKOCHAS,atencion de partos en servicios,primer control post parto,2021-12-01,5,5
CLIZA,atencion de partos en servicios,primer control post parto,2021-12-01,31,31
COBIJA,atencion de partos en servicios,primer control post parto,2021-12-01,7,7
COCAPATA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
COCHABAMBA,atencion de partos en servicios,primer control post parto,2021-12-01,489,489
COLCAPIRHUA,atencion de partos en servicios,primer control post parto,2021-12-01,19,19
"COLCHA ""K""",atencion de partos en servicios,primer control post parto,2021-12-01,4,4
COLLANA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
COLOMI,atencion de partos en servicios,primer control post parto,2021-12-01,15,15
COLPA BELGICA,atencion de partos en servicios,primer control post parto,2021-12-01,9,9
COLQUECHACA,atencion de partos en servicios,primer control post parto,2021-12-01,11,11
COLQUENCHA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
CONCEPCION,atencion de partos en servicios,primer control post parto,2021-12-01,21,21
COPACABANA,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
CORIPATA,atencion de partos en servicios,primer control post parto,2021-12-01,15,15
CORO CORO,atencion de partos en servicios,primer control post parto,2021-12-01,3,3
COROICO,atencion de partos en servicios,primer control post parto,2021-12-01,30,30
COTAGAITA,atencion de partos en servicios,primer control post parto,2021-12-01,7,7
COTOCA,atencion de partos en servicios,primer control post parto,2021-12-01,3,3
CUATRO CAÑADAS,atencion de partos en servicios,primer control post parto,2021-12-01,4,4
CUEVO,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
CULPINA,atencion de partos en servicios,primer control post parto,2021-12-01,8,8
CURAHUARA DE CARANGAS,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
CURVA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
DESAGUADERO,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
EL ALTO,atencion de partos en servicios,primer control post parto,2021-12-01,350,350
EL PUENTE(STC),atencion de partos en servicios,primer control post parto,2021-12-01,1,1
EL PUENTE(TJA),atencion de partos en servicios,primer control post parto,2021-12-01,5,5
EL VILLAR,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
ENTRE RIOS CBBA,atencion de partos en servicios,primer control post parto,2021-12-01,18,18
ESMERALDA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,primer control post parto,2021-12-01,10,10
GENERAL SAAVEDRA,atencion de partos en servicios,primer control post parto,2021-12-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,primer control post parto,2021-12-01,1,1
GUANAY,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
GUAYARAMERIN,atencion de partos en servicios,primer control post parto,2021-12-01,52,52
GUTIERREZ,atencion de partos en servicios,primer control post parto,2021-12-01,14,14
HUANUNI,atencion de partos en servicios,primer control post parto,2021-12-01,29,29
HUARACAJE,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
HUARINA,atencion de partos en servicios,primer control post parto,2021-12-01,3,3
HUMANATA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
ICLA,atencion de partos en servicios,primer control post parto,2021-12-01,8,8
INQUISIVI,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
IXIAMAS,atencion de partos en servicios,primer control post parto,2021-12-01,6,6
JESUS DE MACHACA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
LA ASUNTA,atencion de partos en servicios,primer control post parto,2021-12-01,55,55
LA GUARDIA,atencion de partos en servicios,primer control post parto,2021-12-01,40,40
LA PAZ,atencion de partos en servicios,primer control post parto,2021-12-01,261,261
LAGUNILLAS,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
LAJA,atencion de partos en servicios,primer control post parto,2021-12-01,5,5
LLALLAGUA,atencion de partos en servicios,primer control post parto,2021-12-01,6,6
LLICA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
MACHACAMARCA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
MAGDALENA,atencion de partos en servicios,primer control post parto,2021-12-01,12,12
MAIRANA,atencion de partos en servicios,primer control post parto,2021-12-01,18,18
MECAPACA,atencion de partos en servicios,primer control post parto,2021-12-01,7,7
MINEROS,atencion de partos en servicios,primer control post parto,2021-12-01,16,16
MIZQUE,atencion de partos en servicios,primer control post parto,2021-12-01,24,24
MOCOMOCO,atencion de partos en servicios,primer control post parto,2021-12-01,5,5
MOJOCOYA,atencion de partos en servicios,primer control post parto,2021-12-01,3,3
MONTEAGUDO,atencion de partos en servicios,primer control post parto,2021-12-01,35,35
MONTERO,atencion de partos en servicios,primer control post parto,2021-12-01,55,55
MORO MORO,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),atencion de partos en servicios,primer control post parto,2021-12-01,1,1
OCURI,atencion de partos en servicios,primer control post parto,2021-12-01,5,5
OKINAWA,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
OMEREQUE,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
ORURO,atencion de partos en servicios,primer control post parto,2021-12-01,299,299
PADCAYA,atencion de partos en servicios,primer control post parto,2021-12-01,17,17
PADILLA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
PAILON,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
PALCA,atencion de partos en servicios,primer control post parto,2021-12-01,6,6
PALOS BLANCOS,atencion de partos en servicios,primer control post parto,2021-12-01,19,19
PAMPA GRANDE,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
PAPEL PAMPA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
PASORAPA,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
PATACAMAYA,atencion de partos en servicios,primer control post parto,2021-12-01,24,24
PAZÑA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
POCOATA,atencion de partos en servicios,primer control post parto,2021-12-01,4,4
POOPO,atencion de partos en servicios,primer control post parto,2021-12-01,4,4
PORCO,atencion de partos en servicios,primer control post parto,2021-12-01,5,5
POROMA,atencion de partos en servicios,primer control post parto,2021-12-01,4,4
PORONGO,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
PORTACHUELO,atencion de partos en servicios,primer control post parto,2021-12-01,13,13
PORVENIR,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
POTOSI,atencion de partos en servicios,primer control post parto,2021-12-01,213,213
PRESTO,atencion de partos en servicios,primer control post parto,2021-12-01,2,2
PUCARANI,atencion de partos en servicios,primer control post parto,2021-12-01,4,4
PUERTO ACOSTA,atencion de partos en servicios,primer control post parto,2021-12-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,primer control post parto,2021-12-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,primer control post parto,2021-12-01,10,10
