municipality,group,variable,month,RN con alojamiento conjunto,TOTAL
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,62,62
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,160,160
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,11,11
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,222,222
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,21,21
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,35,35
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,185,185
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,13,13
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,2,2
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,1,1
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,49,49
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,8,8
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,20,20
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,39,39
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,29,29
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,6,6
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,17,17
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,1,1
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,46,46
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,4,4
SAN LORENZO(TJA),atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,12,12
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,26,26
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,15,15
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,15,15
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,12,12
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,12,12
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,1495,1495
SANTA ROSA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,9,9
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,6,6
SANTUARIO DE QUILLACAS,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,4,4
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,11,11
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,9,9
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,213,213
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,7,7
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,293,293
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,37,37
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,3,3
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,6,6
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,24,24
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,189,189
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,36,36
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,6,6
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,3,3
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,23,23
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,15,15
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,35,35
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,63,63
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,2,2
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,84,84
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,34,34
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,34,34
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,5,5
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,13,13
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,101,101
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2021-01-01,69,69
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,1,1
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,34,34
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,31,31
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,46,46
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,14,14
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,5,5
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,3,3
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,44,44
BETANZOS,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,21,21
BOLPEBRA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,2,2
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,1,1
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,7,7
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,21,21
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,4,4
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,23,23
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,5,5
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,9,9
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,13,13
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,14,14
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,56,56
CARAPARI,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,2,2
CARIPUYO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,5,5
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,5,5
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,36,36
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,3,3
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,13,13
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,2,2
CKOCHAS,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,1,1
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,25,25
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,92,92
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,669,669
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,32,32
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,6,6
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,24,24
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,33,33
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,14,14
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,1,1
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,58,58
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,16,16
CULPINA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,3,3
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,749,749
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,11,11
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,76,76
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,2,2
ENTRE RIOS CBBA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,22,22
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,5,5
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,8,8
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,3,3
GUAYARAMERIN,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,34,34
HUACHACALLA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,1,1
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,19,19
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,1,1
INGAVI (HUMAITA),atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,1,1
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,64,64
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,697,697
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,4,4
LAS CARRERAS,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,2,2
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,32,32
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,3,3
MACHARETI,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,1,1
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,8,8
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,8,8
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,9,9
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,27,27
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,178,178
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,3,3
OCURI,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,6,6
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,342,342
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,11,11
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,34,34
PAMPA GRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,3,3
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,24,24
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,9,9
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,1,1
PORONGO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,2,2
PORTACHUELO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,26,26
PORVENIR,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,1,1
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,282,282
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,9,9
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,3,3
PUERTO SILES,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,41,41
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,94,94
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,64,64
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,170,170
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,12,12
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,189,189
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,25,25
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,34,34
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,183,183
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,2,2
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,55,55
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,2,2
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,23,23
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,64,64
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,20,20
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,8,8
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,38,38
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,5,5
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,45,45
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,1,1
SAN LORENZO(TJA),atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,9,9
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,21,21
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,3,3
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,14,14
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,6,6
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,7,7
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,11,11
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,1460,1460
SANTA ROSA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,18,18
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,6,6
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,4,4
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,9,9
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,216,216
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,10,10
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,288,288
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,61,61
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,4,4
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,5,5
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,14,14
TOTORA(ORR),atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,1,1
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,201,201
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,49,49
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,9,9
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,4,4
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,24,24
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,14,14
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,29,29
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,70,70
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,3,3
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,67,67
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,24,24
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,40,40
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,3,3
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,14,14
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,110,110
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2021-02-01,73,73
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,3,3
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,36,36
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,24,24
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,62,62
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,4,4
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,12,12
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,5,5
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,3,3
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,37,37
BETANZOS,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,20,20
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,5,5
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,6,6
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,14,14
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,5,5
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,9,9
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,11,11
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,22,22
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,13,13
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,71,71
CARAPARI,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,1,1
CARIPUYO,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,6,6
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,40,40
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,3,3
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,1,1
CHAYANTA,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,8,8
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,21,21
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,3,3
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,32,32
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,85,85
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,772,772
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,27,27
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,5,5
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,24,24
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,33,33
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,19,19
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,11,11
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2021-03-01,55,55
