municipality,group,variable,month,Nacidos vivos,TOTAL
CARAPARI,atencion de partos en servicio,nacidos vivos,2005-01-01,8,8
CARIPUYO,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicio,nacidos vivos,2005-01-01,6,6
CHALLAPATA,atencion de partos en servicio,nacidos vivos,2005-01-01,21,21
CHAQUI,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
CHARAGUA,atencion de partos en servicio,nacidos vivos,2005-01-01,56,56
CHAYANTA,atencion de partos en servicio,nacidos vivos,2005-01-01,11,11
CHIMORE,atencion de partos en servicio,nacidos vivos,2005-01-01,15,15
CHIPAYA,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos vivos,2005-01-01,22,22
CHUMA,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
CLIZA,atencion de partos en servicio,nacidos vivos,2005-01-01,21,21
COBIJA,atencion de partos en servicio,nacidos vivos,2005-01-01,66,66
COCHABAMBA,atencion de partos en servicio,nacidos vivos,2005-01-01,1123,1123
COIPASA,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
COLCAPIRHUA,atencion de partos en servicio,nacidos vivos,2005-01-01,22,22
"COLCHA ""K""",atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
COLLANA,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
COLOMI,atencion de partos en servicio,nacidos vivos,2005-01-01,44,44
COLPA BELGICA,atencion de partos en servicio,nacidos vivos,2005-01-01,3,3
COLQUECHACA,atencion de partos en servicio,nacidos vivos,2005-01-01,9,9
COLQUENCHA,atencion de partos en servicio,nacidos vivos,2005-01-01,5,5
COLQUIRI,atencion de partos en servicio,nacidos vivos,2005-01-01,6,6
COMARAPA,atencion de partos en servicio,nacidos vivos,2005-01-01,12,12
CONCEPCION,atencion de partos en servicio,nacidos vivos,2005-01-01,18,18
COPACABANA,atencion de partos en servicio,nacidos vivos,2005-01-01,10,10
CORIPATA,atencion de partos en servicio,nacidos vivos,2005-01-01,18,18
CORO CORO,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
COROICO,atencion de partos en servicio,nacidos vivos,2005-01-01,15,15
CORQUE,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
COTAGAITA,atencion de partos en servicio,nacidos vivos,2005-01-01,18,18
COTOCA,atencion de partos en servicio,nacidos vivos,2005-01-01,80,80
CUATRO CAÑADAS,atencion de partos en servicio,nacidos vivos,2005-01-01,10,10
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
CUEVO,atencion de partos en servicio,nacidos vivos,2005-01-01,6,6
CULPINA,atencion de partos en servicio,nacidos vivos,2005-01-01,17,17
CURAHUARA DE CARANGAS,atencion de partos en servicio,nacidos vivos,2005-01-01,3,3
CURVA,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
DESAGUADERO,atencion de partos en servicio,nacidos vivos,2005-01-01,3,3
EL ALTO,atencion de partos en servicio,nacidos vivos,2005-01-01,1068,1068
EL PUENTE(STC),atencion de partos en servicio,nacidos vivos,2005-01-01,8,8
EL PUENTE(TJA),atencion de partos en servicio,nacidos vivos,2005-01-01,6,6
EL TORNO,atencion de partos en servicio,nacidos vivos,2005-01-01,41,41
EL VILLAR,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2005-01-01,14,14
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2005-01-01,18,18
EUCALIPTUS,atencion de partos en servicio,nacidos vivos,2005-01-01,4,4
EXALTACION,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicio,nacidos vivos,2005-01-01,15,15
GENERAL SAAVEDRA,atencion de partos en servicio,nacidos vivos,2005-01-01,22,22
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,nacidos vivos,2005-01-01,4,4
GUANAY,atencion de partos en servicio,nacidos vivos,2005-01-01,18,18
GUAQUI,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
GUAYARAMERIN,atencion de partos en servicio,nacidos vivos,2005-01-01,76,76
GUTIERREZ,atencion de partos en servicio,nacidos vivos,2005-01-01,12,12
HUACARETA,atencion de partos en servicio,nacidos vivos,2005-01-01,7,7
HUACHACALLA,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
HUANUNI,atencion de partos en servicio,nacidos vivos,2005-01-01,43,43
HUARACAJE,atencion de partos en servicio,nacidos vivos,2005-01-01,3,3
HUAYLLAMARCA,atencion de partos en servicio,nacidos vivos,2005-01-01,3,3
INCAHUASI,atencion de partos en servicio,nacidos vivos,2005-01-01,16,16
INQUISIVI,atencion de partos en servicio,nacidos vivos,2005-01-01,4,4
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,nacidos vivos,2005-01-01,9,9
IXIAMAS,atencion de partos en servicio,nacidos vivos,2005-01-01,12,12
JESUS DE MACHACA,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
LA ASUNTA,atencion de partos en servicio,nacidos vivos,2005-01-01,19,19
LA GUARDIA,atencion de partos en servicio,nacidos vivos,2005-01-01,37,37
LA PAZ,atencion de partos en servicio,nacidos vivos,2005-01-01,1424,1424
LAGUNILLAS,atencion de partos en servicio,nacidos vivos,2005-01-01,3,3
LAJA,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
LAS CARRERAS,atencion de partos en servicio,nacidos vivos,2005-01-01,9,9
LICOMA PAMPA,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
LLALLAGUA,atencion de partos en servicio,nacidos vivos,2005-01-01,50,50
LLICA,atencion de partos en servicio,nacidos vivos,2005-01-01,6,6
LURIBAY,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
MACHACAMARCA,atencion de partos en servicio,nacidos vivos,2005-01-01,3,3
MACHARETI,atencion de partos en servicio,nacidos vivos,2005-01-01,10,10
MAGDALENA,atencion de partos en servicio,nacidos vivos,2005-01-01,14,14
MAIRANA,atencion de partos en servicio,nacidos vivos,2005-01-01,15,15
MAPIRI,atencion de partos en servicio,nacidos vivos,2005-01-01,22,22
MECAPACA,atencion de partos en servicio,nacidos vivos,2005-01-01,8,8
MINEROS,atencion de partos en servicio,nacidos vivos,2005-01-01,16,16
MIZQUE,atencion de partos en servicio,nacidos vivos,2005-01-01,27,27
MOCOMOCO,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
MOJOCOYA,atencion de partos en servicio,nacidos vivos,2005-01-01,9,9
MONTEAGUDO,atencion de partos en servicio,nacidos vivos,2005-01-01,42,42
MONTERO,atencion de partos en servicio,nacidos vivos,2005-01-01,202,202
MORO MORO,atencion de partos en servicio,nacidos vivos,2005-01-01,3,3
MOROCHATA,atencion de partos en servicio,nacidos vivos,2005-01-01,8,8
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
OCURI,atencion de partos en servicio,nacidos vivos,2005-01-01,6,6
OKINAWA,atencion de partos en servicio,nacidos vivos,2005-01-01,19,19
OMEREQUE,atencion de partos en servicio,nacidos vivos,2005-01-01,5,5
ORURO,atencion de partos en servicio,nacidos vivos,2005-01-01,443,443
PADCAYA,atencion de partos en servicio,nacidos vivos,2005-01-01,10,10
PADILLA,atencion de partos en servicio,nacidos vivos,2005-01-01,17,17
PAILON,atencion de partos en servicio,nacidos vivos,2005-01-01,23,23
PALCA,atencion de partos en servicio,nacidos vivos,2005-01-01,6,6
PALOS BLANCOS,atencion de partos en servicio,nacidos vivos,2005-01-01,32,32
PAMPA AULLAGAS,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
PAMPA GRANDE,atencion de partos en servicio,nacidos vivos,2005-01-01,6,6
PAPEL PAMPA,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
PASORAPA,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
PATACAMAYA,atencion de partos en servicio,nacidos vivos,2005-01-01,19,19
PAZÑA,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
POCOATA,atencion de partos en servicio,nacidos vivos,2005-01-01,7,7
POCONA,atencion de partos en servicio,nacidos vivos,2005-01-01,31,31
POJO (CBBA),atencion de partos en servicio,nacidos vivos,2005-01-01,12,12
POOPO,atencion de partos en servicio,nacidos vivos,2005-01-01,4,4
PORCO,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
POROMA,atencion de partos en servicio,nacidos vivos,2005-01-01,16,16
PORONGO,atencion de partos en servicio,nacidos vivos,2005-01-01,6,6
PORTACHUELO,atencion de partos en servicio,nacidos vivos,2005-01-01,24,24
PORVENIR,atencion de partos en servicio,nacidos vivos,2005-01-01,4,4
POSTRER VALLE,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
POTOSI,atencion de partos en servicio,nacidos vivos,2005-01-01,323,323
PRESTO,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
PUCARANI,atencion de partos en servicio,nacidos vivos,2005-01-01,3,3
PUERTO ACOSTA,atencion de partos en servicio,nacidos vivos,2005-01-01,10,10
PUERTO CARABUCO,atencion de partos en servicio,nacidos vivos,2005-01-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicio,nacidos vivos,2005-01-01,4,4
PUERTO QUIJARRO,atencion de partos en servicio,nacidos vivos,2005-01-01,27,27
PUERTO RICO,atencion de partos en servicio,nacidos vivos,2005-01-01,5,5
PUERTO SILES,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,nacidos vivos,2005-01-01,29,29
PUERTO VILLARROEL,atencion de partos en servicio,nacidos vivos,2005-01-01,78,78
PUNA,atencion de partos en servicio,nacidos vivos,2005-01-01,15,15
PUNATA,atencion de partos en servicio,nacidos vivos,2005-01-01,51,51
QUILLACOLLO,atencion de partos en servicio,nacidos vivos,2005-01-01,134,134
QUIME,atencion de partos en servicio,nacidos vivos,2005-01-01,3,3
RAVELO,atencion de partos en servicio,nacidos vivos,2005-01-01,8,8
REYES,atencion de partos en servicio,nacidos vivos,2005-01-01,19,19
RIBERALTA,atencion de partos en servicio,nacidos vivos,2005-01-01,174,174
ROBORE,atencion de partos en servicio,nacidos vivos,2005-01-01,29,29
RURRENABAQUE,atencion de partos en servicio,nacidos vivos,2005-01-01,36,36
SACABA,atencion de partos en servicio,nacidos vivos,2005-01-01,175,175
SACABAMBA,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
SACACA,atencion de partos en servicio,nacidos vivos,2005-01-01,9,9
SAIPINA,atencion de partos en servicio,nacidos vivos,2005-01-01,4,4
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
SAMAIPATA,atencion de partos en servicio,nacidos vivos,2005-01-01,15,15
SAN ANDRES,atencion de partos en servicio,nacidos vivos,2005-01-01,4,4
SAN ANTONIO DE ESMORUCO,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
SAN BENITO,atencion de partos en servicio,nacidos vivos,2005-01-01,13,13
SAN BORJA,atencion de partos en servicio,nacidos vivos,2005-01-01,43,43
SAN BUENA VENTURA,atencion de partos en servicio,nacidos vivos,2005-01-01,4,4
SAN CARLOS,atencion de partos en servicio,nacidos vivos,2005-01-01,25,25
SAN IGNACIO,atencion de partos en servicio,nacidos vivos,2005-01-01,23,23
SAN IGNACIO DE VELASCO,atencion de partos en servicio,nacidos vivos,2005-01-01,84,84
SAN JAVIER(STC),atencion de partos en servicio,nacidos vivos,2005-01-01,17,17
SAN JOAQUIN,atencion de partos en servicio,nacidos vivos,2005-01-01,8,8
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,nacidos vivos,2005-01-01,18,18
SAN JUAN DE YAPACANI,atencion de partos en servicio,nacidos vivos,2005-01-01,12,12
SAN JULIAN,atencion de partos en servicio,nacidos vivos,2005-01-01,82,82
SAN LORENZO(PND),atencion de partos en servicio,nacidos vivos,2005-01-01,5,5
SAN LORENZO(TJA),atencion de partos en servicio,nacidos vivos,2005-01-01,9,9
SAN LUCAS,atencion de partos en servicio,nacidos vivos,2005-01-01,24,24
SAN MATIAS,atencion de partos en servicio,nacidos vivos,2005-01-01,14,14
SAN MIGUEL DE VELASCO,atencion de partos en servicio,nacidos vivos,2005-01-01,14,14
SAN PEDRO,atencion de partos en servicio,nacidos vivos,2005-01-01,28,28
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,nacidos vivos,2005-01-01,8,8
SAN PEDRO DE CURAHUARA,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
SAN RAMON,atencion de partos en servicio,nacidos vivos,2005-01-01,10,10
SAN RAMON,atencion de partos en servicio,nacidos vivos,2005-01-01,7,7
SANTA ANA,atencion de partos en servicio,nacidos vivos,2005-01-01,32,32
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,nacidos vivos,2005-01-01,2537,2537
SANTA ROSA,atencion de partos en servicio,nacidos vivos,2005-01-01,15,15
SANTA ROSA DEL SARA,atencion de partos en servicio,nacidos vivos,2005-01-01,21,21
SANTIAGO DE CALLAPA,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
SANTIAGO DE HUARI,atencion de partos en servicio,nacidos vivos,2005-01-01,7,7
SANTIAGO DE MACHACA,atencion de partos en servicio,nacidos vivos,2005-01-01,4,4
SANTIVAÑES,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en servicio,nacidos vivos,2005-01-01,3,3
SENA,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
SICA SICA (VILLA AROMA),atencion de partos en servicio,nacidos vivos,2005-01-01,8,8
SIPE SIPE,atencion de partos en servicio,nacidos vivos,2005-01-01,22,22
SOPACHUY,atencion de partos en servicio,nacidos vivos,2005-01-01,7,7
SORACACHI,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
SORATA,atencion de partos en servicio,nacidos vivos,2005-01-01,11,11
SUCRE,atencion de partos en servicio,nacidos vivos,2005-01-01,405,405
TACACHI,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
TACACOMA,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
TACOPAYA,atencion de partos en servicio,nacidos vivos,2005-01-01,3,3
TAPACARI,atencion de partos en servicio,nacidos vivos,2005-01-01,9,9
TARABUCO,atencion de partos en servicio,nacidos vivos,2005-01-01,29,29
TARACO,atencion de partos en servicio,nacidos vivos,2005-01-01,1,1
TARATA,atencion de partos en servicio,nacidos vivos,2005-01-01,3,3
TARIJA,atencion de partos en servicio,nacidos vivos,2005-01-01,329,329
TARVITA,atencion de partos en servicio,nacidos vivos,2005-01-01,16,16
TEOPONTE,atencion de partos en servicio,nacidos vivos,2005-01-01,4,4
TIAWANACU,atencion de partos en servicio,nacidos vivos,2005-01-01,7,7
TIPUANI,atencion de partos en servicio,nacidos vivos,2005-01-01,16,16
TIQUIPAYA,atencion de partos en servicio,nacidos vivos,2005-01-01,64,64
TIRAQUE (CBBA),atencion de partos en servicio,nacidos vivos,2005-01-01,76,76
TOCO,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
TOLATA,atencion de partos en servicio,nacidos vivos,2005-01-01,5,5
TOLEDO,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
TOMAVE,atencion de partos en servicio,nacidos vivos,2005-01-01,3,3
TOMINA,atencion de partos en servicio,nacidos vivos,2005-01-01,5,5
TORO TORO,atencion de partos en servicio,nacidos vivos,2005-01-01,7,7
TOTORA(CBBA),atencion de partos en servicio,nacidos vivos,2005-01-01,17,17
TOTORA(ORR),atencion de partos en servicio,nacidos vivos,2005-01-01,6,6
TRINIDAD,atencion de partos en servicio,nacidos vivos,2005-01-01,214,214
TUPIZA,atencion de partos en servicio,nacidos vivos,2005-01-01,76,76
TURCO,atencion de partos en servicio,nacidos vivos,2005-01-01,3,3
UNCIA,atencion de partos en servicio,nacidos vivos,2005-01-01,27,27
URIONDO (A. CONCEPCION),atencion de partos en servicio,nacidos vivos,2005-01-01,7,7
URUBICHA,atencion de partos en servicio,nacidos vivos,2005-01-01,7,7
UYUNI,atencion de partos en servicio,nacidos vivos,2005-01-01,37,37
VACAS,atencion de partos en servicio,nacidos vivos,2005-01-01,19,19
VALLEGRANDE,atencion de partos en servicio,nacidos vivos,2005-01-01,21,21
VIACHA,atencion de partos en servicio,nacidos vivos,2005-01-01,17,17
VILLA MONTES,atencion de partos en servicio,nacidos vivos,2005-01-01,47,47
VILLA RIVERO,atencion de partos en servicio,nacidos vivos,2005-01-01,6,6
VILLA SERRANO,atencion de partos en servicio,nacidos vivos,2005-01-01,14,14
VILLA TUNARI,atencion de partos en servicio,nacidos vivos,2005-01-01,61,61
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,nacidos vivos,2005-01-01,6,6
VILLAZON,atencion de partos en servicio,nacidos vivos,2005-01-01,39,39
VINTO,atencion de partos en servicio,nacidos vivos,2005-01-01,43,43
VITICHI,atencion de partos en servicio,nacidos vivos,2005-01-01,2,2
WARNES,atencion de partos en servicio,nacidos vivos,2005-01-01,72,72
YACUIBA,atencion de partos en servicio,nacidos vivos,2005-01-01,123,123
YAMPARAEZ,atencion de partos en servicio,nacidos vivos,2005-01-01,12,12
YAPACANI,atencion de partos en servicio,nacidos vivos,2005-01-01,72,72
YOCALLA,atencion de partos en servicio,nacidos vivos,2005-01-01,4,4
YOTALA,atencion de partos en servicio,nacidos vivos,2005-01-01,14,14
ZUDAÑEZ,atencion de partos en servicio,nacidos vivos,2005-01-01,11,11
ACACIO,atencion de partos en servicio,nacidos vivos,2005-02-01,2,2
ACHACACHI,atencion de partos en servicio,nacidos vivos,2005-02-01,26,26
ACHOCALLA,atencion de partos en servicio,nacidos vivos,2005-02-01,4,4
AIQUILE,atencion de partos en servicio,nacidos vivos,2005-02-01,43,43
ALALAY,atencion de partos en servicio,nacidos vivos,2005-02-01,2,2
ALCALA,atencion de partos en servicio,nacidos vivos,2005-02-01,5,5
ANTEQUERA,atencion de partos en servicio,nacidos vivos,2005-02-01,4,4
ANZALDO,atencion de partos en servicio,nacidos vivos,2005-02-01,5,5
APOLO,atencion de partos en servicio,nacidos vivos,2005-02-01,8,8
ARAMPAMPA,atencion de partos en servicio,nacidos vivos,2005-02-01,1,1
ARANI,atencion de partos en servicio,nacidos vivos,2005-02-01,4,4
ARBIETO,atencion de partos en servicio,nacidos vivos,2005-02-01,4,4
ARQUE,atencion de partos en servicio,nacidos vivos,2005-02-01,8,8
ASCENCION DE GUARAYOS,atencion de partos en servicio,nacidos vivos,2005-02-01,54,54
ATOCHA,atencion de partos en servicio,nacidos vivos,2005-02-01,15,15
AUCAPATA,atencion de partos en servicio,nacidos vivos,2005-02-01,1,1
AYO AYO,atencion de partos en servicio,nacidos vivos,2005-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,nacidos vivos,2005-02-01,12,12
AZURDUY,atencion de partos en servicio,nacidos vivos,2005-02-01,7,7
BATALLAS,atencion de partos en servicio,nacidos vivos,2005-02-01,1,1
BAURES,atencion de partos en servicio,nacidos vivos,2005-02-01,3,3
BERMEJO,atencion de partos en servicio,nacidos vivos,2005-02-01,46,46
BETANZOS,atencion de partos en servicio,nacidos vivos,2005-02-01,24,24
BOLIVAR,atencion de partos en servicio,nacidos vivos,2005-02-01,1,1
BOLPEBRA,atencion de partos en servicio,nacidos vivos,2005-02-01,2,2
BOYUIBE,atencion de partos en servicio,nacidos vivos,2005-02-01,6,6
BUENA VISTA,atencion de partos en servicio,nacidos vivos,2005-02-01,20,20
CABEZAS,atencion de partos en servicio,nacidos vivos,2005-02-01,18,18
CAIROMA,atencion de partos en servicio,nacidos vivos,2005-02-01,3,3
"CAIZA ""D""",atencion de partos en servicio,nacidos vivos,2005-02-01,4,4
CAJUATA,atencion de partos en servicio,nacidos vivos,2005-02-01,18,18
CALAMARCA,atencion de partos en servicio,nacidos vivos,2005-02-01,4,4
CAMARGO,atencion de partos en servicio,nacidos vivos,2005-02-01,23,23
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,nacidos vivos,2005-02-01,2,2
CAMIRI,atencion de partos en servicio,nacidos vivos,2005-02-01,67,67
CAPINOTA,atencion de partos en servicio,nacidos vivos,2005-02-01,19,19
CAQUIAVIRI,atencion de partos en servicio,nacidos vivos,2005-02-01,2,2
CARACOLLO,atencion de partos en servicio,nacidos vivos,2005-02-01,10,10
CARANAVI,atencion de partos en servicio,nacidos vivos,2005-02-01,40,40
CARAPARI,atencion de partos en servicio,nacidos vivos,2005-02-01,10,10
CARIPUYO,atencion de partos en servicio,nacidos vivos,2005-02-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicio,nacidos vivos,2005-02-01,6,6
CHALLAPATA,atencion de partos en servicio,nacidos vivos,2005-02-01,16,16
CHAQUI,atencion de partos en servicio,nacidos vivos,2005-02-01,5,5
CHARAGUA,atencion de partos en servicio,nacidos vivos,2005-02-01,44,44
CHARAÑA,atencion de partos en servicio,nacidos vivos,2005-02-01,1,1
CHAYANTA,atencion de partos en servicio,nacidos vivos,2005-02-01,7,7
CHIMORE,atencion de partos en servicio,nacidos vivos,2005-02-01,19,19
CHIPAYA,atencion de partos en servicio,nacidos vivos,2005-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,nacidos vivos,2005-02-01,19,19
CLIZA,atencion de partos en servicio,nacidos vivos,2005-02-01,23,23
COBIJA,atencion de partos en servicio,nacidos vivos,2005-02-01,69,69
COCHABAMBA,atencion de partos en servicio,nacidos vivos,2005-02-01,1132,1132
COLCAPIRHUA,atencion de partos en servicio,nacidos vivos,2005-02-01,27,27
COLLANA,atencion de partos en servicio,nacidos vivos,2005-02-01,1,1
COLOMI,atencion de partos en servicio,nacidos vivos,2005-02-01,39,39
COLPA BELGICA,atencion de partos en servicio,nacidos vivos,2005-02-01,4,4
COLQUECHACA,atencion de partos en servicio,nacidos vivos,2005-02-01,8,8
COLQUENCHA,atencion de partos en servicio,nacidos vivos,2005-02-01,3,3
COLQUIRI,atencion de partos en servicio,nacidos vivos,2005-02-01,5,5
COMARAPA,atencion de partos en servicio,nacidos vivos,2005-02-01,40,40
CONCEPCION,atencion de partos en servicio,nacidos vivos,2005-02-01,29,29
COPACABANA,atencion de partos en servicio,nacidos vivos,2005-02-01,5,5
CORIPATA,atencion de partos en servicio,nacidos vivos,2005-02-01,10,10
COROICO,atencion de partos en servicio,nacidos vivos,2005-02-01,17,17
CORQUE,atencion de partos en servicio,nacidos vivos,2005-02-01,1,1
COTAGAITA,atencion de partos en servicio,nacidos vivos,2005-02-01,16,16
COTOCA,atencion de partos en servicio,nacidos vivos,2005-02-01,48,48
CUATRO CAÑADAS,atencion de partos en servicio,nacidos vivos,2005-02-01,23,23
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,nacidos vivos,2005-02-01,2,2
CUEVO,atencion de partos en servicio,nacidos vivos,2005-02-01,2,2
CULPINA,atencion de partos en servicio,nacidos vivos,2005-02-01,22,22
CURAHUARA DE CARANGAS,atencion de partos en servicio,nacidos vivos,2005-02-01,1,1
CURVA,atencion de partos en servicio,nacidos vivos,2005-02-01,1,1
DESAGUADERO,atencion de partos en servicio,nacidos vivos,2005-02-01,7,7
EL ALTO,atencion de partos en servicio,nacidos vivos,2005-02-01,953,953
EL PUENTE(STC),atencion de partos en servicio,nacidos vivos,2005-02-01,11,11
EL PUENTE(TJA),atencion de partos en servicio,nacidos vivos,2005-02-01,8,8
EL TORNO,atencion de partos en servicio,nacidos vivos,2005-02-01,53,53
EL VILLAR,atencion de partos en servicio,nacidos vivos,2005-02-01,2,2
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2005-02-01,8,8
ENTRE RIOS,atencion de partos en servicio,nacidos vivos,2005-02-01,21,21
EUCALIPTUS,atencion de partos en servicio,nacidos vivos,2005-02-01,3,3
EXALTACION,atencion de partos en servicio,nacidos vivos,2005-02-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicio,nacidos vivos,2005-02-01,24,24
FILADELFIA,atencion de partos en servicio,nacidos vivos,2005-02-01,1,1
GENERAL SAAVEDRA,atencion de partos en servicio,nacidos vivos,2005-02-01,16,16
