municipality,group,variable,month,Mujeres con primer control post parto,TOTAL
BAURES,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,5,5
BELEN DE ANDAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1,1
BELEN DE URMIRI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,2,2
BELLA FLOR,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
BERMEJO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,17,17
BETANZOS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,55,55
BOLIVAR,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,19,19
BOLPEBRA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,2,2
BOYUIBE,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
BUENA VISTA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,24,24
CABEZAS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,24,24
CAIROMA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,8,8
"CAIZA ""D""",atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,13,13
CAJUATA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,11,11
CALACOTO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,2,2
CALAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,17,17
CAMARGO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,13,13
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1,1
CAMIRI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,38,38
CAPINOTA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,38,38
CAQUIAVIRI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,6,6
CARACOLLO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,19,19
CARANAVI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,51,51
CARAPARI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,10,10
CARIPUYO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,7,7
CARMEN RIVERO TORREZ,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,6,6
CATACORA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,2,2
CHALLAPATA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,34,34
CHAQUI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,5,5
CHARAGUA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,34,34
CHARAÑA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
CHAYANTA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,27,27
CHIMORE,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,15,15
CHIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,16,16
CHUMA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,6,6
CLIZA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,14,14
COBIJA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,57,57
COCHABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,562,562
COIPASA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,2,2
COLCAPIRHUA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,48,48
"COLCHA ""K""",atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
COLLANA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,3,3
COLOMI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,25,25
COLPA BELGICA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,5,5
COLQUECHACA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,64,64
COLQUENCHA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,11,11
COLQUIRI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,23,23
COMANCHE,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,2,2
COMARAPA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,14,14
COMBAYA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,3,3
CONCEPCION,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,2,2
COPACABANA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,17,17
CORIPATA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,21,21
CORO CORO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,6,6
COROICO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,19,19
CORQUE,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,9,9
COTAGAITA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,24,24
COTOCA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,88,88
CUATRO CAÑADAS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,8,8
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
CUEVO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,9,9
CULPINA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,11,11
CURAHUARA DE CARANGAS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,7,7
CURVA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
DESAGUADERO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,3,3
EL ALTO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,749,749
EL CHORO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1,1
EL PUENTE(STC),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,14,14
EL PUENTE(TJA),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,15,15
EL TORNO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,22,22
EL VILLAR,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,2,2
ENTRE RIOS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,24,24
ENTRE RIOS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,29,29
EUCALIPTUS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,11,11
EXALTACION,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,18,18
FILADELFIA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
GENERAL SAAVEDRA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,30,30
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,13,13
GUANAY,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,22,22
GUAQUI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,7,7
GUAYARAMERIN,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,71,71
GUTIERREZ,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,14,14
HUACARETA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,9,9
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,3,3
HUACHACALLA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1,1
HUANUNI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,46,46
HUARACAJE,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,5,5
HUAYLLAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,9,9
ICHOCA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,6,6
ICLA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,15,15
INCAHUASI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,8,8
INQUISIVI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,15,15
IRUPANA (VILLA DE LANZA),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,21,21
IXIAMAS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,15,15
JESUS DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,15,15
LA ASUNTA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,41,41
LA GUARDIA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,43,43
LA PAZ,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1291,1291
LAGUNILLAS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,8,8
LAJA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,9,9
LAS CARRERAS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,2,2
LICOMA PAMPA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,2,2
LLALLAGUA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,36,36
LLICA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,7,7
LORETO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1,1
LURIBAY,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,9,9
MACHARETI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,10,10
MAGDALENA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,15,15
MAIRANA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,11,11
MALLA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
MAPIRI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,22,22
MECAPACA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,14,14
MINEROS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,22,22
MIZQUE,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,45,45
MOCOMOCO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,31,31
MOJOCOYA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,10,10
MONTEAGUDO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,38,38
MONTERO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,121,121
MORO MORO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
MOROCHATA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,42,42
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1,1
OCURI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,28,28
OKINAWA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,15,15
OMEREQUE,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,6,6
ORURO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,424,424
PADCAYA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,11,11
PADILLA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,21,21
PAILON,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,5,5
PALCA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,9,9
PALOS BLANCOS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,31,31
PAMPA AULLAGAS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
PAMPA GRANDE,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,12,12
PAPEL PAMPA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,7,7
PASORAPA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,3,3
PATACAMAYA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,36,36
PAZÑA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,3,3
PELECHUCO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,6,6
POCOATA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,33,33
POCONA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,28,28
POJO (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,23,23
POOPO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
PORCO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,6,6
POROMA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,42,42
PORONGO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,6,6
PORTACHUELO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,27,27
PORVENIR,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
POSTRER VALLE,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1,1
POTOSI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,342,342
PRESTO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,24,24
PUCARA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1,1
PUCARANI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,27,27
PUERTO ACOSTA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,21,21
PUERTO CARABUCO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,19,19
PUERTO GONZALO MORENO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,6,6
PUERTO PEREZ,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,8,8
PUERTO QUIJARRO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,29,29
PUERTO RICO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,10,10
PUERTO SILES,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1,1
PUERTO SUAREZ,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,34,34
PUERTO VILLARROEL,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,82,82
PUNA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,31,31
PUNATA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,39,39
QUILLACOLLO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,51,51
QUIME,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,12,12
RAVELO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,24,24
REYES,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,8,8
RIBERALTA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1,1
ROBORE,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,22,22
RURRENABAQUE,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,21,21
SACABA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,169,169
SACABAMBA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
SACACA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,19,19
SAIPINA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,7,7
SALINAS DE GARCI MENDOZA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,10,10
SAMAIPATA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,12,12
SAN AGUSTIN,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,3,3
SAN ANDRES,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,6,6
SAN ANDRES DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,3,3
SAN ANTONIO DE ESMORUCO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
SAN BENITO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,19,19
SAN BORJA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,33,33
SAN BUENA VENTURA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,8,8
SAN CARLOS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,21,21
SAN IGNACIO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,24,24
SAN IGNACIO DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,42,42
SAN JOAQUIN,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,6,6
SAN JOSE DE CHIQUITOS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,20,20
SAN JUAN DE YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,13,13
SAN JULIAN,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,63,63
SAN LORENZO(PND),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
SAN LORENZO(TJA),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,26,26
SAN LUCAS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,59,59
SAN MATIAS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,12,12
SAN MIGUEL DE VELASCO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,18,18
SAN PABLO DE LIPEZ,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,2,2
SAN PEDRO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,30,30
SAN PEDRO DE BUENA VISTA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1,1
SAN PEDRO DE CURAHUARA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,6,6
SAN PEDRO DE TIQUINA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,3,3
SAN PEDRO(PND),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,2,2
SAN RAMON,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,7,7
SAN RAMON,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,2,2
SANTA ANA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,22,22
SANTA CRUZ DE LA SIERRA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1012,1012
SANTA ROSA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,16,16
SANTA ROSA DEL SARA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,12,12
SANTIAGO DE CALLAPA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,6,6
SANTIAGO DE HUARI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,8,8
SANTIAGO DE MACHACA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
SANTIVAÑES,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,7,7
SAPAHAQUI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,15,15
SENA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,5,5
SICA SICA (VILLA AROMA),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,29,29
SICAYA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
SIPE SIPE,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,34,34
SOPACHUY,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,7,7
SORACACHI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,10,10
SORATA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,25,25
SUCRE,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,346,346
TACACHI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,2,2
TACACOMA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,3,3
TACOBAMBA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,7,7
TACOPAYA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,15,15
TAHUA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1,1
TAPACARI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,40,40
TARABUCO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,51,51
TARACO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
TARATA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,13,13
TARIJA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,250,250
TARVITA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,45,45
TEOPONTE,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,8,8
TIAWANACU,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,17,17
TINGUIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,36,36
TIPUANI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,13,13
TIQUIPAYA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,60,60
TIRAQUE (CBBA),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,74,74
TOCO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,3,3
TOLATA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
TOLEDO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,5,5
TOMAVE,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,6,6
TOMINA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,6,6
TORO TORO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,16,16
TOTORA(CBBA),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,19,19
TOTORA(ORR),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,8,8
TRINIDAD,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,73,73
TUPIZA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,85,85
TURCO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,4,4
UMALA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,3,3
UNCIA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,42,42
URIONDO (A. CONCEPCION),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,8,8
URUBICHA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,11,11
UYUNI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,26,26
VACAS,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,21,21
VALLEGRANDE,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,21,21
VIACHA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,20,20
VILA VILA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,8,8
VILLA MONTES,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,33,33
VILLA NUEVA (LOMA ALTA),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1,1
VILLA RIVERO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,5,5
VILLA SERRANO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,17,17
VILLA TUNARI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,85,85
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,14,14
VILLAZON,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,49,49
VINTO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,39,39
VITICHI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,11,11
WALDO BALLIVIAN,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1,1
WARNES,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,53,53
YACO,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,1,1
YACUIBA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,99,99
YAMPARAEZ,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,18,18
YAPACANI,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,76,76
YOCALLA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,8,8
YOTALA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,12,12
YUNCHARA,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,3,3
ZUDAÑEZ,atencion de partos en servicio,mujeres con primer control post parto,2005-01-01,15,15
ACACIO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,14,14
ACHACACHI,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,59,59
ACHOCALLA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,5,5
AIQUILE,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,28,28
ALALAY,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,4,4
ALCALA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,4,4
ANCORAIMES,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,23,23
ANDAMARCA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,2,2
ANTEQUERA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,4,4
ANZALDO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,8,8
APOLO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,16,16
ARAMPAMPA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,7,7
ARANI,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,3,3
ARBIETO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,7,7
ARQUE,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,15,15
ASCENCION DE GUARAYOS,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,3,3
ATOCHA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,15,15
AUCAPATA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,14,14
AYATA,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,4,4
AYO AYO,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,37,37
AZURDUY,atencion de partos en servicio,mujeres con primer control post parto,2005-02-01,21,21
