municipality,group,variable,month,Días camas disponibles otros servicios,TOTAL
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,402,402
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,62,62
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,372,372
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,310,310
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,21400,21400
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,191,191
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,1474,1474
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,214,214
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,496,496
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,217,217
ESCOMA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,589,589
EUCALIPTUS,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,62,62
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,124,124
FILADELFIA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,147,147
GUANAY,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,186,186
GUAQUI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,64,64
GUAYARAMERIN,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,2790,2790
GUTIERREZ,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,640,640
HUACARETA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,516,516
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,90,90
HUACHACALLA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,31,31
HUANUNI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,1736,1736
HUARACAJE,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,62,62
HUARINA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,93,93
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,31,31
ICLA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,465,465
INCAHUASI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,465,465
INQUISIVI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,62,62
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,372,372
IXIAMAS,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,186,186
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,401,401
LA ASUNTA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,341,341
LA GUARDIA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,2356,2356
LA PAZ,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,82000,82000
LAGUNILLAS,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,124,124
LAS CARRERAS,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,371,371
LLALLAGUA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,1085,1085
LLICA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,62,62
MACHARETI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,310,310
MAGDALENA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,253,253
MAIRANA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,155,155
MAPIRI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,124,124
MINEROS,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,403,403
MIZQUE,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,1023,1023
MOCOMOCO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,93,93
MOJOCOYA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,217,217
MONTEAGUDO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,1513,1513
MONTERO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,4269,4269
MOROCHATA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,93,93
OCURI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,310,310
OMEREQUE,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,217,217
ORURO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,21364,21364
PADILLA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,589,589
PAILON,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,284,284
PALCA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,30,30
PALOS BLANCOS,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,310,310
PAMPA AULLAGAS,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,31,31
PAMPA GRANDE,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,31,31
PASORAPA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,183,183
PATACAMAYA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,248,248
PAZÑA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,62,62
POCOATA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,310,310
POCONA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,310,310
POJO (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,217,217
POOPO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,93,93
PORCO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,146,146
POROMA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,647,647
PORONGO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,31,31
PORTACHUELO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,2325,2325
PORVENIR,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,121,121
POTOSI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,12898,12898
PRESTO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,341,341
PUERTO GONZALO MORENO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,55,55
PUERTO PEREZ,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,31,31
PUERTO QUIJARRO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,720,720
PUERTO RICO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,249,249
PUERTO SUAREZ,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,1120,1120
PUERTO VILLARROEL,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,1798,1798
PUNA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,279,279
PUNATA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,1612,1612
QUILLACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,2635,2635
RAQAYPAMPA(ETA),internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,124,124
RAVELO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,62,62
REYES,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,186,186
RIBERALTA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,3565,3565
ROBORE,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,1411,1411
RURRENABAQUE,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,465,465
SACABA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,2790,2790
SACABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,31,31
SACACA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,310,310
SAIPINA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,169,169
SALINAS DE GARCI MENDOZA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,124,124
SAMAIPATA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,93,93
SAN ANTONIO DE LOMERIO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,79,79
SAN BORJA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,682,682
SAN BUENA VENTURA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,217,217
SAN IGNACIO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,744,744
SAN IGNACIO DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,2294,2294
SAN JAVIER(STC),internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,53,53
SAN JOSE DE CHIQUITOS,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,1023,1023
SAN JUAN DE YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,87,87
SAN JULIAN,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,2629,2629
SAN LUCAS,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,833,833
SAN MATIAS,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,650,650
SAN MIGUEL DE VELASCO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,124,124
SAN PEDRO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,281,281
SAN PEDRO DE BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,62,62
SAN PEDRO DE TIQUINA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,93,93
SAN RAFAEL,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,186,186
SAN RAMON BENI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,310,310
SAN RAMON SCZ,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,279,279
SANTA ANA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,464,464
SANTA CRUZ DE LA SIERRA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,67155,67155
SANTA ROSA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,372,372
SANTA ROSA DEL SARA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,273,273
SANTIAGO DE HUATA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,31,31
SANTIVAÑES,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,279,279
SENA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,88,88
SHINAOTA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,723,723
SICA SICA (VILLA AROMA),internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,31,31
SOPACHUY,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,414,414
SORATA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,248,248
SUCRE,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,39581,39581
TACACHI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,30,30
TACOBAMBA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,124,124
TACOPAYA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,806,806
TAPACARI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,124,124
TARABUCO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,558,558
TARATA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,62,62
TARIJA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,17638,17638
TARVITA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,713,713
TIQUIPAYA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,341,341
TIRAQUE (CBBA),internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,93,93
TOCO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,93,93
TOLATA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,30,30
TOMAVE,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,337,337
TOMINA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,341,341
TORO TORO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,310,310
TOTORA(CBBA),internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,806,806
TOTORA(ORR),internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,124,124
TRINIDAD,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,7021,7021
TUPIZA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,2201,2201
UNCIA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,93,93
URUBICHA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,132,132
UYUNI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,1240,1240
VACAS,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,62,62
VALLEGRANDE,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,546,546
VIACHA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,2170,2170
VILA VILA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,124,124
VILLA CHARCAS,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,279,279
VILLA MONTES,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,992,992
VILLA RIVERO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,62,62
VILLA SERRANO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,335,335
VILLA TUNARI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,2446,2446
VILLA VACA GUZMAN (MUYUPAMPA),internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,310,310
VILLAZON,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,1457,1457
VINTO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,868,868
VITICHI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,31,31
WARNES,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,111,111
YACO,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,62,62
YACUIBA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,3876,3876
YAMPARAEZ,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,279,279
YANACACHI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,31,31
YAPACANI,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,99,99
YOTALA,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,217,217
ZUDAÑEZ,internaciones dias camas,dias camas disponibles otros servicios,2019-01-01,186,186
ACACIO,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,56,56
ACHACACHI,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,504,504
AIQUILE,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,1024,1024
ALCALA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,84,84
ANTEQUERA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,28,28
ANZALDO,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,387,387
APOLO,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,252,252
ARANI,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,28,28
ARBIETO,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,90,90
ARQUE,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,56,56
ASCENCION DE GUARAYOS,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,2212,2212
ATOCHA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,847,847
AYOPAYA (V. DE INDEPENDENCIA),internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,643,643
AZURDUY,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,346,346
BAURES,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,56,56
BELEN DE ANDAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,56,56
BERMEJO,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,2270,2270
BETANZOS,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,532,532
BOLIVAR,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,28,28
BOYUIBE,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,308,308
BUENA VISTA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,369,369
CABEZAS,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,340,340
CAIROMA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,224,224
"CAIZA ""D""",internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,168,168
CAMARGO,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,1316,1316
CAMATAQUI (C. VILLA ABECIA),internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,84,84
CAMIRI,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,2841,2841
CAPINOTA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,420,420
CAQUIAVIRI,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,28,28
CARACOLLO,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,168,168
CARANAVI,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,784,784
CARMEN RIVERO TORREZ,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,312,312
CHALLAPATA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,728,728
CHAQUI,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,224,224
CHARAGUA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,812,812
CHAYANTA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,112,112
CHIMORE,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,448,448
CHULUMANI (V. DE LA LIBERTAD),internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,728,728
CHUMA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,56,56
CKOCHAS,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,112,112
CLIZA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,420,420
COBIJA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,4048,4048
COCAPATA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,29,29
COCHABAMBA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,49748,49748
COLCAPIRHUA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,1008,1008
"COLCHA ""K""",internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,118,118
COLLANA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,28,28
COLOMI,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,308,308
COLPA BELGICA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,84,84
COLQUECHACA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,491,491
COMARAPA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,392,392
CONCEPCION,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,193,193
COPACABANA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,196,196
CORIPATA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,112,112
CORO CORO,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,108,108
COROICO,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,980,980
COTAGAITA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,308,308
COTOCA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,476,476
CUATRO CAÑADAS,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,366,366
CUCHUMUELA (V. G. VILLARROEL),internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,56,56
CUEVO,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,168,168
CULPINA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,336,336
CURAHUARA DE CARANGAS,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,280,280
EL ALTO,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,20144,20144
EL PUENTE(STC),internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,158,158
EL TORNO,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,588,588
EL VILLAR,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,112,112
ENTRE RIOS TRJ,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,448,448
ENTRE RIOS CBBA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,168,168
ESCOMA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,532,532
EUCALIPTUS,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,56,56
EXALTACION,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,56,56
FERNANDEZ ALONSO,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,112,112
FILADELFIA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,115,115
GUANAY,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,166,166
GUAYARAMERIN,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,2520,2520
GUTIERREZ,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,920,920
HUACARETA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,327,327
HUACAYA (VILLA DE HUACAYA),internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,51,51
HUANUNI,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,1568,1568
HUARACAJE,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,56,56
HUARINA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,84,84
HUAYLLAMARCA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,28,28
ICLA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,420,420
INCAHUASI,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,258,258
IRUPANA (VILLA DE LANZA),internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,336,336
IXIAMAS,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,186,186
JESUS DE MACHACA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,336,336
LA ASUNTA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,308,308
LA GUARDIA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,1878,1878
LA PAZ,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,75918,75918
LAGUNILLAS,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,56,56
LAS CARRERAS,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,168,168
LLALLAGUA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,980,980
LLICA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,56,56
LURIBAY,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,26,26
MACHARETI,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,366,366
MAGDALENA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,248,248
MAIRANA,internaciones dias camas,dias camas disponibles otros servicios,2019-02-01,140,140
