municipality,group,variable,month,Niñas(os) de 1 año con 2da. dosis de vitamina A,TOTAL
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,2,2
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,43,43
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,5,5
CUEVO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,4,4
CULPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,33,33
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,3,3
CURVA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,2,2
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,3,3
EL ALTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,829,829
EL CHORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,8,8
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,17,17
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,13,13
EL TORNO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,71,71
EL VILLAR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,4,4
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,36,36
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,43,43
ESCARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,1,1
ESCOMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,7,7
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,11,11
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,20,20
FILADELFIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,9,9
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,24,24
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,14,14
GUANAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,41,41
GUAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,10,10
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,69,69
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,18,18
HUACARETA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,7,7
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,4,4
HUANUNI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,22,22
HUARACAJE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,8,8
HUARINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,4,4
HUATAJATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,4,4
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,3,3
HUMANATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,8,8
ICHOCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,7,7
ICLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,7,7
INCAHUASI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,16,16
INQUISIVI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,15,15
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,12,12
IXIAMAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,14,14
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,12,12
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,37,37
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,148,148
LA PAZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,812,812
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,6,6
LAJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,39,39
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,3,3
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,7,7
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,87,87
LLICA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,2,2
LORETO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,12,12
LURIBAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,16,16
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,4,4
MACHARETI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,5,5
MAGDALENA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,67,67
MAIRANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,15,15
MALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,1,1
MAPIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,15,15
MECAPACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,15,15
MINEROS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,56,56
MIZQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,33,33
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,18,18
MOJINETE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,1,1
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,8,8
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,48,48
MONTERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,198,198
MORO MORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,4,4
MOROCHATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,15,15
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,5,5
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,5,5
OCURI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,24,24
OKINAWA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,22,22
OMEREQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,16,16
ORURO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,361,361
PADCAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,37,37
PADILLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,7,7
PAILON,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,27,27
PALCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,29,29
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,55,55
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,4,4
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,11,11
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,4,4
PASORAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,3,3
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,34,34
PAZÑA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,6,6
PELECHUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,13,13
POCOATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,37,37
POCONA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,16,16
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,15,15
POOPO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,10,10
PORCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,15,15
POROMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,20,20
PORONGO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,10,10
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,9,9
PORVENIR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,8,8
POTOSI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,267,267
PRESTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,6,6
PUCARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,3,3
PUCARANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,44,44
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,10,10
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,13,13
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,10,10
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,5,5
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,10,10
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,12,12
PUERTO SILES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,2,2
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,11,11
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,56,56
PUNA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,16,16
PUNATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,39,39
QUIABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,11,11
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,158,158
QUIME,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,12,12
RAVELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,22,22
REYES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,30,30
RIBERALTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,167,167
ROBORE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,11,11
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,39,39
SABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,7,7
SACABA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,246,246
SACABAMBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,5,5
SACACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,18,18
SAIPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,3,3
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,11,11
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,13,13
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,12,12
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,5,5
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,9,9
SAN BENITO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,8,8
SAN BORJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,60,60
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,17,17
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,29,29
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,29,29
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,41,41
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,11,11
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,16,16
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,8,8
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,43,43
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,10,10
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,62,62
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,19,19
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,22,22
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,43,43
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,15,15
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,19,19
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,2,2
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,19,19
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,42,42
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,5,5
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,4,4
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,1,1
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,10,10
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,6,6
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,19,19
SANTA ANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,15,15
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,1208,1208
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,21,21
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,32,32
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,1,1
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,7,7
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,7,7
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2017-01-01,8,8
