municipality,group,variable,month,Niñas(os) RN con lactancia materna inmediata,TOTAL
CHALLAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,54,54
CHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,7,7
CHARAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,48,48
CHARAÑA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
CHAYANTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,17,17
CHIMORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,23,23
CHIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
CHUA COCANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,10,10
CHUMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,3,3
CKOCHAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,17,17
CLIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,33,33
COBIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,61,61
COCAPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,26,26
COCHABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,522,522
COLCAPIRHUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,55,55
"COLCHA ""K""",micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,7,7
COLLANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
COLOMI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,18,18
COLQUECHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,54,54
COLQUENCHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,11,11
COLQUIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,19,19
COMARAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,31,31
CONCEPCION,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,34,34
COPACABANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,10,10
CORIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,12,12
CORO CORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,3,3
COROICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
CORQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,7,7
COTAGAITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,20,20
COTOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
CUATRO CAÑADAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,11,11
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,5,5
CUEVO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,3,3
CULPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,20,20
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
CURVA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
DESAGUADERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
EL ALTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,916,916
EL CHORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,3,3
EL PUENTE(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,5,5
EL PUENTE(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,9,9
EL TORNO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,55,55
EL VILLAR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
ENTRE RIOS TRJ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,15,15
ENTRE RIOS CBBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,40,40
ESCOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
EUCALIPTUS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,11,11
FILADELFIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,6,6
GENERAL SAAVEDRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,8,8
GUANAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,25,25
GUAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,8,8
GUAYARAMERIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,52,52
GUTIERREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,17,17
HUACARETA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,6,6
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
HUANUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,21,21
HUARINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
HUATAJATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
HUMANATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,3,3
ICHOCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,5,5
ICLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
INCAHUASI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,7,7
INQUISIVI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,11,11
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,18,18
IXIAMAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,9,9
JESUS DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,14,14
LA ASUNTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,54,54
LA GUARDIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,72,72
LA PAZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,826,826
LAGUNILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
LAJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,20,20
LAS CARRERAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
LICOMA PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
LLALLAGUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,46,46
LLICA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
LORETO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,9,9
LURIBAY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
MACHACAMARCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,3,3
MACHARETI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,3,3
MAIRANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,34,34
MALLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,16,16
MAPIRI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,86,86
MECAPACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,3,3
MINEROS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,13,13
MIZQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,27,27
MOCOMOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,18,18
MOJOCOYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,12,12
MONTEAGUDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,45,45
MONTERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,81,81
MORO MORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
MOROCHATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
NAZACARA DE PACAJES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
OCURI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,23,23
OKINAWA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,134,134
OMEREQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,6,6
ORURO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,477,477
PADCAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,13,13
PADILLA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,19,19
PAILON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,9,9
PALCA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,9,9
PALOS BLANCOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,10,10
PAMPA AULLAGAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
PAMPA GRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
PAPEL PAMPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
PASORAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
PATACAMAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,27,27
PAZÑA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,26,26
PELECHUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
POCOATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,28,28
POCONA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,39,39
POJO (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,13,13
POOPO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,5,5
PORCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,15,15
POROMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,21,21
PORONGO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,9,9
PORVENIR,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
POSTRER VALLE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
POTOSI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,223,223
PRESTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,11,11
PUCARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
PUCARANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,23,23
PUERTO ACOSTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,7,7
PUERTO CARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,19,19
PUERTO GONZALO MORENO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,10,10
PUERTO PEREZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
PUERTO RICO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,6,6
PUERTO VILLARROEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,103,103
PUNA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,15,15
PUNATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,42,42
QUIABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,3,3
QUILLACOLLO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,197,197
QUIME,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
QUIRUSILLAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
RAVELO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,13,13
REYES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,18,18
RIBERALTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,18,18
ROBORE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,9,9
RURRENABAQUE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,22,22
SABAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,3,3
SACABA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,156,156
SACABAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
SACACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,27,27
SAIPINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,10,10
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,9,9
SAMAIPATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,5,5
SAN AGUSTIN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,5,5
SAN ANDRES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,8,8
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,8,8
SAN BENITO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
SAN BORJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,34,34
SAN BUENA VENTURA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
SAN CARLOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,19,19
SAN IGNACIO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,54,54
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,75,75
SAN JAVIER(BNI),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
SAN JAVIER(STC),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,28,28
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,9,9
SAN JULIAN,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,8,8
SAN LORENZO(TJA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,8,8
SAN LUCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,32,32
SAN MATIAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,5,5
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,9,9
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
SAN PEDRO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,23,23
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,41,41
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,6,6
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,7,7
SAN PEDRO(PND),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
SAN RAFAEL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
SAN RAMON BENI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,10,10
SAN RAMON SCZ,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,12,12
SANTA ANA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,37,37
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1401,1401
SANTA ROSA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,7,7
SANTA ROSA DEL SARA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,5,5
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,5,5
SANTIAGO DE HUARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,9,9
SANTIAGO DE HUATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
SANTIAGO DE MACHACA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,6,6
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
SAPAHAQUI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,13,13
SENA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,6,6
SHINAOTA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,36,36
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,15,15
SICAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
SIPE SIPE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,37,37
SOPACHUY,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
SORACACHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,6,6
SORATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,20,20
SUCRE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,119,119
TACACOMA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,9,9
TACOBAMBA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
TACOPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,14,14
TAHUA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
TAPACARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,13,13
TARABUCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,19,19
TARACO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,6,6
TARATA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,3,3
TARIJA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,465,465
TARVITA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,23,23
TEOPONTE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,14,14
TIAWANACU,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,3,3
TINGUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,34,34
TIPUANI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,6,6
TIQUIPAYA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,102,102
TIRAQUE (CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,19,19
TOCO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,3,3
TODOS SANTOS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
TOLEDO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,4,4
TOMAVE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,15,15
TOMINA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,8,8
TORO TORO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,8,8
TOTORA(CBBA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,23,23
TOTORA(ORR),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,8,8
TRIGAL,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
TRINIDAD,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,400,400
TUPIZA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,159,159
UMALA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,24,24
UNCIA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,14,14
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,8,8
URUBICHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
UYUNI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,62,62
VACAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,10,10
VALLEGRANDE,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,28,28
VIACHA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,46,46
VILA VILA,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,3,3
VILLA CHARCAS,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,15,15
VILLA MONTES,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,69,69
VILLA NUEVA (LOMA ALTA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,3,3
VILLA RIVERO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,2,2
VILLA SERRANO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,6,6
VILLA TUNARI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,104,104
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,5,5
VILLAZON,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,1,1
VINTO,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,59,59
VITICHI,micronutrientes,ninas(os) rn con lactancia materna inmediata,2017-01-01,8,8
