municipality,group,variable,month,Niñas(os) de 1 año con 1ra. dosis de vitamina A,TOTAL
MECAPACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,20,20
MINEROS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,67,67
MIZQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,59,59
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,16,16
MOJINETE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,2,2
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,8,8
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,50,50
MONTERO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,276,276
MORO MORO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,3,3
MOROCHATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,5,5
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,2,2
OCURI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,25,25
OKINAWA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,18,18
OMEREQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,18,18
ORURO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,413,413
PADCAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,31,31
PADILLA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,16,16
PAILON,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,39,39
PALCA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,40,40
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,58,58
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,10,10
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,14,14
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,8,8
PASORAPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,3,3
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,56,56
PAZÑA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,8,8
PELECHUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,9,9
POCOATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,31,31
POCONA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,16,16
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,27,27
POOPO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,7,7
PORCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,24,24
POROMA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,14,14
PORONGO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,24,24
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,28,28
PORVENIR,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,9,9
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,3,3
POTOSI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,401,401
PRESTO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,7,7
PUCARANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,45,45
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,8,8
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,22,22
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,10,10
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,15,15
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,21,21
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,20,20
PUERTO SILES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,1,1
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,35,35
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,85,85
PUNA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,27,27
PUNATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,45,45
QUIABAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,10,10
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,197,197
QUIME,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,14,14
RAVELO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,19,19
REYES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,21,21
RIBERALTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,187,187
ROBORE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,31,31
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,30,30
SABAYA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,11,11
SACABA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,401,401
SACABAMBA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,3,3
SACACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,31,31
SAIPINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,9,9
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,18,18
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,14,14
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,18,18
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,10,10
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,4,4
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,12,12
SAN BENITO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,18,18
SAN BORJA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,89,89
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,26,26
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,40,40
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,59,59
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,74,74
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,11,11
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,20,20
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,18,18
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,44,44
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,9,9
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,92,92
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,22,22
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,39,39
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,51,51
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,19,19
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,23,23
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,1,1
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,24,24
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,53,53
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,10,10
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,3,3
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,1,1
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,13,13
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,14,14
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,15,15
SANTA ANA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,30,30
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,1826,1826
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,29,29
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,20,20
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con 1ra. dosis de vitamina a,2017-01-01,5,5
