municipality,group,variable,month,Mujeres embarazadas con dosis completa de hierro,TOTAL
CARIPUYO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,11,11
CARMEN RIVERO TORREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,10,10
CHALLAPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,52,52
CHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,15,15
CHARAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,90,90
CHARAÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,4,4
CHAYANTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,28,28
CHIMORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,51,51
CHIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,4,4
CHOQUE COTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,1,1
CHUA COCANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,11,11
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,44,44
CHUMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,10,10
CKOCHAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,16,16
CLIZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,34,34
COBIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,164,164
COCAPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,25,25
COCHABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,847,847
COLCAPIRHUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,94,94
"COLCHA ""K""",micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,14,14
COLLANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,3,3
COLOMI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,53,53
COLPA BELGICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,7,7
COLQUECHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,63,63
COLQUENCHA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,15,15
COLQUIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,34,34
COMANCHE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,3,3
COMARAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,32,32
COMBAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,2,2
CONCEPCION,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,34,34
COPACABANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,19,19
CORIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,32,32
CORO CORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,4,4
COROICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,26,26
CORQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,9,9
COTAGAITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,30,30
COTOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,166,166
CRUZ DE MACHACAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,1,1
CUATRO CAÑADAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,30,30
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,5,5
CUEVO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,7,7
CULPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,27,27
CURAHUARA DE CARANGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,7,7
CURVA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,1,1
DESAGUADERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,5,5
EL ALTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,1965,1965
EL CHORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,1,1
EL PUENTE(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,10,10
EL PUENTE(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,20,20
EL TORNO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,209,209
EL VILLAR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,5,5
ENTRE RIOS TRJ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,32,32
ENTRE RIOS CBBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,123,123
ESCOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,8,8
EUCALIPTUS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,7,7
FERNANDEZ ALONSO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,17,17
FILADELFIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,16,16
GENERAL SAAVEDRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,14,14
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,12,12
GUANAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,33,33
GUAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,14,14
GUAYARAMERIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,122,122
GUTIERREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,21,21
HUACARETA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,17,17
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,7,7
HUACHACALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,5,5
HUANUNI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,46,46
HUARACAJE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,4,4
HUARINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,8,8
HUATAJATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,9,9
HUAYLLAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,5,5
HUMANATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,4,4
ICHOCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,7,7
ICLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,11,11
INCAHUASI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,14,14
INQUISIVI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,19,19
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,29,29
IXIAMAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,13,13
JESUS DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,6,6
LA ASUNTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,105,105
LA GUARDIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,170,170
LA PAZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,1337,1337
LAGUNILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,21,21
LAJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,40,40
LAS CARRERAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,2,2
LICOMA PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,5,5
LLALLAGUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,92,92
LLICA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,4,4
LORETO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,1,1
LURIBAY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,15,15
MACHACAMARCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,6,6
MACHARETI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,21,21
MAGDALENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,31,31
MAIRANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,42,42
MALLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,5,5
MAPIRI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,51,51
MECAPACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,19,19
MINEROS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,25,25
MIZQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,50,50
MOCOMOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,14,14
MOJINETE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,1,1
MOJOCOYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,7,7
MONTEAGUDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,61,61
MONTERO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,241,241
MORO MORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,2,2
MOROCHATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,19,19
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,10,10
NAZACARA DE PACAJES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,1,1
OCURI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,20,20
OMEREQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,14,14
ORURO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,656,656
PADCAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,19,19
PADILLA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,14,14
PAILON,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,62,62
PALCA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,36,36
PALOS BLANCOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,62,62
PAMPA AULLAGAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,1,1
PAMPA GRANDE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,18,18
PAPEL PAMPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,3,3
PASORAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,2,2
PATACAMAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,47,47
PAZÑA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,7,7
PELECHUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,11,11
POCOATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,27,27
POCONA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,13,13
POJO (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,16,16
POOPO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,5,5
PORCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,28,28
POROMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,12,12
PORONGO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,16,16
PORTACHUELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,7,7
PORVENIR,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,12,12
POSTRER VALLE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,3,3
POTOSI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,514,514
PRESTO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,8,8
PUCARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,1,1
PUCARANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,42,42
PUERTO ACOSTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,15,15
PUERTO CARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,17,17
PUERTO GONZALO MORENO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,11,11
PUERTO PEREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,8,8
PUERTO QUIJARRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,3,3
PUERTO RICO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,18,18
PUERTO SUAREZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,4,4
PUERTO VILLARROEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,89,89
PUNA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,17,17
PUNATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,62,62
QUIABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,7,7
QUILLACOLLO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,196,196
QUIME,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,24,24
QUIRUSILLAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,2,2
RAVELO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,12,12
REYES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,20,20
RIBERALTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,253,253
ROBORE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,31,31
RURRENABAQUE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,64,64
SABAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,8,8
SACABA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,378,378
SACABAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,2,2
SACACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,38,38
SAIPINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,6,6
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,11,11
SAMAIPATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,10,10
SAN AGUSTIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,1,1
SAN ANDRES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,24,24
SAN ANDRES DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,5,5
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,10,10
SAN BENITO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,24,24
SAN BORJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,112,112
SAN BUENA VENTURA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,25,25
SAN CARLOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,3,3
SAN IGNACIO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,41,41
SAN IGNACIO DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,291,291
SAN JAVIER(STC),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,31,31
SAN JOAQUIN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,15,15
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,52,52
SAN JUAN DE YAPACANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,12,12
SAN JULIAN,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,88,88
SAN LORENZO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,9,9
SAN LORENZO(TJA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,32,32
SAN LUCAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,57,57
SAN MATIAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,21,21
SAN MIGUEL DE VELASCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,30,30
SAN PABLO DE LIPEZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,6,6
SAN PEDRO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,24,24
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,46,46
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,10,10
SAN PEDRO DE QUEMES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,5,5
SAN PEDRO(PND),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,2,2
SAN RAFAEL,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,15,15
SAN RAMON BENI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,33,33
SAN RAMON SCZ,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,20,20
SANTA ANA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,15,15
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,2461,2461
SANTA ROSA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,14,14
SANTA ROSA DEL SARA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,39,39
SANTIAGO DE CALLAPA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,3,3
SANTIAGO DE HUARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,10,10
SANTIAGO DE HUATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,5,5
SANTIAGO DE MACHACA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,2,2
SANTIVAÑES,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,17,17
SANTUARIO DE QUILLACAS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,6,6
SAPAHAQUI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,16,16
SENA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,22,22
SHINAOTA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,65,65
SICA SICA (VILLA AROMA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,19,19
SICAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,5,5
SIPE SIPE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,121,121
SOPACHUY,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,7,7
SORACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,16,16
SORATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,34,34
SUCRE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,586,586
TACACHI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,2,2
TACACOMA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,6,6
TACOBAMBA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,4,4
TACOPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,13,13
TAHUA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,2,2
TAPACARI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,31,31
TARABUCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,25,25
TARACO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,7,7
TARATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,21,21
TARIJA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,332,332
TARVITA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,33,33
TEOPONTE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,29,29
TIAWANACU,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,12,12
TINGUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,30,30
TIPUANI,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,21,21
TIQUIPAYA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,136,136
TIRAQUE (CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,35,35
TOCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,11,11
TODOS SANTOS,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,1,1
TOLATA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,6,6
TOLEDO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,2,2
TOMAVE,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,13,13
TOMINA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,14,14
TORO TORO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,14,14
TOTORA(CBBA),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,36,36
TOTORA(ORR),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,4,4
TRINIDAD,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,568,568
TUPIZA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,66,66
TURCO,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,3,3
UMALA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,8,8
UNCIA,micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,36,36
URIONDO (A. CONCEPCION),micronutrientes,mujeres embarazadas con dosis completa de hierro,2017-01-01,20,20
