municipality,group,variable,month,Niñas(os) de 6 meses con lactancia materna exclusiva,TOTAL
BERMEJO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,9,9
BETANZOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,18,18
BOLIVAR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
BOLPEBRA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
BOYUIBE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
BUENA VISTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,25,25
CABEZAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,19,19
CAIROMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,9,9
"CAIZA ""D""",micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,9,9
CALACOTO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
CALAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,11,11
CAMARGO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,165,165
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,6,6
CAMIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,73,73
CAPINOTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,22,22
CAQUIAVIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
CARACOLLO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,23,23
CARANAVI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,34,34
CARAPARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,9,9
CARIPUYO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,11,11
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
CATACORA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
CHALLAPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,31,31
CHAQUI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,36,36
CHARAGUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,40,40
CHARAÑA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
CHAYANTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,16,16
CHIMORE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,7,7
CHIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
CHOQUE COTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
CHUMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,10,10
CKOCHAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,13,13
CLIZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,37,37
COBIJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,82,82
COCAPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,30,30
COCHABAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,302,302
COIPASA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
COLCAPIRHUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,36,36
"COLCHA ""K""",micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,10,10
COLLANA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
COLOMI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,12,12
COLQUECHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,47,47
COLQUENCHA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,15,15
CONCEPCION,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,9,9
CORIPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
CORO CORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,6,6
COROICO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,20,20
CORQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,4,4
COTAGAITA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,45,45
COTOCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,10,10
CUATRO CAÑADAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,35,35
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
CUEVO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
CULPINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,7,7
CURVA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
DESAGUADERO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
EL ALTO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1079,1079
EL CHORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,6,6
EL PUENTE(STC),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,14,14
EL PUENTE(TJA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,9,9
EL TORNO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,73,73
EL VILLAR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,19,19
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,29,29
ESCOMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
EUCALIPTUS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,5,5
EXALTACION,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,12,12
FILADELFIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,10,10
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
GUANAY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,10,10
GUAQUI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,5,5
GUAYARAMERIN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,58,58
GUTIERREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,15,15
HUACARETA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,15,15
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,7,7
HUACHACALLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
HUANUNI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,28,28
HUARACAJE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,16,16
HUAYLLAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
ICHOCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
ICLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,4,4
INCAHUASI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,11,11
INGAVI (HUMAITA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
IXIAMAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,11,11
JESUS DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,8,8
LA ASUNTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,36,36
LA GUARDIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,207,207
LA PAZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,770,770
LAGUNILLAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
LAJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,8,8
LAS CARRERAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
LICOMA PAMPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
LLALLAGUA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,78,78
LLICA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
LORETO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,4,4
LURIBAY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
MACHACAMARCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,6,6
MACHARETI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,8,8
MAGDALENA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
MAPIRI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,13,13
MECAPACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
MINEROS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,26,26
MIZQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,32,32
MOCOMOCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,13,13
MOJOCOYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,5,5
MONTEAGUDO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,42,42
MONTERO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,50,50
MOROCHATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
OCURI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,12,12
OKINAWA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,10,10
OMEREQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
ORURO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,405,405
PADCAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,14,14
PADILLA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
PAILON,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,73,73
PALCA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,5,5
PALOS BLANCOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,21,21
PAMPA AULLAGAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,5,5
PAMPA GRANDE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,8,8
PAPEL PAMPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,6,6
PATACAMAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,111,111
PAZÑA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,6,6
POCOATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,46,46
POCONA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,10,10
POJO (CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,15,15
POOPO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,12,12
PORCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,16,16
POROMA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,19,19
PORONGO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,12,12
PORTACHUELO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,6,6
PORVENIR,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,11,11
POTOSI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,502,502
PRESTO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,4,4
PUCARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
PUCARANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,27,27
PUERTO ACOSTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
PUERTO CARABUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,5,5
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,5,5
PUERTO PEREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
PUERTO QUIJARRO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
PUERTO RICO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,15,15
PUERTO SUAREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,104,104
PUERTO VILLARROEL,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,80,80
PUNA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,21,21
PUNATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,23,23
QUILLACOLLO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,397,397
QUIME,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,5,5
RAVELO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,14,14
REYES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,17,17
RIBERALTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,113,113
ROBORE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,63,63
RURRENABAQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,22,22
SABAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,4,4
SACABA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,251,251
SACABAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,4,4
SACACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,26,26
SAIPINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,9,9
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,10,10
SAMAIPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,18,18
SAN AGUSTIN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
SAN ANDRES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,4,4
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,4,4
SAN BENITO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,7,7
SAN BORJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,40,40
SAN BUENA VENTURA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,28,28
SAN CARLOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,21,21
SAN IGNACIO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,45,45
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,171,171
SAN JAVIER(BNI),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,4,4
SAN JAVIER(STC),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,39,39
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,4,4
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
SAN JULIAN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,25,25
SAN LORENZO(PND),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,8,8
SAN LORENZO(TJA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,14,14
SAN LUCAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,29,29
SAN MATIAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,11,11
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,8,8
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,5,5
SAN PEDRO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,7,7
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,40,40
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
SAN PEDRO(PND),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
SAN RAFAEL,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,9,9
SAN RAMON BENI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,4,4
SAN RAMON SCZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,9,9
SANTA ANA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,18,18
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,885,885
SANTA ROSA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,16,16
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,5,5
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,14,14
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,4,4
SAPAHAQUI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,6,6
SENA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,16,16
SHINAOTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,11,11
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,19,19
SICAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,5,5
SIPE SIPE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,42,42
SOPACHUY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,4,4
SORACACHI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,14,14
SORATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
SUCRE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,272,272
TACOBAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,6,6
TACOPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,5,5
TAPACARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,21,21
TARABUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,21,21
TARACO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,4,4
TARATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,18,18
TARIJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,401,401
TARVITA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,20,20
TEOPONTE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
TIAWANACU,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,2,2
TINGUIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,67,67
TIQUIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,16,16
TIRAQUE (CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,7,7
TOCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
TODOS SANTOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,1,1
TOLATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,7,7
TOLEDO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,5,5
TOMAVE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,20,20
TOMINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,6,6
TORO TORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,4,4
TOTORA(CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,34,34
TOTORA(ORR),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,3,3
TRINIDAD,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,284,284
TUPIZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,75,75
TURCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,6,6
UMALA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,5,5
UNCIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2017-01-01,25,25
