municipality,group,variable,month,Mujeres puérperas con dosis única de vitamina A,TOTAL
GUTIERREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,19,19
HUACARETA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,12,12
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,4,4
HUANUNI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,24,24
HUARACAJE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,1,1
HUARINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,6,6
HUATAJATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,3,3
HUAYLLAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,1,1
HUMANATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,5,5
ICHOCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,2,2
ICLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,14,14
INCAHUASI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,14,14
INGAVI (HUMAITA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,3,3
INQUISIVI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,12,12
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,16,16
IXIAMAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,12,12
JESUS DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,12,12
LA ASUNTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,53,53
LA GUARDIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,55,55
LA PAZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,1125,1125
LA RIVERA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,1,1
LAGUNILLAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,8,8
LAJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,27,27
LAS CARRERAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,7,7
LICOMA PAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,2,2
LLALLAGUA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,71,71
LLICA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,7,7
LORETO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,5,5
LURIBAY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,6,6
MACHACAMARCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,2,2
MACHARETI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,1,1
MAGDALENA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,7,7
MAIRANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,21,21
MALLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,1,1
MAPIRI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,13,13
MECAPACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,9,9
MINEROS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,12,12
MIZQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,37,37
MOCOMOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,10,10
MOJINETE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,1,1
MOJOCOYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,8,8
MONTEAGUDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,44,44
MONTERO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,97,97
MOROCHATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,17,17
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,4,4
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,4,4
OCURI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,13,13
OKINAWA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,2,2
OMEREQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,6,6
ORURO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,248,248
PADCAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,16,16
PADILLA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,15,15
PAILON,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,36,36
PALCA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,12,12
PALOS BLANCOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,38,38
PAMPA AULLAGAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,5,5
PAMPA GRANDE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,4,4
PAPEL PAMPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,6,6
PASORAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,2,2
PATACAMAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,34,34
PAZÑA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,3,3
PELECHUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,7,7
POCOATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,37,37
POCONA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,7,7
POJO (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,15,15
POOPO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,5,5
PORCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,11,11
POROMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,18,18
PORONGO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,13,13
PORTACHUELO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,4,4
PORVENIR,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,5,5
POSTRER VALLE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,1,1
POTOSI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,431,431
PRESTO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,9,9
PUCARANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,28,28
PUERTO ACOSTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,6,6
PUERTO CARABUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,16,16
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,5,5
PUERTO PEREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,11,11
PUERTO RICO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,10,10
PUERTO SUAREZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,39,39
PUERTO VILLARROEL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,138,138
PUNA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,27,27
PUNATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,60,60
QUIABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,5,5
QUILLACOLLO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,163,163
QUIME,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,4,4
RAVELO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,13,13
REYES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,18,18
RIBERALTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,215,215
ROBORE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,22,22
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,58,58
SABAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,2,2
SACABA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,174,174
SACABAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,3,3
SACACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,30,30
SAIPINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,9,9
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,11,11
SAMAIPATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,3,3
SAN AGUSTIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,3,3
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,6,6
SAN ANTONIO DE ESMORUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,5,5
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,10,10
SAN BENITO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,6,6
SAN BORJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,81,81
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,18,18
SAN CARLOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,20,20
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,41,41
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,103,103
SAN JAVIER(BNI),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,2,2
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,19,19
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,9,9
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,36,36
SAN JUAN DE YAPACANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,5,5
SAN JULIAN,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,73,73
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,13,13
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,6,6
SAN LUCAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,43,43
SAN MATIAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,18,18
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,21,21
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,2,2
SAN PEDRO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,10,10
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,58,58
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,11,11
SAN PEDRO DE QUEMES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,5,5
SAN RAFAEL,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,6,6
SAN RAMON BENI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,4,4
SAN RAMON SCZ,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,8,8
SANTA ANA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,41,41
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,882,882
SANTA ROSA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,18,18
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,7,7
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,5,5
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,6,6
SANTIAGO DE HUATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,6,6
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,4,4
SANTIVAÑES,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,6,6
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,1,1
SAPAHAQUI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,6,6
SENA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,5,5
SHINAOTA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,34,34
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,23,23
SICAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,2,2
SIPE SIPE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,55,55
SOPACHUY,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,20,20
SORACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,6,6
SORATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,25,25
SUCRE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,582,582
TACACHI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,1,1
TACACOMA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,4,4
TACOBAMBA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,10,10
TACOPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,11,11
TAPACARI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,26,26
TARABUCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,20,20
TARACO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,3,3
TARATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,12,12
TARIJA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,247,247
TARVITA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,15,15
TEOPONTE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,8,8
TIAWANACU,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,12,12
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,24,24
TIPUANI,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,8,8
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,102,102
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,22,22
TOCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,8,8
TOLATA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,6,6
TOLEDO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,1,1
TOMAVE,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,22,22
TOMINA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,8,8
TORO TORO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,15,15
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,20,20
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,4,4
TRINIDAD,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,280,280
TUPIZA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,86,86
TURCO,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,3,3
UMALA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,10,10
UNCIA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,25,25
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,11,11
URUBICHA,micronutrientes,mujeres puerperas con dosis unica de vitamina a,2016-01-01,4,4
