municipality,group,variable,month,Niñas(os) de 1 año con dosis completa de hierro,TOTAL
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,19,19
COLLANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,5,5
COLOMI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,40,40
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,20,20
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,18,18
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,9,9
COLQUIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,30,30
COMANCHE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,3,3
COMARAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,20,20
COMBAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,4,4
CONCEPCION,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,38,38
COPACABANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,11,11
CORIPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,27,27
CORO CORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,5,5
COROICO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,33,33
CORQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,6,6
COTAGAITA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,35,35
COTOCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,35,35
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,47,47
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,2,2
CUEVO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,3,3
CULPINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,43,43
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,1,1
CURVA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,4,4
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,14,14
EL ALTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,1093,1093
EL CHORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,19,19
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,20,20
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,13,13
EL TORNO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,106,106
EL VILLAR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,6,6
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,46,46
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,53,53
ESCOMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,10,10
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,10,10
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,10,10
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,22,22
FILADELFIA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,13,13
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,28,28
GUANAY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,30,30
GUAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,7,7
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,139,139
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,31,31
HUACARETA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,11,11
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,5,5
HUANUNI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,39,39
HUARACAJE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,9,9
HUARINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,16,16
HUATAJATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,1,1
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,1,1
HUMANATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,5,5
ICHOCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,4,4
ICLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,17,17
INCAHUASI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,21,21
INQUISIVI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,26,26
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,22,22
IXIAMAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,28,28
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,25,25
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,101,101
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,101,101
LA PAZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,842,842
LA RIVERA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,1,1
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,18,18
LAJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,39,39
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,9,9
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,4,4
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,98,98
LLICA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,5,5
LORETO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,10,10
LURIBAY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,7,7
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,3,3
MACHARETI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,16,16
MAGDALENA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,20,20
MAIRANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,11,11
MALLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,3,3
MAPIRI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,25,25
MECAPACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,29,29
MINEROS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,43,43
MIZQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,64,64
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,16,16
MOJINETE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,1,1
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,4,4
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,38,38
MONTERO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,78,78
MORO MORO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,1,1
MOROCHATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,16,16
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,12,12
OKINAWA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,29,29
OMEREQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,9,9
ORURO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,491,491
PADCAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,32,32
PADILLA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,13,13
PAILON,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,23,23
PALCA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,38,38
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,52,52
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,10,10
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,3,3
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,8,8
PASORAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,2,2
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,1,1
PAZÑA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,10,10
PELECHUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,11,11
POCOATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,28,28
POCONA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,17,17
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,16,16
POOPO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,10,10
PORCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,26,26
POROMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,23,23
PORONGO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,1,1
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,81,81
PORVENIR,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,10,10
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,1,1
POTOSI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,361,361
PRESTO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,17,17
PUCARANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,63,63
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,16,16
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,20,20
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,15,15
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,8,8
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,36,36
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,14,14
PUERTO SILES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,3,3
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,46,46
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,163,163
PUNA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,25,25
PUNATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,53,53
QUIABAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,13,13
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,94,94
QUIME,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,14,14
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,11,11
RAVELO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,22,22
REYES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,21,21
RIBERALTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,171,171
ROBORE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,17,17
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,2,2
SABAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,10,10
SACABA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,336,336
SACABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,4,4
SACACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,46,46
SAIPINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,4,4
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,25,25
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,10,10
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,3,3
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,14,14
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,7,7
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,4,4
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,14,14
SAN BENITO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,20,20
SAN BORJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,131,131
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,20,20
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,45,45
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,43,43
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,104,104
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,15,15
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,36,36
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,7,7
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,37,37
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,15,15
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,139,139
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,2,2
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,28,28
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,57,57
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,10,10
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,20,20
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,5,5
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,24,24
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,58,58
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,9,9
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,2,2
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,7,7
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,3,3
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,15,15
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,5,5
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,15,15
SANTA ANA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,43,43
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,1426,1426
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,28,28
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,20,20
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,8,8
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,9,9
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,16,16
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,3,3
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,11,11
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,10,10
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,15,15
SENA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,8,8
SHINAOTA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,36,36
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,22,22
SICAYA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,5,5
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,93,93
SOPACHUY,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,15,15
SORACACHI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,27,27
SORATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,31,31
SUCRE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,514,514
TACACOMA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,24,24
TACOBAMBA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,19,19
TAHUA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,3,3
TAPACARI,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,21,21
TARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,25,25
TARACO,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,6,6
TARATA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,15,15
TARIJA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,278,278
TARVITA,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,26,26
TEOPONTE,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,19,19
TIAWANACU,micronutrientes,ninas(os) de 1 ano con dosis completa de hierro,2016-01-01,25,25
