municipality,group,variable,month,Niñas(os) menores de 1 año con dosis única de vitamina A,TOTAL
CHIMORE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,40,40
CHIPAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,4,4
CHOQUE COTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,2,2
CHUA COCANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,7,7
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,52,52
CHUMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,7,7
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,21,21
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,30,30
CLIZA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,32,32
COBIJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,105,105
COCAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,25,25
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,837,837
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,63,63
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,20,20
COLLANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,6,6
COLOMI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,37,37
COLPA BELGICA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,10,10
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,62,62
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,13,13
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,28,28
COMANCHE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,6,6
COMARAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,35,35
COMBAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,7,7
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,36,36
COPACABANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,12,12
CORIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,18,18
CORO CORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,9,9
COROICO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,21,21
CORQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,4,4
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,43,43
COTOCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,88,88
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,41,41
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,3,3
CUEVO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,3,3
CULPINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,48,48
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,5,5
CURVA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,3,3
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,8,8
EL ALTO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,1272,1272
EL CHORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,8,8
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,18,18
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,16,16
EL TORNO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,104,104
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,5,5
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,46,46
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,70,70
ESCOMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,11,11
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,11,11
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,5,5
EXALTACION,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,7,7
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,16,16
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,11,11
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,24,24
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,17,17
GUANAY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,36,36
GUAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,8,8
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,76,76
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,34,34
HUACARETA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,15,15
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,3,3
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,1,1
HUANUNI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,34,34
HUARACAJE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,6,6
HUARINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,10,10
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,2,2
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,7,7
ICHOCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,5,5
ICLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,10,10
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,26,26
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,20,20
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,30,30
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,37,37
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,27,27
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,69,69
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,110,110
LA PAZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,842,842
LA RIVERA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,1,1
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,14,14
LAJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,37,37
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,6,6
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,6,6
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,103,103
LLICA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,5,5
LORETO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,8,8
LURIBAY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,17,17
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,6,6
MACHARETI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,14,14
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,19,19
MAIRANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,5,5
MALLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,1,1
MAPIRI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,25,25
MECAPACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,26,26
MINEROS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,42,42
MIZQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,42,42
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,15,15
MOJINETE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,1,1
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,6,6
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,53,53
MONTERO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,206,206
MORO MORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,6,6
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,16,16
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,7,7
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,13,13
OCURI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,23,23
OKINAWA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,17,17
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,14,14
ORURO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,472,472
PADCAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,40,40
PADILLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,11,11
PAILON,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,42,42
PALCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,32,32
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,48,48
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,6,6
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,14,14
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,6,6
PASORAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,4,4
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,31,31
PAZÑA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,7,7
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,12,12
POCOATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,44,44
POCONA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,22,22
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,15,15
POOPO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,8,8
PORCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,16,16
POROMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,23,23
PORONGO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,15,15
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,25,25
PORVENIR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,13,13
POSTRER VALLE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,1,1
POTOSI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,357,357
PRESTO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,8,8
PUCARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,3,3
PUCARANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,48,48
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,16,16
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,9,9
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,8,8
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,5,5
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,24,24
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,11,11
PUERTO SILES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,4,4
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,104,104
PUNA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,19,19
PUNATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,36,36
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,12,12
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,158,158
QUIME,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,18,18
RAVELO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,21,21
REYES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,21,21
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,189,189
ROBORE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,23,23
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,26,26
SABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,2,2
SACABA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,254,254
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,4,4
SACACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,18,18
SAIPINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,5,5
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,23,23
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,14,14
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,3,3
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,17,17
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,8,8
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,21,21
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,77,77
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,17,17
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,38,38
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,43,43
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,83,83
SAN JAVIER(BNI),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,14,14
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,22,22
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,11,11
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,28,28
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,11,11
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,92,92
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,8,8
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,31,31
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,47,47
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,37,37
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,23,23
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,4,4
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,22,22
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,52,52
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,8,8
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,6,6
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,2,2
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,12,12
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,6,6
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,13,13
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,41,41
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,1865,1865
SANTA ROSA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,31,31
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,33,33
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,2,2
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,15,15
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,8,8
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,8,8
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2016-01-01,7,7
