municipality,group,variable,month,Niñas(os) de 1 año que reciben alimento complementario,TOTAL
CABEZAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,26,26
CAIROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,100,100
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,103,103
CAJUATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,94,94
CALACOTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,37,37
CALAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,159,159
CAMARGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,251,251
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,34,34
CAMIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,112,112
CAPINOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,227,227
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,103,103
CARACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,272,272
CARANAVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,479,479
CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,5,5
CARAPARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,230,230
CARIPUYO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,102,102
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,2,2
CATACORA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,23,23
CHACARILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,16,16
CHALLAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,477,477
CHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,129,129
CHARAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,85,85
CHARAÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,17,17
CHAYANTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,150,150
CHIMORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,267,267
CHIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,15,15
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,11,11
CHUA COCANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,11,11
CHUMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,72,72
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,132,132
CKOCHAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,213,213
CLIZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,151,151
COBIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,625,625
COCAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,283,283
COCHABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,2312,2312
COIPASA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,5,5
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,250,250
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,157,157
COLLANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,30,30
COLOMI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,307,307
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,40,40
COLQUECHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,498,498
COLQUENCHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,111,111
COLQUIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,66,66
COMARAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,148,148
COPACABANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,4,4
CORIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,121,121
CORO CORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,70,70
CORQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,8,8
COTAGAITA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,252,252
COTOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,165,165
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,19,19
CUEVO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,17,17
CULPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,242,242
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,7,7
CURVA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,37,37
DESAGUADERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,1,1
EL ALTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,3,3
EL CHORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,62,62
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,133,133
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,150,150
EL TORNO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,11,11
EL VILLAR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,68,68
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,347,347
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,384,384
ESCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,3,3
ESCOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,46,46
ESMERALDA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,3,3
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,54,54
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,32,32
EXALTACION,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,4,4
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,66,66
FILADELFIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,92,92
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,61,61
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,52,52
GUAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,50,50
GUTIERREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,88,88
HUACARETA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,56,56
HUACHACALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,5,5
HUANUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,156,156
HUARACAJE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,3,3
HUARINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,50,50
HUATAJATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,8,8
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,29,29
HUMANATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,32,32
ICHOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,7,7
ICLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,124,124
INCAHUASI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,642,642
IXIAMAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,2,2
LA ASUNTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,485,485
LA GUARDIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,23,23
LA PAZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,45,45
LA RIVERA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,2,2
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,17,17
LAJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,201,201
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,49,49
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,34,34
LLALLAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,649,649
LLICA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,46,46
LORETO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,19,19
LURIBAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,90,90
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,31,31
MACHARETI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,51,51
MAGDALENA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,11,11
MAIRANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,132,132
MALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,32,32
MAPIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,167,167
MINEROS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,234,234
MIZQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,400,400
MOCOMOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,136,136
MOJINETE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,19,19
MOJOCOYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,86,86
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,371,371
MONTERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,188,188
MORO MORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,19,19
MOROCHATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,134,134
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,44,44
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,7,7
OCURI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,225,225
OMEREQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,59,59
ORURO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,2201,2201
PADCAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,259,259
PADILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,118,118
PAILON,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,107,107
PALCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,50,50
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,21,21
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,56,56
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,20,20
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,70,70
PASORAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,19,19
PATACAMAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,3,3
PAZÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,36,36
PELECHUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,49,49
POCOATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,289,289
POCONA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,143,143
POOPO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,60,60
PORCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,139,139
POROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,173,173
PORONGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,1,1
PORTACHUELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,48,48
PORVENIR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,78,78
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,16,16
POTOSI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,299,299
PRESTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,151,151
PUCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,18,18
PUCARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,329,329
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,118,118
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,19,19
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,94,94
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,23,23
PUERTO RICO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,7,7
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,379,379
PUNA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,276,276
PUNATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,49,49
QUIABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,3,3
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,834,834
QUIME,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,88,88
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,12,12
RAVELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,186,186
RIBERALTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,158,158
ROBORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,203,203
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,2,2
SABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,17,17
SACABA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,1664,1664
SACABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,46,46
SACACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,288,288
SAIPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,57,57
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,127,127
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,15,15
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,35,35
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,6,6
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,40,40
SAN BENITO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,82,82
SAN BORJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,715,715
SAN CARLOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,8,8
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,29,29
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,555,555
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,98,98
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,39,39
SAN JULIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,540,540
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,62,62
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,81,81
SAN LUCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,437,437
SAN MATIAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,14,14
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,173,173
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,22,22
SAN PEDRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,30,30
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,470,470
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,49,49
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,13,13
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,41,41
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,16,16
SAN RAFAEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,78,78
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,3,3
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,115,115
SANTA ANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,87,87
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,2647,2647
SANTA ROSA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,13,13
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,116,116
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,24,24
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,97,97
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,27,27
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,40,40
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,58,58
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,57,57
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,60,60
SENA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,71,71
SHINAOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,91,91
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,121,121
SICAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,76,76
SIPE SIPE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,129,129
SOPACHUY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,108,108
SORACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,158,158
SORATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,138,138
SUCRE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,1512,1512
TACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,11,11
TACACOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,15,15
TACOBAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,150,150
TACOPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,104,104
TAHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,13,13
TAPACARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,334,334
TARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,187,187
TARACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,41,41
TARATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,82,82
TARIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,1362,1362
TARVITA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,2,2
TEOPONTE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,2,2
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,272,272
TIPUANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,37,37
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,315,315
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,167,167
TOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,70,70
TOLATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,19,19
TOLEDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,21,21
TOMAVE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,190,190
TOMINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,130,130
TORO TORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,151,151
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,129,129
TOTORA(ORR),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,29,29
TRIGAL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,12,12
TRINIDAD,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,387,387
TUPIZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,157,157
TURCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,12,12
UMALA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,91,91
UNCIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2016-01-01,300,300
