municipality,group,variable,month,RN con alojamiento conjunto,TOTAL
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,2155,2155
SANTA ROSA,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,14,14
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,5,5
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,5,5
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,2,2
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,308,308
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,3,3
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,338,338
TARVITA,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,2,2
TEOPONTE,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,5,5
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,63,63
TOLEDO,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,1,1
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,2,2
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,4,4
TORO TORO,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,5,5
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,19,19
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,254,254
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,52,52
TURCO,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,2,2
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,9,9
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,7,7
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,36,36
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,16,16
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,34,34
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,61,61
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,3,3
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,74,74
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,49,49
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,67,67
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,1,1
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,66,66
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,97,97
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2022-01-01,85,85
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,2,2
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,28,28
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,17,17
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1,1
ANDAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,4,4
ARQUE,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,37,37
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,6,6
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,4,4
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,22,22
BETANZOS,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,23,23
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,4,4
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,9,9
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,20,20
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,9,9
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,20,20
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,10,10
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,12,12
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,6,6
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,60,60
CARAPARI,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,2,2
CARIPUYO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,4,4
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,7,7
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,28,28
CHAQUI,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,2,2
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,5,5
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,19,19
CKOCHAS,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,3,3
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,22,22
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,114,114
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,751,751
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,24,24
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,4,4
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,10,10
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,27,27
CONCEPCION,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,27,27
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,17,17
CORQUE,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,2,2
COTAGAITA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,4,4
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,86,86
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,18,18
CULPINA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1,1
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,931,931
EL CHORO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,2,2
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,3,3
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,69,69
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,10,10
ENTRE RIOS CBBA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,12,12
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,4,4
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,2,2
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1,1
GAIOC JATUN AYLLU YURA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1,1
GUAYARAMERIN,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,71,71
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,3,3
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,19,19
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,4,4
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,82,82
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,997,997
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,2,2
LAS CARRERAS,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1,1
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,61,61
LLICA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1,1
LORETO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1,1
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,16,16
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,20,20
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,14,14
MOJINETE,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,2,2
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,27,27
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,114,114
OCURI,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1,1
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,372,372
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,14,14
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,39,39
PAMPA GRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1,1
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,30,30
POOPO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,4,4
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,6,6
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,7,7
PORTACHUELO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,23,23
PORVENIR,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1,1
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,418,418
PUERTO ACOSTA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,2,2
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,15,15
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,6,6
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,113,113
PUNA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,5,5
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,49,49
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,173,173
RAVELO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,8,8
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,10,10
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,225,225
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,24,24
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,34,34
SABAYA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1,1
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,71,71
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,8,8
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,2,2
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,9,9
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,59,59
SAN BUENA VENTURA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,13,13
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1,1
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,13,13
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,91,91
SAN JAVIER(BNI),atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1,1
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,11,11
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,36,36
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,47,47
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,6,6
SAN LORENZO(TJA),atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,2,2
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,9,9
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,25,25
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,12,12
SAN PEDRO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,4,4
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,6,6
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,11,11
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,17,17
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1828,1828
SANTA ROSA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,15,15
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,8,8
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,8,8
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,7,7
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,284,284
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,8,8
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,314,314
TARVITA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,2,2
TEOPONTE,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,1,1
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,68,68
TOLEDO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,2,2
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,6,6
TORO TORO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,6,6
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,21,21
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,270,270
TUPIZA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,44,44
TURCO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,2,2
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,12,12
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,6,6
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,25,25
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,21,21
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,38,38
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,51,51
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,4,4
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,71,71
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,37,37
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,52,52
VITICHI,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,2,2
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,84,84
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,116,116
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2022-02-01,82,82
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,2,2
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,39,39
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,24,24
ALCALA,atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,1,1
ANDAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,43,43
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,12,12
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,9,9
BELEN DE ANDAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,1,1
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,2,2
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,37,37
BETANZOS,atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,11,11
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,4,4
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,10,10
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,25,25
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2022-03-01,5,5
