,group,variable,month,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 1 AÑO A MENOR DE 2 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
RAVELO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,15,8,127,144,142,152,294
REYES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,0,0,102,81,102,81,183
RIBERALTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,83,91,652,604,735,695,1430
ROBORE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,1,2,87,89,88,91,179
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,0,0,81,108,81,108,189
SABAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,3,5,21,9,24,14,38
SACABA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,90,100,820,809,910,909,1819
SACABAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,5,2,29,31,34,33,67
SACACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,24,15,196,181,220,196,416
SAIPINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,5,1,36,38,41,39,80
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,6,5,79,78,85,83,168
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,9,9,51,34,60,43,103
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,2,0,8,11,10,11,21
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,9,14,55,57,64,71,135
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,3,2,14,12,17,14,31
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,1,0,5,10,6,10,16
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,8,4,43,52,51,56,107
SAN BENITO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,6,1,104,102,110,103,213
SAN BORJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,5,3,323,296,328,299,627
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,11,10,66,43,77,53,130
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,18,18,132,100,150,118,268
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,71,56,155,151,226,207,433
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,87,62,413,339,500,401,901
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,11,6,4,2,15,8,23
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,15,10,47,46,62,56,118
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,3,3,26,38,29,41,70
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,29,24,54,50,83,74,157
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,11,11,44,36,55,47,102
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,78,78,176,161,254,239,493
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,11,8,45,31,56,39,95
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,12,10,120,91,132,101,233
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,99,96,230,234,329,330,659
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,5,7,27,21,32,28,60
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,12,8,106,97,118,105,223
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,1,0,14,1,15,1,16
SAN PEDRO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,5,9,100,89,105,98,203
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,20,13,176,151,196,164,360
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,6,9,38,27,44,36,80
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,0,0,0,1,0,1,1
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,1,4,20,22,21,26,47
SAN PEDRO(PND),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,4,2,7,4,11,6,17
SAN RAFAEL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,8,8,45,46,53,54,107
SAN RAMON BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,0,1,29,29,29,30,59
SAN RAMON SCZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,2,4,31,24,33,28,61
SANTA ANA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,3,7,127,109,130,116,246
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,913,780,1860,1696,2773,2476,5249
SANTA ROSA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,0,0,45,66,45,66,111
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,14,10,47,51,61,61,122
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,3,3,25,28,28,31,59
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,6,3,77,56,83,59,142
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,8,5,25,34,33,39,72
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,3,0,26,19,29,19,48
SANTIVAÑES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,8,6,33,43,41,49,90
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,2,1,25,28,27,29,56
SAPAHAQUI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,6,1,48,56,54,57,111
SENA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,1,1,31,18,32,19,51
SHINAOTA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,31,25,183,161,214,186,400
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,7,9,153,134,160,143,303
SICAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,5,6,38,22,43,28,71
SIPE SIPE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,62,59,237,193,299,252,551
SOPACHUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,5,6,44,60,49,66,115
SORACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,10,8,78,85,88,93,181
SORATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,11,13,67,54,78,67,145
SUCRE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,578,476,1438,1319,2016,1795,3811
TACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,7,8,0,0,7,8,15
TACACOMA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,12,11,28,21,40,32,72
TACOBAMBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,0,0,75,49,75,49,124
TACOPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,4,5,111,88,115,93,208
TAHUA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,0,3,5,4,5,7,12
TAPACARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,46,47,182,170,228,217,445
TARABUCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,18,28,141,138,159,166,325
TARACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,1,0,24,13,25,13,38
TARATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,5,7,59,70,64,77,141
TARIJA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,457,375,494,494,951,869,1820
TARVITA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,11,9,126,101,137,110,247
TEOPONTE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,2,4,50,55,52,59,111
TIAWANACU,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,15,9,65,71,80,80,160
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,11,6,118,93,129,99,228
TIPUANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,11,9,75,43,86,52,138
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,99,90,303,242,402,332,734
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,12,6,151,157,163,163,326
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,1,1,7,6,8,7,15
TOCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,9,4,41,30,50,34,84
TODOS SANTOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,1,0,0,0,1,0,1
TOLATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,9,8,45,39,54,47,101
TOLEDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,5,1,50,30,55,31,86
TOMAVE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,9,12,60,64,69,76,145
TOMINA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,77,76,0,0,77,76,153
TORO TORO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,3,0,71,55,74,55,129
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,50,54,77,66,127,120,247
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,7,5,27,20,34,25,59
TRIGAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,0,1,20,12,20,13,33
TRINIDAD,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,216,151,317,337,533,488,1021
TUPIZA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,1,2,217,199,218,201,419
TURCO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,1,0,32,31,33,31,64
UMALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,4,4,49,52,53,56,109
UNCIA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,23,18,157,108,180,126,306
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,25,19,98,98,123,117,240
URUBICHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,1,0,71,57,72,57,129
UYUNI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,7,17,103,122,110,139,249
VACAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,19,18,73,65,92,83,175
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,17,18,77,66,94,84,178
VIACHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,58,35,270,246,328,281,609
VILA VILA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,2,0,33,45,35,45,80
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,9,8,94,94,103,102,205
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,26,14,72,90,98,104,202
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,3,3,22,42,25,45,70
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,17,24,59,50,76,74,150
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,109,108,0,0,109,108,217
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,229,237,520,429,749,666,1415
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,6,2,73,75,79,77,156
VILLAZON,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,31,25,279,282,310,307,617
VINTO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,79,61,134,110,213,171,384
VITICHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,2,5,71,52,73,57,130
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,4,1,15,13,19,14,33
WARNES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,120,101,135,155,255,256,511
YACO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,12,6,51,57,63,63,126
YACUIBA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,142,111,273,234,415,345,760
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,5,6,47,39,52,45,97
YANACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,4,9,44,31,48,40,88
YAPACANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,68,79,242,237,310,316,626
YOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,16,15,44,42,60,57,117
YOTALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,11,5,33,40,44,45,89
YUNCHARA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,3,3,40,37,43,40,83
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,1,0,0,0,1,0,1
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-01-01,6,8,46,53,52,61,113
ACACIO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,7,5,46,47,53,52,105
ACHACACHI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,44,42,233,179,277,221,498
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,11,14,50,52,61,66,127
AIQUILE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,7,21,59,62,66,83,149
ALALAY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,9,12,18,15,27,27,54
ALCALA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,3,7,21,19,24,26,50
ALTO BENI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,5,6,58,61,63,67,130
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,5,10,66,62,71,72,143
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,4,1,19,28,23,29,52
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,1,1,10,15,11,16,27
ANZALDO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,6,5,15,24,21,29,50
APOLO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,20,13,130,100,150,113,263
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,4,2,23,16,27,18,45
ARANI,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,13,14,51,56,64,70,134
ARBIETO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,13,14,75,84,88,98,186
ARQUE,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,15,8,93,102,108,110,218
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,9,7,111,100,120,107,227
ATOCHA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,0,1,66,46,66,47,113
AUCAPATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,2,2,31,26,33,28,61
AYATA,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,8,6,69,52,77,58,135
AYO AYO,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,10,6,40,47,50,53,103
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,41,31,128,120,169,151,320
AZURDUY,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,19,11,91,82,110,93,203
BATALLAS,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,14,16,74,87,88,103,191
BAURES,control de crecimiento infantil,control del nino (a) de 1 ano a menor de 2 anos,2012-02-01,2,3,17,25,19,28,47
