,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,3,2,14,14,17,16,33
EL ALTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,725,568,1612,1582,2337,2150,4487
EL CHORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,3,51,51,52,54,106
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,13,11,72,51,85,62,147
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,1,35,30,36,31,67
EL TORNO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,23,29,207,177,230,206,436
EL VILLAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,5,5,62,62,67,67,134
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,8,6,104,104,112,110,222
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,48,50,149,159,197,209,406
ESCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,3,4,3,4,7
ESCOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,10,6,53,55,63,61,124
ESMERALDA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,2,2,2,2,4
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,4,4,47,48,51,52,103
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,1,3,4,4,5,9
EXALTACION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,1,3,3,4,4,8
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,14,13,93,97,107,110,217
FILADELFIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,3,0,6,18,9,18,27
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,21,18,123,80,144,98,242
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,5,9,70,81,75,90,165
GUANAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,7,17,121,118,128,135,263
GUAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,5,7,23,40,28,47,75
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,5,4,59,45,64,49,113
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,9,14,176,186,185,200,385
HUACARETA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,10,8,72,92,82,100,182
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,6,10,42,41,48,51,99
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,2,13,16,14,18,32
HUANUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,37,42,106,101,143,143,286
HUARACAJE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,4,7,23,24,27,31,58
HUARINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,5,11,23,28,28,39,67
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,3,37,45,39,48,87
HUMANATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,5,4,32,28,37,32,69
ICHOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,3,3,35,21,38,24,62
ICLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,10,3,201,215,211,218,429
INCAHUASI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,33,46,105,93,138,139,277
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,5,0,0,0,5,5
INQUISIVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,3,9,75,60,78,69,147
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,7,8,93,85,100,93,193
IXIAMAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,4,11,72,79,76,90,166
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,7,10,103,113,110,123,233
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,49,46,205,229,254,275,529
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,29,24,196,195,225,219,444
LA PAZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,626,611,2238,2157,2864,2768,5632
LA RIVERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,2,0,0,2,2,4
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,5,10,93,72,98,82,180
LAJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,6,2,67,67,73,69,142
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,1,38,38,39,39,78
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,4,1,19,21,23,22,45
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,22,15,112,128,134,143,277
LLICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,2,1,2,1,3
LORETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,49,51,31,22,80,73,153
LURIBAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,17,15,48,41,65,56,121
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,0,26,37,28,37,65
MACHARETI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,5,1,105,80,110,81,191
MAGDALENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,1,23,34,23,35,58
MAIRANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,3,0,17,20,20,20,40
MALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,4,22,20,23,24,47
MAPIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,3,2,93,101,96,103,199
MECAPACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,12,10,74,72,86,82,168
MINEROS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,33,23,33,23,56
MIZQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,19,15,191,180,210,195,405
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,10,11,75,59,85,70,155
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,13,12,94,69,107,81,188
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,26,17,181,201,207,218,425
MONTERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,188,213,523,598,711,811,1522
MORO MORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,3,1,11,14,14,15,29
MOROCHATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,12,8,116,132,128,140,268
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,2,3,2,4,4,8
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,7,10,7,10,17
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,3,34,18,34,21,55
OCURI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,7,5,56,56,63,61,124
OKINAWA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,4,1,35,31,39,32,71
OMEREQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,10,7,67,46,77,53,130
ORURO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,141,140,225,203,366,343,709
PADCAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,9,5,113,124,122,129,251
PADILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,10,11,155,164,165,175,340
PAILON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,17,24,109,78,126,102,228
PALCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,6,60,74,62,80,142
PALOS BLANCOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,35,31,233,194,268,225,493
PAMPA AULLAGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,3,2,11,14,14,16,30
PAMPA GRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,9,13,25,26,34,39,73
PAPEL PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,42,40,42,40,82
PASORAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,3,40,31,42,34,76
PATACAMAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,16,14,75,59,91,73,164
PAZÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,7,4,102,117,109,121,230
PELECHUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,10,6,41,33,51,39,90
POCOATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,26,28,124,104,150,132,282
POCONA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,7,2,73,68,80,70,150
POJO (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,21,19,92,82,113,101,214
POOPO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,3,6,42,49,45,55,100
PORCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,55,58,55,58,113
POROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,17,15,224,191,241,206,447
PORONGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,8,5,31,32,39,37,76
PORTACHUELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,21,18,21,18,39
PORVENIR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,1,7,5,7,6,13
POSTRER VALLE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,0,0,1,1,1,2
POTOSI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,161,176,149,156,310,332,642
PRESTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,7,6,123,115,130,121,251
PUCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,6,5,6,5,11
PUCARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,23,24,163,159,186,183,369
PUERTO ACOSTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,10,18,69,67,79,85,164
PUERTO CARABUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,12,2,105,97,117,99,216
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,4,62,60,62,64,126
PUERTO PEREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,3,2,40,48,43,50,93
PUERTO QUIJARRO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,9,8,51,77,60,85,145
PUERTO RICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,0,31,26,32,26,58
PUERTO SILES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,13,16,13,16,29
PUERTO SUAREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,6,6,6,6,12,12,24
PUERTO VILLARROEL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,89,69,295,263,384,332,716
PUNA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,12,7,79,83,91,90,181
PUNATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,23,18,54,37,77,55,132
QUIABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,3,39,39,40,42,82
QUILLACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,82,66,264,231,346,297,643
QUIME,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,3,2,86,83,89,85,174
QUIRUSILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,4,1,8,9,12,10,22
RAVELO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,5,10,158,162,163,172,335
REYES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,25,29,25,29,54
RIBERALTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,41,23,125,101,166,124,290
ROBORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,15,19,15,19,34
RURRENABAQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,13,16,13,16,29
SABAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,5,2,30,25,35,27,62
SACABA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,161,152,674,688,835,840,1675
SACABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,2,3,14,25,16,28,44
SACACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,9,14,71,71,80,85,165
SAIPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,37,26,37,26,63
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,12,9,123,112,135,121,256
SAMAIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,7,5,29,28,36,33,69
SAN AGUSTIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,2,5,2,5,7
SAN ANDRES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,20,27,38,49,58,76,134
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,4,2,23,13,27,15,42
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,7,10,7,10,17
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,20,5,81,91,101,96,197
SAN BENITO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,4,7,130,85,134,92,226
SAN BORJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,5,5,314,296,319,301,620
SAN BUENA VENTURA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,9,5,94,70,103,75,178
SAN CARLOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,9,15,91,71,100,86,186
SAN IGNACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,99,112,149,160,248,272,520
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,114,73,397,405,511,478,989
SAN JAVIER(BNI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,11,6,19,23,30,29,59
SAN JAVIER(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,1,2,5,3,6,9
SAN JOAQUIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,0,1,6,1,6,7
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,0,3,15,16,15,19,34
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,7,3,45,51,52,54,106
SAN JULIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,80,71,205,231,285,302,587
SAN LORENZO(PND),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,1,5,9,10,10,15,25
SAN LORENZO(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,5,4,70,71,75,75,150
SAN LUCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,65,87,681,662,746,749,1495
SAN MATIAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2012-04-01,14,13,18,27,32,40,72
