,group,variable,month,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,MUJERES CON 4TA CONSULTA PRENATAL TOTAL 4.4 MUJERES CON 4TA CONSULTA PRENATAL,TOTALES
UYUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,32,1,33
VACAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,11,2,13
VALLEGRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,28,1,29
VIACHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,75,0,75
VILA VILA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,2,0,2
VILLA CHARCAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,20,2,22
VILLA MONTES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,45,0,45
VILLA NUEVA (LOMA ALTA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,2,0,2
VILLA RIVERO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,9,1,10
VILLA SERRANO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,12,2,14
VILLA TUNARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,108,0,108
VILLA VACA GUZMAN (MUYUPAMPA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,11,4,15
VILLAZON,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,70,4,74
VINTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,81,0,81
VITICHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,9,0,9
WALDO BALLIVIAN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,4,0,4
WARNES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,156,0,156
YACO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,2,3,5
YACUIBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,193,0,193
YAMPARAEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,5,2,7
YANACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,3,1,4
YAPACANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,35,0,35
YOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,11,2,13
YOTALA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,10,0,10
YUNCHARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,0,7,7
ZUDAÑEZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-01-01,14,1,15
ACACIO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,5,0,5
ACHACACHI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,34,1,35
ACHOCALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,11,0,11
AIQUILE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,16,0,16
ALALAY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,3,0,3
ALCALA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,4,1,5
ALTO BENI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,11,0,11
ANCORAIMES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,14,0,14
ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
ANTEQUERA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,3,0,3
ANZALDO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,0,3,3
APOLO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,12,5,17
ARAMPAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,5,2,7
ARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,14,0,14
ARBIETO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,7,2,9
ARQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,9,0,9
ASCENCION DE GUARAYOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,41,0,41
ATOCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,16,2,18
AUCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,2,0,2
AYATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,2,3,5
AYO AYO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,7,1,8
AYOPAYA (V. DE INDEPENDENCIA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,20,7,27
AZURDUY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,4,3,7
BATALLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,12,2,14
BAURES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,9,0,9
BELEN DE ANDAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
BELEN DE URMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,2,3
BELLA FLOR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,2,0,2
BERMEJO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,45,0,45
BETANZOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,25,2,27
BOLIVAR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,1,2
BOLPEBRA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
BOYUIBE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,2,3
BUENA VISTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,18,0,18
CABEZAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,22,4,26
CAIROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,9,1,10
"CAIZA ""D""",consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,11,0,11
CAJUATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,7,5,12
CALACOTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,2,0,2
CALAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,14,1,15
CAMARGO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,31,1,32
CAMATAQUI (C. VILLA ABECIA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,4,1,5
CAMIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,59,0,59
CAPINOTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,26,0,26
CAQUIAVIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,3,0,3
CARACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,12,0,12
CARANAVI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,67,8,75
CARAPARI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,8,1,9
CARIPUYO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,5,2,7
CARMEN RIVERO TORREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
CHALLAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,42,7,49
CHAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,3,0,3
CHARAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,44,0,44
CHARAÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,3,0,3
CHAYANTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,13,4,17
CHIMORE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,21,2,23
CHULUMANI (V. DE LA LIBERTAD),consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,27,0,27
CHUMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,4,1,5
CHUQUIHUTA AYLLU JUCUMANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,10,2,12
CKOCHAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,20,2,22
CLIZA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,24,0,24
COBIJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,92,0,92
COCAPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,6,9,15
COCHABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1055,1,1056
COIPASA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
COLCAPIRHUA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,102,0,102
"COLCHA ""K""",consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,11,0,11
COLLANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
COLOMI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,22,0,22
COLPA BELGICA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,6,0,6
COLQUECHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,21,9,30
COLQUENCHA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,8,1,9
COLQUIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,14,6,20
COMANCHE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
COMARAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,34,0,34
COMBAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,0,2,2
CONCEPCION,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,38,0,38
COPACABANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,8,5,13
CORIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,16,2,18
CORO CORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,3,2,5
COROICO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,28,0,28
CORQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,3,0,3
COTAGAITA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,26,3,29
COTOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,76,0,76
CUATRO CAÑADAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,19,0,19
CUCHUMUELA (V. G. VILLARROEL),consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
CUEVO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,11,0,11
CULPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,28,10,38
CURAHUARA DE CARANGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,4,0,4
CURVA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
DESAGUADERO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,5,0,5
EL ALTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1007,0,1007
EL CHORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,2,3,5
EL PUENTE(STC),consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,10,0,10
EL PUENTE(TJA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,8,2,10
EL TORNO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,37,0,37
EL VILLAR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
ENTRE RIOS TRJ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,29,2,31
ENTRE RIOS CBBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,47,1,48
ESCOMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,16,0,16
EUCALIPTUS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,7,0,7
EUREKA (SANTOS MERCADO),consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,2,1,3
EXALTACION,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,4,0,4
FERNANDEZ ALONSO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,26,0,26
FILADELFIA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,6,0,6
GENERAL SAAVEDRA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,28,0,28
GRAL. J.J. PEREZ (CHARAZANI),consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,13,6,19
GUANAY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,11,2,13
GUAQUI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,4,0,4
GUAYARAMERIN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,78,0,78
GUTIERREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,15,5,20
HUACARETA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,4,1,5
HUACAYA (VILLA DE HUACAYA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,3,4
HUACHACALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
HUANUNI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,35,0,35
HUARACAJE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,6,0,6
HUARINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,4,0,4
HUAYLLAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,2,0,2
HUMANATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
ICHOCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,3,1,4
ICLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,9,0,9
INCAHUASI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,12,2,14
INGAVI (HUMAITA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,4,0,4
INQUISIVI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
IRUPANA (VILLA DE LANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,9,0,9
IXIAMAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
JESUS DE MACHACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,12,1,13
LA ASUNTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,54,2,56
LA GUARDIA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,94,0,94
LA PAZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,841,0,841
LAGUNILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,10,0,10
LAJA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,14,0,14
LAS CARRERAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,2,3,5
LICOMA PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,5,0,5
LLALLAGUA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,59,0,59
LLICA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,8,0,8
LORETO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,2,0,2
LURIBAY,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
MACHACAMARCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,3,0,3
MACHARETI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,7,1,8
MAGDALENA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,22,0,22
MAIRANA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,16,0,16
MALLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,1,2
MAPIRI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,31,0,31
MECAPACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,9,0,9
MINEROS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,34,0,34
MIZQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,34,0,34
MOCOMOCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,9,1,10
MOJINETE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,0,1,1
MOJOCOYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,2,2,4
MONTEAGUDO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,37,4,41
MONTERO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,158,0,158
MORO MORO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,1,2
MOROCHATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,3,0,3
NACEBE (SANTA ROSA DEL ABUNA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,2,0,2
NAZACARA DE PACAJES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
OCURI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,5,8,13
OKINAWA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,14,1,15
OMEREQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,1,2
ORURO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,350,0,350
PADCAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,19,2,21
PADILLA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,18,0,18
PAILON,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,28,0,28
PALCA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,9,0,9
PALOS BLANCOS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,38,1,39
PAMPA AULLAGAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,4,0,4
PAMPA GRANDE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,6,0,6
PAPEL PAMPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,4,5
PASORAPA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,3,0,3
PATACAMAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,24,1,25
PAZÑA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,5,0,5
PELECHUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,3,0,3
POCOATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,11,5,16
POCONA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,6,0,6
POJO (CBBA),consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,12,0,12
POOPO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,4,0,4
PORCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,16,0,16
POROMA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,10,3,13
PORONGO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,11,0,11
PORTACHUELO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,40,0,40
PORVENIR,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,4,0,4
POTOSI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,224,1,225
PRESTO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,6,3,9
PUCARA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,3,1,4
PUCARANI,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,17,2,19
PUERTO ACOSTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,11,6,17
PUERTO CARABUCO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,2,3
PUERTO GONZALO MORENO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,7,0,7
PUERTO PEREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,3,0,3
PUERTO QUIJARRO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,9,0,9
PUERTO RICO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,13,0,13
PUERTO SILES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
PUERTO SUAREZ,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,34,0,34
PUERTO VILLARROEL,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,88,0,88
PUNA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,15,1,16
PUNATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,34,0,34
QUIABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,1,0,1
QUILLACOLLO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,84,0,84
QUIME,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,6,0,6
QUIRUSILLAS,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,2,0,2
RAVELO,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,16,3,19
REYES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,11,13,24
RIBERALTA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,160,4,164
ROBORE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,14,0,14
RURRENABAQUE,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,22,0,22
SABAYA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,3,0,3
SACABA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,152,0,152
SACABAMBA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,9,0,9
SACACA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,20,4,24
SAIPINA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,18,0,18
SALINAS DE GARCI MENDOZA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,11,0,11
SAMAIPATA,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,8,0,8
SAN AGUSTIN,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,0,1,1
SAN ANDRES,consultas prenatales,mujeres con 4ta consulta prenatal,2012-02-01,13,0,13
