municipality,group,variable,month,Niños (as) de 6 m. a menores de años que reciben alimento complementario (Nutribebé),TOTAL
TOTORA(CBBA),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,308,308
TOTORA(ORR),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,93,93
TRIGAL,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,17,17
TRINIDAD,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,300,300
TUPIZA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,3,3
TURCO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,105,105
UMALA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,13,13
UNCIA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,16,16
URIONDO (A. CONCEPCION),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,216,216
URUBICHA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,3,3
UYUNI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,263,263
VACAS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,172,172
VALLEGRANDE,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,264,264
VIACHA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,374,374
VILA VILA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,108,108
VILLA CHARCAS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,11,11
VILLA MONTES,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,137,137
VILLA NUEVA (LOMA ALTA),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,46,46
VILLA RIVERO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,94,94
VILLA SERRANO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,175,175
VILLA TUNARI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,20,20
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,233,233
VILLAZON,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,870,870
VINTO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,492,492
VITICHI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,256,256
WALDO BALLIVIAN,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,46,46
WARNES,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,89,89
YACUIBA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,822,822
YAMPARAEZ,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,179,179
YOCALLA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,121,121
YOTALA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,187,187
YUNCHARA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,147,147
ZUDAÑEZ,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-06-01,157,157
ACACIO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,66,66
AIQUILE,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,507,507
ALALAY,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,117,117
ALCALA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,72,72
ANCORAIMES,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,88,88
ANDAMARCA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,83,83
ANTEQUERA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,60,60
ANZALDO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,13,13
APOLO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,30,30
ARAMPAMPA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,84,84
ARBIETO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,131,131
ARQUE,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,194,194
ASCENCION DE GUARAYOS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,62,62
ATOCHA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,21,21
AUCAPATA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,62,62
AYATA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,157,157
AYO AYO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,182,182
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,242,242
AZURDUY,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,283,283
BATALLAS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,146,146
BELEN DE ANDAMARCA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,28,28
BELEN DE URMIRI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,37,37
BELLA FLOR,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,31,31
BERMEJO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,26,26
BETANZOS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,714,714
BOLIVAR,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,205,205
BOLPEBRA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,44,44
BOYUIBE,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,28,28
BUENA VISTA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,63,63
CABEZAS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,164,164
"CAIZA ""D""",micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,101,101
CAJUATA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,46,46
CAMARGO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,319,319
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,62,62
CAMIRI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,7,7
CAPINOTA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,392,392
CAQUIAVIRI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,171,171
CARACOLLO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,19,19
CARANGAS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,1,1
CARAPARI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,30,30
CARIPUYO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,87,87
CARMEN RIVERO TORREZ,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,24,24
CATACORA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,22,22
CHALLAPATA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,176,176
CHAQUI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,142,142
CHARAGUA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,143,143
CHARAÑA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,77,77
CHAYANTA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,221,221
CHIMORE,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,4,4
CHIPAYA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,28,28
CHOQUE COTA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,19,19
CHUMA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,82,82
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,131,131
CKOCHAS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,255,255
CLIZA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,308,308
COBIJA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,723,723
COCAPATA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,442,442
COCHABAMBA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,3,3
COIPASA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,1,1
"COLCHA ""K""",micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,131,131
COLLANA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,50,50
COLOMI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,23,23
COLPA BELGICA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,63,63
COLQUECHACA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,1091,1091
COLQUENCHA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,72,72
COLQUIRI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,155,155
COMANCHE,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,18,18
COMARAPA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,160,160
CONCEPCION,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,126,126
CORO CORO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,150,150
CORQUE,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,95,95
COTAGAITA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,435,435
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,28,28
CUEVO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,1,1
CULPINA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,373,373
CURAHUARA DE CARANGAS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,100,100
CURVA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,61,61
EL CHORO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,103,103
EL PUENTE(STC),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,265,265
EL PUENTE(TJA),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,31,31
EL VILLAR,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,72,72
ENTRE RIOS TRJ,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,73,73
EUCALIPTUS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,26,26
EUREKA (SANTOS MERCADO),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,22,22
EXALTACION,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,50,50
FERNANDEZ ALONSO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,107,107
FILADELFIA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,84,84
GENERAL SAAVEDRA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,9,9
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,172,172
GUAQUI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,76,76
GUAYARAMERIN,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,206,206
GUTIERREZ,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,335,335
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,54,54
HUACHACALLA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,6,6
HUANUNI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,1,1
HUAYLLAMARCA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,80,80
HUMANATA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,94,94
ICHOCA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,48,48
ICLA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,221,221
INCAHUASI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,256,256
INQUISIVI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,2,2
IXIAMAS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,1,1
LA PAZ,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,1511,1511
LA RIVERA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,2,2
LAGUNILLAS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,53,53
LAJA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,58,58
LAS CARRERAS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,20,20
LLALLAGUA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,888,888
LLICA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,68,68
LORETO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,2,2
LURIBAY,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,104,104
MACHACAMARCA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,64,64
MACHARETI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,169,169
MAIRANA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,161,161
MALLA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,24,24
MINEROS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,5,5
MIZQUE,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,531,531
MOCOMOCO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,196,196
MOJOCOYA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,29,29
MONTEAGUDO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,620,620
MONTERO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,84,84
MORO MORO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,69,69
MOROCHATA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,173,173
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,49,49
OCURI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,529,529
OKINAWA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,16,16
ORURO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,230,230
PADCAYA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,49,49
PADILLA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,255,255
PAILON,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,154,154
PALCA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,184,184
PALOS BLANCOS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,1,1
PAMPA AULLAGAS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,62,62
PAPEL PAMPA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,94,94
PASORAPA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,43,43
PAZÑA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,112,112
POCOATA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,630,630
POCONA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,238,238
POJO (CBBA),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,197,197
POOPO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,23,23
PORCO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,243,243
POROMA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,422,422
PORONGO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,45,45
PORTACHUELO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,81,81
PORVENIR,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,118,118
POSTRER VALLE,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,44,44
PRESTO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,219,219
PUCARA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,40,40
PUCARANI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,360,360
PUERTO ACOSTA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,66,66
PUERTO CARABUCO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,64,64
PUERTO GONZALO MORENO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,164,164
PUERTO PEREZ,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,55,55
PUERTO RICO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,111,111
PUERTO SILES,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,1,1
PUERTO VILLARROEL,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,37,37
PUNA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,451,451
PUNATA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,400,400
QUILLACOLLO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,1059,1059
QUIME,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,25,25
QUIRUSILLAS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,21,21
RAVELO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,444,444
RIBERALTA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,426,426
ROBORE,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,292,292
SABAYA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,10,10
SACABA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,1850,1850
SACABAMBA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,83,83
SACACA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,64,64
SAIPINA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,10,10
SALINAS DE GARCI MENDOZA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,220,220
SAN AGUSTIN,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,12,12
SAN ANDRES DE MACHACA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,9,9
SAN ANTONIO DE ESMORUCO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,3,3
SAN BENITO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,226,226
SAN BORJA,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,72,72
SAN CARLOS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,156,156
SAN IGNACIO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,360,360
SAN IGNACIO DE VELASCO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,1135,1135
SAN JAVIER(BNI),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,19,19
SAN JAVIER(STC),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,214,214
SAN JOAQUIN,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,54,54
SAN JOSE DE CHIQUITOS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,134,134
SAN JUAN DE YAPACANI,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,8,8
SAN JULIAN,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,757,757
SAN LORENZO(PND),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,114,114
SAN LORENZO(TJA),micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,178,178
SAN LUCAS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,1074,1074
SAN MATIAS,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,13,13
SAN MIGUEL DE VELASCO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,320,320
SAN PABLO DE LIPEZ,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,4,4
SAN PEDRO,micronutrientes,ninos (as) de 6 m. a menores de anos que reciben alimento complementario (nutribebe),2011-07-01,299,299
