municipality,group,variable,month,Viviendas Positivas,TOTAL
TOMINA,chagas viviendas,viviendas positivas,2016-06-01,27,27
TORO TORO,chagas viviendas,viviendas positivas,2016-06-01,3,3
TOTORA(CBBA),chagas viviendas,viviendas positivas,2016-06-01,1,1
TUPIZA,chagas viviendas,viviendas positivas,2016-06-01,16,16
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2016-06-01,2,2
VILLA CHARCAS,chagas viviendas,viviendas positivas,2016-06-01,6,6
VILLA MONTES,chagas viviendas,viviendas positivas,2016-06-01,10,10
VILLA RIVERO,chagas viviendas,viviendas positivas,2016-06-01,5,5
VILLA SERRANO,chagas viviendas,viviendas positivas,2016-06-01,8,8
VILLA VACA GUZMAN (MUYUPAMPA),chagas viviendas,viviendas positivas,2016-06-01,6,6
VILLAZON,chagas viviendas,viviendas positivas,2016-06-01,1,1
VINTO,chagas viviendas,viviendas positivas,2016-06-01,6,6
VITICHI,chagas viviendas,viviendas positivas,2016-06-01,21,21
YACUIBA,chagas viviendas,viviendas positivas,2016-06-01,189,189
ZUDAÑEZ,chagas viviendas,viviendas positivas,2016-06-01,7,7
AIQUILE,chagas viviendas,viviendas positivas,2016-07-01,37,37
ANZALDO,chagas viviendas,viviendas positivas,2016-07-01,2,2
ARAMPAMPA,chagas viviendas,viviendas positivas,2016-07-01,1,1
ARBIETO,chagas viviendas,viviendas positivas,2016-07-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),chagas viviendas,viviendas positivas,2016-07-01,2,2
BETANZOS,chagas viviendas,viviendas positivas,2016-07-01,4,4
CAMARGO,chagas viviendas,viviendas positivas,2016-07-01,2,2
CAPINOTA,chagas viviendas,viviendas positivas,2016-07-01,17,17
CARAPARI,chagas viviendas,viviendas positivas,2016-07-01,8,8
CKOCHAS,chagas viviendas,viviendas positivas,2016-07-01,12,12
CLIZA,chagas viviendas,viviendas positivas,2016-07-01,2,2
COCHABAMBA,chagas viviendas,viviendas positivas,2016-07-01,1,1
COLCAPIRHUA,chagas viviendas,viviendas positivas,2016-07-01,1,1
COLQUECHACA,chagas viviendas,viviendas positivas,2016-07-01,6,6
COMARAPA,chagas viviendas,viviendas positivas,2016-07-01,7,7
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2016-07-01,1,1
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2016-07-01,3,3
EL TORNO,chagas viviendas,viviendas positivas,2016-07-01,8,8
EL VILLAR,chagas viviendas,viviendas positivas,2016-07-01,2,2
GUTIERREZ,chagas viviendas,viviendas positivas,2016-07-01,508,508
ICLA,chagas viviendas,viviendas positivas,2016-07-01,7,7
LURIBAY,chagas viviendas,viviendas positivas,2016-07-01,5,5
MAIRANA,chagas viviendas,viviendas positivas,2016-07-01,4,4
MOJOCOYA,chagas viviendas,viviendas positivas,2016-07-01,66,66
MONTEAGUDO,chagas viviendas,viviendas positivas,2016-07-01,36,36
OMEREQUE,chagas viviendas,viviendas positivas,2016-07-01,11,11
PADILLA,chagas viviendas,viviendas positivas,2016-07-01,6,6
PAMPA GRANDE,chagas viviendas,viviendas positivas,2016-07-01,7,7
PASORAPA,chagas viviendas,viviendas positivas,2016-07-01,1,1
POCONA,chagas viviendas,viviendas positivas,2016-07-01,4,4
POJO (CBBA),chagas viviendas,viviendas positivas,2016-07-01,9,9
POROMA,chagas viviendas,viviendas positivas,2016-07-01,6,6
PUCARA,chagas viviendas,viviendas positivas,2016-07-01,2,2
PUNATA,chagas viviendas,viviendas positivas,2016-07-01,14,14
QUILLACOLLO,chagas viviendas,viviendas positivas,2016-07-01,24,24
RAVELO,chagas viviendas,viviendas positivas,2016-07-01,5,5
SAIPINA,chagas viviendas,viviendas positivas,2016-07-01,1,1
SAN BENITO,chagas viviendas,viviendas positivas,2016-07-01,4,4
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2016-07-01,1,1
SAN LUCAS,chagas viviendas,viviendas positivas,2016-07-01,1,1
SANTIVAÑES,chagas viviendas,viviendas positivas,2016-07-01,35,35
SIPE SIPE,chagas viviendas,viviendas positivas,2016-07-01,2,2
SOPACHUY,chagas viviendas,viviendas positivas,2016-07-01,6,6
SUCRE,chagas viviendas,viviendas positivas,2016-07-01,2,2
TACACHI,chagas viviendas,viviendas positivas,2016-07-01,2,2
TARABUCO,chagas viviendas,viviendas positivas,2016-07-01,4,4
TARVITA,chagas viviendas,viviendas positivas,2016-07-01,733,733
TOLATA,chagas viviendas,viviendas positivas,2016-07-01,7,7
TOMAVE,chagas viviendas,viviendas positivas,2016-07-01,2,2
TORO TORO,chagas viviendas,viviendas positivas,2016-07-01,3,3
TUPIZA,chagas viviendas,viviendas positivas,2016-07-01,4,4
URIONDO (A. CONCEPCION),chagas viviendas,viviendas positivas,2016-07-01,1,1
VALLEGRANDE,chagas viviendas,viviendas positivas,2016-07-01,3,3
VILLA CHARCAS,chagas viviendas,viviendas positivas,2016-07-01,1,1
VILLA MONTES,chagas viviendas,viviendas positivas,2016-07-01,12,12
VILLA RIVERO,chagas viviendas,viviendas positivas,2016-07-01,9,9
VILLA SERRANO,chagas viviendas,viviendas positivas,2016-07-01,6,6
VITICHI,chagas viviendas,viviendas positivas,2016-07-01,2,2
YACUIBA,chagas viviendas,viviendas positivas,2016-07-01,15,15
YAMPARAEZ,chagas viviendas,viviendas positivas,2016-07-01,8,8
YUNCHARA,chagas viviendas,viviendas positivas,2016-07-01,2,2
ZUDAÑEZ,chagas viviendas,viviendas positivas,2016-07-01,3,3
AIQUILE,chagas viviendas,viviendas positivas,2016-08-01,7,7
ALCALA,chagas viviendas,viviendas positivas,2016-08-01,2,2
ANZALDO,chagas viviendas,viviendas positivas,2016-08-01,11,11
ARANI,chagas viviendas,viviendas positivas,2016-08-01,1,1
ARBIETO,chagas viviendas,viviendas positivas,2016-08-01,14,14
ARQUE,chagas viviendas,viviendas positivas,2016-08-01,6,6
AZURDUY,chagas viviendas,viviendas positivas,2016-08-01,1,1
BETANZOS,chagas viviendas,viviendas positivas,2016-08-01,13,13
"CAIZA ""D""",chagas viviendas,viviendas positivas,2016-08-01,1,1
CAMARGO,chagas viviendas,viviendas positivas,2016-08-01,26,26
CAPINOTA,chagas viviendas,viviendas positivas,2016-08-01,9,9
CKOCHAS,chagas viviendas,viviendas positivas,2016-08-01,3,3
COCHABAMBA,chagas viviendas,viviendas positivas,2016-08-01,17,17
COLCAPIRHUA,chagas viviendas,viviendas positivas,2016-08-01,5,5
COLQUECHACA,chagas viviendas,viviendas positivas,2016-08-01,5,5
COTAGAITA,chagas viviendas,viviendas positivas,2016-08-01,3,3
CUCHUMUELA (V. G. VILLARROEL),chagas viviendas,viviendas positivas,2016-08-01,1,1
CULPINA,chagas viviendas,viviendas positivas,2016-08-01,126,126
EL PUENTE(TJA),chagas viviendas,viviendas positivas,2016-08-01,2,2
EL TORNO,chagas viviendas,viviendas positivas,2016-08-01,16,16
HUACAYA (VILLA DE HUACAYA),chagas viviendas,viviendas positivas,2016-08-01,20,20
LAS CARRERAS,chagas viviendas,viviendas positivas,2016-08-01,3,3
LURIBAY,chagas viviendas,viviendas positivas,2016-08-01,10,10
MIZQUE,chagas viviendas,viviendas positivas,2016-08-01,23,23
MONTEAGUDO,chagas viviendas,viviendas positivas,2016-08-01,2,2
MORO MORO,chagas viviendas,viviendas positivas,2016-08-01,3,3
OMEREQUE,chagas viviendas,viviendas positivas,2016-08-01,11,11
PADILLA,chagas viviendas,viviendas positivas,2016-08-01,3,3
PAMPA GRANDE,chagas viviendas,viviendas positivas,2016-08-01,5,5
PASORAPA,chagas viviendas,viviendas positivas,2016-08-01,14,14
POCOATA,chagas viviendas,viviendas positivas,2016-08-01,25,25
POJO (CBBA),chagas viviendas,viviendas positivas,2016-08-01,9,9
POROMA,chagas viviendas,viviendas positivas,2016-08-01,23,23
PUCARA,chagas viviendas,viviendas positivas,2016-08-01,2,2
PUNA,chagas viviendas,viviendas positivas,2016-08-01,2,2
PUNATA,chagas viviendas,viviendas positivas,2016-08-01,7,7
QUILLACOLLO,chagas viviendas,viviendas positivas,2016-08-01,13,13
RAVELO,chagas viviendas,viviendas positivas,2016-08-01,4,4
SACABA,chagas viviendas,viviendas positivas,2016-08-01,5,5
SAIPINA,chagas viviendas,viviendas positivas,2016-08-01,2,2
SAN LORENZO(TJA),chagas viviendas,viviendas positivas,2016-08-01,3,3
SAN PEDRO DE BUENA VISTA,chagas viviendas,viviendas positivas,2016-08-01,2,2
SANTIVAÑES,chagas viviendas,viviendas positivas,2016-08-01,33,33
SICAYA,chagas viviendas,viviendas positivas,2016-08-01,1,1
SIPE SIPE,chagas viviendas,viviendas positivas,2016-08-01,3,3
SUCRE,chagas viviendas,viviendas positivas,2016-08-01,14,14
TACACHI,chagas viviendas,viviendas positivas,2016-08-01,1,1
TACOBAMBA,chagas viviendas,viviendas positivas,2016-08-01,4,4
TARABUCO,chagas viviendas,viviendas positivas,2016-08-01,17,17
TARATA,chagas viviendas,viviendas positivas,2016-08-01,2,2
TARIJA,chagas viviendas,viviendas positivas,2016-08-01,10,10
TINGUIPAYA,chagas viviendas,viviendas positivas,2016-08-01,6,6
TIQUIPAYA,chagas viviendas,viviendas positivas,2016-08-01,1,1
TOMAVE,chagas viviendas,viviendas positivas,2016-08-01,2,2
TOMINA,chagas viviendas,viviendas positivas,2016-08-01,6,6
TORO TORO,chagas viviendas,viviendas positivas,2016-08-01,1,1
