municipality,group,variable,month,Niñas(os) de 6 meses con lactancia materna exclusiva,TOTAL
PRESTO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,5,5
PUCARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,2,2
PUCARANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,12,12
PUERTO ACOSTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,3,3
PUERTO CARABUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,6,6
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,5,5
PUERTO PEREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,3,3
PUERTO QUIJARRO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,10,10
PUERTO RICO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,9,9
PUERTO SUAREZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,6,6
PUERTO VILLARROEL,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,11,11
PUNA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,13,13
PUNATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,12,12
QUILLACOLLO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,88,88
QUIME,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,5,5
RAVELO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,19,19
REYES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,10,10
RIBERALTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,126,126
ROBORE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,29,29
RURRENABAQUE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,4,4
SABAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,4,4
SACABA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,126,126
SACACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,22,22
SAIPINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,7,7
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,2,2
SAMAIPATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,7,7
SAN ANDRES,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,8,8
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,3,3
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,8,8
SAN BENITO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,2,2
SAN BORJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,50,50
SAN CARLOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,51,51
SAN IGNACIO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,14,14
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,66,66
SAN JAVIER(BNI),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,17,17
SAN JAVIER(STC),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,41,41
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,27,27
SAN JULIAN,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,11,11
SAN LORENZO(TJA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,1,1
SAN LUCAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,32,32
SAN MATIAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,22,22
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,12,12
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,3,3
SAN PEDRO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,3,3
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,29,29
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,2,2
SAN PEDRO DE MACHA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,21,21
SAN PEDRO(PND),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,4,4
SANTA ANA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,5,5
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,666,666
SANTA ROSA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,13,13
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,21,21
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,3,3
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,2,2
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,3,3
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,4,4
SENA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,10,10
SHINAOTA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,4,4
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,12,12
SICAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,4,4
SIPE SIPE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,33,33
SOPACHUY,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,4,4
SORACACHI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,7,7
SORATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,19,19
SUCRE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,182,182
TACACHI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,2,2
TACOBAMBA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,2,2
TACOPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,5,5
TAPACARI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,9,9
TARABUCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,20,20
TARACO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,6,6
TARATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,6,6
TARIJA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,49,49
TARVITA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,5,5
TEOPONTE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,7,7
TIAHUANACU,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,18,18
TINGUIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,17,17
TIPUANI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,8,8
TIQUIPAYA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,37,37
TIRAQUE (CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,6,6
TOCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,9,9
TODOS SANTOS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,1,1
TOLATA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,1,1
TOLEDO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,4,4
TOMAVE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,10,10
TOMINA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,10,10
TORO TORO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,12,12
TOTORA(CBBA),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,20,20
TOTORA(ORR),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,3,3
TRINIDAD,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,77,77
TUPIZA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,27,27
TURCO,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,3,3
UMALA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,3,3
UNCIA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,20,20
URIONDO (A. CONCEPCION),micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,6,6
URUBICHA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,6,6
UYUNI,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,3,3
VACAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,6,6
VALLEGRANDE,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,3,3
VIACHA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,350,350
VILA VILA,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,7,7
VILLA CHARCAS,micronutrientes,ninas(os) de 6 meses con lactancia materna exclusiva,2021-01-01,4,4
