municipality,group,variable,month,Niñas(os) de 1 año con dosis completas de zinc (Talla Baja),TOTAL
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
EL TORNO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,8,8
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,7,7
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
FILADELFIA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
GUANAY,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,13,13
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,4,4
HUANUNI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,7,7
HUARINA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
ICHOCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
ICLA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
INCAHUASI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
INQUISIVI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
IXIAMAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,3,3
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,3,3
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
LA PAZ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,53,53
LAJA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,5,5
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,5,5
LURIBAY,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
MAIRANA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
MAPIRI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
MECAPACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
MINEROS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
MIZQUE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,4,4
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,5,5
MONTERO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,6,6
MOROCHATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
OCURI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,3,3
ORURO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,55,55
PADCAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
PADILLA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
PAILON,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
PALCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,4,4
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,11,11
PAZÑA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
PELECHUCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
POCOATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,6,6
POCONA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,3,3
PORCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
POROMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,4,4
PORONGO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
POTOSI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,65,65
PRESTO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,5,5
PUCARANI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,7,7
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,4,4
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,12,12
PUNA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,5,5
PUNATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,5,5
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,27,27
RAVELO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,3,3
RIBERALTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,10,10
SACABA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,21,21
SACABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
SACACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,3,3
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,3,3
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,3,3
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
SAN BENITO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
SAN BORJA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,12,12
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,9,9
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,4,4
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,13,13
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,4,4
SAN PEDRO DE MACHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
SANTA ANA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,76,76
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,3,3
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
SHINAOTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,3,3
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,3,3
SICAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,4,4
SOPACHUY,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
SORACACHI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
SORATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
SUCRE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,28,28
TACACOMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
TACOBAMBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,3,3
TACOPAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,5,5
TAHUA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
TAPACARI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,24,24
TARABUCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,3,3
TARATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
TARIJA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,47,47
TARVITA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,4,4
TEOPONTE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
TIAHUANACU,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,3,3
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,14,14
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,15,15
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
TOCO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
TOMAVE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
TOMINA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
TORO TORO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,6,6
TRINIDAD,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,19,19
TUPIZA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,4,4
UMALA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,4,4
UNCIA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,4,4
URUBICHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
UYUNI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,4,4
VACAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
VIACHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
VILA VILA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,2,2
VILLA CHARCAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,3,3
VILLA MONTES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
VILLA RIVERO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,4,4
VILLA TUNARI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,5,5
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,4,4
VILLAZON,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
VINTO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,7,7
VITICHI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,3,3
WARNES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,11,11
YACO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
YACUIBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,6,6
YUNCHARA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
ZUDAÑEZ,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-01-01,1,1
ACACIO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,2,2
ACHACACHI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,2,2
ACHOCALLA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,4,4
AIQUILE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,3,3
ALTO BENI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
ANZALDO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
APOLO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,4,4
ARAMPAMPA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,2,2
ARBIETO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,4,4
ARQUE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,6,6
ATOCHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
AUCAPATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
AYO AYO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,5,5
AZURDUY,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,3,3
BAURES,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,2,2
BETANZOS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,8,8
BOLIVAR,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,2,2
CAIROMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,3,3
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
CAJUATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
CALAMARCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,3,3
CAMARGO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,6,6
CAMIRI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,59,59
CAPINOTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,5,5
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,2,2
CARACOLLO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
CARANAVI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,3,3
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,10,10
CHAQUI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,2,2
CHARAGUA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
CHARAÑA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
CHAYANTA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,12,12
CHIMORE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,6,6
CHUA COCANI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,2,2
CHUMA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
CLIZA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
COBIJA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,2,2
COCAPATA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,18,18
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,41,41
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,4,4
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,2,2
COLOMI,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,11,11
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,10,10
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,3,3
COPACABANA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
CORO CORO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,3,3
COROICO,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
CORQUE,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
COTAGAITA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,6,6
COTOCA,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,2,2
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con dosis completas de zinc (talla baja),2021-02-01,1,1
