municipality,group,variable,month,Niñas(os) menores de 1 año con dosis única de vitamina A,TOTAL
LLICA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,1,1
LORETO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,5,5
LURIBAY,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,12,12
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,5,5
MACHARETI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,8,8
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,14,14
MAIRANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,18,18
MALLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,7,7
MAPIRI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,27,27
MECAPACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,17,17
MINEROS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,25,25
MIZQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,26,26
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,19,19
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,9,9
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,21,21
MONTERO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,176,176
MORO MORO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,1,1
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,12,12
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,3,3
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,3,3
OCURI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,19,19
OKINAWA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,9,9
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,12,12
ORURO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,335,335
PADCAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,16,16
PADILLA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,8,8
PAILON,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,62,62
PALCA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,34,34
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,22,22
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,4,4
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,9,9
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,14,14
PASORAPA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,1,1
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,27,27
PAZÑA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,8,8
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,15,15
POCOATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,35,35
POCONA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,14,14
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,21,21
POOPO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,9,9
PORCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,17,17
POROMA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,22,22
PORONGO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,20,20
PORTACHUELO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,10,10
PORVENIR,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,12,12
POTOSI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,305,305
PRESTO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,9,9
PUCARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,2,2
PUCARANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,53,53
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,8,8
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,17,17
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,8,8
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,8,8
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,25,25
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,8,8
PUERTO SILES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,1,1
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,21,21
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,76,76
PUNA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,22,22
PUNATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,37,37
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,3,3
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,195,195
QUIME,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,8,8
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,10,10
RAVELO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,21,21
REYES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,19,19
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,171,171
ROBORE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,32,32
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,18,18
SABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,7,7
SACABA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,193,193
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,1,1
SACACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,34,34
SAIPINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,8,8
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,6,6
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,17,17
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,1,1
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,18,18
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,5,5
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,9,9
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,18,18
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,77,77
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,7,7
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,24,24
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,23,23
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,106,106
SAN JAVIER(BNI),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,8,8
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,11,11
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,10,10
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,59,59
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,11,11
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,74,74
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,3,3
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,11,11
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,37,37
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,13,13
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,25,25
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,4,4
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,14,14
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,42,42
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,2,2
SAN PEDRO DE MACHA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,21,21
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,7,7
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,4,4
SAN RAFAEL,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,2,2
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,3,3
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,16,16
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,21,21
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,1379,1379
SANTA ROSA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,14,14
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,28,28
SANTIAGO DE HUARI,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,6,6
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano con dosis unica de vitamina a,2021-01-01,6,6
