municipality,group,variable,month,Niñas(os) de 1 año que reciben alimento complementario,TOTAL
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,81,81
CALACOTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,21,21
CALAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,128,128
CAMARGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,108,108
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,27,27
CAMIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,210,210
CAPINOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,168,168
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,42,42
CARACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,62,62
CARANAVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,1,1
CARAPARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,6,6
CARIPUYO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,78,78
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,37,37
CATACORA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,19,19
CHACARILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,7,7
CHALLAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,363,363
CHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,101,101
CHARAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,30,30
CHARAÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,13,13
CHAYANTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,148,148
CHIMORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,266,266
CHIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,6,6
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,12,12
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,4,4
CHUMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,73,73
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,72,72
CKOCHAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,147,147
CLIZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,104,104
COBIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,121,121
COCAPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,225,225
COCHABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,2284,2284
COIPASA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,7,7
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,206,206
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,77,77
COLLANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,28,28
COLOMI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,223,223
COLPA BELGICA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,10,10
COLQUECHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,211,211
COLQUENCHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,127,127
COLQUIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,111,111
COMANCHE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,16,16
COMBAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,15,15
CONCEPCION,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,50,50
COPACABANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,42,42
CORIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,136,136
CORO CORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,50,50
COROICO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,2,2
CORQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,53,53
COTAGAITA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,220,220
COTOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,157,157
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,2,2
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,79,79
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,28,28
CUEVO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,46,46
CULPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,42,42
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,33,33
CURVA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,41,41
DESAGUADERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,41,41
EL ALTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,2263,2263
EL CHORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,28,28
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,103,103
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,91,91
EL TORNO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,200,200
EL VILLAR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,45,45
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,183,183
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,471,471
ESCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,3,3
ESCOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,23,23
ESMERALDA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,6,6
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,49,49
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,133,133
FILADELFIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,32,32
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,118,118
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,91,91
GUANAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,3,3
GUAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,36,36
HUACARETA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,66,66
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,27,27
HUACHACALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,6,6
HUANUNI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,178,178
HUARINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,53,53
HUATAJATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,4,4
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,34,34
HUMANATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,46,46
ICHOCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,67,67
ICLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,71,71
INCAHUASI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,17,17
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,7,7
INQUISIVI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,132,132
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,14,14
IXIAMAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,11,11
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,83,83
LA ASUNTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,225,225
LA GUARDIA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,251,251
LA PAZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,33,33
LA RIVERA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,4,4
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,13,13
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,15,15
LICOMA PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,6,6
LLALLAGUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,505,505
LLICA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,14,14
LORETO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,19,19
LURIBAY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,78,78
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,33,33
MACHARETI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,28,28
MAGDALENA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,1,1
MAIRANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,70,70
MALLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,26,26
MAPIRI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,106,106
MINEROS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,2,2
MIZQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,215,215
MOCOMOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,107,107
MOJINETE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,7,7
MOJOCOYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,93,93
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,17,17
MONTERO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,11,11
MORO MORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,23,23
MOROCHATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,101,101
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,4,4
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,8,8
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,12,12
OCURI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,161,161
OMEREQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,52,52
ORURO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,2037,2037
PADCAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,155,155
PADILLA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,95,95
PAILON,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,22,22
PALCA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,113,113
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,56,56
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,60,60
PASORAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,20,20
PATACAMAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,53,53
PAZÑA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,35,35
PELECHUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,40,40
POCOATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,274,274
POCONA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,139,139
POJO (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,91,91
POOPO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,33,33
PORCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,118,118
POROMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,181,181
PORONGO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,66,66
PORVENIR,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,34,34
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,14,14
POTOSI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,1034,1034
PRESTO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,91,91
PUCARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,14,14
PUCARANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,334,334
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,52,52
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,114,114
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,33,33
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,81,81
PUERTO RICO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,22,22
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,67,67
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,130,130
PUNA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,180,180
PUNATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,254,254
QUIABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,17,17
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,984,984
QUIME,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,63,63
QUIRUSILLAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,9,9
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,82,82
RAVELO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,184,184
REYES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,4,4
RIBERALTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,23,23
ROBORE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,86,86
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,144,144
SABAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,31,31
SACABA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,1310,1310
SACABAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,49,49
SACACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,259,259
SAIPINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,75,75
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,101,101
SAMAIPATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,82,82
SAN AGUSTIN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,10,10
SAN ANDRES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,57,57
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,34,34
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,12,12
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,80,80
SAN BENITO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,66,66
SAN BORJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,634,634
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,10,10
SAN CARLOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,157,157
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,46,46
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,694,694
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,20,20
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,63,63
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,158,158
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,47,47
SAN JULIAN,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,82,82
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,28,28
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,4,4
SAN LUCAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,432,432
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,104,104
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,35,35
SAN PEDRO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,143,143
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,399,399
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,42,42
SAN PEDRO DE MACHA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,185,185
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,4,4
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,20,20
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,18,18
SANTA ANA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,41,41
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,3134,3134
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,83,83
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,23,23
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,42,42
SANTIAGO DE MACHACA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,33,33
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,57,57
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,39,39
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,51,51
SENA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,68,68
SHINAOTA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,259,259
SICAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,55,55
SIPE SIPE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,457,457
SOPACHUY,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,73,73
SORACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,83,83
SORATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,118,118
SUCRE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,2179,2179
TACACHI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,6,6
TACACOMA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,34,34
TACOBAMBA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,116,116
TACOPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,84,84
TAHUA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,5,5
TAPACARI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,303,303
TARABUCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,160,160
TARACO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,24,24
TARATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,93,93
TARIJA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,759,759
TIAHUANACU,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,104,104
TINGUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,157,157
TIPUANI,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,28,28
TIQUIPAYA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,147,147
TIRAQUE (CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,181,181
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,5,5
TOCO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,61,61
TOLATA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,29,29
TOLEDO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,45,45
TOMAVE,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,114,114
TOMINA,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,33,33
TORO TORO,micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,124,124
TOTORA(CBBA),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,163,163
TOTORA(ORR),micronutrientes,ninas(os) de 1 ano que reciben alimento complementario,2021-01-01,67,67
