municipality,group,variable,month,Mujeres puérperas con dosis completa de hierro,TOTAL
CALACOTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,4,4
CALAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,14,14
CAMARGO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,15,15
CAMATAQUI (C. VILLA ABECIA),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
CAMIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,50,50
CAPINOTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,9,9
CAQUIAVIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,5,5
CARACOLLO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,12,12
CARANAVI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,87,87
CARAPARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,8,8
CARIPUYO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,7,7
CARMEN RIVERO TORREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,2,2
CATACORA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
CHACARILLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
CHALLAPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,44,44
CHAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,11,11
CHARAGUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,28,28
CHARAÑA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,2,2
CHAYANTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,22,22
CHIMORE,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,27,27
CHOQUE COTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,16,16
CHUMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,11,11
CKOCHAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,24,24
CLIZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,35,35
COBIJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,80,80
COCAPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,21,21
COCHABAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,893,893
COLCAPIRHUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,25,25
"COLCHA ""K""",micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,6,6
COLLANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,2,2
COLOMI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,20,20
COLPA BELGICA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
COLQUECHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,29,29
COLQUENCHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,15,15
COLQUIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,11,11
COMANCHE,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
COMARAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,30,30
COMBAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
CONCEPCION,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,36,36
COPACABANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,14,14
CORIPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,14,14
CORO CORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
COROICO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,15,15
CORQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
COTAGAITA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,10,10
COTOCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,60,60
CUATRO CAÑADAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,25,25
CULPINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,16,16
CURAHUARA DE CARANGAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
CURVA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,4,4
DESAGUADERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,7,7
EL ALTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,838,838
EL CHORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
EL PUENTE(STC),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,5,5
EL PUENTE(TJA),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,10,10
EL TORNO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,89,89
EL VILLAR,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,5,5
ENTRE RIOS TRJ,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,23,23
ENTRE RIOS CBBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,25,25
ESCOMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
EUREKA (SANTOS MERCADO),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
FERNANDEZ ALONSO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
FILADELFIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
GENERAL SAAVEDRA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,10,10
GUANAY,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,16,16
GUAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,13,13
GUAYARAMERIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,111,111
GUTIERREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,6,6
HUACARETA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,8,8
HUACAYA (VILLA DE HUACAYA),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,2,2
HUACHACALLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,4,4
HUANUNI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,16,16
HUAYLLAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
HUMANATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,7,7
ICHOCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,5,5
ICLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,9,9
INCAHUASI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,16,16
INGAVI (HUMAITA),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
INQUISIVI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,14,14
IRUPANA (VILLA DE LANZA),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,17,17
IXIAMAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,8,8
JESUS DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,14,14
LA ASUNTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,55,55
LA GUARDIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,44,44
LA PAZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,297,297
LAGUNILLAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,2,2
LAJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,13,13
LAS CARRERAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,2,2
LICOMA PAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
LLALLAGUA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,59,59
LLICA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,8,8
LURIBAY,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,5,5
MACHACAMARCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
MACHARETI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,8,8
MAGDALENA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,2,2
MAIRANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,7,7
MALLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
MAPIRI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,21,21
MECAPACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,7,7
MINEROS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
MIZQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,26,26
MOCOMOCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,16,16
MOJOCOYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,8,8
MONTEAGUDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,32,32
MONTERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,77,77
MORO MORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
MOROCHATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,13,13
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
NAZACARA DE PACAJES,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
OCURI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,20,20
OKINAWA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,8,8
OMEREQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,7,7
ORURO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,367,367
PADCAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,9,9
PADILLA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,15,15
PAILON,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,40,40
PALCA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,14,14
PALOS BLANCOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,35,35
PAMPA AULLAGAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,2,2
PAMPA GRANDE,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,6,6
PAPEL PAMPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,4,4
PASORAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
PATACAMAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,32,32
PAZÑA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,7,7
PELECHUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,6,6
POCOATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,37,37
POCONA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,11,11
POJO (CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,15,15
POOPO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,4,4
PORCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,9,9
POROMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,17,17
PORTACHUELO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,17,17
PORVENIR,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,2,2
POTOSI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,321,321
PRESTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,11,11
PUCARANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,38,38
PUERTO ACOSTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,15,15
PUERTO CARABUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,7,7
PUERTO GONZALO MORENO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,6,6
PUERTO PEREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,5,5
PUERTO QUIJARRO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,11,11
PUERTO RICO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,11,11
PUERTO SUAREZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,34,34
PUERTO VILLARROEL,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,131,131
PUNA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,16,16
PUNATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,82,82
QUIABAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
QUILLACOLLO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,157,157
QUIME,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,10,10
QUIRUSILLAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
RAQAYPAMPA(ETA),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,7,7
RAVELO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,9,9
REYES,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,17,17
RIBERALTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,221,221
ROBORE,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,20,20
RURRENABAQUE,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,40,40
SABAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
SACABA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,184,184
SACABAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
SACACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,34,34
SAIPINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,2,2
SALINAS DE GARCI MENDOZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,8,8
SAMAIPATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,6,6
SAN AGUSTIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,5,5
SAN ANDRES,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
SAN ANDRES DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,5,5
SAN ANTONIO DE LOMERIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,9,9
SAN BENITO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,5,5
SAN BORJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,61,61
SAN BUENA VENTURA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,27,27
SAN CARLOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,21,21
SAN IGNACIO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,27,27
SAN IGNACIO DE VELASCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,106,106
SAN JAVIER(BNI),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,2,2
SAN JAVIER(STC),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,29,29
SAN JOAQUIN,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,6,6
SAN JOSE DE CHIQUITOS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,26,26
SAN JULIAN,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,47,47
SAN LORENZO(PND),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,4,4
SAN LORENZO(TJA),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,16,16
SAN LUCAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,48,48
SAN MATIAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,14,14
SAN MIGUEL DE VELASCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,18,18
SAN PABLO DE LIPEZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
SAN PEDRO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
SAN PEDRO DE BUENA VISTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,40,40
SAN PEDRO DE CURAHUARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,4,4
SAN PEDRO DE MACHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,42,42
SAN PEDRO DE QUEMES,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,2,2
SAN RAFAEL,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,10,10
SAN RAMON BENI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,6,6
SAN RAMON SCZ,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,12,12
SANTA ANA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,34,34
SANTA CRUZ DE LA SIERRA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,1148,1148
SANTA ROSA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,10,10
SANTA ROSA DEL SARA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,11,11
SANTIAGO DE CALLAPA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
SANTIAGO DE HUARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,4,4
SANTIAGO DE HUATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,12,12
SANTIAGO DE MACHACA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
SANTIVAÑES,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,4,4
SANTUARIO DE QUILLACAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,5,5
SAPAHAQUI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,9,9
SENA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,12,12
SHINAOTA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,34,34
SICA SICA (VILLA AROMA),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,22,22
SICAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,5,5
SIPE SIPE,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,48,48
SOPACHUY,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,12,12
SORACACHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,8,8
SORATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,25,25
SUCRE,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,361,361
TACACOMA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,7,7
TACOBAMBA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,11,11
TACOPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,9,9
TAPACARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,24,24
TARABUCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,16,16
TARACO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,4,4
TARATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
TARIJA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,256,256
TARVITA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,18,18
TEOPONTE,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,15,15
TIAHUANACU,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,17,17
TINGUIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,20,20
TIPUANI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,6,6
TIQUIPAYA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,51,51
TIRAQUE (CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,26,26
TITO YUPANQUI (PARQUIPUJIO),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
TOCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,7,7
TOLATA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,4,4
TOLEDO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
TOMAVE,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,5,5
TOMINA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,6,6
TORO TORO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,21,21
TOTORA(CBBA),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,28,28
TOTORA(ORR),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
TRINIDAD,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,183,183
TUPIZA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,44,44
TURCO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
UMALA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,9,9
UNCIA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,20,20
URIONDO (A. CONCEPCION),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,7,7
URUBICHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
UYUNI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,4,4
VACAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,10,10
VALLEGRANDE,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,15,15
VIACHA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,65,65
VILA VILA,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,4,4
VILLA CHARCAS,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,22,22
VILLA MONTES,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,10,10
VILLA NUEVA (LOMA ALTA),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,2,2
VILLA RIVERO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,3,3
VILLA SERRANO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,7,7
VILLA TUNARI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,160,160
VILLA VACA GUZMAN (MUYUPAMPA),micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,5,5
VILLAZON,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,39,39
VINTO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,40,40
VITICHI,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,10,10
WALDO BALLIVIAN,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,4,4
WARNES,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,66,66
YACO,micronutrientes,mujeres puerperas con dosis completa de hierro,2021-01-01,8,8
