municipality,group,variable,month,Niñas(os) de 1 año con 2da. dosis de vitamina A,TOTAL
BOLPEBRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
BOYUIBE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,11,11
BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,13,13
CABEZAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,24,24
CAIROMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,10,10
"CAIZA ""D""",micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,14,14
CAJUATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,16,16
CALACOTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,1,1
CALAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,11,11
CAMARGO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,8,8
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,3,3
CAMIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,38,38
CAPINOTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,14,14
CAQUIAVIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,10,10
CARACOLLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,19,19
CARANAVI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,43,43
CARAPARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,21,21
CARIPUYO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,13,13
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
CATACORA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,1,1
CHALLAPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,41,41
CHAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,14,14
CHARAGUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,36,36
CHARAÑA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
CHAYANTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,19,19
CHIMORE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,33,33
CHIPAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,3,3
CHOQUE COTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,1,1
CHUA COCANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,7,7
CHUMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,11,11
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,11,11
CKOCHAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,15,15
CLIZA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,12,12
COBIJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,50,50
COCAPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,17,17
COCHABAMBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,292,292
COLCAPIRHUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,30,30
"COLCHA ""K""",micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,14,14
COLLANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
COLOMI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,21,21
COLQUECHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,23,23
COLQUENCHA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,14,14
COLQUIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,15,15
COMARAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,22,22
COMBAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
CONCEPCION,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,24,24
COPACABANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,7,7
CORIPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,13,13
CORO CORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,3,3
COROICO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,17,17
CORQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,6,6
COTAGAITA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,22,22
COTOCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,67,67
CUATRO CAÑADAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,29,29
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,3,3
CUEVO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,4,4
CULPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,24,24
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,3,3
CURVA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,3,3
DESAGUADERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,3,3
EL ALTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,571,571
EL CHORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
EL PUENTE(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,15,15
EL PUENTE(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,7,7
EL TORNO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,72,72
EL VILLAR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
ENTRE RIOS TRJ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,31,31
ENTRE RIOS CBBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,62,62
ESCOMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,9,9
ESMERALDA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
EUCALIPTUS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,10,10
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,6,6
FERNANDEZ ALONSO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,23,23
FILADELFIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,4,4
GENERAL SAAVEDRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,12,12
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,8,8
GUANAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,19,19
GUAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,7,7
GUAYARAMERIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,47,47
GUTIERREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,14,14
HUACARETA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,5,5
HUACAYA (VILLA DE HUACAYA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,5,5
HUACHACALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,1,1
HUANUNI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,17,17
HUARACAJE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,3,3
HUARINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,8,8
HUAYLLAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,4,4
HUMANATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,5,5
ICHOCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,3,3
ICLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,7,7
INCAHUASI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,11,11
INGAVI (HUMAITA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
INQUISIVI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,9,9
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,12,12
IXIAMAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,15,15
JESUS DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,4,4
LA ASUNTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,32,32
LA GUARDIA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,122,122
LA PAZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,315,315
LAGUNILLAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,11,11
LAJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,17,17
LAS CARRERAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,3,3
LLALLAGUA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,55,55
LLICA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,1,1
LURIBAY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,8,8
MACHACAMARCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,6,6
MACHARETI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
MAGDALENA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,4,4
MAIRANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,7,7
MALLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
MAPIRI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,23,23
MECAPACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,23,23
MINEROS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,9,9
MIZQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,28,28
MOCOMOCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,10,10
MOJOCOYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,7,7
MONTEAGUDO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,14,14
MONTERO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,152,152
MORO MORO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,6,6
MOROCHATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
NAZACARA DE PACAJES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,3,3
OCURI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,15,15
OKINAWA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,25,25
OMEREQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,6,6
ORURO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,193,193
PADCAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,37,37
PADILLA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,9,9
PAILON,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,20,20
PALCA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,18,18
PALOS BLANCOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,15,15
PAMPA AULLAGAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,5,5
PAMPA GRANDE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,4,4
PAPEL PAMPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,4,4
PATACAMAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,21,21
PAZÑA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,5,5
PELECHUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,6,6
POCOATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,21,21
POCONA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,10,10
POJO (CBBA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,14,14
POOPO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,5,5
PORCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,7,7
POROMA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,14,14
PORONGO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,7,7
PORTACHUELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,15,15
PORVENIR,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
POSTRER VALLE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
POTOSI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,242,242
PRESTO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,8,8
PUCARANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,43,43
PUERTO ACOSTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,16,16
PUERTO CARABUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,13,13
PUERTO GONZALO MORENO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,5,5
PUERTO PEREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,4,4
PUERTO QUIJARRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,7,7
PUERTO RICO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,1,1
PUERTO SILES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,3,3
PUERTO SUAREZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,12,12
PUERTO VILLARROEL,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,67,67
PUNA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,22,22
PUNATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,38,38
QUIABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
QUILLACOLLO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,112,112
QUIME,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,13,13
RAQAYPAMPA(ETA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,14,14
RAVELO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,16,16
REYES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,9,9
RIBERALTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,154,154
ROBORE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,9,9
RURRENABAQUE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,11,11
SABAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,3,3
SACABA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,137,137
SACABAMBA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,3,3
SACACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,23,23
SAIPINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,6,6
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,15,15
SAMAIPATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,9,9
SAN ANDRES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,5,5
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,7,7
SAN BENITO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,11,11
SAN BORJA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,65,65
SAN BUENA VENTURA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
SAN CARLOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,19,19
SAN IGNACIO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,20,20
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,43,43
SAN JAVIER(BNI),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
SAN JAVIER(STC),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,19,19
SAN JOAQUIN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,14,14
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,46,46
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,13,13
SAN JULIAN,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,68,68
SAN LORENZO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,5,5
SAN LORENZO(TJA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,12,12
SAN LUCAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,38,38
SAN MATIAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,12,12
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,10,10
SAN PEDRO,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,20,20
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,29,29
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
SAN PEDRO DE MACHA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,35,35
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,4,4
SAN PEDRO(PND),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,4,4
SAN RAMON BENI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,5,5
SAN RAMON SCZ,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
SANTA ANA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,15,15
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,557,557
SANTA ROSA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,1,1
SANTA ROSA DEL SARA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,16,16
SANTIAGO DE CALLAPA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,1,1
SANTIAGO DE HUARI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,1,1
SANTIAGO DE HUATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,1,1
SANTIVAÑES,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,8,8
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,2,2
SAPAHAQUI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,4,4
SENA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,16,16
SHINAOTA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,34,34
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,22,22
SICAYA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,1,1
SIPE SIPE,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,68,68
SOPACHUY,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,4,4
SORACACHI,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,7,7
SORATA,micronutrientes,ninas(os) de 1 ano con 2da. dosis de vitamina a,2021-01-01,28,28
