municipality,group,variable,month,Niñas(os) menores de 1 año con dosis completa de hierro,TOTAL
AYATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,8,8
AYO AYO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,28,28
AZURDUY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,12,12
BATALLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,28,28
BELEN DE ANDAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,4,4
BELLA FLOR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,4,4
BERMEJO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,20,20
BETANZOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,45,45
BOLIVAR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,8,8
BOYUIBE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,6,6
BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,18,18
CABEZAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,38,38
CAIROMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,24,24
"CAIZA ""D""",micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,11,11
CAJUATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,30,30
CALACOTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,5,5
CALAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,15,15
CAMARGO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,16,16
CAMATAQUI (C. VILLA ABECIA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
CAMIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,26,26
CAPINOTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,31,31
CAQUIAVIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,8,8
CARACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,25,25
CARANAVI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,56,56
CARAPARI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,20,20
CARIPUYO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,9,9
CARMEN RIVERO TORREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,6,6
CATACORA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,4,4
CHACARILLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
CHALLAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,53,53
CHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,11,11
CHARAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,29,29
CHARAÑA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,2,2
CHAYANTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,18,18
CHIMORE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,36,36
CHIPAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,5,5
CHOQUE COTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,2,2
CHUA COCANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,7,7
CHULUMANI (V. DE LA LIBERTAD),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,14,14
CHUMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,10,10
CHUQUIHUTA AYLLU JUCUMANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,13,13
CKOCHAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,21,21
CLIZA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,20,20
COBIJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,79,79
COCAPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,17,17
COCHABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,567,567
COLCAPIRHUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,29,29
"COLCHA ""K""",micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,4,4
COLLANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
COLOMI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,26,26
COLPA BELGICA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,11,11
COLQUECHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,22,22
COLQUENCHA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,20,20
COLQUIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,27,27
COMANCHE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
COMARAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,30,30
COMBAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,3,3
CONCEPCION,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,41,41
COPACABANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,10,10
CORIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,26,26
CORO CORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,9,9
COROICO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,23,23
CORQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,5,5
COTAGAITA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,28,28
COTOCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,72,72
CRUZ DE MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
CUATRO CAÑADAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,20,20
CUCHUMUELA (V. G. VILLARROEL),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
CUEVO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,9,9
CULPINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,35,35
CURAHUARA DE CARANGAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,3,3
CURVA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,5,5
DESAGUADERO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,5,5
EL ALTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,969,969
EL CHORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,3,3
EL PUENTE(STC),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,19,19
EL PUENTE(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,15,15
EL TORNO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,92,92
EL VILLAR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,5,5
ENTRE RIOS TRJ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,33,33
ENTRE RIOS CBBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,63,63
ESCOMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,9,9
EUCALIPTUS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,6,6
EUREKA (SANTOS MERCADO),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,6,6
EXALTACION,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,2,2
FERNANDEZ ALONSO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,14,14
FILADELFIA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,10,10
GENERAL SAAVEDRA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,8,8
GRAL. J.J. PEREZ (CHARAZANI),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,10,10
GUANAY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,26,26
GUAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,4,4
GUAYARAMERIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,67,67
GUTIERREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,13,13
HUACARETA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,7,7
HUACHACALLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
HUANUNI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,26,26
HUARACAJE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,3,3
HUARINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,11,11
HUATAJATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,3,3
HUAYLLAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,6,6
HUMANATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,11,11
ICHOCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,2,2
ICLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,12,12
INCAHUASI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,18,18
INGAVI (HUMAITA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,2,2
INQUISIVI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,24,24
IRUPANA (VILLA DE LANZA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,24,24
IXIAMAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,10,10
JESUS DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,6,6
LA ASUNTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,49,49
LA GUARDIA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,214,214
LA PAZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,432,432
LA RIVERA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
LAGUNILLAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,2,2
LAJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,19,19
LAS CARRERAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,8,8
LICOMA PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,2,2
LLALLAGUA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,73,73
LLICA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
LORETO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
LURIBAY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,12,12
MACHACAMARCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,5,5
MACHARETI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,7,7
MAGDALENA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,2,2
MAIRANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,17,17
MALLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,7,7
MAPIRI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,26,26
MECAPACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,16,16
MINEROS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
MIZQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,27,27
MOCOMOCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,19,19
MOJOCOYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,9,9
MONTEAGUDO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,33,33
MONTERO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,169,169
MORO MORO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
MOROCHATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,13,13
NACEBE (SANTA ROSA DEL ABUNA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,4,4
NAZACARA DE PACAJES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,2,2
NUEVO MANOA (NUEVA ESPERANZA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,3,3
OCURI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,18,18
OKINAWA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,5,5
OMEREQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,12,12
ORURO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,308,308
PADCAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,16,16
PADILLA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,8,8
PAILON,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,62,62
PALCA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,20,20
PALOS BLANCOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,31,31
PAMPA AULLAGAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,4,4
PAMPA GRANDE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,9,9
PAPEL PAMPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,14,14
PASORAPA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
PATACAMAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,27,27
PAZÑA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,7,7
PELECHUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,15,15
POCOATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,32,32
POCONA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,14,14
POJO (CBBA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,18,18
POOPO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,9,9
PORCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,21,21
POROMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,22,22
PORONGO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,20,20
PORVENIR,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,12,12
POTOSI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,274,274
PRESTO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,9,9
PUCARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,3,3
PUCARANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,53,53
PUERTO ACOSTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,8,8
PUERTO CARABUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,16,16
PUERTO GONZALO MORENO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,9,9
PUERTO PEREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,8,8
PUERTO QUIJARRO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,24,24
PUERTO RICO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,9,9
PUERTO SILES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,3,3
PUERTO SUAREZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,18,18
PUERTO VILLARROEL,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,81,81
PUNA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,22,22
PUNATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,35,35
QUIABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,3,3
QUILLACOLLO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,195,195
QUIME,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,8,8
RAQAYPAMPA(ETA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,10,10
RAVELO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,22,22
REYES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,28,28
RIBERALTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,145,145
ROBORE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,31,31
RURRENABAQUE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,20,20
SABAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,7,7
SACABA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,191,191
SACABAMBA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
SACACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,30,30
SAIPINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,8,8
SALINAS DE GARCI MENDOZA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,6,6
SAMAIPATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,16,16
SAN AGUSTIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
SAN ANDRES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,21,21
SAN ANDRES DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,5,5
SAN ANTONIO DE ESMORUCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
SAN ANTONIO DE LOMERIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,12,12
SAN BENITO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,18,18
SAN BORJA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,90,90
SAN BUENA VENTURA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,6,6
SAN CARLOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,21,21
SAN IGNACIO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,23,23
SAN IGNACIO DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,114,114
SAN JAVIER(BNI),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,15,15
SAN JAVIER(STC),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,11,11
SAN JOAQUIN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,10,10
SAN JOSE DE CHIQUITOS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,62,62
SAN JUAN DE YAPACANI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,19,19
SAN JULIAN,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,30,30
SAN LORENZO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,3,3
SAN LORENZO(TJA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,10,10
SAN LUCAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,39,39
SAN MATIAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,14,14
SAN MIGUEL DE VELASCO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,25,25
SAN PABLO DE LIPEZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,4,4
SAN PEDRO,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,10,10
SAN PEDRO DE BUENA VISTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,42,42
SAN PEDRO DE CURAHUARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,2,2
SAN PEDRO DE MACHA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,21,21
SAN PEDRO DE QUEMES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
SAN PEDRO DE TIQUINA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,7,7
SAN PEDRO(PND),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,4,4
SAN RAMON BENI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,4,4
SAN RAMON SCZ,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,7,7
SANTA ANA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1,1
SANTA CRUZ DE LA SIERRA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,1177,1177
SANTA ROSA DEL SARA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,23,23
SANTIAGO DE HUATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,6,6
SANTIAGO DE MACHACA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,4,4
SANTIVAÑES,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,4,4
SANTUARIO DE QUILLACAS,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,4,4
SAPAHAQUI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,6,6
SENA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,5,5
SHINAOTA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,37,37
SICA SICA (VILLA AROMA),micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,36,36
SICAYA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,4,4
SIPE SIPE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,83,83
SOPACHUY,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,7,7
SORACACHI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,8,8
SORATA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,36,36
SUCRE,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,332,332
TACACHI,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,2,2
TACACOMA,micronutrientes,ninas(os) menores de 1 ano con dosis completa de hierro,2021-01-01,3,3
