municipality,group,variable,month,Partos atendidos por partera capacitada,TOTAL
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,3,3
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,2,2
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,7,7
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
PATACAMAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,17,17
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,8,8
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,2,2
PUERTO GONZALO MORENO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
PUNATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,6,6
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,2,2
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,2,2
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,5,5
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,4,4
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,10,10
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,3,3
SAN JULIAN,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,4,4
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,3,3
SANTA CRUZ DE LA SIERRA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,0,0
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
SHINAOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,12,12
SOPACHUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,2,2
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,5,5
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,2,2
TARATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,7,7
TOMAVE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
TOMINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,6,6
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,2,2
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
VILLA SERRANO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,7,7
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-01-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
ARANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,3,3
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,20,20
CAMARGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
CARACOLLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
CARAPARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,3,3
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,3,3
COBIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,13,13
COMARAPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
CULPINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,4,4
EL CHORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
EL TORNO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
EUCALIPTUS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
GUAYARAMERIN,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,4,4
HUANUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
ICLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
LA PAZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
MECAPACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,3,3
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
PALOS BLANCOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,3,3
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
PUERTO SUAREZ,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,4,4
REYES,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,9,9
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,3,3
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,3,3
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
SORATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,6,6
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,6,6
TARATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,5,5
TIRAQUE (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,4,4
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,3,3
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
URIONDO (A. CONCEPCION),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
YOTALA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-02-01,1,1
APOLO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,3,3
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
BERMEJO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
CAMARGO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,3,3
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,3,3
CKOCHAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,2,2
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,17,17
COTAGAITA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,2,2
CUEVO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,4,4
EL CHORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
HUANUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,2,2
INQUISIVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,5,5
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
MAGDALENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
MAIRANA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
MAPIRI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,3,3
PADILLA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
PAILON,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,3,3
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,4,4
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,3,3
PUERTO CARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
PUNA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,2,2
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,2,2
ROBORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,3,3
SACACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
SAN ANDRES,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,6,6
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,3,3
SAN LORENZO(TJA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,8,8
SAN MATIAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,2,2
SAN RAFAEL,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
SENA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,2,2
SICAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
SIPE SIPE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,6,6
TARATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,2,2
TARIJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
TEOPONTE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,6,6
TOLEDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
TOMINA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,3,3
TOTORA(CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,3,3
UYUNI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
VILLA MONTES,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,2,2
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
VILLAZON,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
YAPACANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,2,2
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-03-01,1,1
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
ARAMPAMPA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
ARQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,4,4
AYATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
AZURDUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,3,3
BETANZOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
CABEZAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,30,30
CAPINOTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
CARANAVI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
CARIPUYO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
CHALLAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
CHAQUI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
CHARAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
CHAYANTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
CHIMORE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
CHOQUE COTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
COCAPATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
COCHABAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
COLOMI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
COLQUECHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,5,5
CONCEPCION,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,3,3
CORO CORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
COTOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
CURAHUARA DE CARANGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
CURVA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
EL ALTO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,6,6
ENTRE RIOS TRJ,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
ICHOCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
INCAHUASI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
JESUS DE MACHACA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
LAGUNILLAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
LLALLAGUA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
LORETO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
MONTEAGUDO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
MONTERO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
MOROCHATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
OCURI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
ORURO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
PALCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
PAMPA AULLAGAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
PELECHUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
POCOATA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
POJO (CBBA),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
POROMA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,4,4
PORVENIR,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
RAVELO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
RIBERALTA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
RURRENABAQUE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
SACABA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
SAN BORJA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
SAN IGNACIO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
SAN JAVIER(BNI),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
SAN JAVIER(STC),atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
SAN JOSE DE CHIQUITOS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
SAN LUCAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,3,3
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
SOPACHUY,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
SORACACHI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
SUCRE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
TACOBAMBA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
TACOPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
TAPACARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,8,8
TARABUCO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
TINGUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,7,7
TIPUANI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
TIQUIPAYA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
TORO TORO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,4,4
TRINIDAD,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
TUPIZA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
UNCIA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
VILA VILA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,1,1
VILLA TUNARI,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
YACO,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
YUNCHARA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-04-01,2,2
AIQUILE,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
ANDAMARCA,atencion de partos en domicilio,partos atendidos por partera capacitada,2012-05-01,1,1
