municipality,group,variable,month,RN con alojamiento conjunto,TOTAL
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,4,4
SAMAIPATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,6,6
SAN BORJA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,19,19
SAN BUENA VENTURA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,16,16
SAN CARLOS,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,29,29
SAN IGNACIO,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,27,27
SAN IGNACIO DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,75,75
SAN JAVIER(BNI),atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,31,31
SAN JOAQUIN,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,10,10
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,36,36
SAN JUAN DE YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,8,8
SAN JULIAN,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,57,57
SAN LORENZO(PND),atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,2,2
SAN LORENZO(TJA),atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,7,7
SAN LUCAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,24,24
SAN MATIAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,14,14
SAN MIGUEL DE VELASCO,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,8,8
SAN PEDRO,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,16,16
SAN RAFAEL,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,4,4
SAN RAMON BENI,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,10,10
SAN RAMON SCZ,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,12,12
SANTA ANA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,27,27
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,1658,1658
SANTA ROSA DEL SARA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,2,2
SANTIAGO DE HUARI,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,7,7
SANTIVAÑES,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,4,4
SANTUARIO DE QUILLACAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,1,1
SENA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,5,5
SIPE SIPE,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,35,35
SOPACHUY,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,4,4
SUCRE,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,448,448
TARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,14,14
TARATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,5,5
TARIJA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,456,456
TARVITA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,18,18
TEOPONTE,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,7,7
TINGUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,1,1
TIPUANI,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,1,1
TIQUIPAYA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,96,96
TIRAQUE (CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,14,14
TODOS SANTOS,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,1,1
TOLEDO,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,1,1
TOMAVE,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,7,7
TOMINA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,7,7
TORO TORO,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,4,4
TOTORA(CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,23,23
TRINIDAD,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,277,277
UNCIA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,10,10
URUBICHA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,2,2
UYUNI,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,33,33
VALLEGRANDE,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,26,26
VIACHA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,37,37
VILA VILA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,3,3
VILLA MONTES,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,93,93
VILLA RIVERO,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,2,2
VILLA SERRANO,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,4,4
VILLA TUNARI,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,51,51
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,3,3
VILLAZON,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,68,68
VINTO,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,57,57
WARNES,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,13,13
YACUIBA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,8,8
YAPACANI,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,87,87
YOCALLA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,1,1
YOTALA,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,4,4
ZUDAÑEZ,atencion de partos en servicios,rn con alojamiento conjunto,2017-01-01,9,9
ACACIO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,2,2
ACHACACHI,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,28,28
ACHOCALLA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,4,4
AIQUILE,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,24,24
ANTEQUERA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,1,1
ARAMPAMPA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,1,1
ARANI,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,12,12
ATOCHA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,12,12
AYATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,22,22
AZURDUY,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,6,6
BAURES,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,11,11
BELLA FLOR,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,5,5
BERMEJO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,38,38
BOYUIBE,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,7,7
BUENA VISTA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,6,6
CABEZAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,17,17
"CAIZA ""D""",atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,1,1
CAMARGO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,28,28
CAMIRI,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,31,31
CAPINOTA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,16,16
CARACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,18,18
CARANAVI,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,89,89
CARIPUYO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,1,1
CARMEN RIVERO TORREZ,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,5,5
CHALLAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,38,38
CHARAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,50,50
CHAYANTA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,5,5
CHIMORE,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,19,19
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,30,30
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,4,4
CLIZA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,32,32
COBIJA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,125,125
COCAPATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,3,3
COCHABAMBA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,883,883
COLCAPIRHUA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,54,54
"COLCHA ""K""",atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,3,3
COLQUECHACA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,9,9
COLQUENCHA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,1,1
COMARAPA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,19,19
CORO CORO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,1,1
COROICO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,23,23
COTOCA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,66,66
CUATRO CAÑADAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,14,14
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,1,1
CULPINA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,1,1
EL ALTO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,1165,1165
EL PUENTE(STC),atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,8,8
EL TORNO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,112,112
EL VILLAR,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,12,12
ENTRE RIOS CBBA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,49,49
ESCOMA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,8,8
EXALTACION,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,15,15
FILADELFIA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,1,1
GUANAY,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,19,19
GUTIERREZ,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,3,3
HUACARETA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,4,4
HUANUNI,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,17,17
HUARACAJE,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,3,3
HUAYLLAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,1,1
INCAHUASI,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,3,3
IXIAMAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,13,13
LA GUARDIA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,56,56
LA PAZ,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,597,597
LAGUNILLAS,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,3,3
LLALLAGUA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,42,42
LORETO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,2,2
MACHACAMARCA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,2,2
MACHARETI,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,6,6
MAGDALENA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,14,14
MAIRANA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,15,15
MAPIRI,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,6,6
MINEROS,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,17,17
MIZQUE,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,23,23
MOCOMOCO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,2,2
MONTEAGUDO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,35,35
MONTERO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,28,28
MOROCHATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,5,5
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,2,2
OCURI,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,4,4
ORURO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,1050,1050
PADCAYA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,9,9
PADILLA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,9,9
PAILON,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,58,58
PALOS BLANCOS,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,16,16
PAPEL PAMPA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,1,1
PATACAMAYA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,14,14
PAZÑA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,1,1
POCOATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,7,7
POCONA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,3,3
POJO (CBBA),atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,16,16
PORCO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,7,7
POROMA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,4,4
PORVENIR,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,4,4
POTOSI,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,361,361
PRESTO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,2,2
PUERTO ACOSTA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,9,9
PUERTO QUIJARRO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,23,23
PUERTO RICO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,9,9
PUERTO SILES,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,2,2
PUERTO VILLARROEL,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,112,112
PUNA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,9,9
PUNATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,56,56
QUILLACOLLO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,214,214
REYES,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,21,21
RIBERALTA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,217,217
ROBORE,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,13,13
RURRENABAQUE,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,30,30
SACABA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,202,202
SACACA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,4,4
SAIPINA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,6,6
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,4,4
SAMAIPATA,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,4,4
SAN ANDRES,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,7,7
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,rn con alojamiento conjunto,2017-02-01,9,9
