municipality,group,variable,month,Vaginales,TOTAL
LA GUARDIA,atencion de partos en servicios,vaginales,2015-01-01,50,50
LA PAZ,atencion de partos en servicios,vaginales,2015-01-01,1094,1094
LAGUNILLAS,atencion de partos en servicios,vaginales,2015-01-01,7,7
LAJA,atencion de partos en servicios,vaginales,2015-01-01,2,2
LAS CARRERAS,atencion de partos en servicios,vaginales,2015-01-01,6,6
LLALLAGUA,atencion de partos en servicios,vaginales,2015-01-01,63,63
LLICA,atencion de partos en servicios,vaginales,2015-01-01,4,4
LURIBAY,atencion de partos en servicios,vaginales,2015-01-01,10,10
MACHACAMARCA,atencion de partos en servicios,vaginales,2015-01-01,2,2
MACHARETI,atencion de partos en servicios,vaginales,2015-01-01,6,6
MAGDALENA,atencion de partos en servicios,vaginales,2015-01-01,19,19
MAIRANA,atencion de partos en servicios,vaginales,2015-01-01,14,14
MAPIRI,atencion de partos en servicios,vaginales,2015-01-01,14,14
MECAPACA,atencion de partos en servicios,vaginales,2015-01-01,6,6
MINEROS,atencion de partos en servicios,vaginales,2015-01-01,12,12
MIZQUE,atencion de partos en servicios,vaginales,2015-01-01,27,27
MOCOMOCO,atencion de partos en servicios,vaginales,2015-01-01,2,2
MOJOCOYA,atencion de partos en servicios,vaginales,2015-01-01,11,11
MONTEAGUDO,atencion de partos en servicios,vaginales,2015-01-01,22,22
MONTERO,atencion de partos en servicios,vaginales,2015-01-01,124,124
MORO MORO,atencion de partos en servicios,vaginales,2015-01-01,1,1
MOROCHATA,atencion de partos en servicios,vaginales,2015-01-01,3,3
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,vaginales,2015-01-01,2,2
OCURI,atencion de partos en servicios,vaginales,2015-01-01,7,7
OKINAWA,atencion de partos en servicios,vaginales,2015-01-01,21,21
OMEREQUE,atencion de partos en servicios,vaginales,2015-01-01,1,1
ORURO,atencion de partos en servicios,vaginales,2015-01-01,383,383
PADCAYA,atencion de partos en servicios,vaginales,2015-01-01,3,3
PADILLA,atencion de partos en servicios,vaginales,2015-01-01,9,9
PAILON,atencion de partos en servicios,vaginales,2015-01-01,43,43
PALCA,atencion de partos en servicios,vaginales,2015-01-01,2,2
PALOS BLANCOS,atencion de partos en servicios,vaginales,2015-01-01,24,24
PAMPA AULLAGAS,atencion de partos en servicios,vaginales,2015-01-01,3,3
PAMPA GRANDE,atencion de partos en servicios,vaginales,2015-01-01,7,7
PAPEL PAMPA,atencion de partos en servicios,vaginales,2015-01-01,5,5
PATACAMAYA,atencion de partos en servicios,vaginales,2015-01-01,33,33
PAZÑA,atencion de partos en servicios,vaginales,2015-01-01,3,3
POCOATA,atencion de partos en servicios,vaginales,2015-01-01,9,9
POCONA,atencion de partos en servicios,vaginales,2015-01-01,9,9
POJO (CBBA),atencion de partos en servicios,vaginales,2015-01-01,8,8
POOPO,atencion de partos en servicios,vaginales,2015-01-01,3,3
PORCO,atencion de partos en servicios,vaginales,2015-01-01,15,15
POROMA,atencion de partos en servicios,vaginales,2015-01-01,4,4
PORONGO,atencion de partos en servicios,vaginales,2015-01-01,4,4
PORTACHUELO,atencion de partos en servicios,vaginales,2015-01-01,16,16
PORVENIR,atencion de partos en servicios,vaginales,2015-01-01,2,2
POSTRER VALLE,atencion de partos en servicios,vaginales,2015-01-01,1,1
POTOSI,atencion de partos en servicios,vaginales,2015-01-01,326,326
PRESTO,atencion de partos en servicios,vaginales,2015-01-01,5,5
PUCARANI,atencion de partos en servicios,vaginales,2015-01-01,5,5
PUERTO ACOSTA,atencion de partos en servicios,vaginales,2015-01-01,2,2
PUERTO CARABUCO,atencion de partos en servicios,vaginales,2015-01-01,3,3
PUERTO GONZALO MORENO,atencion de partos en servicios,vaginales,2015-01-01,5,5
PUERTO PEREZ,atencion de partos en servicios,vaginales,2015-01-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,vaginales,2015-01-01,22,22
PUERTO RICO,atencion de partos en servicios,vaginales,2015-01-01,9,9
PUERTO SUAREZ,atencion de partos en servicios,vaginales,2015-01-01,21,21
PUERTO VILLARROEL,atencion de partos en servicios,vaginales,2015-01-01,91,91
PUNA,atencion de partos en servicios,vaginales,2015-01-01,12,12
PUNATA,atencion de partos en servicios,vaginales,2015-01-01,35,35
QUIABAYA,atencion de partos en servicios,vaginales,2015-01-01,4,4
QUILLACOLLO,atencion de partos en servicios,vaginales,2015-01-01,158,158
QUIME,atencion de partos en servicios,vaginales,2015-01-01,4,4
QUIRUSILLAS,atencion de partos en servicios,vaginales,2015-01-01,1,1
RAVELO,atencion de partos en servicios,vaginales,2015-01-01,7,7
REYES,atencion de partos en servicios,vaginales,2015-01-01,11,11
RIBERALTA,atencion de partos en servicios,vaginales,2015-01-01,174,174
ROBORE,atencion de partos en servicios,vaginales,2015-01-01,16,16
RURRENABAQUE,atencion de partos en servicios,vaginales,2015-01-01,30,30
SABAYA,atencion de partos en servicios,vaginales,2015-01-01,1,1
SACABA,atencion de partos en servicios,vaginales,2015-01-01,144,144
SACABAMBA,atencion de partos en servicios,vaginales,2015-01-01,1,1
SACACA,atencion de partos en servicios,vaginales,2015-01-01,11,11
SAIPINA,atencion de partos en servicios,vaginales,2015-01-01,5,5
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,vaginales,2015-01-01,8,8
SAMAIPATA,atencion de partos en servicios,vaginales,2015-01-01,6,6
SAN AGUSTIN,atencion de partos en servicios,vaginales,2015-01-01,1,1
SAN ANDRES,atencion de partos en servicios,vaginales,2015-01-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,vaginales,2015-01-01,8,8
SAN BENITO,atencion de partos en servicios,vaginales,2015-01-01,2,2
SAN BORJA,atencion de partos en servicios,vaginales,2015-01-01,48,48
SAN BUENA VENTURA,atencion de partos en servicios,vaginales,2015-01-01,12,12
SAN CARLOS,atencion de partos en servicios,vaginales,2015-01-01,27,27
SAN IGNACIO,atencion de partos en servicios,vaginales,2015-01-01,27,27
SAN IGNACIO DE VELASCO,atencion de partos en servicios,vaginales,2015-01-01,58,58
SAN JAVIER(BNI),atencion de partos en servicios,vaginales,2015-01-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,vaginales,2015-01-01,26,26
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,vaginales,2015-01-01,13,13
SAN JUAN DE YAPACANI,atencion de partos en servicios,vaginales,2015-01-01,6,6
SAN JULIAN,atencion de partos en servicios,vaginales,2015-01-01,63,63
SAN LORENZO(PND),atencion de partos en servicios,vaginales,2015-01-01,1,1
SAN LORENZO(TJA),atencion de partos en servicios,vaginales,2015-01-01,3,3
SAN LUCAS,atencion de partos en servicios,vaginales,2015-01-01,40,40
SAN MATIAS,atencion de partos en servicios,vaginales,2015-01-01,15,15
SAN MIGUEL DE VELASCO,atencion de partos en servicios,vaginales,2015-01-01,8,8
SAN PEDRO,atencion de partos en servicios,vaginales,2015-01-01,10,10
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,vaginales,2015-01-01,9,9
SAN PEDRO DE TIQUINA,atencion de partos en servicios,vaginales,2015-01-01,3,3
SAN RAFAEL,atencion de partos en servicios,vaginales,2015-01-01,5,5
SAN RAMON BENI,atencion de partos en servicios,vaginales,2015-01-01,6,6
SAN RAMON SCZ,atencion de partos en servicios,vaginales,2015-01-01,16,16
SANTA ANA,atencion de partos en servicios,vaginales,2015-01-01,21,21
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,vaginales,2015-01-01,1552,1552
SANTA ROSA,atencion de partos en servicios,vaginales,2015-01-01,7,7
SANTA ROSA DEL SARA,atencion de partos en servicios,vaginales,2015-01-01,7,7
SANTIAGO DE CALLAPA,atencion de partos en servicios,vaginales,2015-01-01,1,1
SANTIAGO DE HUARI,atencion de partos en servicios,vaginales,2015-01-01,4,4
SANTIAGO DE MACHACA,atencion de partos en servicios,vaginales,2015-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,vaginales,2015-01-01,5,5
SANTUARIO DE QUILLACAS,atencion de partos en servicios,vaginales,2015-01-01,2,2
SAPAHAQUI,atencion de partos en servicios,vaginales,2015-01-01,3,3
SENA,atencion de partos en servicios,vaginales,2015-01-01,6,6
SHINAOTA,atencion de partos en servicios,vaginales,2015-01-01,26,26
SICA SICA (VILLA AROMA),atencion de partos en servicios,vaginales,2015-01-01,8,8
SICAYA,atencion de partos en servicios,vaginales,2015-01-01,1,1
SIPE SIPE,atencion de partos en servicios,vaginales,2015-01-01,36,36
SOPACHUY,atencion de partos en servicios,vaginales,2015-01-01,9,9
SORACACHI,atencion de partos en servicios,vaginales,2015-01-01,1,1
SORATA,atencion de partos en servicios,vaginales,2015-01-01,8,8
SUCRE,atencion de partos en servicios,vaginales,2015-01-01,291,291
TACACOMA,atencion de partos en servicios,vaginales,2015-01-01,5,5
TACOBAMBA,atencion de partos en servicios,vaginales,2015-01-01,3,3
TACOPAYA,atencion de partos en servicios,vaginales,2015-01-01,3,3
TAPACARI,atencion de partos en servicios,vaginales,2015-01-01,6,6
TARABUCO,atencion de partos en servicios,vaginales,2015-01-01,14,14
TARACO,atencion de partos en servicios,vaginales,2015-01-01,4,4
TARATA,atencion de partos en servicios,vaginales,2015-01-01,4,4
TARIJA,atencion de partos en servicios,vaginales,2015-01-01,266,266
TARVITA,atencion de partos en servicios,vaginales,2015-01-01,16,16
TEOPONTE,atencion de partos en servicios,vaginales,2015-01-01,8,8
TIAWANACU,atencion de partos en servicios,vaginales,2015-01-01,9,9
TINGUIPAYA,atencion de partos en servicios,vaginales,2015-01-01,1,1
TIPUANI,atencion de partos en servicios,vaginales,2015-01-01,9,9
TIQUIPAYA,atencion de partos en servicios,vaginales,2015-01-01,60,60
TIRAQUE (CBBA),atencion de partos en servicios,vaginales,2015-01-01,23,23
TOCO,atencion de partos en servicios,vaginales,2015-01-01,2,2
TOLATA,atencion de partos en servicios,vaginales,2015-01-01,5,5
TOLEDO,atencion de partos en servicios,vaginales,2015-01-01,7,7
TOMAVE,atencion de partos en servicios,vaginales,2015-01-01,8,8
TOMINA,atencion de partos en servicios,vaginales,2015-01-01,11,11
TORO TORO,atencion de partos en servicios,vaginales,2015-01-01,5,5
TOTORA(CBBA),atencion de partos en servicios,vaginales,2015-01-01,17,17
TRIGAL,atencion de partos en servicios,vaginales,2015-01-01,2,2
TRINIDAD,atencion de partos en servicios,vaginales,2015-01-01,152,152
TUPIZA,atencion de partos en servicios,vaginales,2015-01-01,73,73
TURCO,atencion de partos en servicios,vaginales,2015-01-01,1,1
UMALA,atencion de partos en servicios,vaginales,2015-01-01,2,2
UNCIA,atencion de partos en servicios,vaginales,2015-01-01,29,29
URIONDO (A. CONCEPCION),atencion de partos en servicios,vaginales,2015-01-01,3,3
URUBICHA,atencion de partos en servicios,vaginales,2015-01-01,5,5
UYUNI,atencion de partos en servicios,vaginales,2015-01-01,44,44
VACAS,atencion de partos en servicios,vaginales,2015-01-01,5,5
VALLEGRANDE,atencion de partos en servicios,vaginales,2015-01-01,14,14
VIACHA,atencion de partos en servicios,vaginales,2015-01-01,47,47
VILA VILA,atencion de partos en servicios,vaginales,2015-01-01,2,2
VILLA CHARCAS,atencion de partos en servicios,vaginales,2015-01-01,9,9
VILLA MONTES,atencion de partos en servicios,vaginales,2015-01-01,54,54
VILLA RIVERO,atencion de partos en servicios,vaginales,2015-01-01,4,4
VILLA SERRANO,atencion de partos en servicios,vaginales,2015-01-01,9,9
VILLA TUNARI,atencion de partos en servicios,vaginales,2015-01-01,78,78
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,vaginales,2015-01-01,12,12
VILLAZON,atencion de partos en servicios,vaginales,2015-01-01,48,48
VINTO,atencion de partos en servicios,vaginales,2015-01-01,45,45
VITICHI,atencion de partos en servicios,vaginales,2015-01-01,4,4
WARNES,atencion de partos en servicios,vaginales,2015-01-01,109,109
YACUIBA,atencion de partos en servicios,vaginales,2015-01-01,120,120
YAMPARAEZ,atencion de partos en servicios,vaginales,2015-01-01,5,5
YANACACHI,atencion de partos en servicios,vaginales,2015-01-01,1,1
YAPACANI,atencion de partos en servicios,vaginales,2015-01-01,50,50
YOCALLA,atencion de partos en servicios,vaginales,2015-01-01,1,1
YOTALA,atencion de partos en servicios,vaginales,2015-01-01,6,6
YUNCHARA,atencion de partos en servicios,vaginales,2015-01-01,2,2
ZUDAÑEZ,atencion de partos en servicios,vaginales,2015-01-01,9,9
ACACIO,atencion de partos en servicios,vaginales,2015-02-01,2,2
ACHACACHI,atencion de partos en servicios,vaginales,2015-02-01,23,23
ACHOCALLA,atencion de partos en servicios,vaginales,2015-02-01,3,3
AIQUILE,atencion de partos en servicios,vaginales,2015-02-01,20,20
ALCALA,atencion de partos en servicios,vaginales,2015-02-01,1,1
ALTO BENI,atencion de partos en servicios,vaginales,2015-02-01,5,5
ANDAMARCA,atencion de partos en servicios,vaginales,2015-02-01,4,4
ANTEQUERA,atencion de partos en servicios,vaginales,2015-02-01,1,1
ANZALDO,atencion de partos en servicios,vaginales,2015-02-01,1,1
APOLO,atencion de partos en servicios,vaginales,2015-02-01,11,11
ARAMPAMPA,atencion de partos en servicios,vaginales,2015-02-01,2,2
ARANI,atencion de partos en servicios,vaginales,2015-02-01,5,5
ARBIETO,atencion de partos en servicios,vaginales,2015-02-01,13,13
ARQUE,atencion de partos en servicios,vaginales,2015-02-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2015-02-01,36,36
ATOCHA,atencion de partos en servicios,vaginales,2015-02-01,5,5
AYATA,atencion de partos en servicios,vaginales,2015-02-01,1,1
AYO AYO,atencion de partos en servicios,vaginales,2015-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2015-02-01,17,17
AZURDUY,atencion de partos en servicios,vaginales,2015-02-01,10,10
BATALLAS,atencion de partos en servicios,vaginales,2015-02-01,2,2
BAURES,atencion de partos en servicios,vaginales,2015-02-01,6,6
BELEN DE ANDAMARCA,atencion de partos en servicios,vaginales,2015-02-01,1,1
BELLA FLOR,atencion de partos en servicios,vaginales,2015-02-01,1,1
BERMEJO,atencion de partos en servicios,vaginales,2015-02-01,19,19
BETANZOS,atencion de partos en servicios,vaginales,2015-02-01,30,30
BOYUIBE,atencion de partos en servicios,vaginales,2015-02-01,2,2
BUENA VISTA,atencion de partos en servicios,vaginales,2015-02-01,7,7
CABEZAS,atencion de partos en servicios,vaginales,2015-02-01,23,23
CAIROMA,atencion de partos en servicios,vaginales,2015-02-01,4,4
"CAIZA ""D""",atencion de partos en servicios,vaginales,2015-02-01,4,4
CAJUATA,atencion de partos en servicios,vaginales,2015-02-01,8,8
CALAMARCA,atencion de partos en servicios,vaginales,2015-02-01,8,8
CAMARGO,atencion de partos en servicios,vaginales,2015-02-01,18,18
CAMIRI,atencion de partos en servicios,vaginales,2015-02-01,48,48
CAPINOTA,atencion de partos en servicios,vaginales,2015-02-01,16,16
CAQUIAVIRI,atencion de partos en servicios,vaginales,2015-02-01,1,1
CARACOLLO,atencion de partos en servicios,vaginales,2015-02-01,11,11
CARANAVI,atencion de partos en servicios,vaginales,2015-02-01,74,74
CARAPARI,atencion de partos en servicios,vaginales,2015-02-01,8,8
CARIPUYO,atencion de partos en servicios,vaginales,2015-02-01,3,3
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2015-02-01,4,4
CHALLAPATA,atencion de partos en servicios,vaginales,2015-02-01,39,39
CHAQUI,atencion de partos en servicios,vaginales,2015-02-01,6,6
CHARAGUA,atencion de partos en servicios,vaginales,2015-02-01,38,38
CHAYANTA,atencion de partos en servicios,vaginales,2015-02-01,9,9
CHIMORE,atencion de partos en servicios,vaginales,2015-02-01,13,13
CHUA COCANI,atencion de partos en servicios,vaginales,2015-02-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2015-02-01,24,24
CHUMA,atencion de partos en servicios,vaginales,2015-02-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2015-02-01,4,4
CKOCHAS,atencion de partos en servicios,vaginales,2015-02-01,7,7
CLIZA,atencion de partos en servicios,vaginales,2015-02-01,21,21
COBIJA,atencion de partos en servicios,vaginales,2015-02-01,69,69
COCAPATA,atencion de partos en servicios,vaginales,2015-02-01,7,7
COCHABAMBA,atencion de partos en servicios,vaginales,2015-02-01,811,811
COLCAPIRHUA,atencion de partos en servicios,vaginales,2015-02-01,25,25
"COLCHA ""K""",atencion de partos en servicios,vaginales,2015-02-01,2,2
COLLANA,atencion de partos en servicios,vaginales,2015-02-01,1,1
COLOMI,atencion de partos en servicios,vaginales,2015-02-01,19,19
COLPA BELGICA,atencion de partos en servicios,vaginales,2015-02-01,7,7
COLQUECHACA,atencion de partos en servicios,vaginales,2015-02-01,6,6
COLQUENCHA,atencion de partos en servicios,vaginales,2015-02-01,4,4
COLQUIRI,atencion de partos en servicios,vaginales,2015-02-01,8,8
COMARAPA,atencion de partos en servicios,vaginales,2015-02-01,13,13
CONCEPCION,atencion de partos en servicios,vaginales,2015-02-01,35,35
COPACABANA,atencion de partos en servicios,vaginales,2015-02-01,5,5
CORIPATA,atencion de partos en servicios,vaginales,2015-02-01,2,2
CORO CORO,atencion de partos en servicios,vaginales,2015-02-01,2,2
COROICO,atencion de partos en servicios,vaginales,2015-02-01,20,20
COTAGAITA,atencion de partos en servicios,vaginales,2015-02-01,11,11
COTOCA,atencion de partos en servicios,vaginales,2015-02-01,58,58
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2015-02-01,20,20
CUEVO,atencion de partos en servicios,vaginales,2015-02-01,2,2
CULPINA,atencion de partos en servicios,vaginales,2015-02-01,13,13
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2015-02-01,3,3
DESAGUADERO,atencion de partos en servicios,vaginales,2015-02-01,7,7
EL ALTO,atencion de partos en servicios,vaginales,2015-02-01,997,997
EL CHORO,atencion de partos en servicios,vaginales,2015-02-01,2,2
EL PUENTE(STC),atencion de partos en servicios,vaginales,2015-02-01,6,6
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2015-02-01,9,9
EL TORNO,atencion de partos en servicios,vaginales,2015-02-01,59,59
EL VILLAR,atencion de partos en servicios,vaginales,2015-02-01,5,5
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2015-02-01,16,16
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2015-02-01,19,19
ESCOMA,atencion de partos en servicios,vaginales,2015-02-01,6,6
EUCALIPTUS,atencion de partos en servicios,vaginales,2015-02-01,7,7
EXALTACION,atencion de partos en servicios,vaginales,2015-02-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2015-02-01,36,36
FILADELFIA,atencion de partos en servicios,vaginales,2015-02-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2015-02-01,4,4
GUANAY,atencion de partos en servicios,vaginales,2015-02-01,17,17
GUAQUI,atencion de partos en servicios,vaginales,2015-02-01,5,5
GUAYARAMERIN,atencion de partos en servicios,vaginales,2015-02-01,49,49
GUTIERREZ,atencion de partos en servicios,vaginales,2015-02-01,7,7
HUACARETA,atencion de partos en servicios,vaginales,2015-02-01,5,5
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,vaginales,2015-02-01,1,1
HUACHACALLA,atencion de partos en servicios,vaginales,2015-02-01,1,1
HUANUNI,atencion de partos en servicios,vaginales,2015-02-01,21,21
HUARACAJE,atencion de partos en servicios,vaginales,2015-02-01,2,2
HUATAJATA,atencion de partos en servicios,vaginales,2015-02-01,4,4
HUAYLLAMARCA,atencion de partos en servicios,vaginales,2015-02-01,1,1
HUMANATA,atencion de partos en servicios,vaginales,2015-02-01,1,1
ICHOCA,atencion de partos en servicios,vaginales,2015-02-01,1,1
