municipality,group,variable,month,Nacidos muertos,TOTAL
LA GUARDIA,atencion de partos en servicios,nacidos muertos,2015-04-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2015-04-01,27,27
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2015-04-01,4,4
MONTERO,atencion de partos en servicios,nacidos muertos,2015-04-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos,2015-04-01,10,10
PADILLA,atencion de partos en servicios,nacidos muertos,2015-04-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos muertos,2015-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2015-04-01,5,5
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2015-04-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos,2015-04-01,1,1
REYES,atencion de partos en servicios,nacidos muertos,2015-04-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2015-04-01,6,6
SAN BORJA,atencion de partos en servicios,nacidos muertos,2015-04-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2015-04-01,1,1
SAN JOAQUIN,atencion de partos en servicios,nacidos muertos,2015-04-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2015-04-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2015-04-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2015-04-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2015-04-01,40,40
SUCRE,atencion de partos en servicios,nacidos muertos,2015-04-01,7,7
TARABUCO,atencion de partos en servicios,nacidos muertos,2015-04-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2015-04-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos muertos,2015-04-01,5,5
TUPIZA,atencion de partos en servicios,nacidos muertos,2015-04-01,2,2
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2015-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2015-04-01,4,4
VILLAZON,atencion de partos en servicios,nacidos muertos,2015-04-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2015-04-01,2,2
YACUIBA,atencion de partos en servicios,nacidos muertos,2015-04-01,5,5
ACHACACHI,atencion de partos en servicios,nacidos muertos,2015-05-01,2,2
ARAMPAMPA,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
BAURES,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
BETANZOS,atencion de partos en servicios,nacidos muertos,2015-05-01,2,2
CAMARGO,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2015-05-01,6,6
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2015-05-01,17,17
COLLANA,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
COLQUECHACA,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
COTAGAITA,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
COTOCA,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
CULPINA,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2015-05-01,16,16
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2015-05-01,3,3
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2015-05-01,55,55
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
MAPIRI,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2015-05-01,5,5
OMEREQUE,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2015-05-01,19,19
PADILLA,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2015-05-01,7,7
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2015-05-01,2,2
REYES,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2015-05-01,2,2
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2015-05-01,3,3
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2015-05-01,2,2
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2015-05-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2015-05-01,36,36
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
TIRAQUE (CBBA),atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2015-05-01,4,4
TUPIZA,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2015-05-01,5,5
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2015-05-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2015-05-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2015-06-01,2,2
BOYUIBE,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
CHAYANTA,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2015-06-01,23,23
COMARAPA,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
COROICO,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
COTOCA,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2015-06-01,18,18
EL PUENTE(STC),atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
EL TORNO,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
GUANAY,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2015-06-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos,2015-06-01,25,25
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2015-06-01,3,3
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2015-06-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos,2015-06-01,15,15
POROMA,atencion de partos en servicios,nacidos muertos,2015-06-01,2,2
POTOSI,atencion de partos en servicios,nacidos muertos,2015-06-01,5,5
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2015-06-01,2,2
PUNATA,atencion de partos en servicios,nacidos muertos,2015-06-01,2,2
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
REYES,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2015-06-01,2,2
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2015-06-01,3,3
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2015-06-01,2,2
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2015-06-01,32,32
SUCRE,atencion de partos en servicios,nacidos muertos,2015-06-01,3,3
TARIJA,atencion de partos en servicios,nacidos muertos,2015-06-01,3,3
TRINIDAD,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2015-06-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2015-06-01,2,2
VILLAZON,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
YAPACANI,atencion de partos en servicios,nacidos muertos,2015-06-01,1,1
AZURDUY,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
BETANZOS,atencion de partos en servicios,nacidos muertos,2015-07-01,2,2
CAMIRI,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2015-07-01,3,3
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2015-07-01,22,22
COMARAPA,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos muertos,2015-07-01,2,2
CULPINA,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2015-07-01,15,15
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
FILADELFIA,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
GUANAY,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2015-07-01,27,27
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2015-07-01,5,5
MAIRANA,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2015-07-01,14,14
PATACAMAYA,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
PORCO,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2015-07-01,8,8
PUNATA,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
REYES,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2015-07-01,2,2
ROBORE,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2015-07-01,2,2
SACABA,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
SAN BUENA VENTURA,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2015-07-01,2,2
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2015-07-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2015-07-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2015-07-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2015-07-01,34,34
SANTIVAÑES,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2015-07-01,11,11
TARIJA,atencion de partos en servicios,nacidos muertos,2015-07-01,3,3
TIAWANACU,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
TIPUANI,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
TIRAQUE (CBBA),atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2015-07-01,2,2
UYUNI,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
VALLEGRANDE,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2015-07-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2015-08-01,3,3
BETANZOS,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2015-08-01,2,2
CARANAVI,atencion de partos en servicios,nacidos muertos,2015-08-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2015-08-01,2,2
COCAPATA,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2015-08-01,19,19
CONCEPCION,atencion de partos en servicios,nacidos muertos,2015-08-01,3,3
CULPINA,atencion de partos en servicios,nacidos muertos,2015-08-01,2,2
EL ALTO,atencion de partos en servicios,nacidos muertos,2015-08-01,21,21
ENTRE RIOS TRJ,atencion de partos en servicios,nacidos muertos,2015-08-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2015-08-01,17,17
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2015-08-01,2,2
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2015-08-01,4,4
ORURO,atencion de partos en servicios,nacidos muertos,2015-08-01,11,11
PAMPA GRANDE,atencion de partos en servicios,nacidos muertos,2015-08-01,2,2
POTOSI,atencion de partos en servicios,nacidos muertos,2015-08-01,11,11
PUERTO QUIJARRO,atencion de partos en servicios,nacidos muertos,2015-08-01,2,2
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2015-08-01,2,2
PUNATA,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2015-08-01,2,2
RAVELO,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2015-08-01,6,6
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2015-08-01,3,3
SAN CARLOS,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2015-08-01,29,29
SANTIAGO DE HUARI,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
SORATA,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2015-08-01,12,12
TARIJA,atencion de partos en servicios,nacidos muertos,2015-08-01,6,6
TIAWANACU,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2015-08-01,2,2
UNCIA,atencion de partos en servicios,nacidos muertos,2015-08-01,1,1
