municipality,group,variable,month,Controles repetidos en niños menores de 2 años NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
TARACO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,15,15,16,31
TARATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,87,87,81,168
TARIJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,526,526,534,1060
TEOPONTE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,41,41,48,89
TIAWANACU,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,61,61,76,137
TINGUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,51,51,52,103
TIPUANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,81,81,80,161
TIQUIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,55,55,39,94
TIRAQUE (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,141,141,138,279
TITO YUPANQUI (PARQUIPUJIO),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,9,9,10,19
TOCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,26,26,24,50
TOLATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,4,4,14,18
TOLEDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,29,29,24,53
TOMAVE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,46,46,37,83
TORO TORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,66,66,78,144
TOTORA(CBBA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,42,42,54,96
TOTORA(ORR),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,14,14,20,34
TRIGAL,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,15,15,17,32
TRINIDAD,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,432,432,356,788
TUPIZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,369,369,350,719
TURCO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,29,29,29,58
UNCIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,100,100,111,211
URIONDO (A. CONCEPCION),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,141,141,158,299
URUBICHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,8,8,0,8
UYUNI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,156,156,154,310
VACAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,64,64,75,139
VALLEGRANDE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,144,144,115,259
VIACHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,119,119,111,230
VILA VILA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,11,11,10,21
VILLA MONTES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,167,167,159,326
VILLA NUEVA (LOMA ALTA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,19,19,22,41
VILLA RIVERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,40,40,32,72
VILLA TUNARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,204,204,184,388
VILLAZON,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,367,367,335,702
VINTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,17,17,7,24
VITICHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,118,118,108,226
WALDO BALLIVIAN,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,8,8,8,16
WARNES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,186,186,170,356
YACO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,44,44,33,77
YACUIBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,501,501,439,940
YANACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,18,18,23,41
YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,487,487,496,983
YOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,16,16,13,29
YUNCHARA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-01-01,49,49,55,104
ACACIO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,85,85,86,171
ACHACACHI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,285,285,246,531
ACHOCALLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,62,62,45,107
AIQUILE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,44,44,38,82
ALALAY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,12,12,15,27
ALCALA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,41,41,41,82
ANCORAIMES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,96,96,84,180
ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,17,17,15,32
ANTEQUERA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,33,33,23,56
ANZALDO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,7,7,8,15
APOLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,51,51,54,105
ARAMPAMPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,51,51,41,92
ARANI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,39,39,33,72
ARBIETO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,53,53,33,86
ARQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,78,78,80,158
ASCENCION DE GUARAYOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,317,317,327,644
ATOCHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,129,129,114,243
AUCAPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,34,34,32,66
AYATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,62,62,49,111
AYO AYO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,33,33,22,55
AYOPAYA (V. DE INDEPENDENCIA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,113,113,125,238
AZURDUY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,137,137,131,268
BATALLAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,86,86,88,174
BAURES,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,37,37,45,82
BELEN DE ANDAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,4,4,7,11
BELEN DE URMIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,6,6,13,19
BELLA FLOR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,18,18,15,33
BERMEJO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,44,44,38,82
BETANZOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,184,184,170,354
BOLIVAR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,64,64,47,111
BOLPEBRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,11,11,8,19
BOYUIBE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,31,31,36,67
BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,172,172,136,308
CABEZAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,127,127,96,223
CAIROMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,135,135,146,281
"CAIZA ""D""",nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,74,74,70,144
CAJUATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,89,89,69,158
CALACOTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,16,16,17,33
CALAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,225,225,208,433
CAMARGO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,137,137,150,287
CAMATAQUI (C. VILLA ABECIA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,34,34,18,52
CAMIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,314,314,262,576
CAPINOTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,104,104,101,205
CAQUIAVIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,48,48,51,99
CARACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,75,75,62,137
CARANAVI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,401,401,324,725
CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,1,1,1,2
CARAPARI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,81,81,86,167
CARIPUYO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,81,81,93,174
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,27,27,7,34
CATACORA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,2,2,0,2
CHACARILLA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,0,0,2,2
CHALLAPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,129,129,135,264
CHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,39,39,33,72
CHARAGUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,269,269,226,495
CHARAÑA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,11,11,7,18
CHAYANTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,159,159,136,295
CHIMORE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,46,46,44,90
CHIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,9,9,8,17
CHOQUE COTA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,3,3,5,8
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,78,78,76,154
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,42,42,31,73
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,24,24,26,50
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,244,244,226,470
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,1214,1214,1178,2392
COIPASA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,0,0,2,2
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,50,50,50,100
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,55,55,64,119
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,3,3,0,3
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,74,74,66,140
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,26,26,22,48
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,190,190,180,370
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,27,27,42,69
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,54,54,41,95
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,19,19,16,35
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,158,158,142,300
COMBAYA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,8,8,5,13
CONCEPCION,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,85,85,87,172
COPACABANA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,71,71,54,125
CORIPATA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,35,35,52,87
CORO CORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,53,53,50,103
COROICO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,70,70,42,112
CORQUE,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,42,42,46,88
COTAGAITA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,105,105,103,208
COTOCA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,231,231,227,458
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,26,26,29,55
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,5,5,2,7
CUEVO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,26,26,35,61
CULPINA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,220,220,215,435
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,26,26,21,47
CURVA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,3,3,5,8
DESAGUADERO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,7,7,9,16
EL ALTO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,2864,2864,2816,5680
EL CHORO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,4,4,4,8
EL PUENTE(STC),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,32,32,27,59
EL PUENTE(TJA),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,52,52,58,110
EL TORNO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,231,231,238,469
EL VILLAR,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,76,76,76,152
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,139,139,108,247
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,180,180,183,363
EUCALIPTUS,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,25,25,23,48
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,1,1,2,3
EXALTACION,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,32,32,45,77
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,162,162,169,331
FILADELFIA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,15,15,19,34
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,154,154,150,304
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,59,59,59,118
GUANAY,nutricion y desarrollo infantil,controles repetidos en ninos menores de 2 anos,2005-02-01,123,123,101,224
