municipality,group,variable,month,Nacidos muertos,TOTAL
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2016-01-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2016-01-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2016-01-01,32,32
SOPACHUY,atencion de partos en servicios,nacidos muertos,2016-01-01,1,1
SORATA,atencion de partos en servicios,nacidos muertos,2016-01-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2016-01-01,10,10
TARIJA,atencion de partos en servicios,nacidos muertos,2016-01-01,4,4
TARVITA,atencion de partos en servicios,nacidos muertos,2016-01-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2016-01-01,2,2
UYUNI,atencion de partos en servicios,nacidos muertos,2016-01-01,3,3
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2016-01-01,3,3
YACUIBA,atencion de partos en servicios,nacidos muertos,2016-01-01,3,3
ZUDAÑEZ,atencion de partos en servicios,nacidos muertos,2016-01-01,1,1
BATALLAS,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2016-02-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2016-02-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos,2016-02-01,2,2
COBIJA,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2016-02-01,28,28
COMARAPA,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
CORIPATA,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2016-02-01,19,19
HUACARETA,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
LA GUARDIA,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2016-02-01,22,22
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2016-02-01,2,2
MIZQUE,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
MOCOMOCO,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
MOJOCOYA,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2016-02-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos,2016-02-01,7,7
PADILLA,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
PATACAMAYA,atencion de partos en servicios,nacidos muertos,2016-02-01,2,2
POTOSI,atencion de partos en servicios,nacidos muertos,2016-02-01,7,7
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
REYES,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2016-02-01,3,3
ROBORE,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2016-02-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2016-02-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
SAN LORENZO(PND),atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2016-02-01,27,27
SHINAOTA,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2016-02-01,8,8
TARIJA,atencion de partos en servicios,nacidos muertos,2016-02-01,8,8
TRINIDAD,atencion de partos en servicios,nacidos muertos,2016-02-01,4,4
TUPIZA,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2016-02-01,3,3
VILLAZON,atencion de partos en servicios,nacidos muertos,2016-02-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2016-02-01,7,7
YACUIBA,atencion de partos en servicios,nacidos muertos,2016-02-01,2,2
AIQUILE,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
CAPINOTA,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2016-03-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2016-03-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2016-03-01,21,21
EL ALTO,atencion de partos en servicios,nacidos muertos,2016-03-01,23,23
GUANAY,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2016-03-01,2,2
HUANUNI,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
INCAHUASI,atencion de partos en servicios,nacidos muertos,2016-03-01,2,2
JESUS DE MACHACA,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2016-03-01,18,18
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2016-03-01,2,2
MAIRANA,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
MAPIRI,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2016-03-01,5,5
MOROCHATA,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
ORURO,atencion de partos en servicios,nacidos muertos,2016-03-01,5,5
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
PORCO,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
POROMA,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2016-03-01,7,7
ROBORE,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2016-03-01,6,6
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2016-03-01,2,2
SAN MATIAS,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2016-03-01,2,2
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2016-03-01,37,37
SANTA ROSA,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2016-03-01,9,9
TARIJA,atencion de partos en servicios,nacidos muertos,2016-03-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2016-03-01,3,3
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2016-03-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2016-03-01,4,4
WARNES,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2016-03-01,4,4
YAPACANI,atencion de partos en servicios,nacidos muertos,2016-03-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
APOLO,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
BAURES,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2016-04-01,3,3
CHARAGUA,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2016-04-01,4,4
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2016-04-01,20,20
EL ALTO,atencion de partos en servicios,nacidos muertos,2016-04-01,16,16
ESCOMA,atencion de partos en servicios,nacidos muertos,2016-04-01,2,2
LA PAZ,atencion de partos en servicios,nacidos muertos,2016-04-01,14,14
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2016-04-01,2,2
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2016-04-01,2,2
ORURO,atencion de partos en servicios,nacidos muertos,2016-04-01,4,4
PORTACHUELO,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2016-04-01,8,8
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2016-04-01,4,4
RIBERALTA,atencion de partos en servicios,nacidos muertos,2016-04-01,4,4
ROBORE,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2016-04-01,2,2
SAN BORJA,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2016-04-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2016-04-01,2,2
SANTA ANA,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2016-04-01,48,48
SUCRE,atencion de partos en servicios,nacidos muertos,2016-04-01,7,7
TARIJA,atencion de partos en servicios,nacidos muertos,2016-04-01,3,3
TIAWANACU,atencion de partos en servicios,nacidos muertos,2016-04-01,2,2
UYUNI,atencion de partos en servicios,nacidos muertos,2016-04-01,2,2
VILLA CHARCAS,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos,2016-04-01,2,2
WARNES,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2016-04-01,2,2
YAPACANI,atencion de partos en servicios,nacidos muertos,2016-04-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2016-05-01,3,3
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2016-05-01,3,3
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2016-05-01,19,19
COLOMI,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
CORO CORO,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
CULPINA,atencion de partos en servicios,nacidos muertos,2016-05-01,16,16
EL ALTO,atencion de partos en servicios,nacidos muertos,2016-05-01,19,19
EL TORNO,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2016-05-01,16,16
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2016-05-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos,2016-05-01,8,8
PALOS BLANCOS,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
POROMA,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2016-05-01,6,6
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2016-05-01,2,2
SACABA,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2016-05-01,3,3
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2016-05-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2016-05-01,36,36
SUCRE,atencion de partos en servicios,nacidos muertos,2016-05-01,8,8
TARIJA,atencion de partos en servicios,nacidos muertos,2016-05-01,2,2
TOTORA(CBBA),atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
TUPIZA,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
VILLA CHARCAS,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2016-05-01,2,2
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
WARNES,atencion de partos en servicios,nacidos muertos,2016-05-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
ASCENCION DE GUARAYOS,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
AZURDUY,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
CAMIRI,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2016-06-01,5,5
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2016-06-01,30,30
CORIPATA,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2016-06-01,15,15
LA PAZ,atencion de partos en servicios,nacidos muertos,2016-06-01,13,13
LORETO,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
MAGDALENA,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
MAPIRI,atencion de partos en servicios,nacidos muertos,2016-06-01,2,2
MONTERO,atencion de partos en servicios,nacidos muertos,2016-06-01,7,7
ORURO,atencion de partos en servicios,nacidos muertos,2016-06-01,16,16
PATACAMAYA,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
PORTACHUELO,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2016-06-01,3,3
ROBORE,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2016-06-01,2,2
SAMAIPATA,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
SAN IGNACIO,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
SAN JULIAN,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
SAN MATIAS,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
SAN RAMON SCZ,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2016-06-01,34,34
SHINAOTA,atencion de partos en servicios,nacidos muertos,2016-06-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2016-06-01,7,7
TARABUCO,atencion de partos en servicios,nacidos muertos,2016-06-01,2,2
TARIJA,atencion de partos en servicios,nacidos muertos,2016-06-01,6,6
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2016-06-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos muertos,2016-06-01,2,2
UYUNI,atencion de partos en servicios,nacidos muertos,2016-06-01,2,2
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2016-06-01,2,2
VILLAZON,atencion de partos en servicios,nacidos muertos,2016-06-01,2,2
WARNES,atencion de partos en servicios,nacidos muertos,2016-06-01,3,3
ACHACACHI,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2016-07-01,2,2
CABEZAS,atencion de partos en servicios,nacidos muertos,2016-07-01,2,2
CAMIRI,atencion de partos en servicios,nacidos muertos,2016-07-01,2,2
CARANAVI,atencion de partos en servicios,nacidos muertos,2016-07-01,4,4
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
CLIZA,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
COBIJA,atencion de partos en servicios,nacidos muertos,2016-07-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2016-07-01,17,17
COLCAPIRHUA,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
COLQUECHACA,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
CONCEPCION,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2016-07-01,22,22
EL PUENTE(STC),atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
ESCOMA,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
LA ASUNTA,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2016-07-01,12,12
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
MONTEAGUDO,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
MONTERO,atencion de partos en servicios,nacidos muertos,2016-07-01,3,3
ORURO,atencion de partos en servicios,nacidos muertos,2016-07-01,13,13
PADILLA,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
PAMPA GRANDE,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
POTOSI,atencion de partos en servicios,nacidos muertos,2016-07-01,2,2
REYES,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2016-07-01,4,4
RURRENABAQUE,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
SACABA,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
SAN ANDRES,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2016-07-01,4,4
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2016-07-01,2,2
SANTA ANA,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2016-07-01,31,31
SENA,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
SUCRE,atencion de partos en servicios,nacidos muertos,2016-07-01,5,5
TARIJA,atencion de partos en servicios,nacidos muertos,2016-07-01,2,2
TRINIDAD,atencion de partos en servicios,nacidos muertos,2016-07-01,2,2
UNCIA,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
UYUNI,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
VILLA CHARCAS,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
VILLAZON,atencion de partos en servicios,nacidos muertos,2016-07-01,1,1
YACUIBA,atencion de partos en servicios,nacidos muertos,2016-07-01,3,3
AIQUILE,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
ANCORAIMES,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
CAIROMA,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
"CAIZA ""D""",atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
CAMARGO,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2016-08-01,2,2
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
CHARAGUA,atencion de partos en servicios,nacidos muertos,2016-08-01,2,2
COBIJA,atencion de partos en servicios,nacidos muertos,2016-08-01,2,2
COCHABAMBA,atencion de partos en servicios,nacidos muertos,2016-08-01,31,31
COLQUECHACA,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
CULPINA,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
EL ALTO,atencion de partos en servicios,nacidos muertos,2016-08-01,13,13
ESCOMA,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
FILADELFIA,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
GUAYARAMERIN,atencion de partos en servicios,nacidos muertos,2016-08-01,2,2
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
LA PAZ,atencion de partos en servicios,nacidos muertos,2016-08-01,14,14
LLALLAGUA,atencion de partos en servicios,nacidos muertos,2016-08-01,2,2
MONTERO,atencion de partos en servicios,nacidos muertos,2016-08-01,4,4
ORURO,atencion de partos en servicios,nacidos muertos,2016-08-01,4,4
POTOSI,atencion de partos en servicios,nacidos muertos,2016-08-01,8,8
PUERTO SUAREZ,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
PUERTO VILLARROEL,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
PUNATA,atencion de partos en servicios,nacidos muertos,2016-08-01,3,3
QUILLACOLLO,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
RIBERALTA,atencion de partos en servicios,nacidos muertos,2016-08-01,4,4
SACACA,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
SAN BORJA,atencion de partos en servicios,nacidos muertos,2016-08-01,2,2
SAN IGNACIO DE VELASCO,atencion de partos en servicios,nacidos muertos,2016-08-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
SAN LUCAS,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
SAN MATIAS,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
SANTA ANA,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,nacidos muertos,2016-08-01,29,29
SUCRE,atencion de partos en servicios,nacidos muertos,2016-08-01,10,10
TARABUCO,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
TARIJA,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
TIQUIPAYA,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
TRINIDAD,atencion de partos en servicios,nacidos muertos,2016-08-01,2,2
TUPIZA,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
VILLA MONTES,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
VILLA TUNARI,atencion de partos en servicios,nacidos muertos,2016-08-01,1,1
ACHACACHI,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
AIQUILE,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
BERMEJO,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
CARANAVI,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
CHALLAPATA,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
CKOCHAS,atencion de partos en servicios,nacidos muertos,2016-09-01,1,1
