municipality,group,variable,month,Vaginales,TOTAL
CALACOTO,atencion de partos en servicios,vaginales,2016-01-01,1,1
CALAMARCA,atencion de partos en servicios,vaginales,2016-01-01,5,5
CAMARGO,atencion de partos en servicios,vaginales,2016-01-01,8,8
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2016-01-01,1,1
CAMIRI,atencion de partos en servicios,vaginales,2016-01-01,44,44
CAPINOTA,atencion de partos en servicios,vaginales,2016-01-01,21,21
CARACOLLO,atencion de partos en servicios,vaginales,2016-01-01,15,15
CARANAVI,atencion de partos en servicios,vaginales,2016-01-01,59,59
CARAPARI,atencion de partos en servicios,vaginales,2016-01-01,11,11
CARIPUYO,atencion de partos en servicios,vaginales,2016-01-01,8,8
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2016-01-01,4,4
CHALLAPATA,atencion de partos en servicios,vaginales,2016-01-01,34,34
CHAQUI,atencion de partos en servicios,vaginales,2016-01-01,8,8
CHARAGUA,atencion de partos en servicios,vaginales,2016-01-01,34,34
CHAYANTA,atencion de partos en servicios,vaginales,2016-01-01,4,4
CHIMORE,atencion de partos en servicios,vaginales,2016-01-01,15,15
CHUA COCANI,atencion de partos en servicios,vaginales,2016-01-01,3,3
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2016-01-01,27,27
CHUMA,atencion de partos en servicios,vaginales,2016-01-01,3,3
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2016-01-01,5,5
CKOCHAS,atencion de partos en servicios,vaginales,2016-01-01,2,2
CLIZA,atencion de partos en servicios,vaginales,2016-01-01,15,15
COBIJA,atencion de partos en servicios,vaginales,2016-01-01,95,95
COCAPATA,atencion de partos en servicios,vaginales,2016-01-01,9,9
COCHABAMBA,atencion de partos en servicios,vaginales,2016-01-01,892,892
COLCAPIRHUA,atencion de partos en servicios,vaginales,2016-01-01,25,25
COLLANA,atencion de partos en servicios,vaginales,2016-01-01,1,1
COLOMI,atencion de partos en servicios,vaginales,2016-01-01,26,26
COLPA BELGICA,atencion de partos en servicios,vaginales,2016-01-01,3,3
COLQUECHACA,atencion de partos en servicios,vaginales,2016-01-01,4,4
COLQUENCHA,atencion de partos en servicios,vaginales,2016-01-01,5,5
COLQUIRI,atencion de partos en servicios,vaginales,2016-01-01,7,7
COMARAPA,atencion de partos en servicios,vaginales,2016-01-01,27,27
COMBAYA,atencion de partos en servicios,vaginales,2016-01-01,1,1
CONCEPCION,atencion de partos en servicios,vaginales,2016-01-01,22,22
COPACABANA,atencion de partos en servicios,vaginales,2016-01-01,10,10
CORIPATA,atencion de partos en servicios,vaginales,2016-01-01,14,14
COROICO,atencion de partos en servicios,vaginales,2016-01-01,10,10
COTAGAITA,atencion de partos en servicios,vaginales,2016-01-01,13,13
COTOCA,atencion de partos en servicios,vaginales,2016-01-01,65,65
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2016-01-01,25,25
CUEVO,atencion de partos en servicios,vaginales,2016-01-01,1,1
CULPINA,atencion de partos en servicios,vaginales,2016-01-01,15,15
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2016-01-01,2,2
EL ALTO,atencion de partos en servicios,vaginales,2016-01-01,1150,1150
EL CHORO,atencion de partos en servicios,vaginales,2016-01-01,1,1
EL PUENTE(STC),atencion de partos en servicios,vaginales,2016-01-01,10,10
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2016-01-01,5,5
EL TORNO,atencion de partos en servicios,vaginales,2016-01-01,46,46
EL VILLAR,atencion de partos en servicios,vaginales,2016-01-01,1,1
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2016-01-01,16,16
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2016-01-01,25,25
ESCOMA,atencion de partos en servicios,vaginales,2016-01-01,6,6
EUCALIPTUS,atencion de partos en servicios,vaginales,2016-01-01,3,3
EUREKA (SANTOS MERCADO),atencion de partos en servicios,vaginales,2016-01-01,10,10
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2016-01-01,4,4
FILADELFIA,atencion de partos en servicios,vaginales,2016-01-01,2,2
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2016-01-01,11,11
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,vaginales,2016-01-01,1,1
GUANAY,atencion de partos en servicios,vaginales,2016-01-01,12,12
GUAQUI,atencion de partos en servicios,vaginales,2016-01-01,1,1
GUAYARAMERIN,atencion de partos en servicios,vaginales,2016-01-01,57,57
GUTIERREZ,atencion de partos en servicios,vaginales,2016-01-01,15,15
HUACARETA,atencion de partos en servicios,vaginales,2016-01-01,11,11
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,vaginales,2016-01-01,2,2
HUANUNI,atencion de partos en servicios,vaginales,2016-01-01,8,8
HUARACAJE,atencion de partos en servicios,vaginales,2016-01-01,1,1
HUARINA,atencion de partos en servicios,vaginales,2016-01-01,5,5
HUATAJATA,atencion de partos en servicios,vaginales,2016-01-01,1,1
HUMANATA,atencion de partos en servicios,vaginales,2016-01-01,2,2
ICHOCA,atencion de partos en servicios,vaginales,2016-01-01,1,1
ICLA,atencion de partos en servicios,vaginales,2016-01-01,5,5
INCAHUASI,atencion de partos en servicios,vaginales,2016-01-01,7,7
INGAVI (HUMAITA),atencion de partos en servicios,vaginales,2016-01-01,5,5
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,vaginales,2016-01-01,10,10
IXIAMAS,atencion de partos en servicios,vaginales,2016-01-01,10,10
JESUS DE MACHACA,atencion de partos en servicios,vaginales,2016-01-01,5,5
LA ASUNTA,atencion de partos en servicios,vaginales,2016-01-01,41,41
LA GUARDIA,atencion de partos en servicios,vaginales,2016-01-01,54,54
LA PAZ,atencion de partos en servicios,vaginales,2016-01-01,926,926
LAGUNILLAS,atencion de partos en servicios,vaginales,2016-01-01,8,8
LAJA,atencion de partos en servicios,vaginales,2016-01-01,12,12
LAS CARRERAS,atencion de partos en servicios,vaginales,2016-01-01,5,5
LICOMA PAMPA,atencion de partos en servicios,vaginales,2016-01-01,2,2
LLALLAGUA,atencion de partos en servicios,vaginales,2016-01-01,45,45
LLICA,atencion de partos en servicios,vaginales,2016-01-01,7,7
LORETO,atencion de partos en servicios,vaginales,2016-01-01,2,2
LURIBAY,atencion de partos en servicios,vaginales,2016-01-01,4,4
MACHACAMARCA,atencion de partos en servicios,vaginales,2016-01-01,2,2
MACHARETI,atencion de partos en servicios,vaginales,2016-01-01,1,1
MAGDALENA,atencion de partos en servicios,vaginales,2016-01-01,12,12
MAIRANA,atencion de partos en servicios,vaginales,2016-01-01,11,11
MAPIRI,atencion de partos en servicios,vaginales,2016-01-01,13,13
MECAPACA,atencion de partos en servicios,vaginales,2016-01-01,2,2
MINEROS,atencion de partos en servicios,vaginales,2016-01-01,9,9
MIZQUE,atencion de partos en servicios,vaginales,2016-01-01,19,19
MOCOMOCO,atencion de partos en servicios,vaginales,2016-01-01,2,2
MOJOCOYA,atencion de partos en servicios,vaginales,2016-01-01,8,8
MONTEAGUDO,atencion de partos en servicios,vaginales,2016-01-01,32,32
MONTERO,atencion de partos en servicios,vaginales,2016-01-01,163,163
MOROCHATA,atencion de partos en servicios,vaginales,2016-01-01,9,9
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,vaginales,2016-01-01,4,4
OCURI,atencion de partos en servicios,vaginales,2016-01-01,7,7
OKINAWA,atencion de partos en servicios,vaginales,2016-01-01,3,3
OMEREQUE,atencion de partos en servicios,vaginales,2016-01-01,5,5
ORURO,atencion de partos en servicios,vaginales,2016-01-01,344,344
PADCAYA,atencion de partos en servicios,vaginales,2016-01-01,10,10
PADILLA,atencion de partos en servicios,vaginales,2016-01-01,9,9
PAILON,atencion de partos en servicios,vaginales,2016-01-01,21,21
PALCA,atencion de partos en servicios,vaginales,2016-01-01,4,4
PALOS BLANCOS,atencion de partos en servicios,vaginales,2016-01-01,26,26
PAMPA AULLAGAS,atencion de partos en servicios,vaginales,2016-01-01,2,2
PAMPA GRANDE,atencion de partos en servicios,vaginales,2016-01-01,4,4
PAPEL PAMPA,atencion de partos en servicios,vaginales,2016-01-01,2,2
PASORAPA,atencion de partos en servicios,vaginales,2016-01-01,1,1
PATACAMAYA,atencion de partos en servicios,vaginales,2016-01-01,26,26
PAZÑA,atencion de partos en servicios,vaginales,2016-01-01,2,2
POCOATA,atencion de partos en servicios,vaginales,2016-01-01,6,6
POCONA,atencion de partos en servicios,vaginales,2016-01-01,5,5
POJO (CBBA),atencion de partos en servicios,vaginales,2016-01-01,16,16
POOPO,atencion de partos en servicios,vaginales,2016-01-01,2,2
PORCO,atencion de partos en servicios,vaginales,2016-01-01,10,10
POROMA,atencion de partos en servicios,vaginales,2016-01-01,8,8
PORONGO,atencion de partos en servicios,vaginales,2016-01-01,5,5
PORTACHUELO,atencion de partos en servicios,vaginales,2016-01-01,20,20
PORVENIR,atencion de partos en servicios,vaginales,2016-01-01,4,4
POSTRER VALLE,atencion de partos en servicios,vaginales,2016-01-01,1,1
POTOSI,atencion de partos en servicios,vaginales,2016-01-01,348,348
PRESTO,atencion de partos en servicios,vaginales,2016-01-01,3,3
PUCARANI,atencion de partos en servicios,vaginales,2016-01-01,7,7
PUERTO ACOSTA,atencion de partos en servicios,vaginales,2016-01-01,1,1
PUERTO CARABUCO,atencion de partos en servicios,vaginales,2016-01-01,1,1
PUERTO GONZALO MORENO,atencion de partos en servicios,vaginales,2016-01-01,1,1
PUERTO QUIJARRO,atencion de partos en servicios,vaginales,2016-01-01,10,10
PUERTO RICO,atencion de partos en servicios,vaginales,2016-01-01,9,9
PUERTO SUAREZ,atencion de partos en servicios,vaginales,2016-01-01,32,32
PUERTO VILLARROEL,atencion de partos en servicios,vaginales,2016-01-01,98,98
PUNA,atencion de partos en servicios,vaginales,2016-01-01,22,22
PUNATA,atencion de partos en servicios,vaginales,2016-01-01,30,30
QUIABAYA,atencion de partos en servicios,vaginales,2016-01-01,3,3
QUILLACOLLO,atencion de partos en servicios,vaginales,2016-01-01,133,133
QUIME,atencion de partos en servicios,vaginales,2016-01-01,4,4
RAVELO,atencion de partos en servicios,vaginales,2016-01-01,6,6
REYES,atencion de partos en servicios,vaginales,2016-01-01,8,8
RIBERALTA,atencion de partos en servicios,vaginales,2016-01-01,194,194
ROBORE,atencion de partos en servicios,vaginales,2016-01-01,15,15
RURRENABAQUE,atencion de partos en servicios,vaginales,2016-01-01,45,45
SABAYA,atencion de partos en servicios,vaginales,2016-01-01,2,2
SACABA,atencion de partos en servicios,vaginales,2016-01-01,132,132
SACABAMBA,atencion de partos en servicios,vaginales,2016-01-01,2,2
SACACA,atencion de partos en servicios,vaginales,2016-01-01,10,10
SAIPINA,atencion de partos en servicios,vaginales,2016-01-01,9,9
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,vaginales,2016-01-01,10,10
SAMAIPATA,atencion de partos en servicios,vaginales,2016-01-01,2,2
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,vaginales,2016-01-01,8,8
SAN BENITO,atencion de partos en servicios,vaginales,2016-01-01,6,6
SAN BORJA,atencion de partos en servicios,vaginales,2016-01-01,45,45
SAN BUENA VENTURA,atencion de partos en servicios,vaginales,2016-01-01,18,18
SAN CARLOS,atencion de partos en servicios,vaginales,2016-01-01,21,21
SAN IGNACIO,atencion de partos en servicios,vaginales,2016-01-01,28,28
SAN IGNACIO DE VELASCO,atencion de partos en servicios,vaginales,2016-01-01,56,56
SAN JAVIER(BNI),atencion de partos en servicios,vaginales,2016-01-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,vaginales,2016-01-01,18,18
SAN JOAQUIN,atencion de partos en servicios,vaginales,2016-01-01,4,4
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,vaginales,2016-01-01,15,15
SAN JUAN DE YAPACANI,atencion de partos en servicios,vaginales,2016-01-01,5,5
SAN JULIAN,atencion de partos en servicios,vaginales,2016-01-01,66,66
SAN LORENZO(PND),atencion de partos en servicios,vaginales,2016-01-01,9,9
SAN LORENZO(TJA),atencion de partos en servicios,vaginales,2016-01-01,4,4
SAN LUCAS,atencion de partos en servicios,vaginales,2016-01-01,23,23
SAN MATIAS,atencion de partos en servicios,vaginales,2016-01-01,18,18
SAN MIGUEL DE VELASCO,atencion de partos en servicios,vaginales,2016-01-01,18,18
SAN PEDRO,atencion de partos en servicios,vaginales,2016-01-01,9,9
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,vaginales,2016-01-01,22,22
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,vaginales,2016-01-01,5,5
SAN PEDRO DE QUEMES,atencion de partos en servicios,vaginales,2016-01-01,1,1
SAN PEDRO DE TIQUINA,atencion de partos en servicios,vaginales,2016-01-01,2,2
SAN RAFAEL,atencion de partos en servicios,vaginales,2016-01-01,4,4
SAN RAMON BENI,atencion de partos en servicios,vaginales,2016-01-01,3,3
SAN RAMON SCZ,atencion de partos en servicios,vaginales,2016-01-01,8,8
SANTA ANA,atencion de partos en servicios,vaginales,2016-01-01,20,20
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,vaginales,2016-01-01,1719,1719
SANTA ROSA,atencion de partos en servicios,vaginales,2016-01-01,14,14
SANTA ROSA DEL SARA,atencion de partos en servicios,vaginales,2016-01-01,6,6
SANTIAGO DE CALLAPA,atencion de partos en servicios,vaginales,2016-01-01,4,4
SANTIAGO DE HUARI,atencion de partos en servicios,vaginales,2016-01-01,4,4
SANTIAGO DE HUATA,atencion de partos en servicios,vaginales,2016-01-01,1,1
SANTIAGO DE MACHACA,atencion de partos en servicios,vaginales,2016-01-01,1,1
SANTIVAÑES,atencion de partos en servicios,vaginales,2016-01-01,6,6
SENA,atencion de partos en servicios,vaginales,2016-01-01,4,4
SHINAOTA,atencion de partos en servicios,vaginales,2016-01-01,38,38
SICA SICA (VILLA AROMA),atencion de partos en servicios,vaginales,2016-01-01,14,14
SICAYA,atencion de partos en servicios,vaginales,2016-01-01,2,2
SIPE SIPE,atencion de partos en servicios,vaginales,2016-01-01,52,52
SOPACHUY,atencion de partos en servicios,vaginales,2016-01-01,15,15
SORATA,atencion de partos en servicios,vaginales,2016-01-01,7,7
SUCRE,atencion de partos en servicios,vaginales,2016-01-01,365,365
TACACOMA,atencion de partos en servicios,vaginales,2016-01-01,4,4
TACOBAMBA,atencion de partos en servicios,vaginales,2016-01-01,1,1
TACOPAYA,atencion de partos en servicios,vaginales,2016-01-01,2,2
TAPACARI,atencion de partos en servicios,vaginales,2016-01-01,3,3
TARABUCO,atencion de partos en servicios,vaginales,2016-01-01,10,10
TARACO,atencion de partos en servicios,vaginales,2016-01-01,2,2
TARATA,atencion de partos en servicios,vaginales,2016-01-01,8,8
TARIJA,atencion de partos en servicios,vaginales,2016-01-01,259,259
TARVITA,atencion de partos en servicios,vaginales,2016-01-01,11,11
TEOPONTE,atencion de partos en servicios,vaginales,2016-01-01,12,12
TIAWANACU,atencion de partos en servicios,vaginales,2016-01-01,5,5
TINGUIPAYA,atencion de partos en servicios,vaginales,2016-01-01,1,1
TIPUANI,atencion de partos en servicios,vaginales,2016-01-01,10,10
TIQUIPAYA,atencion de partos en servicios,vaginales,2016-01-01,63,63
TIRAQUE (CBBA),atencion de partos en servicios,vaginales,2016-01-01,18,18
TOCO,atencion de partos en servicios,vaginales,2016-01-01,6,6
TOLATA,atencion de partos en servicios,vaginales,2016-01-01,6,6
TOMAVE,atencion de partos en servicios,vaginales,2016-01-01,11,11
TOMINA,atencion de partos en servicios,vaginales,2016-01-01,6,6
TORO TORO,atencion de partos en servicios,vaginales,2016-01-01,8,8
TOTORA(CBBA),atencion de partos en servicios,vaginales,2016-01-01,13,13
TOTORA(ORR),atencion de partos en servicios,vaginales,2016-01-01,2,2
TRINIDAD,atencion de partos en servicios,vaginales,2016-01-01,191,191
TUPIZA,atencion de partos en servicios,vaginales,2016-01-01,82,82
UMALA,atencion de partos en servicios,vaginales,2016-01-01,5,5
UNCIA,atencion de partos en servicios,vaginales,2016-01-01,18,18
URIONDO (A. CONCEPCION),atencion de partos en servicios,vaginales,2016-01-01,11,11
URUBICHA,atencion de partos en servicios,vaginales,2016-01-01,3,3
UYUNI,atencion de partos en servicios,vaginales,2016-01-01,40,40
VACAS,atencion de partos en servicios,vaginales,2016-01-01,5,5
VALLEGRANDE,atencion de partos en servicios,vaginales,2016-01-01,12,12
VIACHA,atencion de partos en servicios,vaginales,2016-01-01,44,44
VILA VILA,atencion de partos en servicios,vaginales,2016-01-01,3,3
VILLA CHARCAS,atencion de partos en servicios,vaginales,2016-01-01,9,9
VILLA MONTES,atencion de partos en servicios,vaginales,2016-01-01,54,54
VILLA RIVERO,atencion de partos en servicios,vaginales,2016-01-01,7,7
VILLA SERRANO,atencion de partos en servicios,vaginales,2016-01-01,9,9
VILLA TUNARI,atencion de partos en servicios,vaginales,2016-01-01,70,70
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,vaginales,2016-01-01,7,7
VILLAZON,atencion de partos en servicios,vaginales,2016-01-01,42,42
VINTO,atencion de partos en servicios,vaginales,2016-01-01,38,38
VITICHI,atencion de partos en servicios,vaginales,2016-01-01,6,6
WARNES,atencion de partos en servicios,vaginales,2016-01-01,82,82
YACO,atencion de partos en servicios,vaginales,2016-01-01,1,1
YACUIBA,atencion de partos en servicios,vaginales,2016-01-01,123,123
YAMPARAEZ,atencion de partos en servicios,vaginales,2016-01-01,6,6
YANACACHI,atencion de partos en servicios,vaginales,2016-01-01,5,5
YAPACANI,atencion de partos en servicios,vaginales,2016-01-01,57,57
YOCALLA,atencion de partos en servicios,vaginales,2016-01-01,4,4
YOTALA,atencion de partos en servicios,vaginales,2016-01-01,5,5
YUNCHARA,atencion de partos en servicios,vaginales,2016-01-01,2,2
ZUDAÑEZ,atencion de partos en servicios,vaginales,2016-01-01,13,13
ACACIO,atencion de partos en servicios,vaginales,2016-02-01,3,3
ACHACACHI,atencion de partos en servicios,vaginales,2016-02-01,34,34
ACHOCALLA,atencion de partos en servicios,vaginales,2016-02-01,3,3
AIQUILE,atencion de partos en servicios,vaginales,2016-02-01,23,23
ALCALA,atencion de partos en servicios,vaginales,2016-02-01,2,2
ALTO BENI,atencion de partos en servicios,vaginales,2016-02-01,10,10
ANCORAIMES,atencion de partos en servicios,vaginales,2016-02-01,5,5
ANDAMARCA,atencion de partos en servicios,vaginales,2016-02-01,1,1
ANZALDO,atencion de partos en servicios,vaginales,2016-02-01,2,2
APOLO,atencion de partos en servicios,vaginales,2016-02-01,14,14
ARAMPAMPA,atencion de partos en servicios,vaginales,2016-02-01,1,1
ARANI,atencion de partos en servicios,vaginales,2016-02-01,11,11
ARBIETO,atencion de partos en servicios,vaginales,2016-02-01,12,12
ARQUE,atencion de partos en servicios,vaginales,2016-02-01,2,2
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2016-02-01,45,45
ATOCHA,atencion de partos en servicios,vaginales,2016-02-01,16,16
AUCAPATA,atencion de partos en servicios,vaginales,2016-02-01,1,1
AYO AYO,atencion de partos en servicios,vaginales,2016-02-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2016-02-01,16,16
AZURDUY,atencion de partos en servicios,vaginales,2016-02-01,5,5
BATALLAS,atencion de partos en servicios,vaginales,2016-02-01,8,8
BAURES,atencion de partos en servicios,vaginales,2016-02-01,4,4
BELLA FLOR,atencion de partos en servicios,vaginales,2016-02-01,2,2
BERMEJO,atencion de partos en servicios,vaginales,2016-02-01,42,42
BETANZOS,atencion de partos en servicios,vaginales,2016-02-01,15,15
BOYUIBE,atencion de partos en servicios,vaginales,2016-02-01,3,3
BUENA VISTA,atencion de partos en servicios,vaginales,2016-02-01,9,9
CABEZAS,atencion de partos en servicios,vaginales,2016-02-01,25,25
CAIROMA,atencion de partos en servicios,vaginales,2016-02-01,4,4
"CAIZA ""D""",atencion de partos en servicios,vaginales,2016-02-01,7,7
CAJUATA,atencion de partos en servicios,vaginales,2016-02-01,12,12
CALAMARCA,atencion de partos en servicios,vaginales,2016-02-01,11,11
CAMARGO,atencion de partos en servicios,vaginales,2016-02-01,14,14
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2016-02-01,2,2
CAMIRI,atencion de partos en servicios,vaginales,2016-02-01,40,40
CAPINOTA,atencion de partos en servicios,vaginales,2016-02-01,20,20
CAQUIAVIRI,atencion de partos en servicios,vaginales,2016-02-01,1,1
CARACOLLO,atencion de partos en servicios,vaginales,2016-02-01,19,19
CARANAVI,atencion de partos en servicios,vaginales,2016-02-01,67,67
CARAPARI,atencion de partos en servicios,vaginales,2016-02-01,12,12
CARIPUYO,atencion de partos en servicios,vaginales,2016-02-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2016-02-01,6,6
CHALLAPATA,atencion de partos en servicios,vaginales,2016-02-01,42,42
CHAQUI,atencion de partos en servicios,vaginales,2016-02-01,4,4
CHARAGUA,atencion de partos en servicios,vaginales,2016-02-01,38,38
CHAYANTA,atencion de partos en servicios,vaginales,2016-02-01,11,11
CHIMORE,atencion de partos en servicios,vaginales,2016-02-01,23,23
CHIPAYA,atencion de partos en servicios,vaginales,2016-02-01,2,2
CHUA COCANI,atencion de partos en servicios,vaginales,2016-02-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2016-02-01,19,19
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2016-02-01,6,6
CKOCHAS,atencion de partos en servicios,vaginales,2016-02-01,1,1
CLIZA,atencion de partos en servicios,vaginales,2016-02-01,14,14
COBIJA,atencion de partos en servicios,vaginales,2016-02-01,57,57
COCAPATA,atencion de partos en servicios,vaginales,2016-02-01,6,6
COCHABAMBA,atencion de partos en servicios,vaginales,2016-02-01,872,872
COLCAPIRHUA,atencion de partos en servicios,vaginales,2016-02-01,42,42
"COLCHA ""K""",atencion de partos en servicios,vaginales,2016-02-01,1,1
COLLANA,atencion de partos en servicios,vaginales,2016-02-01,1,1
COLOMI,atencion de partos en servicios,vaginales,2016-02-01,22,22
COLPA BELGICA,atencion de partos en servicios,vaginales,2016-02-01,2,2
COLQUECHACA,atencion de partos en servicios,vaginales,2016-02-01,12,12
COLQUENCHA,atencion de partos en servicios,vaginales,2016-02-01,2,2
COLQUIRI,atencion de partos en servicios,vaginales,2016-02-01,4,4
COMARAPA,atencion de partos en servicios,vaginales,2016-02-01,22,22
CONCEPCION,atencion de partos en servicios,vaginales,2016-02-01,30,30
COPACABANA,atencion de partos en servicios,vaginales,2016-02-01,9,9
CORIPATA,atencion de partos en servicios,vaginales,2016-02-01,7,7
COROICO,atencion de partos en servicios,vaginales,2016-02-01,14,14
CORQUE,atencion de partos en servicios,vaginales,2016-02-01,4,4
COTAGAITA,atencion de partos en servicios,vaginales,2016-02-01,15,15
COTOCA,atencion de partos en servicios,vaginales,2016-02-01,75,75
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2016-02-01,24,24
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,vaginales,2016-02-01,1,1
CUEVO,atencion de partos en servicios,vaginales,2016-02-01,2,2
CULPINA,atencion de partos en servicios,vaginales,2016-02-01,16,16
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2016-02-01,4,4
DESAGUADERO,atencion de partos en servicios,vaginales,2016-02-01,8,8
EL ALTO,atencion de partos en servicios,vaginales,2016-02-01,1033,1033
EL CHORO,atencion de partos en servicios,vaginales,2016-02-01,1,1
EL PUENTE(STC),atencion de partos en servicios,vaginales,2016-02-01,5,5
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2016-02-01,6,6
EL TORNO,atencion de partos en servicios,vaginales,2016-02-01,46,46
EL VILLAR,atencion de partos en servicios,vaginales,2016-02-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2016-02-01,20,20
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2016-02-01,31,31
ESCARA,atencion de partos en servicios,vaginales,2016-02-01,1,1
ESCOMA,atencion de partos en servicios,vaginales,2016-02-01,4,4
EUCALIPTUS,atencion de partos en servicios,vaginales,2016-02-01,2,2
EXALTACION,atencion de partos en servicios,vaginales,2016-02-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2016-02-01,6,6
FILADELFIA,atencion de partos en servicios,vaginales,2016-02-01,6,6
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2016-02-01,5,5
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,vaginales,2016-02-01,5,5
GUANAY,atencion de partos en servicios,vaginales,2016-02-01,11,11
GUAQUI,atencion de partos en servicios,vaginales,2016-02-01,4,4
GUAYARAMERIN,atencion de partos en servicios,vaginales,2016-02-01,43,43
GUTIERREZ,atencion de partos en servicios,vaginales,2016-02-01,9,9
HUACARETA,atencion de partos en servicios,vaginales,2016-02-01,12,12
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,vaginales,2016-02-01,3,3
HUANUNI,atencion de partos en servicios,vaginales,2016-02-01,11,11
HUARACAJE,atencion de partos en servicios,vaginales,2016-02-01,5,5
HUARINA,atencion de partos en servicios,vaginales,2016-02-01,2,2
HUATAJATA,atencion de partos en servicios,vaginales,2016-02-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,vaginales,2016-02-01,1,1
