municipality,group,variable,month,Vaginales,TOTAL
ARBIETO,atencion de partos en servicios,vaginales,2016-07-01,13,13
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2016-07-01,36,36
ATOCHA,atencion de partos en servicios,vaginales,2016-07-01,6,6
AYATA,atencion de partos en servicios,vaginales,2016-07-01,1,1
AYO AYO,atencion de partos en servicios,vaginales,2016-07-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2016-07-01,11,11
AZURDUY,atencion de partos en servicios,vaginales,2016-07-01,10,10
BATALLAS,atencion de partos en servicios,vaginales,2016-07-01,9,9
BAURES,atencion de partos en servicios,vaginales,2016-07-01,5,5
BELLA FLOR,atencion de partos en servicios,vaginales,2016-07-01,2,2
BERMEJO,atencion de partos en servicios,vaginales,2016-07-01,36,36
BETANZOS,atencion de partos en servicios,vaginales,2016-07-01,20,20
BOYUIBE,atencion de partos en servicios,vaginales,2016-07-01,1,1
BUENA VISTA,atencion de partos en servicios,vaginales,2016-07-01,7,7
CABEZAS,atencion de partos en servicios,vaginales,2016-07-01,19,19
CAIROMA,atencion de partos en servicios,vaginales,2016-07-01,6,6
"CAIZA ""D""",atencion de partos en servicios,vaginales,2016-07-01,4,4
CAJUATA,atencion de partos en servicios,vaginales,2016-07-01,21,21
CALACOTO,atencion de partos en servicios,vaginales,2016-07-01,1,1
CALAMARCA,atencion de partos en servicios,vaginales,2016-07-01,8,8
CAMARGO,atencion de partos en servicios,vaginales,2016-07-01,25,25
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2016-07-01,5,5
CAMIRI,atencion de partos en servicios,vaginales,2016-07-01,54,54
CAPINOTA,atencion de partos en servicios,vaginales,2016-07-01,16,16
CARACOLLO,atencion de partos en servicios,vaginales,2016-07-01,12,12
CARANAVI,atencion de partos en servicios,vaginales,2016-07-01,61,61
CARAPARI,atencion de partos en servicios,vaginales,2016-07-01,4,4
CARIPUYO,atencion de partos en servicios,vaginales,2016-07-01,2,2
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2016-07-01,9,9
CHALLAPATA,atencion de partos en servicios,vaginales,2016-07-01,28,28
CHAQUI,atencion de partos en servicios,vaginales,2016-07-01,12,12
CHARAGUA,atencion de partos en servicios,vaginales,2016-07-01,34,34
CHARAÑA,atencion de partos en servicios,vaginales,2016-07-01,1,1
CHAYANTA,atencion de partos en servicios,vaginales,2016-07-01,8,8
CHIMORE,atencion de partos en servicios,vaginales,2016-07-01,16,16
CHUA COCANI,atencion de partos en servicios,vaginales,2016-07-01,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2016-07-01,24,24
CHUMA,atencion de partos en servicios,vaginales,2016-07-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2016-07-01,9,9
CKOCHAS,atencion de partos en servicios,vaginales,2016-07-01,7,7
CLIZA,atencion de partos en servicios,vaginales,2016-07-01,18,18
COBIJA,atencion de partos en servicios,vaginales,2016-07-01,70,70
COCAPATA,atencion de partos en servicios,vaginales,2016-07-01,15,15
COCHABAMBA,atencion de partos en servicios,vaginales,2016-07-01,841,841
COLCAPIRHUA,atencion de partos en servicios,vaginales,2016-07-01,44,44
"COLCHA ""K""",atencion de partos en servicios,vaginales,2016-07-01,5,5
COLOMI,atencion de partos en servicios,vaginales,2016-07-01,23,23
COLPA BELGICA,atencion de partos en servicios,vaginales,2016-07-01,3,3
COLQUECHACA,atencion de partos en servicios,vaginales,2016-07-01,14,14
COLQUENCHA,atencion de partos en servicios,vaginales,2016-07-01,4,4
COLQUIRI,atencion de partos en servicios,vaginales,2016-07-01,7,7
COMARAPA,atencion de partos en servicios,vaginales,2016-07-01,15,15
CONCEPCION,atencion de partos en servicios,vaginales,2016-07-01,25,25
COPACABANA,atencion de partos en servicios,vaginales,2016-07-01,9,9
CORIPATA,atencion de partos en servicios,vaginales,2016-07-01,8,8
CORO CORO,atencion de partos en servicios,vaginales,2016-07-01,2,2
COROICO,atencion de partos en servicios,vaginales,2016-07-01,22,22
CORQUE,atencion de partos en servicios,vaginales,2016-07-01,3,3
COTAGAITA,atencion de partos en servicios,vaginales,2016-07-01,15,15
COTOCA,atencion de partos en servicios,vaginales,2016-07-01,73,73
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2016-07-01,25,25
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,vaginales,2016-07-01,1,1
CULPINA,atencion de partos en servicios,vaginales,2016-07-01,12,12
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2016-07-01,4,4
DESAGUADERO,atencion de partos en servicios,vaginales,2016-07-01,7,7
EL ALTO,atencion de partos en servicios,vaginales,2016-07-01,1046,1046
EL CHORO,atencion de partos en servicios,vaginales,2016-07-01,2,2
EL PUENTE(STC),atencion de partos en servicios,vaginales,2016-07-01,4,4
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2016-07-01,10,10
EL TORNO,atencion de partos en servicios,vaginales,2016-07-01,36,36
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2016-07-01,11,11
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2016-07-01,35,35
ESCOMA,atencion de partos en servicios,vaginales,2016-07-01,6,6
EUCALIPTUS,atencion de partos en servicios,vaginales,2016-07-01,1,1
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2016-07-01,11,11
FILADELFIA,atencion de partos en servicios,vaginales,2016-07-01,4,4
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2016-07-01,7,7
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,vaginales,2016-07-01,4,4
GUANAY,atencion de partos en servicios,vaginales,2016-07-01,6,6
GUAQUI,atencion de partos en servicios,vaginales,2016-07-01,3,3
GUAYARAMERIN,atencion de partos en servicios,vaginales,2016-07-01,42,42
GUTIERREZ,atencion de partos en servicios,vaginales,2016-07-01,17,17
HUACARETA,atencion de partos en servicios,vaginales,2016-07-01,6,6
HUACAYA (VILLA DE HUACAYA),atencion de partos en servicios,vaginales,2016-07-01,2,2
HUACHACALLA,atencion de partos en servicios,vaginales,2016-07-01,1,1
HUANUNI,atencion de partos en servicios,vaginales,2016-07-01,18,18
HUARACAJE,atencion de partos en servicios,vaginales,2016-07-01,1,1
HUARINA,atencion de partos en servicios,vaginales,2016-07-01,4,4
HUAYLLAMARCA,atencion de partos en servicios,vaginales,2016-07-01,7,7
ICHOCA,atencion de partos en servicios,vaginales,2016-07-01,1,1
ICLA,atencion de partos en servicios,vaginales,2016-07-01,1,1
INCAHUASI,atencion de partos en servicios,vaginales,2016-07-01,4,4
INQUISIVI,atencion de partos en servicios,vaginales,2016-07-01,1,1
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,vaginales,2016-07-01,11,11
IXIAMAS,atencion de partos en servicios,vaginales,2016-07-01,12,12
JESUS DE MACHACA,atencion de partos en servicios,vaginales,2016-07-01,4,4
LA ASUNTA,atencion de partos en servicios,vaginales,2016-07-01,43,43
LA GUARDIA,atencion de partos en servicios,vaginales,2016-07-01,58,58
LA PAZ,atencion de partos en servicios,vaginales,2016-07-01,756,756
LAGUNILLAS,atencion de partos en servicios,vaginales,2016-07-01,2,2
LAJA,atencion de partos en servicios,vaginales,2016-07-01,6,6
LAS CARRERAS,atencion de partos en servicios,vaginales,2016-07-01,2,2
LICOMA PAMPA,atencion de partos en servicios,vaginales,2016-07-01,1,1
LLALLAGUA,atencion de partos en servicios,vaginales,2016-07-01,49,49
LLICA,atencion de partos en servicios,vaginales,2016-07-01,4,4
LORETO,atencion de partos en servicios,vaginales,2016-07-01,1,1
LURIBAY,atencion de partos en servicios,vaginales,2016-07-01,5,5
MACHACAMARCA,atencion de partos en servicios,vaginales,2016-07-01,2,2
MACHARETI,atencion de partos en servicios,vaginales,2016-07-01,5,5
MAGDALENA,atencion de partos en servicios,vaginales,2016-07-01,13,13
MAIRANA,atencion de partos en servicios,vaginales,2016-07-01,8,8
MAPIRI,atencion de partos en servicios,vaginales,2016-07-01,24,24
MECAPACA,atencion de partos en servicios,vaginales,2016-07-01,4,4
MINEROS,atencion de partos en servicios,vaginales,2016-07-01,10,10
MIZQUE,atencion de partos en servicios,vaginales,2016-07-01,23,23
MOCOMOCO,atencion de partos en servicios,vaginales,2016-07-01,2,2
MOJINETE,atencion de partos en servicios,vaginales,2016-07-01,1,1
MOJOCOYA,atencion de partos en servicios,vaginales,2016-07-01,2,2
MONTEAGUDO,atencion de partos en servicios,vaginales,2016-07-01,30,30
MONTERO,atencion de partos en servicios,vaginales,2016-07-01,126,126
MOROCHATA,atencion de partos en servicios,vaginales,2016-07-01,10,10
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en servicios,vaginales,2016-07-01,2,2
OCURI,atencion de partos en servicios,vaginales,2016-07-01,8,8
OMEREQUE,atencion de partos en servicios,vaginales,2016-07-01,10,10
ORURO,atencion de partos en servicios,vaginales,2016-07-01,344,344
PADCAYA,atencion de partos en servicios,vaginales,2016-07-01,7,7
PADILLA,atencion de partos en servicios,vaginales,2016-07-01,11,11
PAILON,atencion de partos en servicios,vaginales,2016-07-01,14,14
PALCA,atencion de partos en servicios,vaginales,2016-07-01,3,3
PALOS BLANCOS,atencion de partos en servicios,vaginales,2016-07-01,21,21
PAMPA AULLAGAS,atencion de partos en servicios,vaginales,2016-07-01,3,3
PAMPA GRANDE,atencion de partos en servicios,vaginales,2016-07-01,7,7
PAPEL PAMPA,atencion de partos en servicios,vaginales,2016-07-01,2,2
PASORAPA,atencion de partos en servicios,vaginales,2016-07-01,2,2
PATACAMAYA,atencion de partos en servicios,vaginales,2016-07-01,20,20
PELECHUCO,atencion de partos en servicios,vaginales,2016-07-01,1,1
POCOATA,atencion de partos en servicios,vaginales,2016-07-01,12,12
POCONA,atencion de partos en servicios,vaginales,2016-07-01,15,15
POJO (CBBA),atencion de partos en servicios,vaginales,2016-07-01,12,12
POOPO,atencion de partos en servicios,vaginales,2016-07-01,2,2
PORCO,atencion de partos en servicios,vaginales,2016-07-01,8,8
POROMA,atencion de partos en servicios,vaginales,2016-07-01,10,10
PORTACHUELO,atencion de partos en servicios,vaginales,2016-07-01,20,20
PORVENIR,atencion de partos en servicios,vaginales,2016-07-01,2,2
POSTRER VALLE,atencion de partos en servicios,vaginales,2016-07-01,2,2
POTOSI,atencion de partos en servicios,vaginales,2016-07-01,327,327
PRESTO,atencion de partos en servicios,vaginales,2016-07-01,3,3
PUCARANI,atencion de partos en servicios,vaginales,2016-07-01,8,8
PUERTO ACOSTA,atencion de partos en servicios,vaginales,2016-07-01,2,2
PUERTO GONZALO MORENO,atencion de partos en servicios,vaginales,2016-07-01,4,4
PUERTO QUIJARRO,atencion de partos en servicios,vaginales,2016-07-01,9,9
PUERTO RICO,atencion de partos en servicios,vaginales,2016-07-01,10,10
PUERTO SUAREZ,atencion de partos en servicios,vaginales,2016-07-01,27,27
PUERTO VILLARROEL,atencion de partos en servicios,vaginales,2016-07-01,89,89
PUNA,atencion de partos en servicios,vaginales,2016-07-01,8,8
PUNATA,atencion de partos en servicios,vaginales,2016-07-01,52,52
QUIABAYA,atencion de partos en servicios,vaginales,2016-07-01,4,4
QUILLACOLLO,atencion de partos en servicios,vaginales,2016-07-01,141,141
QUIME,atencion de partos en servicios,vaginales,2016-07-01,6,6
RAVELO,atencion de partos en servicios,vaginales,2016-07-01,5,5
REYES,atencion de partos en servicios,vaginales,2016-07-01,12,12
RIBERALTA,atencion de partos en servicios,vaginales,2016-07-01,182,182
ROBORE,atencion de partos en servicios,vaginales,2016-07-01,17,17
RURRENABAQUE,atencion de partos en servicios,vaginales,2016-07-01,32,32
SABAYA,atencion de partos en servicios,vaginales,2016-07-01,1,1
SACABA,atencion de partos en servicios,vaginales,2016-07-01,158,158
SACABAMBA,atencion de partos en servicios,vaginales,2016-07-01,2,2
SACACA,atencion de partos en servicios,vaginales,2016-07-01,18,18
SAIPINA,atencion de partos en servicios,vaginales,2016-07-01,3,3
SALINAS DE GARCI MENDOZA,atencion de partos en servicios,vaginales,2016-07-01,9,9
SAMAIPATA,atencion de partos en servicios,vaginales,2016-07-01,3,3
SAN ANDRES,atencion de partos en servicios,vaginales,2016-07-01,5,5
SAN ANTONIO DE LOMERIO,atencion de partos en servicios,vaginales,2016-07-01,3,3
SAN BENITO,atencion de partos en servicios,vaginales,2016-07-01,4,4
SAN BORJA,atencion de partos en servicios,vaginales,2016-07-01,37,37
SAN BUENA VENTURA,atencion de partos en servicios,vaginales,2016-07-01,21,21
SAN CARLOS,atencion de partos en servicios,vaginales,2016-07-01,17,17
SAN IGNACIO,atencion de partos en servicios,vaginales,2016-07-01,23,23
SAN IGNACIO DE VELASCO,atencion de partos en servicios,vaginales,2016-07-01,69,69
SAN JAVIER(BNI),atencion de partos en servicios,vaginales,2016-07-01,2,2
SAN JAVIER(STC),atencion de partos en servicios,vaginales,2016-07-01,27,27
SAN JOAQUIN,atencion de partos en servicios,vaginales,2016-07-01,5,5
SAN JOSE DE CHIQUITOS,atencion de partos en servicios,vaginales,2016-07-01,24,24
SAN JUAN DE YAPACANI,atencion de partos en servicios,vaginales,2016-07-01,12,12
SAN JULIAN,atencion de partos en servicios,vaginales,2016-07-01,50,50
SAN LORENZO(PND),atencion de partos en servicios,vaginales,2016-07-01,3,3
SAN LORENZO(TJA),atencion de partos en servicios,vaginales,2016-07-01,2,2
SAN LUCAS,atencion de partos en servicios,vaginales,2016-07-01,18,18
SAN MATIAS,atencion de partos en servicios,vaginales,2016-07-01,19,19
SAN MIGUEL DE VELASCO,atencion de partos en servicios,vaginales,2016-07-01,11,11
SAN PEDRO,atencion de partos en servicios,vaginales,2016-07-01,4,4
SAN PEDRO DE BUENA VISTA,atencion de partos en servicios,vaginales,2016-07-01,19,19
SAN PEDRO DE CURAHUARA,atencion de partos en servicios,vaginales,2016-07-01,3,3
SAN PEDRO DE TIQUINA,atencion de partos en servicios,vaginales,2016-07-01,1,1
SAN RAFAEL,atencion de partos en servicios,vaginales,2016-07-01,5,5
SAN RAMON BENI,atencion de partos en servicios,vaginales,2016-07-01,2,2
SAN RAMON SCZ,atencion de partos en servicios,vaginales,2016-07-01,20,20
SANTA ANA,atencion de partos en servicios,vaginales,2016-07-01,16,16
SANTA CRUZ DE LA SIERRA,atencion de partos en servicios,vaginales,2016-07-01,1363,1363
SANTA ROSA,atencion de partos en servicios,vaginales,2016-07-01,12,12
SANTA ROSA DEL SARA,atencion de partos en servicios,vaginales,2016-07-01,5,5
SANTIAGO DE HUARI,atencion de partos en servicios,vaginales,2016-07-01,6,6
SANTIAGO DE HUATA,atencion de partos en servicios,vaginales,2016-07-01,4,4
SANTIAGO DE MACHACA,atencion de partos en servicios,vaginales,2016-07-01,2,2
SANTIVAÑES,atencion de partos en servicios,vaginales,2016-07-01,2,2
SANTUARIO DE QUILLACAS,atencion de partos en servicios,vaginales,2016-07-01,1,1
SAPAHAQUI,atencion de partos en servicios,vaginales,2016-07-01,4,4
SENA,atencion de partos en servicios,vaginales,2016-07-01,5,5
SHINAOTA,atencion de partos en servicios,vaginales,2016-07-01,30,30
SICA SICA (VILLA AROMA),atencion de partos en servicios,vaginales,2016-07-01,12,12
SIPE SIPE,atencion de partos en servicios,vaginales,2016-07-01,41,41
SOPACHUY,atencion de partos en servicios,vaginales,2016-07-01,2,2
SORATA,atencion de partos en servicios,vaginales,2016-07-01,5,5
SUCRE,atencion de partos en servicios,vaginales,2016-07-01,320,320
TACACOMA,atencion de partos en servicios,vaginales,2016-07-01,5,5
TACOBAMBA,atencion de partos en servicios,vaginales,2016-07-01,1,1
TACOPAYA,atencion de partos en servicios,vaginales,2016-07-01,8,8
TAPACARI,atencion de partos en servicios,vaginales,2016-07-01,6,6
TARABUCO,atencion de partos en servicios,vaginales,2016-07-01,8,8
TARACO,atencion de partos en servicios,vaginales,2016-07-01,1,1
TARATA,atencion de partos en servicios,vaginales,2016-07-01,6,6
TARIJA,atencion de partos en servicios,vaginales,2016-07-01,254,254
TARVITA,atencion de partos en servicios,vaginales,2016-07-01,11,11
TEOPONTE,atencion de partos en servicios,vaginales,2016-07-01,8,8
TIAWANACU,atencion de partos en servicios,vaginales,2016-07-01,5,5
TINGUIPAYA,atencion de partos en servicios,vaginales,2016-07-01,1,1
TIPUANI,atencion de partos en servicios,vaginales,2016-07-01,7,7
TIQUIPAYA,atencion de partos en servicios,vaginales,2016-07-01,73,73
TIRAQUE (CBBA),atencion de partos en servicios,vaginales,2016-07-01,15,15
TOCO,atencion de partos en servicios,vaginales,2016-07-01,1,1
TOLATA,atencion de partos en servicios,vaginales,2016-07-01,2,2
TOLEDO,atencion de partos en servicios,vaginales,2016-07-01,1,1
TOMAVE,atencion de partos en servicios,vaginales,2016-07-01,5,5
TOMINA,atencion de partos en servicios,vaginales,2016-07-01,6,6
TORO TORO,atencion de partos en servicios,vaginales,2016-07-01,4,4
TOTORA(CBBA),atencion de partos en servicios,vaginales,2016-07-01,12,12
TOTORA(ORR),atencion de partos en servicios,vaginales,2016-07-01,5,5
TRINIDAD,atencion de partos en servicios,vaginales,2016-07-01,145,145
TUPIZA,atencion de partos en servicios,vaginales,2016-07-01,58,58
TURCO,atencion de partos en servicios,vaginales,2016-07-01,2,2
UMALA,atencion de partos en servicios,vaginales,2016-07-01,6,6
UNCIA,atencion de partos en servicios,vaginales,2016-07-01,19,19
URIONDO (A. CONCEPCION),atencion de partos en servicios,vaginales,2016-07-01,12,12
URUBICHA,atencion de partos en servicios,vaginales,2016-07-01,8,8
UYUNI,atencion de partos en servicios,vaginales,2016-07-01,37,37
VACAS,atencion de partos en servicios,vaginales,2016-07-01,8,8
VALLEGRANDE,atencion de partos en servicios,vaginales,2016-07-01,12,12
VIACHA,atencion de partos en servicios,vaginales,2016-07-01,53,53
VILA VILA,atencion de partos en servicios,vaginales,2016-07-01,6,6
VILLA CHARCAS,atencion de partos en servicios,vaginales,2016-07-01,13,13
VILLA MONTES,atencion de partos en servicios,vaginales,2016-07-01,63,63
VILLA RIVERO,atencion de partos en servicios,vaginales,2016-07-01,4,4
VILLA SERRANO,atencion de partos en servicios,vaginales,2016-07-01,3,3
VILLA TUNARI,atencion de partos en servicios,vaginales,2016-07-01,68,68
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en servicios,vaginales,2016-07-01,10,10
VILLAZON,atencion de partos en servicios,vaginales,2016-07-01,37,37
VINTO,atencion de partos en servicios,vaginales,2016-07-01,45,45
VITICHI,atencion de partos en servicios,vaginales,2016-07-01,5,5
WALDO BALLIVIAN,atencion de partos en servicios,vaginales,2016-07-01,1,1
WARNES,atencion de partos en servicios,vaginales,2016-07-01,94,94
YACO,atencion de partos en servicios,vaginales,2016-07-01,3,3
YACUIBA,atencion de partos en servicios,vaginales,2016-07-01,111,111
YAMPARAEZ,atencion de partos en servicios,vaginales,2016-07-01,8,8
YANACACHI,atencion de partos en servicios,vaginales,2016-07-01,2,2
YAPACANI,atencion de partos en servicios,vaginales,2016-07-01,57,57
YOTALA,atencion de partos en servicios,vaginales,2016-07-01,10,10
YUNCHARA,atencion de partos en servicios,vaginales,2016-07-01,3,3
ZUDAÑEZ,atencion de partos en servicios,vaginales,2016-07-01,5,5
ACACIO,atencion de partos en servicios,vaginales,2016-08-01,1,1
ACHACACHI,atencion de partos en servicios,vaginales,2016-08-01,16,16
ACHOCALLA,atencion de partos en servicios,vaginales,2016-08-01,7,7
AIQUILE,atencion de partos en servicios,vaginales,2016-08-01,29,29
ALCALA,atencion de partos en servicios,vaginales,2016-08-01,4,4
ALTO BENI,atencion de partos en servicios,vaginales,2016-08-01,6,6
ANCORAIMES,atencion de partos en servicios,vaginales,2016-08-01,5,5
ANDAMARCA,atencion de partos en servicios,vaginales,2016-08-01,1,1
ANTEQUERA,atencion de partos en servicios,vaginales,2016-08-01,1,1
ANZALDO,atencion de partos en servicios,vaginales,2016-08-01,3,3
APOLO,atencion de partos en servicios,vaginales,2016-08-01,16,16
ARAMPAMPA,atencion de partos en servicios,vaginales,2016-08-01,1,1
ARANI,atencion de partos en servicios,vaginales,2016-08-01,12,12
ARBIETO,atencion de partos en servicios,vaginales,2016-08-01,15,15
ARQUE,atencion de partos en servicios,vaginales,2016-08-01,5,5
ASCENCION DE GUARAYOS,atencion de partos en servicios,vaginales,2016-08-01,49,49
ATOCHA,atencion de partos en servicios,vaginales,2016-08-01,8,8
AYATA,atencion de partos en servicios,vaginales,2016-08-01,1,1
AYO AYO,atencion de partos en servicios,vaginales,2016-08-01,2,2
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en servicios,vaginales,2016-08-01,13,13
AZURDUY,atencion de partos en servicios,vaginales,2016-08-01,8,8
BATALLAS,atencion de partos en servicios,vaginales,2016-08-01,4,4
BAURES,atencion de partos en servicios,vaginales,2016-08-01,6,6
BELLA FLOR,atencion de partos en servicios,vaginales,2016-08-01,1,1
BERMEJO,atencion de partos en servicios,vaginales,2016-08-01,21,21
BETANZOS,atencion de partos en servicios,vaginales,2016-08-01,21,21
BOLIVAR,atencion de partos en servicios,vaginales,2016-08-01,1,1
BOYUIBE,atencion de partos en servicios,vaginales,2016-08-01,9,9
BUENA VISTA,atencion de partos en servicios,vaginales,2016-08-01,10,10
CABEZAS,atencion de partos en servicios,vaginales,2016-08-01,13,13
CAIROMA,atencion de partos en servicios,vaginales,2016-08-01,13,13
"CAIZA ""D""",atencion de partos en servicios,vaginales,2016-08-01,6,6
CAJUATA,atencion de partos en servicios,vaginales,2016-08-01,12,12
CALACOTO,atencion de partos en servicios,vaginales,2016-08-01,2,2
CALAMARCA,atencion de partos en servicios,vaginales,2016-08-01,9,9
CAMARGO,atencion de partos en servicios,vaginales,2016-08-01,24,24
CAMATAQUI (C. VILLA ABECIA),atencion de partos en servicios,vaginales,2016-08-01,5,5
CAMIRI,atencion de partos en servicios,vaginales,2016-08-01,36,36
CAPINOTA,atencion de partos en servicios,vaginales,2016-08-01,12,12
CARACOLLO,atencion de partos en servicios,vaginales,2016-08-01,18,18
CARANAVI,atencion de partos en servicios,vaginales,2016-08-01,71,71
CARAPARI,atencion de partos en servicios,vaginales,2016-08-01,8,8
CARMEN RIVERO TORREZ,atencion de partos en servicios,vaginales,2016-08-01,4,4
CATACORA,atencion de partos en servicios,vaginales,2016-08-01,2,2
CHALLAPATA,atencion de partos en servicios,vaginales,2016-08-01,34,34
CHAQUI,atencion de partos en servicios,vaginales,2016-08-01,4,4
CHARAGUA,atencion de partos en servicios,vaginales,2016-08-01,48,48
CHAYANTA,atencion de partos en servicios,vaginales,2016-08-01,3,3
CHIMORE,atencion de partos en servicios,vaginales,2016-08-01,15,15
CHIPAYA,atencion de partos en servicios,vaginales,2016-08-01,1,1
CHUA COCANI,atencion de partos en servicios,vaginales,2016-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en servicios,vaginales,2016-08-01,18,18
CHUMA,atencion de partos en servicios,vaginales,2016-08-01,2,2
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en servicios,vaginales,2016-08-01,8,8
CKOCHAS,atencion de partos en servicios,vaginales,2016-08-01,6,6
CLIZA,atencion de partos en servicios,vaginales,2016-08-01,30,30
COBIJA,atencion de partos en servicios,vaginales,2016-08-01,79,79
COCAPATA,atencion de partos en servicios,vaginales,2016-08-01,15,15
COCHABAMBA,atencion de partos en servicios,vaginales,2016-08-01,818,818
COLCAPIRHUA,atencion de partos en servicios,vaginales,2016-08-01,24,24
"COLCHA ""K""",atencion de partos en servicios,vaginales,2016-08-01,2,2
COLOMI,atencion de partos en servicios,vaginales,2016-08-01,21,21
COLPA BELGICA,atencion de partos en servicios,vaginales,2016-08-01,8,8
COLQUECHACA,atencion de partos en servicios,vaginales,2016-08-01,17,17
COLQUENCHA,atencion de partos en servicios,vaginales,2016-08-01,1,1
COLQUIRI,atencion de partos en servicios,vaginales,2016-08-01,8,8
COMARAPA,atencion de partos en servicios,vaginales,2016-08-01,24,24
CONCEPCION,atencion de partos en servicios,vaginales,2016-08-01,21,21
COPACABANA,atencion de partos en servicios,vaginales,2016-08-01,7,7
CORIPATA,atencion de partos en servicios,vaginales,2016-08-01,7,7
CORO CORO,atencion de partos en servicios,vaginales,2016-08-01,2,2
COROICO,atencion de partos en servicios,vaginales,2016-08-01,19,19
CORQUE,atencion de partos en servicios,vaginales,2016-08-01,1,1
COTAGAITA,atencion de partos en servicios,vaginales,2016-08-01,8,8
COTOCA,atencion de partos en servicios,vaginales,2016-08-01,77,77
CUATRO CAÑADAS,atencion de partos en servicios,vaginales,2016-08-01,16,16
CUCHUMUELA (V. G. VILLARROEL),atencion de partos en servicios,vaginales,2016-08-01,2,2
CULPINA,atencion de partos en servicios,vaginales,2016-08-01,12,12
CURAHUARA DE CARANGAS,atencion de partos en servicios,vaginales,2016-08-01,5,5
DESAGUADERO,atencion de partos en servicios,vaginales,2016-08-01,4,4
EL ALTO,atencion de partos en servicios,vaginales,2016-08-01,1074,1074
EL PUENTE(STC),atencion de partos en servicios,vaginales,2016-08-01,6,6
EL PUENTE(TJA),atencion de partos en servicios,vaginales,2016-08-01,4,4
EL TORNO,atencion de partos en servicios,vaginales,2016-08-01,49,49
EL VILLAR,atencion de partos en servicios,vaginales,2016-08-01,3,3
ENTRE RIOS TRJ,atencion de partos en servicios,vaginales,2016-08-01,21,21
ENTRE RIOS CBBA,atencion de partos en servicios,vaginales,2016-08-01,25,25
ESCARA,atencion de partos en servicios,vaginales,2016-08-01,2,2
ESCOMA,atencion de partos en servicios,vaginales,2016-08-01,5,5
EUCALIPTUS,atencion de partos en servicios,vaginales,2016-08-01,4,4
EXALTACION,atencion de partos en servicios,vaginales,2016-08-01,2,2
FERNANDEZ ALONSO,atencion de partos en servicios,vaginales,2016-08-01,9,9
FILADELFIA,atencion de partos en servicios,vaginales,2016-08-01,3,3
GENERAL SAAVEDRA,atencion de partos en servicios,vaginales,2016-08-01,16,16
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en servicios,vaginales,2016-08-01,1,1
GUANAY,atencion de partos en servicios,vaginales,2016-08-01,15,15
GUAQUI,atencion de partos en servicios,vaginales,2016-08-01,1,1
GUAYARAMERIN,atencion de partos en servicios,vaginales,2016-08-01,69,69
GUTIERREZ,atencion de partos en servicios,vaginales,2016-08-01,12,12
HUACARETA,atencion de partos en servicios,vaginales,2016-08-01,7,7
HUANUNI,atencion de partos en servicios,vaginales,2016-08-01,17,17
HUARACAJE,atencion de partos en servicios,vaginales,2016-08-01,1,1
HUARINA,atencion de partos en servicios,vaginales,2016-08-01,5,5
HUATAJATA,atencion de partos en servicios,vaginales,2016-08-01,1,1
HUAYLLAMARCA,atencion de partos en servicios,vaginales,2016-08-01,2,2
HUMANATA,atencion de partos en servicios,vaginales,2016-08-01,2,2
ICLA,atencion de partos en servicios,vaginales,2016-08-01,8,8
INCAHUASI,atencion de partos en servicios,vaginales,2016-08-01,6,6
INQUISIVI,atencion de partos en servicios,vaginales,2016-08-01,3,3
IRUPANA (VILLA DE LANZA),atencion de partos en servicios,vaginales,2016-08-01,11,11
IXIAMAS,atencion de partos en servicios,vaginales,2016-08-01,10,10
JESUS DE MACHACA,atencion de partos en servicios,vaginales,2016-08-01,4,4
LA ASUNTA,atencion de partos en servicios,vaginales,2016-08-01,48,48
LA GUARDIA,atencion de partos en servicios,vaginales,2016-08-01,54,54
LA PAZ,atencion de partos en servicios,vaginales,2016-08-01,768,768
LAGUNILLAS,atencion de partos en servicios,vaginales,2016-08-01,6,6
LAJA,atencion de partos en servicios,vaginales,2016-08-01,7,7
LAS CARRERAS,atencion de partos en servicios,vaginales,2016-08-01,3,3
