municipality,group,variable,month,Días camas disponibles otros servicios,TOTAL
SAN BORJA,internaciones,dias camas disponibles otros servicios,2007-01-01,496,496
SAN BUENA VENTURA,internaciones,dias camas disponibles otros servicios,2007-01-01,217,217
SAN CARLOS,internaciones,dias camas disponibles otros servicios,2007-01-01,991,991
SAN IGNACIO,internaciones,dias camas disponibles otros servicios,2007-01-01,713,713
SAN IGNACIO DE VELASCO,internaciones,dias camas disponibles otros servicios,2007-01-01,3317,3317
SAN JOAQUIN,internaciones,dias camas disponibles otros servicios,2007-01-01,124,124
SAN JOSE DE CHIQUITOS,internaciones,dias camas disponibles otros servicios,2007-01-01,651,651
SAN JUAN DE YAPACANI,internaciones,dias camas disponibles otros servicios,2007-01-01,324,324
SAN JULIAN,internaciones,dias camas disponibles otros servicios,2007-01-01,1178,1178
SAN LORENZO(TJA),internaciones,dias camas disponibles otros servicios,2007-01-01,124,124
SAN LUCAS,internaciones,dias camas disponibles otros servicios,2007-01-01,589,589
SAN MATIAS,internaciones,dias camas disponibles otros servicios,2007-01-01,713,713
SAN MIGUEL DE VELASCO,internaciones,dias camas disponibles otros servicios,2007-01-01,217,217
SAN PEDRO,internaciones,dias camas disponibles otros servicios,2007-01-01,890,890
SAN PEDRO DE BUENA VISTA,internaciones,dias camas disponibles otros servicios,2007-01-01,155,155
SAN RAFAEL,internaciones,dias camas disponibles otros servicios,2007-01-01,248,248
SAN RAMON,internaciones,dias camas disponibles otros servicios,2007-01-01,124,124
SAN RAMON,internaciones,dias camas disponibles otros servicios,2007-01-01,279,279
SANTA ANA,internaciones,dias camas disponibles otros servicios,2007-01-01,403,403
SANTA CRUZ DE LA SIERRA,internaciones,dias camas disponibles otros servicios,2007-01-01,33326,33326
SANTA ROSA,internaciones,dias camas disponibles otros servicios,2007-01-01,186,186
SANTA ROSA DEL SARA,internaciones,dias camas disponibles otros servicios,2007-01-01,248,248
SANTIAGO DE HUARI,internaciones,dias camas disponibles otros servicios,2007-01-01,124,124
SANTIAGO DE MACHACA,internaciones,dias camas disponibles otros servicios,2007-01-01,62,62
SANTIVAÑES,internaciones,dias camas disponibles otros servicios,2007-01-01,341,341
SENA,internaciones,dias camas disponibles otros servicios,2007-01-01,310,310
SICA SICA (VILLA AROMA),internaciones,dias camas disponibles otros servicios,2007-01-01,93,93
SICAYA,internaciones,dias camas disponibles otros servicios,2007-01-01,124,124
SIPE SIPE,internaciones,dias camas disponibles otros servicios,2007-01-01,620,620
SOPACHUY,internaciones,dias camas disponibles otros servicios,2007-01-01,527,527
SORATA,internaciones,dias camas disponibles otros servicios,2007-01-01,620,620
SUCRE,internaciones,dias camas disponibles otros servicios,2007-01-01,35278,35278
TACACOMA,internaciones,dias camas disponibles otros servicios,2007-01-01,31,31
TACOPAYA,internaciones,dias camas disponibles otros servicios,2007-01-01,93,93
TAPACARI,internaciones,dias camas disponibles otros servicios,2007-01-01,339,339
TARABUCO,internaciones,dias camas disponibles otros servicios,2007-01-01,248,248
TARATA,internaciones,dias camas disponibles otros servicios,2007-01-01,60,60
TARIJA,internaciones,dias camas disponibles otros servicios,2007-01-01,9715,9715
TARVITA,internaciones,dias camas disponibles otros servicios,2007-01-01,589,589
TEOPONTE,internaciones,dias camas disponibles otros servicios,2007-01-01,124,124
TIPUANI,internaciones,dias camas disponibles otros servicios,2007-01-01,62,62
TIQUIPAYA,internaciones,dias camas disponibles otros servicios,2007-01-01,650,650
TIRAQUE (CBBA),internaciones,dias camas disponibles otros servicios,2007-01-01,806,806
TOCO,internaciones,dias camas disponibles otros servicios,2007-01-01,93,93
TODOS SANTOS,internaciones,dias camas disponibles otros servicios,2007-01-01,2,2
TOLATA,internaciones,dias camas disponibles otros servicios,2007-01-01,60,60
TOLEDO,internaciones,dias camas disponibles otros servicios,2007-01-01,155,155
TOMAVE,internaciones,dias camas disponibles otros servicios,2007-01-01,124,124
TOMINA,internaciones,dias camas disponibles otros servicios,2007-01-01,217,217
TORO TORO,internaciones,dias camas disponibles otros servicios,2007-01-01,31,31
TOTORA(CBBA),internaciones,dias camas disponibles otros servicios,2007-01-01,552,552
TRIGAL,internaciones,dias camas disponibles otros servicios,2007-01-01,31,31
TRINIDAD,internaciones,dias camas disponibles otros servicios,2007-01-01,5760,5760
TUPIZA,internaciones,dias camas disponibles otros servicios,2007-01-01,2914,2914
TURCO,internaciones,dias camas disponibles otros servicios,2007-01-01,124,124
UNCIA,internaciones,dias camas disponibles otros servicios,2007-01-01,186,186
URIONDO (A. CONCEPCION),internaciones,dias camas disponibles otros servicios,2007-01-01,72,72
URUBICHA,internaciones,dias camas disponibles otros servicios,2007-01-01,186,186
UYUNI,internaciones,dias camas disponibles otros servicios,2007-01-01,916,916
VACAS,internaciones,dias camas disponibles otros servicios,2007-01-01,31,31
VALLEGRANDE,internaciones,dias camas disponibles otros servicios,2007-01-01,774,774
VILA VILA,internaciones,dias camas disponibles otros servicios,2007-01-01,61,61
VILLA MONTES,internaciones,dias camas disponibles otros servicios,2007-01-01,1435,1435
VILLA RIVERO,internaciones,dias camas disponibles otros servicios,2007-01-01,93,93
VILLA SERRANO,internaciones,dias camas disponibles otros servicios,2007-01-01,279,279
VILLA TUNARI,internaciones,dias camas disponibles otros servicios,2007-01-01,2015,2015
VILLA VACA GUZMAN (MUYUPAMPA),internaciones,dias camas disponibles otros servicios,2007-01-01,279,279
VILLAZON,internaciones,dias camas disponibles otros servicios,2007-01-01,1116,1116
VINTO,internaciones,dias camas disponibles otros servicios,2007-01-01,217,217
VITICHI,internaciones,dias camas disponibles otros servicios,2007-01-01,124,124
WARNES,internaciones,dias camas disponibles otros servicios,2007-01-01,834,834
YACUIBA,internaciones,dias camas disponibles otros servicios,2007-01-01,2711,2711
YAMPARAEZ,internaciones,dias camas disponibles otros servicios,2007-01-01,341,341
YANACACHI,internaciones,dias camas disponibles otros servicios,2007-01-01,31,31
YAPACANI,internaciones,dias camas disponibles otros servicios,2007-01-01,757,757
YOCALLA,internaciones,dias camas disponibles otros servicios,2007-01-01,31,31
YOTALA,internaciones,dias camas disponibles otros servicios,2007-01-01,217,217
ZUDAÑEZ,internaciones,dias camas disponibles otros servicios,2007-01-01,93,93
ACACIO,internaciones,dias camas disponibles otros servicios,2007-02-01,112,112
ACHACACHI,internaciones,dias camas disponibles otros servicios,2007-02-01,300,300
AIQUILE,internaciones,dias camas disponibles otros servicios,2007-02-01,1148,1148
ALCALA,internaciones,dias camas disponibles otros servicios,2007-02-01,56,56
ANCORAIMES,internaciones,dias camas disponibles otros servicios,2007-02-01,84,84
ANDAMARCA,internaciones,dias camas disponibles otros servicios,2007-02-01,56,56
ANTEQUERA,internaciones,dias camas disponibles otros servicios,2007-02-01,56,56
ANZALDO,internaciones,dias camas disponibles otros servicios,2007-02-01,55,55
APOLO,internaciones,dias camas disponibles otros servicios,2007-02-01,84,84
ARAMPAMPA,internaciones,dias camas disponibles otros servicios,2007-02-01,140,140
ARANI,internaciones,dias camas disponibles otros servicios,2007-02-01,52,52
ARBIETO,internaciones,dias camas disponibles otros servicios,2007-02-01,60,60
ARQUE,internaciones,dias camas disponibles otros servicios,2007-02-01,170,170
ASCENCION DE GUARAYOS,internaciones,dias camas disponibles otros servicios,2007-02-01,132,132
ATOCHA,internaciones,dias camas disponibles otros servicios,2007-02-01,1212,1212
AYATA,internaciones,dias camas disponibles otros servicios,2007-02-01,84,84
AYOPAYA (V. DE INDEPENDENCIA),internaciones,dias camas disponibles otros servicios,2007-02-01,1179,1179
AZURDUY,internaciones,dias camas disponibles otros servicios,2007-02-01,336,336
BATALLAS,internaciones,dias camas disponibles otros servicios,2007-02-01,56,56
BAURES,internaciones,dias camas disponibles otros servicios,2007-02-01,56,56
BERMEJO,internaciones,dias camas disponibles otros servicios,2007-02-01,1346,1346
BETANZOS,internaciones,dias camas disponibles otros servicios,2007-02-01,336,336
BOLIVAR,internaciones,dias camas disponibles otros servicios,2007-02-01,148,148
BOYUIBE,internaciones,dias camas disponibles otros servicios,2007-02-01,308,308
BUENA VISTA,internaciones,dias camas disponibles otros servicios,2007-02-01,574,574
CABEZAS,internaciones,dias camas disponibles otros servicios,2007-02-01,280,280
CAIROMA,internaciones,dias camas disponibles otros servicios,2007-02-01,28,28
"CAIZA ""D""",internaciones,dias camas disponibles otros servicios,2007-02-01,196,196
CAJUATA,internaciones,dias camas disponibles otros servicios,2007-02-01,31,31
CAMARGO,internaciones,dias camas disponibles otros servicios,2007-02-01,672,672
CAMATAQUI (C. VILLA ABECIA),internaciones,dias camas disponibles otros servicios,2007-02-01,84,84
CAMIRI,internaciones,dias camas disponibles otros servicios,2007-02-01,2268,2268
CAPINOTA,internaciones,dias camas disponibles otros servicios,2007-02-01,423,423
CAQUIAVIRI,internaciones,dias camas disponibles otros servicios,2007-02-01,28,28
CARACOLLO,internaciones,dias camas disponibles otros servicios,2007-02-01,208,208
CARANAVI,internaciones,dias camas disponibles otros servicios,2007-02-01,1008,1008
CARMEN RIVERO TORREZ,internaciones,dias camas disponibles otros servicios,2007-02-01,44,44
CHALLAPATA,internaciones,dias camas disponibles otros servicios,2007-02-01,504,504
CHAQUI,internaciones,dias camas disponibles otros servicios,2007-02-01,56,56
CHARAGUA,internaciones,dias camas disponibles otros servicios,2007-02-01,952,952
CHARAÑA,internaciones,dias camas disponibles otros servicios,2007-02-01,28,28
CHAYANTA,internaciones,dias camas disponibles otros servicios,2007-02-01,112,112
CHIMORE,internaciones,dias camas disponibles otros servicios,2007-02-01,112,112
CHULUMANI (V. DE LA LIBERTAD),internaciones,dias camas disponibles otros servicios,2007-02-01,787,787
CHUMA,internaciones,dias camas disponibles otros servicios,2007-02-01,112,112
CLIZA,internaciones,dias camas disponibles otros servicios,2007-02-01,36,36
COBIJA,internaciones,dias camas disponibles otros servicios,2007-02-01,1456,1456
COCHABAMBA,internaciones,dias camas disponibles otros servicios,2007-02-01,44548,44548
COLCAPIRHUA,internaciones,dias camas disponibles otros servicios,2007-02-01,1064,1064
"COLCHA ""K""",internaciones,dias camas disponibles otros servicios,2007-02-01,56,56
COLOMI,internaciones,dias camas disponibles otros servicios,2007-02-01,196,196
COLPA BELGICA,internaciones,dias camas disponibles otros servicios,2007-02-01,168,168
COLQUIRI,internaciones,dias camas disponibles otros servicios,2007-02-01,196,196
COMARAPA,internaciones,dias camas disponibles otros servicios,2007-02-01,644,644
CONCEPCION,internaciones,dias camas disponibles otros servicios,2007-02-01,364,364
COPACABANA,internaciones,dias camas disponibles otros servicios,2007-02-01,168,168
CORIPATA,internaciones,dias camas disponibles otros servicios,2007-02-01,28,28
CORO CORO,internaciones,dias camas disponibles otros servicios,2007-02-01,168,168
COROICO,internaciones,dias camas disponibles otros servicios,2007-02-01,896,896
COTAGAITA,internaciones,dias camas disponibles otros servicios,2007-02-01,420,420
COTOCA,internaciones,dias camas disponibles otros servicios,2007-02-01,588,588
CUATRO CAÑADAS,internaciones,dias camas disponibles otros servicios,2007-02-01,174,174
CUCHUMUELA (V. G. VILLARROEL),internaciones,dias camas disponibles otros servicios,2007-02-01,28,28
CULPINA,internaciones,dias camas disponibles otros servicios,2007-02-01,448,448
CURAHUARA DE CARANGAS,internaciones,dias camas disponibles otros servicios,2007-02-01,66,66
DESAGUADERO,internaciones,dias camas disponibles otros servicios,2007-02-01,112,112
EL ALTO,internaciones,dias camas disponibles otros servicios,2007-02-01,11900,11900
EL PUENTE(STC),internaciones,dias camas disponibles otros servicios,2007-02-01,143,143
EL PUENTE(TJA),internaciones,dias camas disponibles otros servicios,2007-02-01,93,93
EL TORNO,internaciones,dias camas disponibles otros servicios,2007-02-01,1542,1542
EL VILLAR,internaciones,dias camas disponibles otros servicios,2007-02-01,112,112
ENTRE RIOS,internaciones,dias camas disponibles otros servicios,2007-02-01,336,336
ENTRE RIOS,internaciones,dias camas disponibles otros servicios,2007-02-01,364,364
EUCALIPTUS,internaciones,dias camas disponibles otros servicios,2007-02-01,112,112
FERNANDEZ ALONSO,internaciones,dias camas disponibles otros servicios,2007-02-01,1596,1596
FILADELFIA,internaciones,dias camas disponibles otros servicios,2007-02-01,88,88
GENERAL SAAVEDRA,internaciones,dias camas disponibles otros servicios,2007-02-01,224,224
GRAL. J.J. PEREZ (CHARAZANI),internaciones,dias camas disponibles otros servicios,2007-02-01,112,112
GUANAY,internaciones,dias camas disponibles otros servicios,2007-02-01,168,168
GUAYARAMERIN,internaciones,dias camas disponibles otros servicios,2007-02-01,1610,1610
GUTIERREZ,internaciones,dias camas disponibles otros servicios,2007-02-01,610,610
HUACARETA,internaciones,dias camas disponibles otros servicios,2007-02-01,420,420
HUACAYA (VILLA DE HUACAYA),internaciones,dias camas disponibles otros servicios,2007-02-01,112,112
HUACHACALLA,internaciones,dias camas disponibles otros servicios,2007-02-01,56,56
HUANUNI,internaciones,dias camas disponibles otros servicios,2007-02-01,224,224
HUARACAJE,internaciones,dias camas disponibles otros servicios,2007-02-01,28,28
HUAYLLAMARCA,internaciones,dias camas disponibles otros servicios,2007-02-01,56,56
ICHOCA,internaciones,dias camas disponibles otros servicios,2007-02-01,28,28
ICLA,internaciones,dias camas disponibles otros servicios,2007-02-01,28,28
INCAHUASI,internaciones,dias camas disponibles otros servicios,2007-02-01,196,196
IRUPANA (VILLA DE LANZA),internaciones,dias camas disponibles otros servicios,2007-02-01,364,364
IXIAMAS,internaciones,dias camas disponibles otros servicios,2007-02-01,84,84
JESUS DE MACHACA,internaciones,dias camas disponibles otros servicios,2007-02-01,84,84
LA ASUNTA,internaciones,dias camas disponibles otros servicios,2007-02-01,336,336
LA GUARDIA,internaciones,dias camas disponibles otros servicios,2007-02-01,280,280
LA PAZ,internaciones,dias camas disponibles otros servicios,2007-02-01,56524,56524
LAGUNILLAS,internaciones,dias camas disponibles otros servicios,2007-02-01,112,112
LICOMA PAMPA,internaciones,dias camas disponibles otros servicios,2007-02-01,28,28
LLALLAGUA,internaciones,dias camas disponibles otros servicios,2007-02-01,644,644
LLICA,internaciones,dias camas disponibles otros servicios,2007-02-01,56,56
LURIBAY,internaciones,dias camas disponibles otros servicios,2007-02-01,28,28
MACHARETI,internaciones,dias camas disponibles otros servicios,2007-02-01,476,476
MAGDALENA,internaciones,dias camas disponibles otros servicios,2007-02-01,224,224
MAIRANA,internaciones,dias camas disponibles otros servicios,2007-02-01,140,140
MAPIRI,internaciones,dias camas disponibles otros servicios,2007-02-01,28,28
MINEROS,internaciones,dias camas disponibles otros servicios,2007-02-01,252,252
MIZQUE,internaciones,dias camas disponibles otros servicios,2007-02-01,500,500
MOJOCOYA,internaciones,dias camas disponibles otros servicios,2007-02-01,28,28
MONTEAGUDO,internaciones,dias camas disponibles otros servicios,2007-02-01,1148,1148
MONTERO,internaciones,dias camas disponibles otros servicios,2007-02-01,1736,1736
MORO MORO,internaciones,dias camas disponibles otros servicios,2007-02-01,86,86
MOROCHATA,internaciones,dias camas disponibles otros servicios,2007-02-01,248,248
NACEBE (SANTA ROSA DEL ABUNA),internaciones,dias camas disponibles otros servicios,2007-02-01,54,54
OCURI,internaciones,dias camas disponibles otros servicios,2007-02-01,644,644
OKINAWA,internaciones,dias camas disponibles otros servicios,2007-02-01,84,84
OMEREQUE,internaciones,dias camas disponibles otros servicios,2007-02-01,56,56
ORURO,internaciones,dias camas disponibles otros servicios,2007-02-01,12824,12824
PADILLA,internaciones,dias camas disponibles otros servicios,2007-02-01,336,336
PAILON,internaciones,dias camas disponibles otros servicios,2007-02-01,165,165
PALOS BLANCOS,internaciones,dias camas disponibles otros servicios,2007-02-01,336,336
PAMPA AULLAGAS,internaciones,dias camas disponibles otros servicios,2007-02-01,56,56
PAMPA GRANDE,internaciones,dias camas disponibles otros servicios,2007-02-01,140,140
