municipality,group,variable,month,Restauraciones,TOTAL
LAS CARRERAS,atenciones odontologicas,restauraciones,2009-02-01,29,29
LICOMA PAMPA,atenciones odontologicas,restauraciones,2009-02-01,25,25
LLALLAGUA,atenciones odontologicas,restauraciones,2009-02-01,339,339
LLICA,atenciones odontologicas,restauraciones,2009-02-01,18,18
LURIBAY,atenciones odontologicas,restauraciones,2009-02-01,7,7
MACHACAMARCA,atenciones odontologicas,restauraciones,2009-02-01,51,51
MACHARETI,atenciones odontologicas,restauraciones,2009-02-01,12,12
MAGDALENA,atenciones odontologicas,restauraciones,2009-02-01,123,123
MAIRANA,atenciones odontologicas,restauraciones,2009-02-01,54,54
MAPIRI,atenciones odontologicas,restauraciones,2009-02-01,131,131
MECAPACA,atenciones odontologicas,restauraciones,2009-02-01,19,19
MINEROS,atenciones odontologicas,restauraciones,2009-02-01,49,49
MIZQUE,atenciones odontologicas,restauraciones,2009-02-01,97,97
MOCOMOCO,atenciones odontologicas,restauraciones,2009-02-01,13,13
MOJOCOYA,atenciones odontologicas,restauraciones,2009-02-01,7,7
MONTEAGUDO,atenciones odontologicas,restauraciones,2009-02-01,145,145
MONTERO,atenciones odontologicas,restauraciones,2009-02-01,251,251
MORO MORO,atenciones odontologicas,restauraciones,2009-02-01,38,38
MOROCHATA,atenciones odontologicas,restauraciones,2009-02-01,64,64
OCURI,atenciones odontologicas,restauraciones,2009-02-01,23,23
OKINAWA,atenciones odontologicas,restauraciones,2009-02-01,28,28
ORURO,atenciones odontologicas,restauraciones,2009-02-01,1297,1297
PADCAYA,atenciones odontologicas,restauraciones,2009-02-01,326,326
PADILLA,atenciones odontologicas,restauraciones,2009-02-01,44,44
PAILON,atenciones odontologicas,restauraciones,2009-02-01,131,131
PALCA,atenciones odontologicas,restauraciones,2009-02-01,7,7
PALOS BLANCOS,atenciones odontologicas,restauraciones,2009-02-01,66,66
PAMPA AULLAGAS,atenciones odontologicas,restauraciones,2009-02-01,25,25
PAMPA GRANDE,atenciones odontologicas,restauraciones,2009-02-01,44,44
PAPEL PAMPA,atenciones odontologicas,restauraciones,2009-02-01,41,41
PASORAPA,atenciones odontologicas,restauraciones,2009-02-01,77,77
PATACAMAYA,atenciones odontologicas,restauraciones,2009-02-01,27,27
PAZÑA,atenciones odontologicas,restauraciones,2009-02-01,43,43
PELECHUCO,atenciones odontologicas,restauraciones,2009-02-01,5,5
POCOATA,atenciones odontologicas,restauraciones,2009-02-01,34,34
POCONA,atenciones odontologicas,restauraciones,2009-02-01,48,48
POJO (CBBA),atenciones odontologicas,restauraciones,2009-02-01,84,84
POOPO,atenciones odontologicas,restauraciones,2009-02-01,50,50
PORCO,atenciones odontologicas,restauraciones,2009-02-01,19,19
POROMA,atenciones odontologicas,restauraciones,2009-02-01,12,12
PORONGO,atenciones odontologicas,restauraciones,2009-02-01,73,73
PORTACHUELO,atenciones odontologicas,restauraciones,2009-02-01,158,158
PORVENIR,atenciones odontologicas,restauraciones,2009-02-01,24,24
POSTRER VALLE,atenciones odontologicas,restauraciones,2009-02-01,42,42
POTOSI,atenciones odontologicas,restauraciones,2009-02-01,1313,1313
PRESTO,atenciones odontologicas,restauraciones,2009-02-01,7,7
PUCARA,atenciones odontologicas,restauraciones,2009-02-01,12,12
PUCARANI,atenciones odontologicas,restauraciones,2009-02-01,44,44
PUERTO ACOSTA,atenciones odontologicas,restauraciones,2009-02-01,93,93
PUERTO CARABUCO,atenciones odontologicas,restauraciones,2009-02-01,34,34
PUERTO GONZALO MORENO,atenciones odontologicas,restauraciones,2009-02-01,8,8
PUERTO QUIJARRO,atenciones odontologicas,restauraciones,2009-02-01,58,58
PUERTO RICO,atenciones odontologicas,restauraciones,2009-02-01,13,13
PUERTO SILES,atenciones odontologicas,restauraciones,2009-02-01,59,59
PUERTO SUAREZ,atenciones odontologicas,restauraciones,2009-02-01,112,112
PUERTO VILLARROEL,atenciones odontologicas,restauraciones,2009-02-01,164,164
PUNA,atenciones odontologicas,restauraciones,2009-02-01,98,98
PUNATA,atenciones odontologicas,restauraciones,2009-02-01,378,378
QUILLACOLLO,atenciones odontologicas,restauraciones,2009-02-01,653,653
QUIME,atenciones odontologicas,restauraciones,2009-02-01,90,90
QUIRUSILLAS,atenciones odontologicas,restauraciones,2009-02-01,40,40
REYES,atenciones odontologicas,restauraciones,2009-02-01,74,74
RIBERALTA,atenciones odontologicas,restauraciones,2009-02-01,351,351
ROBORE,atenciones odontologicas,restauraciones,2009-02-01,98,98
RURRENABAQUE,atenciones odontologicas,restauraciones,2009-02-01,72,72
SABAYA,atenciones odontologicas,restauraciones,2009-02-01,17,17
SACABA,atenciones odontologicas,restauraciones,2009-02-01,513,513
SACABAMBA,atenciones odontologicas,restauraciones,2009-02-01,66,66
SACACA,atenciones odontologicas,restauraciones,2009-02-01,48,48
SAIPINA,atenciones odontologicas,restauraciones,2009-02-01,9,9
SALINAS DE GARCI MENDOZA,atenciones odontologicas,restauraciones,2009-02-01,49,49
SAMAIPATA,atenciones odontologicas,restauraciones,2009-02-01,166,166
SAN AGUSTIN,atenciones odontologicas,restauraciones,2009-02-01,3,3
SAN ANDRES DE MACHACA,atenciones odontologicas,restauraciones,2009-02-01,24,24
SAN ANTONIO DE LOMERIO,atenciones odontologicas,restauraciones,2009-02-01,39,39
SAN BENITO,atenciones odontologicas,restauraciones,2009-02-01,69,69
SAN BORJA,atenciones odontologicas,restauraciones,2009-02-01,223,223
SAN BUENA VENTURA,atenciones odontologicas,restauraciones,2009-02-01,25,25
SAN CARLOS,atenciones odontologicas,restauraciones,2009-02-01,111,111
SAN IGNACIO,atenciones odontologicas,restauraciones,2009-02-01,298,298
SAN IGNACIO DE VELASCO,atenciones odontologicas,restauraciones,2009-02-01,217,217
SAN JAVIER(STC),atenciones odontologicas,restauraciones,2009-02-01,47,47
SAN JOAQUIN,atenciones odontologicas,restauraciones,2009-02-01,19,19
SAN JUAN DE YAPACANI,atenciones odontologicas,restauraciones,2009-02-01,20,20
SAN JULIAN,atenciones odontologicas,restauraciones,2009-02-01,58,58
SAN LORENZO(PND),atenciones odontologicas,restauraciones,2009-02-01,10,10
SAN LORENZO(TJA),atenciones odontologicas,restauraciones,2009-02-01,195,195
SAN LUCAS,atenciones odontologicas,restauraciones,2009-02-01,37,37
SAN MATIAS,atenciones odontologicas,restauraciones,2009-02-01,61,61
SAN MIGUEL DE VELASCO,atenciones odontologicas,restauraciones,2009-02-01,121,121
SAN PEDRO,atenciones odontologicas,restauraciones,2009-02-01,54,54
SAN PEDRO DE BUENA VISTA,atenciones odontologicas,restauraciones,2009-02-01,54,54
SAN PEDRO DE CURAHUARA,atenciones odontologicas,restauraciones,2009-02-01,28,28
SAN PEDRO DE TIQUINA,atenciones odontologicas,restauraciones,2009-02-01,13,13
SAN RAFAEL,atenciones odontologicas,restauraciones,2009-02-01,51,51
SAN RAMON,atenciones odontologicas,restauraciones,2009-02-01,85,85
SAN RAMON,atenciones odontologicas,restauraciones,2009-02-01,25,25
SANTA ANA,atenciones odontologicas,restauraciones,2009-02-01,347,347
SANTA CRUZ DE LA SIERRA,atenciones odontologicas,restauraciones,2009-02-01,6391,6391
SANTA ROSA,atenciones odontologicas,restauraciones,2009-02-01,147,147
SANTA ROSA DEL SARA,atenciones odontologicas,restauraciones,2009-02-01,93,93
SANTIAGO DE HUARI,atenciones odontologicas,restauraciones,2009-02-01,117,117
SANTIAGO DE MACHACA,atenciones odontologicas,restauraciones,2009-02-01,44,44
SANTIVAÑES,atenciones odontologicas,restauraciones,2009-02-01,118,118
SANTUARIO DE QUILLACAS,atenciones odontologicas,restauraciones,2009-02-01,13,13
SAPAHAQUI,atenciones odontologicas,restauraciones,2009-02-01,9,9
SENA,atenciones odontologicas,restauraciones,2009-02-01,3,3
SICA SICA (VILLA AROMA),atenciones odontologicas,restauraciones,2009-02-01,100,100
SICAYA,atenciones odontologicas,restauraciones,2009-02-01,12,12
SIPE SIPE,atenciones odontologicas,restauraciones,2009-02-01,304,304
SOPACHUY,atenciones odontologicas,restauraciones,2009-02-01,42,42
SORACACHI,atenciones odontologicas,restauraciones,2009-02-01,11,11
SORATA,atenciones odontologicas,restauraciones,2009-02-01,50,50
SUCRE,atenciones odontologicas,restauraciones,2009-02-01,3305,3305
TACACOMA,atenciones odontologicas,restauraciones,2009-02-01,126,126
TACOPAYA,atenciones odontologicas,restauraciones,2009-02-01,7,7
TAHUA,atenciones odontologicas,restauraciones,2009-02-01,8,8
TAPACARI,atenciones odontologicas,restauraciones,2009-02-01,63,63
TARABUCO,atenciones odontologicas,restauraciones,2009-02-01,34,34
TARACO,atenciones odontologicas,restauraciones,2009-02-01,9,9
TARATA,atenciones odontologicas,restauraciones,2009-02-01,25,25
TARIJA,atenciones odontologicas,restauraciones,2009-02-01,2980,2980
TARVITA,atenciones odontologicas,restauraciones,2009-02-01,14,14
TEOPONTE,atenciones odontologicas,restauraciones,2009-02-01,57,57
TIAWANACU,atenciones odontologicas,restauraciones,2009-02-01,1,1
TINGUIPAYA,atenciones odontologicas,restauraciones,2009-02-01,13,13
TIQUIPAYA,atenciones odontologicas,restauraciones,2009-02-01,612,612
TIRAQUE (CBBA),atenciones odontologicas,restauraciones,2009-02-01,841,841
TOCO,atenciones odontologicas,restauraciones,2009-02-01,159,159
TOLATA,atenciones odontologicas,restauraciones,2009-02-01,101,101
TOLEDO,atenciones odontologicas,restauraciones,2009-02-01,82,82
TOMAVE,atenciones odontologicas,restauraciones,2009-02-01,45,45
TOMINA,atenciones odontologicas,restauraciones,2009-02-01,88,88
TORO TORO,atenciones odontologicas,restauraciones,2009-02-01,41,41
TOTORA(CBBA),atenciones odontologicas,restauraciones,2009-02-01,38,38
TOTORA(ORR),atenciones odontologicas,restauraciones,2009-02-01,1,1
TRIGAL,atenciones odontologicas,restauraciones,2009-02-01,28,28
TRINIDAD,atenciones odontologicas,restauraciones,2009-02-01,364,364
TUPIZA,atenciones odontologicas,restauraciones,2009-02-01,95,95
TURCO,atenciones odontologicas,restauraciones,2009-02-01,8,8
UMALA,atenciones odontologicas,restauraciones,2009-02-01,13,13
UNCIA,atenciones odontologicas,restauraciones,2009-02-01,66,66
URIONDO (A. CONCEPCION),atenciones odontologicas,restauraciones,2009-02-01,352,352
URUBICHA,atenciones odontologicas,restauraciones,2009-02-01,20,20
UYUNI,atenciones odontologicas,restauraciones,2009-02-01,1,1
VACAS,atenciones odontologicas,restauraciones,2009-02-01,70,70
VALLEGRANDE,atenciones odontologicas,restauraciones,2009-02-01,234,234
VIACHA,atenciones odontologicas,restauraciones,2009-02-01,115,115
VILA VILA,atenciones odontologicas,restauraciones,2009-02-01,21,21
VILLA MONTES,atenciones odontologicas,restauraciones,2009-02-01,139,139
VILLA NUEVA (LOMA ALTA),atenciones odontologicas,restauraciones,2009-02-01,35,35
VILLA RIVERO,atenciones odontologicas,restauraciones,2009-02-01,54,54
VILLA SERRANO,atenciones odontologicas,restauraciones,2009-02-01,67,67
VILLA TUNARI,atenciones odontologicas,restauraciones,2009-02-01,481,481
VILLA VACA GUZMAN (MUYUPAMPA),atenciones odontologicas,restauraciones,2009-02-01,56,56
VILLAZON,atenciones odontologicas,restauraciones,2009-02-01,146,146
VINTO,atenciones odontologicas,restauraciones,2009-02-01,57,57
VITICHI,atenciones odontologicas,restauraciones,2009-02-01,4,4
WALDO BALLIVIAN,atenciones odontologicas,restauraciones,2009-02-01,5,5
WARNES,atenciones odontologicas,restauraciones,2009-02-01,330,330
YACO,atenciones odontologicas,restauraciones,2009-02-01,1,1
YACUIBA,atenciones odontologicas,restauraciones,2009-02-01,689,689
YAMPARAEZ,atenciones odontologicas,restauraciones,2009-02-01,18,18
YANACACHI,atenciones odontologicas,restauraciones,2009-02-01,10,10
YAPACANI,atenciones odontologicas,restauraciones,2009-02-01,188,188
YOCALLA,atenciones odontologicas,restauraciones,2009-02-01,17,17
YOTALA,atenciones odontologicas,restauraciones,2009-02-01,29,29
YUNCHARA,atenciones odontologicas,restauraciones,2009-02-01,73,73
ZUDAÑEZ,atenciones odontologicas,restauraciones,2009-02-01,1,1
ACACIO,atenciones odontologicas,restauraciones,2009-03-01,12,12
ACHACACHI,atenciones odontologicas,restauraciones,2009-03-01,77,77
ACHOCALLA,atenciones odontologicas,restauraciones,2009-03-01,9,9
AIQUILE,atenciones odontologicas,restauraciones,2009-03-01,114,114
ALALAY,atenciones odontologicas,restauraciones,2009-03-01,55,55
ALCALA,atenciones odontologicas,restauraciones,2009-03-01,25,25
ANCORAIMES,atenciones odontologicas,restauraciones,2009-03-01,25,25
ANDAMARCA,atenciones odontologicas,restauraciones,2009-03-01,25,25
ANTEQUERA,atenciones odontologicas,restauraciones,2009-03-01,25,25
ANZALDO,atenciones odontologicas,restauraciones,2009-03-01,74,74
APOLO,atenciones odontologicas,restauraciones,2009-03-01,43,43
ARAMPAMPA,atenciones odontologicas,restauraciones,2009-03-01,40,40
ARANI,atenciones odontologicas,restauraciones,2009-03-01,32,32
ARBIETO,atenciones odontologicas,restauraciones,2009-03-01,60,60
ARQUE,atenciones odontologicas,restauraciones,2009-03-01,100,100
ASCENCION DE GUARAYOS,atenciones odontologicas,restauraciones,2009-03-01,70,70
AYATA,atenciones odontologicas,restauraciones,2009-03-01,28,28
AYO AYO,atenciones odontologicas,restauraciones,2009-03-01,12,12
AYOPAYA (V. DE INDEPENDENCIA),atenciones odontologicas,restauraciones,2009-03-01,167,167
AZURDUY,atenciones odontologicas,restauraciones,2009-03-01,74,74
BATALLAS,atenciones odontologicas,restauraciones,2009-03-01,52,52
BAURES,atenciones odontologicas,restauraciones,2009-03-01,57,57
BELEN DE URMIRI,atenciones odontologicas,restauraciones,2009-03-01,6,6
BERMEJO,atenciones odontologicas,restauraciones,2009-03-01,404,404
BETANZOS,atenciones odontologicas,restauraciones,2009-03-01,146,146
BOLIVAR,atenciones odontologicas,restauraciones,2009-03-01,25,25
BOLPEBRA,atenciones odontologicas,restauraciones,2009-03-01,22,22
BOYUIBE,atenciones odontologicas,restauraciones,2009-03-01,48,48
BUENA VISTA,atenciones odontologicas,restauraciones,2009-03-01,20,20
CABEZAS,atenciones odontologicas,restauraciones,2009-03-01,62,62
CAIROMA,atenciones odontologicas,restauraciones,2009-03-01,2,2
"CAIZA ""D""",atenciones odontologicas,restauraciones,2009-03-01,22,22
CALACOTO,atenciones odontologicas,restauraciones,2009-03-01,48,48
CALAMARCA,atenciones odontologicas,restauraciones,2009-03-01,74,74
CAMARGO,atenciones odontologicas,restauraciones,2009-03-01,122,122
CAMATAQUI (C. VILLA ABECIA),atenciones odontologicas,restauraciones,2009-03-01,11,11
CAMIRI,atenciones odontologicas,restauraciones,2009-03-01,325,325
CAPINOTA,atenciones odontologicas,restauraciones,2009-03-01,219,219
CAQUIAVIRI,atenciones odontologicas,restauraciones,2009-03-01,10,10
CARACOLLO,atenciones odontologicas,restauraciones,2009-03-01,77,77
CARANAVI,atenciones odontologicas,restauraciones,2009-03-01,67,67
CARAPARI,atenciones odontologicas,restauraciones,2009-03-01,205,205
CARIPUYO,atenciones odontologicas,restauraciones,2009-03-01,10,10
CARMEN RIVERO TORREZ,atenciones odontologicas,restauraciones,2009-03-01,24,24
CATACORA,atenciones odontologicas,restauraciones,2009-03-01,79,79
CHALLAPATA,atenciones odontologicas,restauraciones,2009-03-01,146,146
CHAQUI,atenciones odontologicas,restauraciones,2009-03-01,39,39
CHARAGUA,atenciones odontologicas,restauraciones,2009-03-01,105,105
CHARAÑA,atenciones odontologicas,restauraciones,2009-03-01,19,19
CHAYANTA,atenciones odontologicas,restauraciones,2009-03-01,66,66
CHIMORE,atenciones odontologicas,restauraciones,2009-03-01,49,49
CHULUMANI (V. DE LA LIBERTAD),atenciones odontologicas,restauraciones,2009-03-01,72,72
CHUMA,atenciones odontologicas,restauraciones,2009-03-01,30,30
CLIZA,atenciones odontologicas,restauraciones,2009-03-01,141,141
COBIJA,atenciones odontologicas,restauraciones,2009-03-01,264,264
COCHABAMBA,atenciones odontologicas,restauraciones,2009-03-01,6932,6932
COLCAPIRHUA,atenciones odontologicas,restauraciones,2009-03-01,300,300
"COLCHA ""K""",atenciones odontologicas,restauraciones,2009-03-01,8,8
COLLANA,atenciones odontologicas,restauraciones,2009-03-01,27,27
COLOMI,atenciones odontologicas,restauraciones,2009-03-01,140,140
COLPA BELGICA,atenciones odontologicas,restauraciones,2009-03-01,120,120
COLQUECHACA,atenciones odontologicas,restauraciones,2009-03-01,12,12
COLQUENCHA,atenciones odontologicas,restauraciones,2009-03-01,30,30
COLQUIRI,atenciones odontologicas,restauraciones,2009-03-01,57,57
COMANCHE,atenciones odontologicas,restauraciones,2009-03-01,5,5
COMARAPA,atenciones odontologicas,restauraciones,2009-03-01,448,448
COMBAYA,atenciones odontologicas,restauraciones,2009-03-01,3,3
CONCEPCION,atenciones odontologicas,restauraciones,2009-03-01,17,17
COPACABANA,atenciones odontologicas,restauraciones,2009-03-01,40,40
CORIPATA,atenciones odontologicas,restauraciones,2009-03-01,34,34
CORO CORO,atenciones odontologicas,restauraciones,2009-03-01,6,6
COROICO,atenciones odontologicas,restauraciones,2009-03-01,187,187
CORQUE,atenciones odontologicas,restauraciones,2009-03-01,24,24
COTAGAITA,atenciones odontologicas,restauraciones,2009-03-01,54,54
COTOCA,atenciones odontologicas,restauraciones,2009-03-01,58,58
CUATRO CAÑADAS,atenciones odontologicas,restauraciones,2009-03-01,93,93
CUCHUMUELA (V. G. VILLARROEL),atenciones odontologicas,restauraciones,2009-03-01,12,12
CUEVO,atenciones odontologicas,restauraciones,2009-03-01,15,15
CULPINA,atenciones odontologicas,restauraciones,2009-03-01,36,36
CURAHUARA DE CARANGAS,atenciones odontologicas,restauraciones,2009-03-01,48,48
CURVA,atenciones odontologicas,restauraciones,2009-03-01,1,1
DESAGUADERO,atenciones odontologicas,restauraciones,2009-03-01,62,62
EL ALTO,atenciones odontologicas,restauraciones,2009-03-01,6349,6349
EL CHORO,atenciones odontologicas,restauraciones,2009-03-01,2,2
EL PUENTE(STC),atenciones odontologicas,restauraciones,2009-03-01,12,12
EL PUENTE(TJA),atenciones odontologicas,restauraciones,2009-03-01,198,198
EL TORNO,atenciones odontologicas,restauraciones,2009-03-01,67,67
EL VILLAR,atenciones odontologicas,restauraciones,2009-03-01,5,5
ENTRE RIOS,atenciones odontologicas,restauraciones,2009-03-01,36,36
ENTRE RIOS,atenciones odontologicas,restauraciones,2009-03-01,92,92
EUCALIPTUS,atenciones odontologicas,restauraciones,2009-03-01,63,63
FERNANDEZ ALONSO,atenciones odontologicas,restauraciones,2009-03-01,96,96
FILADELFIA,atenciones odontologicas,restauraciones,2009-03-01,4,4
GENERAL SAAVEDRA,atenciones odontologicas,restauraciones,2009-03-01,47,47
GUANAY,atenciones odontologicas,restauraciones,2009-03-01,45,45
GUAQUI,atenciones odontologicas,restauraciones,2009-03-01,31,31
GUAYARAMERIN,atenciones odontologicas,restauraciones,2009-03-01,321,321
GUTIERREZ,atenciones odontologicas,restauraciones,2009-03-01,42,42
HUACARETA,atenciones odontologicas,restauraciones,2009-03-01,29,29
HUACHACALLA,atenciones odontologicas,restauraciones,2009-03-01,15,15
HUANUNI,atenciones odontologicas,restauraciones,2009-03-01,121,121
HUARACAJE,atenciones odontologicas,restauraciones,2009-03-01,22,22
